Clicks,Impressions,TotalImpressions,Method,RecommendationSizePercent,RecommendationSize,Timestamp,Alpha,TrainPart,MSE,CumulativeMSE
216.0,118917.0,6070000.0,Random,0.02,58336,1529554130.0,0.0001,0.02,0.33630613792850256,0.3080992461758447
216.0,119117.0,6080000.0,Random,0.02,58336,1529554233.0,0.0001,0.02,0.3348479171948981,0.30814324070054766
216.0,119311.0,6090000.0,Random,0.02,58336,1529554333.0,0.0001,0.02,0.33845319984050765,0.30819301074839456
216.0,119496.0,6100000.0,Random,0.02,58336,1529554430.0,0.0001,0.02,0.3361071726547951,0.30823877166955505
216.0,119693.0,6110000.0,Random,0.02,58336,1529554528.0,0.0001,0.02,0.32773001503344845,0.30827067223152443
216.0,119898.0,6120000.0,Random,0.02,58336,1529554622.0,0.0001,0.02,0.33402402312543916,0.30831275287023824
216.0,120103.0,6130000.0,Random,0.02,58336,1529554714.0,0.0001,0.02,0.331989885878022,0.308351377883301
216.0,120305.0,6140000.0,Random,0.02,58336,1529554806.0,0.0001,0.02,0.33186306548736416,0.30838967053412264
216.0,120492.0,6150000.0,Random,0.02,58336,1529554898.0,0.0001,0.02,0.32504097264207005,0.30841674582210515
217.0,120715.0,6160000.0,Random,0.02,58336,1529554987.0,0.0001,0.02,0.3326175375213653,0.30845603282161504
217.0,120905.0,6170000.0,Random,0.02,58336,1529555077.0,0.0001,0.02,0.33583761678855656,0.308500411401788
218.0,121090.0,6180000.0,Random,0.02,58336,1529555164.0,0.0001,0.02,0.33556094054070706,0.30854419866576627
218.0,121274.0,6190000.0,Random,0.02,58336,1529555250.0,0.0001,0.02,0.3301295497539678,0.30857906999224166
218.0,121472.0,6200000.0,Random,0.02,58336,1529555338.0,0.0001,0.02,0.3293681804727134,0.30861260081559666
218.0,121658.0,6210000.0,Random,0.02,58336,1529555425.0,0.0001,0.02,0.333728896741711,0.30865304573657065
218.0,121857.0,6220000.0,Random,0.02,58336,1529555511.0,0.0001,0.02,0.32510789037381144,0.30867950047071346
218.0,122085.0,6230000.0,Random,0.02,58336,1529555597.0,0.0001,0.02,0.3348898838273772,0.3087215717120544
221.0,122262.0,6240000.0,Random,0.02,58336,1529555679.0,0.0001,0.02,0.33182701449379604,0.30875859966522834
222.0,122453.0,6250000.0,Random,0.02,58336,1529555763.0,0.0001,0.02,0.3337634029144601,0.3087986073504274
222.0,122649.0,6260000.0,Random,0.02,58336,1529555846.0,0.0001,0.02,0.3281097960490953,0.30882945589467403
222.0,122873.0,6270000.0,Random,0.02,58336,1529555928.0,0.0001,0.02,0.3256602459139152,0.3088562992599347
222.0,123100.0,6280000.0,Random,0.02,58336,1529556009.0,0.0001,0.02,0.33488908659187366,0.3088977527429489
222.0,123297.0,6290000.0,Random,0.02,58336,1529556088.0,0.0001,0.02,0.3317016124810953,0.3089340068919771
223.0,123501.0,6300000.0,Random,0.02,58336,1529556167.0,0.0001,0.02,0.33755952049365767,0.3089794442151546
223.0,123705.0,6310000.0,Random,0.02,58336,1529556246.0,0.0001,0.02,0.3260929888108064,0.30900656552196215
223.0,123910.0,6320000.0,Random,0.02,58336,1529556325.0,0.0001,0.02,0.32505259430450506,0.30903195480801177
223.0,124117.0,6330000.0,Random,0.02,58336,1529556403.0,0.0001,0.02,0.33014886893501366,0.30906531486192385
223.0,124300.0,6340000.0,Random,0.02,58336,1529556480.0,0.0001,0.02,0.3309013947295514,0.3090997566282796
