Clicks,Impressions,TotalImpressions,Method,Timestamp,BatchCTR,ModelCTR,MSE,MMSE,FullMSE,FullROC,FullTPR,FullFPR,FullFNR,FullPPR,ModelCalibration,ModelNE,ModelRIG,Hours,TrainPart,RecommendationPart,Alpha,EqClicks
0,38,130000,LinUCB_Disjoint,1534230240000,0.0,0.0,1.28e-05,nan,0.0,nan,nan,0.0,nan,nan,nan,nan,nan,12,0.2,0.2,0.1,0.0
0,257,140000,LinUCB_Disjoint,1534231360000,0.0,0.0,1.37e-05,nan,0.0,nan,nan,0.0,nan,nan,nan,nan,nan,12,0.2,0.2,0.1,0.0
4,420,150000,LinUCB_Disjoint,1534232397000,0.00952,0.00952,0.000535,2.21,0.000352,inf,0.333,0.0,0.667,1.0,0.333,0.866,0.134,12,0.2,0.2,0.1,0.0
4,613,160000,LinUCB_Disjoint,1534233386000,0.00653,0.00653,0.000436,2.21,0.000305,inf,0.286,0.0,0.714,1.0,0.286,0.974,0.026,12,0.2,0.2,0.1,0.0
4,842,170000,LinUCB_Disjoint,1534234592000,0.00475,0.00475,0.000407,2.22,0.000304,inf,0.235,0.0,0.765,1.0,0.235,0.999,0.00118,12,0.2,0.2,0.1,0.0
4,1031,180000,LinUCB_Disjoint,1534235900000,0.00388,0.00388,0.000408,2.21,0.000322,inf,0.19,0.0,0.81,1.0,0.19,0.968,0.032,12,0.2,0.2,0.1,0.0
4,1174,190000,LinUCB_Disjoint,1534237228000,0.00341,0.00341,0.000408,2.2,0.000335,inf,0.16,0.0,0.84,1.0,0.16,0.943,0.0567,12,0.2,0.2,0.1,0.0
4,1328,200000,LinUCB_Disjoint,1534238550000,0.00301,0.00301,0.000381,2.19,0.000316,inf,0.148,0.0,0.852,1.0,0.148,0.987,0.0133,12,0.2,0.2,0.1,0.0
4,1512,210000,LinUCB_Disjoint,1534239806000,0.00265,0.00265,0.000433,2.18,0.000375,inf,0.114,0.0,0.886,1.0,0.114,0.869,0.131,12,0.2,0.2,0.1,0.0
4,1691,220000,LinUCB_Disjoint,1534241076000,0.00237,0.00237,0.000409,2.18,0.000356,inf,0.108,0.0,0.892,1.0,0.108,0.906,0.0935,12,0.2,0.2,0.1,0.0
4,1845,230000,LinUCB_Disjoint,1534242106000,0.00217,0.00217,0.000428,2.18,0.00038,inf,0.093,0.0,0.907,1.0,0.093,0.862,0.138,12,0.2,0.2,0.1,0.0
4,2009,240000,LinUCB_Disjoint,1534243147000,0.00199,0.00199,0.000391,2.17,0.000346,inf,0.093,0.0,0.907,1.0,0.093,0.93,0.0697,12,0.2,0.2,0.1,0.0
4,2186,250000,LinUCB_Disjoint,1534244177000,0.00183,0.00183,0.000393,2.17,0.00035,inf,0.0851,0.0,0.915,1.0,0.0851,0.923,0.0772,12,0.2,0.2,0.1,0.0
4,2295,260000,LinUCB_Disjoint,1534245339000,0.00174,0.00174,0.000424,2.16,0.000384,inf,0.0727,0.0,0.927,1.0,0.0727,0.855,0.145,12,0.2,0.2,0.1,0.0
4,2463,270000,LinUCB_Disjoint,1534246466000,0.00162,0.00162,0.000409,2.17,0.000371,inf,0.0702,0.0,0.93,1.0,0.0702,0.882,0.118,12,0.2,0.2,0.1,0.0
4,2668,280000,LinUCB_Disjoint,1534247578000,0.0015,0.0015,0.000409,2.18,0.000373,inf,0.0656,0.0,0.934,1.0,0.0656,0.882,0.118,12,0.2,0.2,0.1,0.0
4,2877,290000,LinUCB_Disjoint,1534248715000,0.00139,0.00139,0.000434,2.18,0.000399,inf,0.058,0.0,0.942,1.0,0.058,0.834,0.166,12,0.2,0.2,0.1,0.0
4,3038,300000,LinUCB_Disjoint,1534249893000,0.00132,0.00132,0.000409,2.17,0.000376,inf,0.058,0.0,0.942,1.0,0.058,0.877,0.123,12,0.2,0.2,0.1,0.0
4,3213,310000,LinUCB_Disjoint,1534251093000,0.00124,0.00124,0.000409,2.18,0.000378,inf,0.0548,0.0,0.945,1.0,0.0548,0.876,0.124,12,0.2,0.2,0.1,0.0
