3,100,0.00,SRandom
5,200,0.00,SRandom
13,300,0.00,SRandom
21,400,0.00,SRandom
29,500,0.00,SRandom
31,600,0.00,SRandom
38,700,0.00,SRandom
43,800,0.00,SRandom
47,900,0.00,SRandom
50,1000,0.00,SRandom
53,1100,0.00,SRandom
59,1200,0.00,SRandom
64,1300,0.00,SRandom
66,1400,0.00,SRandom
71,1500,0.00,SRandom
73,1600,0.00,SRandom
78,1700,0.00,SRandom
84,1800,0.00,SRandom
90,1900,0.00,SRandom
92,2000,0.00,SRandom
102,2100,0.00,SRandom
107,2200,0.00,SRandom
113,2300,0.00,SRandom
117,2400,0.00,SRandom
123,2500,0.00,SRandom
125,2600,0.00,SRandom
131,2700,0.00,SRandom
134,2800,0.00,SRandom
138,2900,0.00,SRandom
144,3000,0.00,SRandom
147,3100,0.00,SRandom
156,3200,0.00,SRandom
161,3300,0.00,SRandom
166,3400,0.00,SRandom
171,3500,0.00,SRandom
175,3600,0.00,SRandom
179,3700,0.00,SRandom
184,3800,0.00,SRandom
188,3900,0.00,SRandom
194,4000,0.00,SRandom
198,4100,0.00,SRandom
198,4200,0.00,SRandom
201,4300,0.00,SRandom
203,4400,0.00,SRandom
211,4500,0.00,SRandom
219,4600,0.00,SRandom
227,4700,0.00,SRandom
230,4800,0.00,SRandom
235,4900,0.00,SRandom
244,5000,0.00,SRandom
249,5100,0.00,SRandom
251,5200,0.00,SRandom
254,5300,0.00,SRandom
258,5400,0.00,SRandom
267,5500,0.00,SRandom
270,5600,0.00,SRandom
276,5700,0.00,SRandom
280,5800,0.00,SRandom
286,5900,0.00,SRandom
291,6000,0.00,SRandom
297,6100,0.00,SRandom
299,6200,0.00,SRandom
308,6300,0.00,SRandom
312,6400,0.00,SRandom
317,6500,0.00,SRandom
321,6600,0.00,SRandom
328,6700,0.00,SRandom
336,6800,0.00,SRandom
342,6900,0.00,SRandom
348,7000,0.00,SRandom
356,7100,0.00,SRandom
359,7200,0.00,SRandom
361,7300,0.00,SRandom
364,7400,0.00,SRandom
368,7500,0.00,SRandom
373,7600,0.00,SRandom
378,7700,0.00,SRandom
383,7800,0.00,SRandom
386,7900,0.00,SRandom
391,8000,0.00,SRandom
396,8100,0.00,SRandom
404,8200,0.00,SRandom
408,8300,0.00,SRandom
411,8400,0.00,SRandom
419,8500,0.00,SRandom
422,8600,0.00,SRandom
425,8700,0.00,SRandom
429,8800,0.00,SRandom
441,8900,0.00,SRandom
443,9000,0.00,SRandom
447,9100,0.00,SRandom
449,9200,0.00,SRandom
454,9300,0.00,SRandom
460,9400,0.00,SRandom
461,9500,0.00,SRandom
468,9600,0.00,SRandom
473,9700,0.00,SRandom
476,9800,0.00,SRandom
481,9900,0.00,SRandom
485,10000,0.00,SRandom
6,100,0.00,SEGreedy
11,200,0.00,SEGreedy
12,300,0.00,SEGreedy
15,400,0.00,SEGreedy
20,500,0.00,SEGreedy
24,600,0.00,SEGreedy
29,700,0.00,SEGreedy
37,800,0.00,SEGreedy
40,900,0.00,SEGreedy
43,1000,0.00,SEGreedy
143,1100,0.00,SEGreedy
243,1200,0.00,SEGreedy
343,1300,0.00,SEGreedy
427,1400,0.00,SEGreedy
527,1500,0.00,SEGreedy
627,1600,0.00,SEGreedy
727,1700,0.00,SEGreedy
827,1800,0.00,SEGreedy
919,1900,0.00,SEGreedy
1017,2000,0.00,SEGreedy
1117,2100,0.00,SEGreedy
1217,2200,0.00,SEGreedy
1317,2300,0.00,SEGreedy
1417,2400,0.00,SEGreedy
1517,2500,0.00,SEGreedy
1607,2600,0.00,SEGreedy
1705,2700,0.00,SEGreedy
1791,2800,0.00,SEGreedy
1889,2900,0.00,SEGreedy
1989,3000,0.00,SEGreedy
2089,3100,0.00,SEGreedy
2189,3200,0.00,SEGreedy
2289,3300,0.00,SEGreedy
2389,3400,0.00,SEGreedy
2487,3500,0.00,SEGreedy
2587,3600,0.00,SEGreedy
2687,3700,0.00,SEGreedy
2787,3800,0.00,SEGreedy
2885,3900,0.00,SEGreedy
2985,4000,0.00,SEGreedy
3083,4100,0.00,SEGreedy
3183,4200,0.00,SEGreedy
