Clicks,Impressions,TotalImpressions,Method,Timestamp,MSE,CumulativeMSE,MMSE,MCumulativeMSE,LocalCTR,Calibration,NE,RIG,Hours,TrainPart,RecommendationPart,Alpha,EqClicks
3.0,368.0,110000,Regression,1531044493000,0.0284,2.24e+03,2.62e-05,2.45,0.00817,2.38,1.04,-0.0379,12,0.2,0.2,0.1,0.0
25.0,1709.0,120000,Regression,1531046231000,0.00151,1.98e+02,0.00015,18.7,0.0146,4.26,1.57,-0.569,12,0.2,0.2,0.1,0.0
47.0,3045.0,130000,Regression,1531048017000,0.00167,1.98e+02,0.000267,32.5,0.0154,4.49,1.71,-0.706,12,0.2,0.2,0.1,0.0
86.0,4340.0,140000,Regression,1531049805000,0.00239,3.5e+02,0.000419,55.2,0.0198,5.77,2.55,-1.55,12,0.2,0.2,0.1,0.0
113.0,5646.0,150000,Regression,1531051599000,0.00183,2.43e+02,0.000512,67.7,0.02,5.82,2.49,-1.49,12,0.2,0.2,0.1,0.0
144.0,6884.0,160000,Regression,1531053310000,0.00206,2.78e+02,0.000609,80.8,0.0209,6.09,2.61,-1.61,12,0.2,0.2,0.1,0.0
167.0,8283.0,170000,Regression,1531054948000,0.00158,2.07e+02,0.000667,88.2,0.0202,5.87,2.51,-1.51,12,0.2,0.2,0.1,0.0
191.0,9754.0,180000,Regression,1531056675000,0.0017,2.16e+02,0.000724,95.3,0.0196,5.7,2.39,-1.39,12,0.2,0.2,0.1,0.0
223.0,11115.0,190000,Regression,1531058328000,0.00215,2.87e+02,0.000799,1.05e+02,0.0201,5.84,2.4,-1.4,12,0.2,0.2,0.1,0.0
258.0,12454.0,200000,Regression,1531059941000,0.00226,3.14e+02,0.000872,1.16e+02,0.0207,6.03,2.62,-1.62,12,0.2,0.2,0.1,0.0
290.0,13832.0,210000,Regression,1531061809000,0.0022,2.87e+02,0.000936,1.24e+02,0.021,6.1,2.63,-1.63,12,0.2,0.2,0.1,0.0
334.0,15190.0,220000,Regression,1531063581000,0.00281,3.95e+02,0.00102,1.36e+02,0.022,6.4,2.69,-1.69,12,0.2,0.2,0.1,0.0
362.0,16509.0,230000,Regression,1531065314000,0.0019,2.52e+02,0.00106,1.41e+02,0.0219,6.38,2.73,-1.73,12,0.2,0.2,0.1,0.0
395.0,17815.0,240000,Regression,1531067084000,0.00219,2.96e+02,0.00111,1.48e+02,0.0222,6.45,2.77,-1.77,12,0.2,0.2,0.1,0.0
504.0,19367.0,250000,Regression,1531068933000,0.00659,9.79e+02,0.00133,1.81e+02,0.026,7.57,3.1,-2.1,12,0.2,0.2,0.1,0.0
581.0,20781.0,260000,Regression,1531070560000,0.00476,6.92e+02,0.00146,2.01e+02,0.028,8.13,3.37,-2.37,12,0.2,0.2,0.1,0.0
648.0,22148.0,270000,Regression,1531071931000,0.00402,6.02e+02,0.00155,2.16e+02,0.0293,8.51,3.53,-2.53,12,0.2,0.2,0.1,0.0
720.0,23709.0,280000,Regression,1531073370000,0.00438,6.47e+02,0.00165,2.31e+02,0.0304,8.83,3.66,-2.66,12,0.2,0.2,0.1,0.0
765.0,25056.0,290000,Regression,1531074828000,0.00288,4.04e+02,0.0017,2.37e+02,0.0305,8.88,3.64,-2.64,12,0.2,0.2,0.1,0.0
814.0,26512.0,300000,Regression,1531076102000,0.00317,4.4e+02,0.00175,2.44e+02,0.0307,8.93,3.65,-2.65,12,0.2,0.2,0.1,0.0
868.0,27837.0,310000,Regression,1531077460000,0.00349,4.85e+02,0.0018,2.52e+02,0.0312,9.07,3.68,-2.68,12,0.2,0.2,0.1,0.0
935.0,29256.0,320000,Regression,1531078853000,0.0042,6.02e+02,0.00188,2.62e+02,0.032,9.3,3.72,-2.72,12,0.2,0.2,0.1,0.0
996.0,30645.0,330000,Regression,1531080285000,0.00384,5.48e+02,0.00194,2.71e+02,0.0325,9.45,3.77,-2.77,12,0.2,0.2,0.1,0.0
1061.0,32039.0,340000,Regression,1531081775000,0.00403,5.84e+02,0.002,2.8e+02,0.0331,9.63,3.93,-2.93,12,0.2,0.2,0.1,0.0
1138.0,33483.0,350000,Regression,1531083470000,0.00458,6.92e+02,0.00207,2.92e+02,0.034,9.89,4.01,-3.01,12,0.2,0.2,0.1,0.0
1219.0,35062.0,360000,Regression,1531085548000,0.00492,7.28e+02,0.00215,3.04e+02,0.0348,10.1,4.08,-3.08,12,0.2,0.2,0.1,0.0
1277.0,36521.0,370000,Regression,1531091700000,0.00393,5.21e+02,0.0022,3.1e+02,0.035,10.2,3.12,-2.12,12,0.2,0.2,0.1,0.0
1335.0,37971.0,380000,Regression,1531109678000,0.00351,5.21e+02,0.00223,3.16e+02,0.0352,10.2,3.15,-2.15,12,0.2,0.2,0.1,0.0
1381.0,39500.0,390000,Regression,1531114011000,0.00282,4.13e+02,0.00225,3.18e+02,0.035,10.2,3.16,-2.16,12,0.2,0.2,0.1,0.0
1411.0,41147.0,400000,Regression,1531116623000,0.002,2.69e+02,0.00224,3.17e+02,0.0343,9.97,3.11,-2.11,12,0.2,0.2,0.1,0.0
1429.0,42818.0,410000,Regression,1531118649000,0.0016,1.62e+02,0.00223,3.13e+02,0.0334,9.71,3.06,-2.06,12,0.2,0.2,0.1,0.0
1449.0,44583.0,420000,Regression,1531120418000,0.00153,1.8e+02,0.00221,3.1e+02,0.0325,9.45,2.99,-1.99,12,0.2,0.2,0.1,0.0
1466.0,46209.0,430000,Regression,1531122132000,0.00138,1.53e+02,0.00219,3.06e+02,0.0317,9.23,2.93,-1.93,12,0.2,0.2,0.1,0.0
1484.0,47878.0,440000,Regression,1531123856000,0.0014,1.62e+02,0.00217,3.03e+02,0.031,9.02,2.88,-1.88,12,0.2,0.2,0.1,0.0
