Type,Timestamp,TotalImpressions,866128,856805,847460,858140,865041,Method,Hours,Alpha,EqClicks,TargetPercent,TargetSplit,TargetAlpha,EarlyUpdate,CropPercent,NormalizeTargetValue,TrainPart,RecommendationPart,SimulationType
Local,9761791,1534497231000,0,0,0,117882,124468,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,9761791,1534497231000,497238,1099503,168348,751451,607587,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,9967317,1534501703000,0,0,0,0,38560,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,9967317,1534501703000,497142,1098357,167854,633569,521679,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,10009519,1534502542000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,10009519,1534502542000,496539,1096099,167270,633372,483119,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,10549106,1534514400000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,10549106,1534514400000,427631,705536,110959,625577,467110,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,11220337,1534536000000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,11220337,1534536000000,324554,234450,34754,618691,453134,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,11331020,1534539599000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,11331020,1534539599000,303897,159737,22794,617630,450842,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,11472562,1534552786000,85427,19835,0,306706,223939,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,11472562,1534552786000,237376,99704,11397,615521,449360,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,11516286,1534558309000,64671,0,0,304632,222886,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,11516286,1534558309000,216620,79869,11391,613447,448307,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,11538116,1534561200000,49628,0,0,300962,219858,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,11538116,1534561200000,201577,79819,11353,609777,445279,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,11611451,1534567140000,0,0,0,287399,209956,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,11611451,1534567140000,151949,79669,11261,596214,435377,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,12017540,1534579986000,0,0,0,0,94272,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,12017540,1534579986000,151373,78417,10083,308815,319693,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,12123876,1534582634000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,12123876,1534582634000,147345,73636,6974,308669,225421,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,12131153,1534582800000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,12131153,1534582800000,145493,70733,4724,308636,225183,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,12921745,1534604400000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,12921745,1534604400000,-51250,-246153,-239751,304591,196741,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,13594727,1534626000000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,13594727,1534626000000,-192228,-496180,-477967,299136,158436,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,13646663,1534629599000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,13646663,1534629599000,-199429,-518568,-497809,298767,156300,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,13812775,1534651200000,0,0,0,182773,106948,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,13812775,1534651200000,-199499,-518657,-498415,182773,106948,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,13989428,1534659837000,0,0,0,114205,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,13989428,1534659837000,-199604,-518895,-499209,114205,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,14109191,1534663458000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,14109191,1534663458000,-199712,-522743,-499849,0,-962,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,14433317,1534672800000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,14433317,1534672800000,-238454,-737307,-548758,-1140,-21732,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,15170226,1534694400000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,15170226,1534694400000,-326606,-1261304,-621162,-11420,-63807,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,15782548,1534712399000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,15782548,1534712399000,-391628,-1715181,-685505,-17165,-87142,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,356003,1534208400000,435295,1062997,330627,418771,362705,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,356003,1534208400000,2611774,6377987,1983766,2512626,2176231,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,919597,1534230000000,323381,834006,232095,343422,313898,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,919597,1534230000000,2499860,6148996,1885234,2437277,2127424,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,1889816,1534246226000,197993,662574,15742,200274,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,1889816,1534246226000,2374472,5977564,1668881,2294129,1813526,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,2159970,1534251600000,126886,528429,1919,149196,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,2159970,1534251600000,2303365,5843419,1655058,2243051,1813526,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,2554167,1534262022000,0,325498,150,86585,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,2554167,1534262022000,2176479,5640488,1653289,2180440,1813526,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,2912107,1534273200000,0,52125,57,2112,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,2912107,1534273200000,2176479,5367115,1653196,2095967,1813526,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,2937601,1534273940000,0,28284,0,516,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,2937601,1534273940000,2176479,5343274,1653139,2094371,1813526,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,2956062,1534274488000,0,10339,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,2956062,1534274488000,2176479,5325329,1653139,2093855,1813526,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,2966401,1534274801000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,2966401,1534274801000,2176479,5314990,1653139,2093855,1813526,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,3176462,1534283997000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,3176462,1534283997000,2127124,5305901,1547912,2089107,1771884,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,3361164,1534305600000,295526,1059497,288940,410484,329235,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,3361164,1534305600000,1997226,5304218,1527270,2081770,1746743,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,4211618,1534326183000,0,1004527,125813,247375,155513,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,4211618,1534326183000,1701700,5249248,1364143,1918661,1573021,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,4267029,1534327200000,0,992668,96837,240503,147810,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,4267029,1534327200000,1701700,5237389,1335167,1911789,1565318,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,4434357,1534329729000,0,964556,0,219287,126647,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,4434357,1534329729000,1701700,5209277,1238330,1890573,1544155,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,4932769,1534338933000,0,735197,0,76881,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,4932769,1534338933000,1701700,4979918,1238330,1748167,1417508,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,5314011,1534348800000,0,411711,0,19126,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,5314011,1534348800000,1701700,4656432,1238330,1690412,1417508,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,5629689,1534360307000,0,115159,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,5629689,1534360307000,1701700,4359880,1238330,1671286,1417508,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,5726250,1534363199000,0,18598,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,5726250,1534363199000,1701700,4263319,1238330,1671286,1417508,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,5979990,1534384801000,377165,1027508,203464,414524,296634,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,5979990,1534384801000,1653440,4224998,1132212,1667989,1359765,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,6435359,1534400816000,303623,875538,0,401240,283525,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,6435359,1534400816000,1579898,4073028,928748,1654705,1346656,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,6734652,1534406401000,251970,695354,0,364560,252750,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,6734652,1534406401000,1528245,3892844,928748,1618025,1315881,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,7831983,1534427247000,83363,0,0,276964,106976,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,7831983,1534427247000,1359638,3197490,928748,1530429,1170107,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,7863533,1534428001000,72637,0,0,268213,94904,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,7863533,1534428001000,1348912,3197490,928748,1521678,1158035,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,8079790,1534433825000,0,0,0,204149,15348,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,8079790,1534433825000,1276275,3197490,928748,1457614,1078479,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,8146976,1534436174000,0,0,0,152311,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,8146976,1534436174000,1276275,3197490,928748,1405776,1063131,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,8299287,1534442244000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,8299287,1534442244000,1276275,3197490,928748,1253465,1063131,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,8560378,1534449599000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,8560378,1534449599000,1237183,3156455,757608,1251452,1055320,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,8811097,1534471200000,316256,974168,186601,408278,349983,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,8811097,1534471200000,1141045,3078472,691673,1242580,1053530,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,9572684,1534492800000,182760,577166,3321,367421,343032,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,9572684,1534492800000,1007549,2681470,508393,1201723,1046579,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,9749869,1534496964000,153219,452788,0,353885,336623,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,9749869,1534496964000,978008,2557092,505072,1188187,1040170,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,10410181,1534510702000,35310,0,0,297608,303285,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,10410181,1534510702000,860099,2104304,505072,1131910,1006832,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,10549106,1534514400000,4257,0,0,228488,264534,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,10549106,1534514400000,829046,2104304,505072,1062790,968081,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,10601142,1534515799000,0,0,0,198443,246800,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,10601142,1534515799000,824789,2104304,505072,1032745,950347,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,10949257,1534526934000,0,0,0,0,97128,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,10949257,1534526934000,824789,2104304,505072,834302,800675,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,11046385,1534530443000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,11046385,1534530443000,824789,2104304,505072,834302,703547,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,11220337,1534536000000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,11220337,1534536000000,794637,2071110,408176,831424,692716,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,11331020,1534539599000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,11331020,1534539599000,773920,2046026,351871,829338,686225,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,11538116,1534561200000,299035,977434,122845,411873,325407,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,11538116,1534561200000,685995,2000447,298781,826542,668520,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,12074315,1534581454000,128226,784123,0,399968,288078,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,12074315,1534581454000,515186,1807136,175936,814637,631191,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,12131153,1534582800000,113939,755808,0,394848,278963,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,12131153,1534582800000,500899,1778821,175936,809517,622076,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,12601060,1534594246000,0,504015,0,362347,207289,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,12601060,1534594246000,386960,1527028,175936,777016,550402,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,12921745,1534604400000,0,310449,0,321114,121404,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,12921745,1534604400000,386960,1333462,175936,735783,464517,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,13282150,1534615771000,0,116626,0,275936,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,13282150,1534615771000,386960,1139639,175936,690605,343113,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,13444940,1534620817000,0,0,0,229772,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,13444940,1534620817000,386960,1023013,175936,644441,343113,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,13594727,1534626000000,0,0,0,79986,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,13594727,1534626000000,386960,1023013,175936,494655,343113,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,13646663,1534629599000,0,0,0,28050,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,13646663,1534629599000,386960,1023013,175936,442719,343113,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,13812775,1534651200000,336898,934848,151564,441460,340860,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,13812775,1534651200000,336898,934848,151564,441460,340860,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,14279706,1534668181000,248541,735650,0,427802,326706,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,14279706,1534668181000,248541,735650,0,427802,326706,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,14433317,1534672800000,230958,625538,0,417311,311282,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,14433317,1534672800000,230958,625538,0,417311,311282,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,15170226,1534694400000,137299,116689,0,348743,245450,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,15170226,1534694400000,137299,116689,0,348743,245450,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,15421024,1534702263000,107018,0,0,321926,168439,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,15421024,1534702263000,107018,0,0,321926,168439,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,15696064,1534709554000,65244,0,0,257099,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,15696064,1534709554000,65244,0,0,257099,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,15782548,1534712399000,47656,0,0,188203,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,15782548,1534712399000,47656,0,0,188203,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,356003,1534208400000,435295,1062997,330627,418771,362705,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,356003,1534208400000,2611774,6377987,1983766,2512626,2176231,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,919597,1534230000000,290663,910384,188621,346747,310387,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,919597,1534230000000,2467142,6225374,1841760,2440602,2123913,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,1657592,1534242623000,206937,638751,0,256522,206597,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,1657592,1534242623000,2383416,5953741,1653139,2350377,2020123,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,2159970,1534251600000,146229,334848,0,203104,123155,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Global,2159970,1534251600000,2322708,5649838,1652233,2296959,1936681,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
Local,2736924,1534267506000,34675,0,0,153867,42794,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
