Type,Timestamp,TotalImpressions,866128,856805,847460,858140,865041,Method,Hours,Alpha,EqClicks,TargetPercent,TargetSplit,TargetAlpha,EarlyUpdate,TrainPart,RecommendationPart,SimulationType
Local,356003,1534208400000,348236,850398,264502,335016,290164,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,356003,1534208400000,2089419,5102389,1587012,2010100,1740984,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,919597,1534230000000,276661,650531,109975,213694,273862,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,919597,1534230000000,2017844,4902522,1432485,1888778,1724682,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,1216521,1534235710000,259214,603671,0,160916,203998,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,1216521,1534235710000,2000397,4855662,1322510,1836000,1654818,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,1840949,1534245403000,201841,482554,0,0,170272,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,1840949,1534245403000,1943024,4734545,1071214,1675084,1621092,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,2159970,1534251600000,182911,396704,0,0,136770,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,2159970,1534251600000,1924094,4648695,946425,1619135,1587590,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,2912107,1534273200000,110864,170614,0,0,65623,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,2912107,1534273200000,1852047,4422605,703952,1478756,1516443,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,3176462,1534283997000,84005,94428,0,0,49419,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,3176462,1534283997000,1825188,4346419,618703,1418899,1500239,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,3361164,1534305600000,340904,772344,88502,269269,286166,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,3361164,1534305600000,1801055,4249480,583465,1404389,1486358,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,3577426,1534312604000,320565,704544,0,239272,276542,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,3577426,1534312604000,1780716,4181680,494963,1374392,1476734,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,4267029,1534327200000,272594,538609,0,55730,255312,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,4267029,1534327200000,1732745,4015745,224039,1190850,1455504,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,4487749,1534330417000,250442,479683,0,0,245028,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,4487749,1534330417000,1710593,3956819,150411,1135120,1445220,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,5314011,1534348800000,186868,249777,0,0,200301,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,5314011,1534348800000,1647019,3726913,-150483,947960,1400493,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,5726250,1534363199000,150404,113120,0,0,179123,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,5726250,1534363199000,1610555,3590256,-265618,845155,1379315,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,5979990,1534384801000,359172,819064,0,175383,248960,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,5979990,1534384801000,1567089,3511756,-265618,809250,1283447,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,6611893,1534403989000,249304,576269,0,0,145103,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,6611893,1534403989000,1457221,3268961,-265618,633867,1179590,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,6734652,1534406401000,231986,523576,0,0,129349,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,6734652,1534406401000,1439903,3216268,-265618,596874,1163836,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,7849529,1534427655000,76522,39909,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,7849529,1534427655000,1284439,2732601,-265618,250477,1034487,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,7863533,1534428001000,74221,33951,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,7863533,1534428001000,1282138,2726643,-265618,246061,1033159,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,7941224,1534429876000,61279,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,7941224,1534429876000,1269196,2692692,-265618,222997,1025425,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,8334454,1534443406000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,8334454,1534443406000,1207917,2510671,-265618,108975,989517,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,8560378,1534449599000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,8560378,1534449599000,1176967,2399704,-265618,43075,971410,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,8623539,1534451600000,362288,783952,0,0,320983,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,8623539,1534451600000,1146933,2383755,-265618,28717,968590,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,8811097,1534471200000,287677,728187,0,0,307921,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,8811097,1534471200000,1072322,2327990,-265618,-15402,955528,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,9572684,1534492800000,90269,501478,0,0,190790,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,9572684,1534492800000,874914,2101281,-265618,-235740,838397,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,10071919,1534503711000,0,335200,0,0,112825,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,10071919,1534503711000,784645,1935003,-265618,-400463,760432,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,10549106,1534514400000,0,172272,0,0,48163,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,10549106,1534514400000,696949,1772075,-265618,-562363,695770,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,10901900,1534525242000,0,63476,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,10901900,1534525242000,633713,1663279,-265618,-694962,647607,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,11101528,1534532259000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,11101528,1534532259000,596432,1599803,-265618,-768196,621970,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,11220337,1534536000000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,11220337,1534536000000,573043,1558620,-265618,-807354,606892,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,11331020,1534539599000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,11331020,1534539599000,551018,1520763,-265618,-842062,590799,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,11538116,1534561200000,237156,639271,0,0,247767,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,11538116,1534561200000,512665,1399653,-265618,-842062,543167,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,12131153,1534582800000,89149,279250,0,0,162759,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,12131153,1534582800000,364658,1039632,-265618,-842062,458159,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,12493308,1534591670000,0,76186,0,0,92817,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,12493308,1534591670000,275509,836568,-265618,-842062,388217,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,12625894,1534594924000,0,0,0,0,68360,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,12625894,1534594924000,243566,760382,-265618,-842062,363760,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,12921745,1534604400000,0,0,0,0,6181,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,12921745,1534604400000,179111,591166,-265618,-842062,301581,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,12952183,1534605362000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,12952183,1534605362000,172473,573547,-265618,-842062,295400,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,13594727,1534626000000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,13594727,1534626000000,24618,201344,-265618,-842062,172915,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,13646663,1534629599000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,13646663,1534629599000,14984,170692,-265618,-842062,161265,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,13812775,1534651200000,5911,120582,0,0,54337,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,13812775,1534651200000,5911,120582,-265618,-842062,54337,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,13919211,1534657008000,198,74196,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,13919211,1534657008000,198,74196,-265618,-842062,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,13924755,1534657204000,0,71936,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,13924755,1534657204000,0,71936,-265618,-842062,-3086,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,14101106,1534663229000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,14101106,1534663229000,-7144,0,-265618,-842062,-100357,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,14433317,1534672800000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,14433317,1534672800000,-21315,-129507,-265618,-842062,-288889,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,15170226,1534694400000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,15170226,1534694400000,-64580,-425399,-265630,-842062,-686628,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,15782548,1534712399000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,15782548,1534712399000,-115800,-674068,-265662,-842062,-999029,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,356003,1534208400000,348236,850398,264502,335016,290164,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,356003,1534208400000,2089419,5102389,1587012,2010100,1740984,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,919597,1534230000000,298832,720856,114722,132266,258047,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,919597,1534230000000,2040015,4972847,1437232,1807350,1708867,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,1189375,1534235161000,281575,659539,0,68423,245408,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,1189375,1534235161000,2022758,4911530,1322510,1743507,1696228,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,1443313,1534239534000,266713,604589,0,0,237832,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,1443313,1534239534000,2007896,4856580,1214383,1675084,1688652,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,2159970,1534251600000,233241,463993,0,0,213226,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,2159970,1534251600000,1974424,4715984,870667,1500818,1664046,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,2912107,1534273200000,186831,249185,0,0,181666,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,2912107,1534273200000,1928014,4501176,548121,1364006,1632486,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,3176462,1534283997000,170173,166832,0,0,174770,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,3176462,1534283997000,1911356,4418823,442470,1311209,1625590,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,3361164,1534305600000,358880,795692,27969,252593,322053,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,3361164,1534305600000,1887965,4330751,381945,1301561,1622525,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,3424864,1534308301000,354871,770686,0,246574,321356,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,3424864,1534308301000,1883956,4305745,353976,1295542,1621828,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,4267029,1534327200000,325498,494482,0,155668,307667,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,4267029,1534327200000,1854583,4029541,-78016,1204636,1608139,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,5314011,1534348800000,278840,174707,0,41140,277584,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,5314011,1534348800000,1807925,3709766,-613953,1090108,1578056,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,5629207,1534360293000,254329,67859,0,0,272009,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,5629207,1534360293000,1783414,3602918,-751075,1048968,1572481,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,5726250,1534363199000,248178,32145,0,0,269426,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,5726250,1534363199000,1777263,3567204,-790208,1035506,1569898,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,5979990,1534384801000,410543,769474,0,180414,377403,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,5979990,1534384801000,1743491,3444877,-794315,957044,1554827,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,6424811,1534400622000,387239,556550,0,0,362532,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,6424811,1534400622000,1720187,3231953,-807623,776630,1539956,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,6734652,1534406401000,371644,414782,0,0,346779,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,6734652,1534406401000,1704592,3090185,-814413,646696,1524203,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,7667324,1534423473000,321792,0,0,0,304221,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,7667324,1534423473000,1654740,2675403,-835787,242590,1481645,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,7863533,1534428001000,305074,0,0,0,297551,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,7863533,1534428001000,1638022,2591688,-838986,156684,1474975,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,8560378,1534449599000,246576,0,0,0,277116,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,8560378,1534449599000,1579524,2259421,-846452,-121495,1454540,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,8811097,1534471200000,452153,627775,0,0,472438,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,8811097,1534471200000,1505169,2134056,-867908,-138629,1442132,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,9572684,1534492800000,356635,150872,0,0,417514,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,9572684,1534492800000,1409651,1657153,-956942,-183836,1387208,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,9812667,1534498273000,331352,0,0,0,398978,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,9812667,1534498273000,1384368,1506281,-984493,-201577,1368672,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,10549106,1534514400000,238590,0,0,0,338449,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,10549106,1534514400000,1291606,1061296,-1070872,-253360,1308143,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,11220337,1534536000000,143250,0,0,0,261344,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,11220337,1534536000000,1196266,668861,-1127211,-303371,1231038,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,11331020,1534539599000,124166,0,0,0,248974,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,11331020,1534539599000,1177182,602367,-1133831,-309486,1218668,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,11538116,1534561200000,558719,163772,0,0,578316,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,11538116,1534561200000,1147310,464956,-1140634,-311477,1187650,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,11775781,1534573513000,515575,0,0,0,564768,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,11775781,1534573513000,1104166,301184,-1155449,-313863,1174102,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,12131153,1534582800000,472101,0,0,0,538423,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,12131153,1534582800000,1060692,54898,-1189619,-318959,1147757,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,12921745,1534604400000,376366,0,0,0,462510,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,12921745,1534604400000,964957,-460190,-1279261,-333172,1071844,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,13594727,1534626000000,295914,0,0,0,411245,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,13594727,1534626000000,884505,-896604,-1370375,-346908,1020579,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,13646663,1534629599000,290691,0,0,0,406817,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,13646663,1534629599000,879282,-929881,-1378028,-348263,1016151,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,13812775,1534651200000,825004,0,0,0,930966,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,13812775,1534651200000,825004,-931472,-1401501,-349847,930966,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,14433317,1534672800000,645607,0,0,0,623007,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,14433317,1534672800000,645607,-952056,-1509349,-354600,623007,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,15170226,1534694400000,442482,0,0,0,214100,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,15170226,1534694400000,442482,-964813,-1615056,-361012,214100,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,15584001,1534706655000,317618,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,15584001,1534706655000,317618,-972348,-1678884,-364460,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Local,15782548,1534712399000,252667,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
Global,15782548,1534712399000,252667,-975327,-1708024,-365950,-99987,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
