866128,2369296.0,3140.0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight
856805,5438285.0,15459.0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight
847460,3177283.0,10637.0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight
858140,2268792.0,4180.0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight
865041,2172869.0,1478.0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight
866128,2522291.0,2702.0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
856805,5682230.0,16471.0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
847460,3177548.0,10802.0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
858140,2170261.0,3840.0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
865041,1874195.0,2082.0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
866128,2368888.0,3914.0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
856805,5433144.0,15914.0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
847460,3274368.0,11567.0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
858140,2309877.0,4007.0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
865041,2040248.0,1605.0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
866128,2550776.0,2689.0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
856805,5978231.0,7438.0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
847460,2446284.0,2939.0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
858140,2325710.0,1551.0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
865041,2125524.0,1977.0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
CampaignId,Clicks,Impressions,Method,Hours,Alpha,EqClicks,TrainPart,RecommendationPart,SimulationType,SimulationIndex,ChiDF,ChiAlpha
866128,2335431.0,2611.0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
856805,5640560.0,7032.0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
847460,2891858.0,3461.0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
858140,2462638.0,1675.0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
865041,2096038.0,1953.0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,4,0,0
866128,1414690.0,2634.0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,5,1,1
856805,4704730.0,14115.0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,5,1,1
847460,7120788.0,23374.0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,5,1,1
858140,1384397.0,2624.0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,5,1,1
865041,801920.0,727.0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,5,1,1
866128,1299328.0,2342.0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,5,1,4
856805,5055459.0,13464.0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,5,1,4
847460,6927064.0,21243.0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,5,1,4
858140,1347289.0,2476.0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,5,1,4
865041,797385.0,537.0,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,5,1,4
