Clicks,Impressions,TotalImpressions,Method,Timestamp,BatchCTR,ModelCTR,MSE,MMSE,FullMSE,FullROC,FullTPR,FullFPR,FullFNR,FullPPR,ModelCalibration,ModelNE,ModelRIG,Hours,TrainPart,RecommendationPart,Alpha,EqClicks
0,10,80000,LinUCB_Disjoint,1534230522000,0.0,0.0,4.1e-05,nan,0.0,nan,nan,0.0,nan,nan,nan,nan,nan,12,0.2,0.2,0.1,0.0
0,66,90000,LinUCB_Disjoint,1534233133000,0.0,0.0,0.000895,5.14,0.000861,nan,0.0,0.0,1.0,nan,0.0,0.821,0.179,12,0.2,0.2,0.1,0.0
0,98,100000,LinUCB_Disjoint,1534235080000,0.0,0.0,0.00132,5.03,0.0013,nan,0.0,0.0,1.0,nan,0.0,0.572,0.428,12,0.2,0.2,0.1,0.0
0,146,110000,LinUCB_Disjoint,1534237020000,0.0,0.0,0.00141,5.03,0.00139,nan,0.0,0.0,1.0,nan,0.0,0.539,0.461,12,0.2,0.2,0.1,0.0
0,176,120000,LinUCB_Disjoint,1534237809000,0.0,0.0,0.00122,4.69,0.0012,nan,0.0,0.0,1.0,nan,0.0,0.581,0.419,12,0.2,0.2,0.1,0.0
0,186,130000,LinUCB_Disjoint,1534238283000,0.0,0.0,0.00103,4.42,0.00101,nan,0.0,0.0,1.0,nan,0.0,0.647,0.353,12,0.2,0.2,0.1,0.0
0,204,140000,LinUCB_Disjoint,1534238758000,0.0,0.0,0.000929,4.2,0.000909,nan,0.0,0.0,1.0,nan,0.0,0.682,0.318,12,0.2,0.2,0.1,0.0
0,208,150000,LinUCB_Disjoint,1534239231000,0.0,0.0,0.000886,4.05,0.000866,nan,0.0,0.0,1.0,nan,0.0,0.696,0.304,12,0.2,0.2,0.1,0.0
0,214,160000,LinUCB_Disjoint,1534239678000,0.0,0.0,0.000841,3.97,0.000821,nan,0.0,0.0,1.0,nan,0.0,0.719,0.281,12,0.2,0.2,0.1,0.0
0,220,170000,LinUCB_Disjoint,1534240145000,0.0,0.0,0.000817,3.89,0.000797,nan,0.0,0.0,1.0,nan,0.0,0.729,0.271,12,0.2,0.2,0.1,0.0
