Clicks, Impressions, Alpha, Method
40,1000,0.10,NN_2Layer_Sigmoid
75,2000,0.10,NN_2Layer_Sigmoid
97,3000,0.10,NN_2Layer_Sigmoid
129,4000,0.10,NN_2Layer_Sigmoid
166,5000,0.10,NN_2Layer_Sigmoid
195,6000,0.10,NN_2Layer_Sigmoid
221,7000,0.10,NN_2Layer_Sigmoid
247,8000,0.10,NN_2Layer_Sigmoid
277,9000,0.10,NN_2Layer_Sigmoid
301,10000,0.10,NN_2Layer_Sigmoid
326,11000,0.10,NN_2Layer_Sigmoid
360,12000,0.10,NN_2Layer_Sigmoid
392,13000,0.10,NN_2Layer_Sigmoid
420,14000,0.10,NN_2Layer_Sigmoid
448,15000,0.10,NN_2Layer_Sigmoid
492,16000,0.10,NN_2Layer_Sigmoid
540,17000,0.10,NN_2Layer_Sigmoid
587,18000,0.10,NN_2Layer_Sigmoid
639,19000,0.10,NN_2Layer_Sigmoid
684,20000,0.10,NN_2Layer_Sigmoid
722,21000,0.10,NN_2Layer_Sigmoid
763,22000,0.10,NN_2Layer_Sigmoid
820,23000,0.10,NN_2Layer_Sigmoid
860,24000,0.10,NN_2Layer_Sigmoid
908,25000,0.10,NN_2Layer_Sigmoid
947,26000,0.10,NN_2Layer_Sigmoid
998,27000,0.10,NN_2Layer_Sigmoid
1039,28000,0.10,NN_2Layer_Sigmoid
1082,29000,0.10,NN_2Layer_Sigmoid
1135,30000,0.10,NN_2Layer_Sigmoid
1192,31000,0.10,NN_2Layer_Sigmoid
1238,32000,0.10,NN_2Layer_Sigmoid
1281,33000,0.10,NN_2Layer_Sigmoid
1336,34000,0.10,NN_2Layer_Sigmoid
1398,35000,0.10,NN_2Layer_Sigmoid
1460,36000,0.10,NN_2Layer_Sigmoid
1513,37000,0.10,NN_2Layer_Sigmoid
1562,38000,0.10,NN_2Layer_Sigmoid
1618,39000,0.10,NN_2Layer_Sigmoid
1673,40000,0.10,NN_2Layer_Sigmoid
1736,41000,0.10,NN_2Layer_Sigmoid
1792,42000,0.10,NN_2Layer_Sigmoid
1843,43000,0.10,NN_2Layer_Sigmoid
1905,44000,0.10,NN_2Layer_Sigmoid
1981,45000,0.10,NN_2Layer_Sigmoid
2033,46000,0.10,NN_2Layer_Sigmoid
2100,47000,0.10,NN_2Layer_Sigmoid
2154,48000,0.10,NN_2Layer_Sigmoid
2228,49000,0.10,NN_2Layer_Sigmoid
2298,50000,0.10,NN_2Layer_Sigmoid
2353,51000,0.10,NN_2Layer_Sigmoid
2416,52000,0.10,NN_2Layer_Sigmoid
2472,53000,0.10,NN_2Layer_Sigmoid
2521,54000,0.10,NN_2Layer_Sigmoid
2567,55000,0.10,NN_2Layer_Sigmoid
2633,56000,0.10,NN_2Layer_Sigmoid
2690,57000,0.10,NN_2Layer_Sigmoid
2762,58000,0.10,NN_2Layer_Sigmoid
2806,59000,0.10,NN_2Layer_Sigmoid
2858,60000,0.10,NN_2Layer_Sigmoid
2929,61000,0.10,NN_2Layer_Sigmoid
2994,62000,0.10,NN_2Layer_Sigmoid
3065,63000,0.10,NN_2Layer_Sigmoid
3125,64000,0.10,NN_2Layer_Sigmoid
3185,65000,0.10,NN_2Layer_Sigmoid
3256,66000,0.10,NN_2Layer_Sigmoid
3310,67000,0.10,NN_2Layer_Sigmoid
3386,68000,0.10,NN_2Layer_Sigmoid
3455,69000,0.10,NN_2Layer_Sigmoid
3510,70000,0.10,NN_2Layer_Sigmoid
3579,71000,0.10,NN_2Layer_Sigmoid
3644,72000,0.10,NN_2Layer_Sigmoid
3714,73000,0.10,NN_2Layer_Sigmoid
3776,74000,0.10,NN_2Layer_Sigmoid
