Clicks,Impressions,TotalImpressions,Method,Timestamp,BatchCTR,ModelCTR,MSE,MMSE,FullMSE,FullROC,FullTPR,FullFPR,FullFNR,FullPPR,ModelCalibration,ModelNE,ModelRIG,Hours,TrainPart,RecommendationPart,Alpha,EqClicks
0,115,240000,LinUCB_Disjoint,1534230945000,0.0,0.0,0.000733,1.68,0.000731,nan,0.0,0.0,1.0,nan,0.0,0.396,0.604,12,0.2,0.2,0.1,0.0
0,236,250000,LinUCB_Disjoint,1534232056000,0.0,0.0,0.000444,1.67,0.000439,nan,0.0,0.0,1.0,nan,0.0,0.618,0.382,12,0.2,0.2,0.1,0.0
0,368,260000,LinUCB_Disjoint,1534233337000,0.0,0.0,0.00036,1.68,0.000354,nan,0.0,0.0,1.0,nan,0.0,0.753,0.247,12,0.2,0.2,0.1,0.0
0,475,270000,LinUCB_Disjoint,1534234709000,0.0,0.0,0.000424,1.68,0.000419,nan,0.0,0.0,1.0,nan,0.0,0.65,0.35,12,0.2,0.2,0.1,0.0
0,609,280000,LinUCB_Disjoint,1534235938000,0.0,0.0,0.000337,1.67,0.000332,nan,0.0,0.0,1.0,nan,0.0,0.799,0.201,12,0.2,0.2,0.1,0.0
0,741,290000,LinUCB_Disjoint,1534237099000,0.0,0.0,0.000315,1.68,0.000309,nan,0.0,0.0,1.0,nan,0.0,0.854,0.146,12,0.2,0.2,0.1,0.0
0,839,300000,LinUCB_Disjoint,1534238359000,0.0,0.0,0.000299,1.67,0.000293,nan,0.0,0.0,1.0,nan,0.0,0.894,0.106,12,0.2,0.2,0.1,0.0
0,951,310000,LinUCB_Disjoint,1534239658000,0.0,0.0,0.000262,1.68,0.000256,nan,0.0,0.0,1.0,nan,0.0,1.01,-0.0124,12,0.2,0.2,0.1,0.0
0,1034,320000,LinUCB_Disjoint,1534241012000,0.0,0.0,0.000255,1.67,0.000249,nan,0.0,0.0,1.0,nan,0.0,1.03,-0.0331,12,0.2,0.2,0.1,0.0
0,1173,330000,LinUCB_Disjoint,1534242188000,0.0,0.0,0.000291,1.67,0.000285,nan,0.0,0.0,1.0,nan,0.0,0.916,0.0841,12,0.2,0.2,0.1,0.0
1,1333,340000,LinUCB_Disjoint,1534243367000,0.00075,0.00075,0.000274,1.67,0.000259,inf,0.0345,0.0,0.966,1.0,0.0345,0.988,0.0124,12,0.2,0.2,0.1,0.0
3,1524,350000,LinUCB_Disjoint,1534244644000,0.00197,0.00197,0.000285,1.68,0.000254,inf,0.0909,0.0,0.909,1.0,0.0909,0.988,0.0124,12,0.2,0.2,0.1,0.0
5,1712,360000,LinUCB_Disjoint,1534245969000,0.00292,0.00292,0.000294,1.69,0.00025,inf,0.135,0.0,0.865,1.0,0.135,0.989,0.0107,12,0.2,0.2,0.1,0.0
5,1898,370000,LinUCB_Disjoint,1534247088000,0.00263,0.00263,0.000331,1.7,0.000289,inf,0.111,0.0,0.889,1.0,0.111,0.888,0.112,12,0.2,0.2,0.1,0.0
7,2096,380000,LinUCB_Disjoint,1534248167000,0.00334,0.00334,0.000383,1.71,0.000331,inf,0.125,0.0,0.875,1.0,0.125,0.799,0.201,12,0.2,0.2,0.1,0.0
11,2375,390000,LinUCB_Disjoint,1534249402000,0.00463,0.00463,0.000541,1.72,0.000468,inf,0.129,0.0,0.871,1.0,0.129,0.615,0.385,12,0.2,0.2,0.1,0.0
15,2722,400000,LinUCB_Disjoint,1534250407000,0.00551,0.00551,0.000615,1.74,0.000523,inf,0.146,0.0,0.854,1.0,0.146,0.573,0.427,12,0.2,0.2,0.1,0.0
23,3086,410000,LinUCB_Disjoint,1534251347000,0.00745,0.00745,0.000714,1.76,0.000584,inf,0.181,0.0,0.819,1.0,0.181,0.538,0.462,12,0.2,0.2,0.1,0.0
23,3432,420000,LinUCB_Disjoint,1534252383000,0.0067,0.0067,0.000772,1.78,0.000648,inf,0.159,0.0,0.841,1.0,0.159,0.502,0.498,12,0.2,0.2,0.1,0.0
