Clicks,Impressions,TotalImpressions,Timestamp,BatchCTR,FullCTR,BatchMSE,BatchMMSE,FullMSE,FullMMSE,Method,Hours,Alpha,EqClicks,TargetPercent,TargetSplit,TargetAlpha,EarlyUpdate,TrainPart,RecommendationPart
16,5848,400000,1534215666000,0.00274,0.00274,0.98,2.94e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
44,22101,500000,1534221203000,0.00172,0.00199,0.977,2.93e+02,0.978,2.93e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
59,35839,600000,1534223933000,0.00109,0.00165,0.97,2.91e+02,0.976,2.93e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
69,49265,700000,1534225990000,0.000745,0.0014,0.985,2.96e+02,0.977,2.93e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
82,62514,800000,1534227870000,0.000981,0.00131,0.98,2.94e+02,0.978,2.93e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
106,75510,900000,1534229635000,0.00185,0.0014,0.976,2.93e+02,0.977,2.93e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
124,86186,1000000,1534231460000,0.00169,0.00144,0.984,2.95e+02,0.978,2.93e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
139,97077,1100000,1534233317000,0.00138,0.00143,0.984,2.95e+02,0.979,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
153,109443,1200000,1534235388000,0.00113,0.0014,0.977,2.93e+02,0.979,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
192,121662,1300000,1534237355000,0.00319,0.00158,0.98,2.94e+02,0.979,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
212,142629,1400000,1534238888000,0.000954,0.00149,0.98,2.94e+02,0.979,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
243,163005,1500000,1534240422000,0.00152,0.00149,0.986,2.96e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
253,183162,1600000,1534241857000,0.000496,0.00138,0.975,2.92e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
273,202578,1700000,1534243199000,0.00103,0.00135,0.987,2.96e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
301,220769,1800000,1534244712000,0.00154,0.00136,0.983,2.95e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
317,238814,1900000,1534246424000,0.000887,0.00133,0.98,2.94e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
337,250992,2000000,1534248381000,0.00164,0.00134,0.98,2.94e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
351,263203,2100000,1534250381000,0.00115,0.00133,0.98,2.94e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
378,275261,2200000,1534252487000,0.00224,0.00137,0.981,2.94e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
406,287619,2300000,1534254861000,0.00227,0.00141,0.983,2.95e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
426,300408,2400000,1534257558000,0.00156,0.00142,0.986,2.96e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
443,312963,2500000,1534260327000,0.00135,0.00142,0.978,2.93e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
472,326503,2600000,1534263432000,0.00214,0.00145,0.976,2.93e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
517,341369,2700000,1534266431000,0.00303,0.00151,0.983,2.95e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
553,356224,2800000,1534269300000,0.00242,0.00155,0.981,2.94e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
580,370420,2900000,1534272798000,0.0019,0.00157,0.977,2.93e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
592,385467,3000000,1534275826000,0.000798,0.00154,0.981,2.94e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
629,400337,3100000,1534279185000,0.00249,0.00157,0.984,2.95e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
659,415641,3200000,1534284970000,0.00196,0.00159,0.984,2.95e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
722,436673,3300000,1534301374000,0.003,0.00165,0.981,2.94e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
784,457174,3400000,1534307392000,0.00302,0.00171,0.982,2.94e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
818,470074,3500000,1534310553000,0.00264,0.00174,0.984,2.95e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
842,483836,3600000,1534313223000,0.00174,0.00174,0.976,2.93e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
864,497427,3700000,1534315472000,0.00162,0.00174,0.981,2.94e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
882,510552,3800000,1534317461000,0.00137,0.00173,0.983,2.95e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
914,523571,3900000,1534319605000,0.00246,0.00175,0.981,2.94e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
939,536717,4000000,1534321811000,0.0019,0.00175,0.985,2.96e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
958,549860,4100000,1534324066000,0.00145,0.00174,0.984,2.95e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
983,563172,4200000,1534325982000,0.00188,0.00175,0.978,2.93e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
1033,576506,4300000,1534327753000,0.00375,0.00179,0.984,2.95e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
1053,588013,4400000,1534329253000,0.00174,0.00179,0.978,2.93e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
1077,598551,4500000,1534330607000,0.00228,0.0018,0.978,2.93e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
1105,609633,4600000,1534332371000,0.00253,0.00181,0.985,2.95e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
1137,620894,4700000,1534334282000,0.00284,0.00183,0.986,2.96e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
1173,632360,4800000,1534336223000,0.00314,0.00185,0.979,2.94e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
1197,643116,4900000,1534338220000,0.00223,0.00186,0.984,2.95e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
1237,655138,5000000,1534340324000,0.00333,0.00189,0.983,2.95e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
1272,668113,5100000,1534342505000,0.0027,0.0019,0.983,2.95e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
1296,682416,5200000,1534345017000,0.00168,0.0019,0.98,2.94e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
1337,698490,5300000,1534348283000,0.00255,0.00191,0.987,2.96e+02,0.982,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
1356,714514,5400000,1534352099000,0.00119,0.0019,0.982,2.95e+02,0.982,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
1388,729247,5500000,1534355823000,0.00217,0.0019,0.988,2.96e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
1425,743770,5600000,1534359354000,0.00255,0.00192,0.982,2.94e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
1469,758106,5700000,1534362421000,0.00307,0.00194,0.985,2.95e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
1506,773407,5800000,1534365625000,0.00242,0.00195,0.985,2.95e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
1540,789146,5900000,1534370861000,0.00216,0.00195,0.985,2.96e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
1584,806204,6000000,1534387000000,0.00258,0.00196,0.977,2.93e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
1624,821802,6100000,1534391894000,0.00256,0.00198,0.98,2.94e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
1666,835825,6200000,1534395699000,0.003,0.00199,0.981,2.94e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
1696,849173,6300000,1534397928000,0.00225,0.002,0.981,2.94e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
1726,862454,6400000,1534400142000,0.00226,0.002,0.984,2.95e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
1747,875615,6500000,1534401980000,0.0016,0.002,0.984,2.95e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
1762,888935,6600000,1534403754000,0.00113,0.00198,0.987,2.96e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
1781,902202,6700000,1534405748000,0.00143,0.00197,0.979,2.94e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
1793,914361,6800000,1534407692000,0.000987,0.00196,0.984,2.95e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
1819,926221,6900000,1534409775000,0.00219,0.00196,0.973,2.92e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
1831,937632,7000000,1534411756000,0.00105,0.00195,0.981,2.94e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
1845,949124,7100000,1534413572000,0.00122,0.00194,0.98,2.94e+02,0.982,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
1861,959982,7200000,1534415178000,0.00147,0.00194,0.981,2.94e+02,0.982,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
1882,970784,7300000,1534416750000,0.00194,0.00194,0.98,2.94e+02,0.982,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
1911,981280,7400000,1534418460000,0.00276,0.00195,0.983,2.95e+02,0.982,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
1938,991873,7500000,1534420152000,0.00255,0.00195,0.982,2.94e+02,0.982,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
1955,1003431,7600000,1534421958000,0.00147,0.00195,0.986,2.96e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
1991,1014521,7700000,1534424198000,0.00325,0.00196,0.98,2.94e+02,0.982,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
2021,1025723,7800000,1534426507000,0.00268,0.00197,0.981,2.94e+02,0.982,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
2049,1037629,7900000,1534428901000,0.00235,0.00197,0.987,2.96e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
2075,1050342,8000000,1534431501000,0.00205,0.00198,0.988,2.96e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
2124,1064373,8100000,1534434488000,0.00349,0.002,0.985,2.96e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
2152,1077375,8200000,1534438303000,0.00215,0.002,0.979,2.94e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
2196,1090760,8300000,1534442273000,0.00329,0.00201,0.987,2.96e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
2217,1103014,8400000,1534445358000,0.00171,0.00201,0.986,2.96e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
2257,1115710,8500000,1534448098000,0.00315,0.00202,0.986,2.96e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
2291,1128374,8600000,1534450774000,0.00268,0.00203,0.979,2.94e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
2312,1139237,8700000,1534455312000,0.00193,0.00203,0.99,2.97e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
2352,1156294,8800000,1534469315000,0.00235,0.00203,0.987,2.96e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
2426,1175275,8900000,1534477993000,0.0039,0.00206,0.986,2.96e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
2452,1188524,9000000,1534481599000,0.00196,0.00206,0.987,2.96e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
2465,1198748,9100000,1534484170000,0.00127,0.00206,0.98,2.94e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
2479,1208686,9200000,1534486329000,0.00141,0.00205,0.987,2.96e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
2505,1219101,9300000,1534488129000,0.0025,0.00205,0.984,2.95e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
2523,1229034,9400000,1534489820000,0.00181,0.00205,0.985,2.96e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
2540,1237729,9500000,1534491491000,0.00196,0.00205,0.977,2.93e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
2564,1247300,9600000,1534493350000,0.00251,0.00206,0.965,2.89e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
2588,1257740,9700000,1534495700000,0.0023,0.00206,0.988,2.96e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
2626,1268428,9800000,1534498003000,0.00356,0.00207,0.979,2.94e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
2644,1279642,9900000,1534500310000,0.00161,0.00207,0.984,2.95e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
2685,1290876,10000000,1534502355000,0.00365,0.00208,0.979,2.94e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
2715,1303751,10100000,1534504275000,0.00233,0.00208,0.983,2.95e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
2757,1316641,10200000,1534506344000,0.00326,0.00209,0.985,2.95e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
2789,1329627,10300000,1534508344000,0.00246,0.0021,0.981,2.94e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
2811,1342344,10400000,1534510463000,0.00173,0.00209,0.986,2.96e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
2831,1353415,10500000,1534513052000,0.00181,0.00209,0.981,2.94e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
2849,1365184,10600000,1534515766000,0.00153,0.00209,0.977,2.93e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
2870,1376894,10700000,1534518517000,0.00179,0.00208,0.984,2.95e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
2931,1389259,10800000,1534521581000,0.00493,0.00211,0.982,2.95e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
2962,1402225,10900000,1534525171000,0.00239,0.00211,0.987,2.96e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
3022,1415038,11000000,1534528692000,0.00468,0.00214,0.979,2.94e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
3072,1427666,11100000,1534532209000,0.00396,0.00215,0.984,2.95e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
3120,1441251,11200000,1534535352000,0.00353,0.00216,0.985,2.95e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
3190,1455887,11300000,1534538536000,0.00478,0.00219,0.978,2.93e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
3228,1471750,11400000,1534543569000,0.0024,0.00219,0.987,2.96e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
3276,1489104,11500000,1534556144000,0.00277,0.0022,0.977,2.93e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
3362,1509600,11600000,1534566623000,0.0042,0.00223,0.983,2.95e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
3428,1528028,11700000,1534570864000,0.00358,0.00224,0.977,2.93e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
3465,1543498,11800000,1534574160000,0.00239,0.00224,0.967,2.9e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
3497,1558512,11900000,1534576963000,0.00213,0.00224,0.987,2.96e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
3539,1573456,12000000,1534579522000,0.00281,0.00225,0.978,2.93e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
3576,1588298,12100000,1534582059000,0.00249,0.00225,0.983,2.95e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
3606,1603829,12200000,1534584444000,0.00193,0.00225,0.981,2.94e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
3632,1619961,12300000,1534586907000,0.00161,0.00224,0.984,2.95e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
3669,1635958,12400000,1534589382000,0.00231,0.00224,0.983,2.95e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
3703,1653506,12500000,1534591833000,0.00194,0.00224,0.983,2.95e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
3761,1670936,12600000,1534594219000,0.00333,0.00225,0.976,2.93e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
3795,1686532,12700000,1534597243000,0.00218,0.00225,0.981,2.94e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
3823,1702677,12800000,1534600571000,0.00173,0.00225,0.976,2.93e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
3855,1718417,12900000,1534603681000,0.00203,0.00224,0.978,2.93e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
3891,1733005,13000000,1534606647000,0.00247,0.00225,0.983,2.95e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
3921,1747242,13100000,1534610005000,0.00211,0.00224,0.979,2.94e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
3948,1761412,13200000,1534613215000,0.00191,0.00224,0.979,2.94e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
3980,1776359,13300000,1534616341000,0.00214,0.00224,0.981,2.94e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
4028,1791817,13400000,1534619443000,0.00311,0.00225,0.982,2.95e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
4068,1807834,13500000,1534622516000,0.0025,0.00225,0.976,2.93e+02,0.982,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
4094,1822545,13600000,1534626216000,0.00177,0.00225,0.977,2.93e+02,0.982,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
4130,1833330,13700000,1534632293000,0.00334,0.00225,0.98,2.94e+02,0.982,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
4178,1846992,13800000,1534649517000,0.00351,0.00226,0.975,2.93e+02,0.982,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
4231,1859431,13900000,1534656304000,0.00426,0.00228,0.979,2.94e+02,0.982,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
4273,1870143,14000000,1534660228000,0.00392,0.00228,0.979,2.94e+02,0.982,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
4327,1880584,14100000,1534663200000,0.00517,0.0023,0.972,2.92e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
4365,1890620,14200000,1534665903000,0.00379,0.00231,0.981,2.94e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
4409,1901181,14300000,1534668786000,0.00417,0.00232,0.973,2.92e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
4458,1911507,14400000,1534671766000,0.00475,0.00233,0.98,2.94e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
4504,1922523,14500000,1534674837000,0.00418,0.00234,0.977,2.93e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
4559,1933612,14600000,1534677697000,0.00496,0.00236,0.982,2.95e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
4618,1944890,14700000,1534680247000,0.00523,0.00237,0.974,2.92e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,0.0
