Clicks,Impressions,TotalImpressions,Timestamp,BatchCTR,FullCTR,BatchMSE,BatchMMSE,FullMSE,FullMMSE,Method,Hours,Alpha,EqClicks,TargetPercent,TargetSplit,TargetAlpha,EarlyUpdate,CropPercent,NormalizeTargetValue,TrainPart,RecommendationPart
2804,1500024,10800000,1534521581000,0.00577,0.00187,0.982,2.95e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.6,DAILY,1,False,0.0,False,0.0,0.0
2840,1513304,10900000,1534525171000,0.00271,0.00188,0.986,2.96e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.6,DAILY,1,False,0.0,False,0.0,0.0
2917,1526930,11000000,1534528692000,0.00565,0.00191,0.977,2.93e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.6,DAILY,1,False,0.0,False,0.0,0.0
2978,1540520,11100000,1534532209000,0.00449,0.00193,0.982,2.95e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.6,DAILY,1,False,0.0,False,0.0,0.0
3044,1554777,11200000,1534535352000,0.00463,0.00196,0.984,2.95e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.6,DAILY,1,False,0.0,False,0.0,0.0
3138,1570297,11300000,1534538536000,0.00606,0.002,0.977,2.93e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.6,DAILY,1,False,0.0,False,0.0,0.0
3176,1586024,11400000,1534543569000,0.00242,0.002,0.982,2.95e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.6,DAILY,1,False,0.0,False,0.0,0.0
3224,1602540,11500000,1534556144000,0.00291,0.00201,0.976,2.93e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.6,DAILY,1,False,0.0,False,0.0,0.0
3317,1620090,11600000,1534566623000,0.0053,0.00205,0.978,2.93e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.6,DAILY,1,False,0.0,False,0.0,0.0
3388,1636551,11700000,1534570864000,0.00431,0.00207,0.974,2.92e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.6,DAILY,1,False,0.0,False,0.0,0.0
3444,1652929,11800000,1534574160000,0.00342,0.00208,0.969,2.91e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.6,DAILY,1,False,0.0,False,0.0,0.0
3484,1669060,11900000,1534576963000,0.00248,0.00209,0.975,2.93e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.6,DAILY,1,False,0.0,False,0.0,0.0
3534,1684333,12000000,1534579522000,0.00327,0.0021,0.972,2.92e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.6,DAILY,1,False,0.0,False,0.0,0.0
3583,1699796,12100000,1534582059000,0.00317,0.00211,0.978,2.93e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.6,DAILY,1,False,0.0,False,0.0,0.0
3617,1714170,12200000,1534584444000,0.00237,0.00211,0.972,2.92e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.6,DAILY,1,False,0.0,False,0.0,0.0
3651,1728470,12300000,1534586907000,0.00238,0.00211,0.978,2.93e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.6,DAILY,1,False,0.0,False,0.0,0.0
3692,1743385,12400000,1534589382000,0.00275,0.00212,0.974,2.92e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.6,DAILY,1,False,0.0,False,0.0,0.0
3750,1759088,12500000,1534591833000,0.00369,0.00213,0.974,2.92e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.6,DAILY,1,False,0.0,False,0.0,0.0
3830,1774602,12600000,1534594219000,0.00516,0.00216,0.971,2.91e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.6,DAILY,1,False,0.0,False,0.0,0.0
3872,1788375,12700000,1534597243000,0.00305,0.00217,0.978,2.93e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.6,DAILY,1,False,0.0,False,0.0,0.0
3914,1802255,12800000,1534600571000,0.00303,0.00217,0.975,2.92e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.6,DAILY,1,False,0.0,False,0.0,0.0
3958,1815557,12900000,1534603681000,0.00331,0.00218,0.972,2.91e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.6,DAILY,1,False,0.0,False,0.0,0.0
3992,1828916,13000000,1534606647000,0.00255,0.00218,0.975,2.93e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.6,DAILY,1,False,0.0,False,0.0,0.0
4014,1841543,13100000,1534610005000,0.00174,0.00218,0.974,2.92e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.6,DAILY,1,False,0.0,False,0.0,0.0
4053,1853732,13200000,1534613215000,0.0032,0.00219,0.973,2.92e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.6,DAILY,1,False,0.0,False,0.0,0.0
