Clicks,Impressions,TotalImpressions,Timestamp,BatchCTR,ModelCTR,MSE,MMSE,FullMSE,FullROC,FullTPR,FullFPR,FullFNR,FullPPR,ModelCalibration,ModelNE,ModelRIG,Method,Hours,Alpha,EqClicks,TargetPercent,TargetSplit,TargetAlpha
960,733688,3700000,1534315472000,0.00159,0.00131,0.000922,0.995,0.000628,nan,0.314,0.0,0.686,1.0,0.314,0.619,0.381,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
978,757090,3800000,1534317461000,0.0014,0.00129,0.000913,0.995,0.000623,nan,0.313,0.0,0.687,1.0,0.313,0.618,0.382,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1016,781724,3900000,1534319605000,0.00143,0.0013,0.000913,0.995,0.00062,nan,0.316,0.0,0.684,1.0,0.316,0.618,0.382,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1047,805040,4000000,1534321811000,0.00141,0.0013,0.000909,0.995,0.000616,nan,0.318,0.0,0.682,1.0,0.318,0.619,0.381,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1078,828506,4100000,1534324066000,0.0014,0.0013,0.000905,0.995,0.000612,nan,0.32,0.0,0.68,1.0,0.32,0.62,0.38,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1110,852021,4200000,1534325982000,0.0014,0.0013,0.000905,0.995,0.00061,nan,0.321,0.0,0.679,1.0,0.321,0.619,0.381,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1152,873970,4300000,1534327753000,0.000952,0.00132,0.00091,0.995,0.000612,nan,0.323,0.0,0.677,1.0,0.323,0.616,0.384,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1166,892832,4400000,1534329253000,0.000795,0.00131,0.000911,0.995,0.000617,nan,0.319,0.0,0.681,1.0,0.319,0.61,0.39,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1182,909443,4500000,1534330607000,0.000862,0.0013,0.000909,0.995,0.000618,nan,0.316,0.0,0.684,1.0,0.316,0.606,0.394,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1200,927139,4600000,1534332371000,0.000908,0.00129,0.000913,0.995,0.000625,nan,0.312,0.0,0.688,1.0,0.312,0.6,0.4,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1225,946907,4700000,1534334282000,0.000997,0.00129,0.00091,0.995,0.000623,nan,0.312,0.0,0.688,1.0,0.312,0.598,0.402,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1241,966295,4800000,1534336223000,0.000963,0.00128,0.000904,0.995,0.00062,nan,0.311,0.0,0.689,1.0,0.311,0.596,0.404,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1274,985646,4900000,1534338220000,0.00108,0.00129,0.000903,0.995,0.000617,nan,0.312,0.0,0.688,1.0,0.312,0.596,0.404,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1290,1005338,5000000,1534340324000,0.00105,0.00128,0.000901,0.995,0.000618,nan,0.31,0.0,0.69,1.0,0.31,0.592,0.408,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1306,1025047,5100000,1534342505000,0.00102,0.00127,0.0009,0.995,0.00062,nan,0.308,0.0,0.692,1.0,0.308,0.589,0.411,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1314,1044925,5200000,1534345017000,0.000948,0.00126,0.000899,0.996,0.000623,nan,0.303,0.0,0.697,1.0,0.303,0.584,0.416,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1344,1064850,5300000,1534348283000,0.001,0.00126,0.000909,0.996,0.000632,nan,0.301,0.0,0.699,1.0,0.301,0.577,0.423,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1368,1088509,5400000,1534352099000,0.00106,0.00126,0.00091,0.996,0.000634,nan,0.3,0.0,0.7,1.0,0.3,0.576,0.424,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1412,1112648,5500000,1534355823000,0.00147,0.00127,0.000911,0.996,0.000632,nan,0.303,0.0,0.697,1.0,0.303,0.578,0.422,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1454,1136906,5600000,1534359354000,0.00156,0.00128,0.000908,0.996,0.000626,nan,0.307,0.0,0.693,1.0,0.307,0.581,0.419,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1504,1160346,5700000,1534362421000,0.00171,0.0013,0.000915,0.996,0.000629,nan,0.309,0.0,0.691,1.0,0.309,0.58,0.42,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1532,1171490,6000000,1534387000000,0.00311,0.00131,0.000936,0.996,0.00066,nan,0.291,0.0,0.709,1.0,0.291,0.56,0.44,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1583,1194612,6100000,1534391894000,0.00237,0.00133,0.000941,0.996,0.000661,nan,0.294,0.0,0.706,1.0,0.294,0.562,0.438,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1630,1218212,6200000,1534395699000,0.0022,0.00134,0.000948,0.996,0.000665,nan,0.295,0.0,0.705,1.0,0.295,0.56,0.44,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1662,1240772,6300000,1534397928000,0.00196,0.00134,0.000945,0.996,0.000661,nan,0.297,0.0,0.703,1.0,0.297,0.561,0.439,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1708,1263201,6400000,1534400142000,0.00198,0.00135,0.000943,0.995,0.000656,nan,0.301,0.0,0.699,1.0,0.301,0.564,0.436,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1738,1284985,6500000,1534401980000,0.00187,0.00135,0.000937,0.995,0.00065,nan,0.303,0.0,0.697,1.0,0.303,0.566,0.434,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1753,1306481,6600000,1534403754000,0.00169,0.00134,0.000929,0.995,0.000644,nan,0.303,0.0,0.697,1.0,0.303,0.568,0.432,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1775,1328340,6700000,1534405748000,0.0016,0.00134,0.000926,0.995,0.000642,nan,0.304,0.0,0.696,1.0,0.304,0.568,0.432,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1795,1351674,6800000,1534407692000,0.00127,0.00133,0.000919,0.995,0.000636,nan,0.305,0.0,0.695,1.0,0.305,0.57,0.43,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1829,1375682,6900000,1534409775000,0.00136,0.00133,0.000915,0.995,0.000632,nan,0.307,0.0,0.693,1.0,0.307,0.571,0.429,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1853,1399483,7000000,1534411756000,0.00123,0.00132,0.000911,0.995,0.000628,nan,0.308,0.0,0.692,1.0,0.308,0.571,0.429,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1873,1423192,7100000,1534413572000,0.00112,0.00132,0.000906,0.995,0.000624,nan,0.308,0.0,0.692,1.0,0.308,0.572,0.428,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1896,1445961,7200000,1534415178000,0.0011,0.00131,0.000901,0.995,0.00062,nan,0.309,0.0,0.691,1.0,0.309,0.572,0.428,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1929,1469309,7300000,1534416750000,0.00115,0.00131,0.000897,0.995,0.000615,nan,0.311,0.0,0.689,1.0,0.311,0.574,0.426,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1968,1492534,7400000,1534418460000,0.00123,0.00132,0.000897,0.995,0.000613,nan,0.313,0.0,0.687,1.0,0.313,0.575,0.425,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
1994,1515350,7500000,1534420152000,0.00122,0.00132,0.000901,0.995,0.000618,nan,0.311,0.0,0.689,1.0,0.311,0.571,0.429,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
2019,1538398,7600000,1534421958000,0.00121,0.00131,0.000902,0.995,0.000619,nan,0.31,0.0,0.69,1.0,0.31,0.57,0.43,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
2067,1562589,7700000,1534424198000,0.00129,0.00132,0.000902,0.995,0.000617,nan,0.313,0.0,0.687,1.0,0.313,0.571,0.429,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
2103,1586964,7800000,1534426507000,0.00131,0.00133,0.000899,0.995,0.000613,nan,0.315,0.0,0.685,1.0,0.315,0.572,0.428,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
2143,1611703,7900000,1534428901000,0.00156,0.00133,0.000899,0.995,0.000612,nan,0.317,0.0,0.683,1.0,0.317,0.572,0.428,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
2169,1636724,8000000,1534431501000,0.00118,0.00133,0.0009,0.995,0.000613,nan,0.317,0.0,0.683,1.0,0.317,0.571,0.429,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
2230,1662646,8100000,1534434488000,0.00169,0.00134,0.000906,0.995,0.000614,nan,0.319,0.0,0.681,1.0,0.319,0.57,0.43,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
2275,1688057,8200000,1534438303000,0.00171,0.00135,0.000905,0.995,0.000612,nan,0.322,0.0,0.678,1.0,0.322,0.571,0.429,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
2331,1713650,8300000,1534442273000,0.00182,0.00136,0.000911,0.995,0.000614,nan,0.323,0.0,0.677,1.0,0.323,0.57,0.43,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
2356,1736306,8400000,1534445358000,0.0017,0.00136,0.000913,0.995,0.000616,nan,0.322,0.0,0.678,1.0,0.322,0.568,0.432,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
2406,1758977,8500000,1534448098000,0.00177,0.00137,0.000918,0.995,0.000619,nan,0.323,0.0,0.677,1.0,0.323,0.567,0.433,TS_Lin_Multi_Target,6,0.001,0.0,1,NO_SPLIT,2
