Clicks,Impressions,TotalImpressions,Timestamp,BatchCTR,FullCTR,BatchMSE,BatchMMSE,FullMSE,FullMMSE,Method,Hours,Alpha,EqClicks,TargetPercent,TargetSplit,TargetAlpha,EarlyUpdate,TrainPart,RecommendationPart
1493,863548,6500000,1534401980000,0.00112,0.00173,0.98,2.94e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,True,0.0,0.0
1508,878527,6600000,1534403754000,0.001,0.00172,0.988,2.96e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,True,0.0,0.0
1523,891612,6700000,1534405748000,0.00115,0.00171,0.984,2.95e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,True,0.0,0.0
1533,903827,6800000,1534407692000,0.000819,0.0017,0.983,2.95e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,True,0.0,0.0
1553,915185,6900000,1534409775000,0.00176,0.0017,0.973,2.92e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,True,0.0,0.0
1561,925263,7000000,1534411756000,0.000794,0.00169,0.984,2.95e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,True,0.0,0.0
1573,935886,7100000,1534413572000,0.00113,0.00168,0.983,2.95e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,True,0.0,0.0
1588,946277,7200000,1534415178000,0.00144,0.00168,0.983,2.95e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,True,0.0,0.0
1607,956827,7300000,1534416750000,0.0018,0.00168,0.985,2.95e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,True,0.0,0.0
1626,968723,7400000,1534418460000,0.0016,0.00168,0.98,2.94e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,True,0.0,0.0
1650,981712,7500000,1534420152000,0.00185,0.00168,0.986,2.96e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,True,0.0,0.0
1670,995087,7600000,1534421958000,0.0015,0.00168,0.987,2.96e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,True,0.0,0.0
1704,1007014,7700000,1534424198000,0.00285,0.00169,0.988,2.96e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,True,0.0,0.0
1732,1018616,7800000,1534426507000,0.00241,0.0017,0.983,2.95e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,True,0.0,0.0
1758,1031201,7900000,1534428901000,0.00207,0.0017,0.988,2.96e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,True,0.0,0.0
1778,1043842,8000000,1534431501000,0.00158,0.0017,0.987,2.96e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,True,0.0,0.0
1823,1057374,8100000,1534434488000,0.00333,0.00172,0.985,2.96e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,True,0.0,0.0
1849,1070007,8200000,1534438303000,0.00206,0.00173,0.985,2.95e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,True,0.0,0.0
1887,1082844,8300000,1534442273000,0.00296,0.00174,0.987,2.96e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,True,0.0,0.0
1907,1093509,8400000,1534445358000,0.00188,0.00174,0.987,2.96e+02,0.984,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,True,0.0,0.0
1947,1105877,8500000,1534448098000,0.00323,0.00176,0.987,2.96e+02,0.984,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,True,0.0,0.0
16,5779,400000,1534215666000,0.00277,0.00277,0.98,2.94e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
44,21865,500000,1534221203000,0.00174,0.00201,0.977,2.93e+02,0.978,2.93e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
59,35390,600000,1534223933000,0.00111,0.00167,0.97,2.91e+02,0.976,2.93e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
67,48658,700000,1534225990000,0.000603,0.00138,0.984,2.95e+02,0.977,2.93e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
80,61850,800000,1534227870000,0.000985,0.00129,0.98,2.94e+02,0.977,2.93e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
104,74723,900000,1534229635000,0.00186,0.00139,0.976,2.93e+02,0.977,2.93e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
122,85336,1000000,1534231460000,0.0017,0.00143,0.984,2.95e+02,0.978,2.93e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
137,96186,1100000,1534233317000,0.00138,0.00142,0.984,2.95e+02,0.979,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
151,108552,1200000,1534235388000,0.00113,0.00139,0.977,2.93e+02,0.979,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
192,120724,1300000,1534237355000,0.00337,0.00159,0.98,2.94e+02,0.979,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
210,144269,1400000,1534238888000,0.000764,0.00146,0.979,2.94e+02,0.979,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
239,168816,1500000,1534240422000,0.00118,0.00142,0.984,2.95e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
251,193701,1600000,1534241857000,0.000482,0.0013,0.976,2.93e+02,0.979,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
274,217199,1700000,1534243199000,0.000979,0.00126,0.985,2.95e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
298,239193,1800000,1534244712000,0.00109,0.00125,0.98,2.94e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
316,259894,1900000,1534246424000,0.00087,0.00122,0.979,2.94e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
341,272392,2000000,1534248381000,0.002,0.00125,0.976,2.93e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
355,284698,2100000,1534250381000,0.00114,0.00125,0.976,2.93e+02,0.979,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
380,296521,2200000,1534252487000,0.00211,0.00128,0.978,2.93e+02,0.979,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
403,308661,2300000,1534254861000,0.00189,0.00131,0.984,2.95e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
421,321034,2400000,1534257558000,0.00145,0.00131,0.985,2.96e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
448,333449,2500000,1534260327000,0.00217,0.00134,0.984,2.95e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
479,346717,2600000,1534263432000,0.00234,0.00138,0.977,2.93e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
530,361271,2700000,1534266431000,0.0035,0.00147,0.984,2.95e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
562,375839,2800000,1534269300000,0.0022,0.0015,0.98,2.94e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
591,390102,2900000,1534272798000,0.00203,0.00151,0.98,2.94e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
607,405243,3000000,1534275826000,0.00106,0.0015,0.984,2.95e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
645,420513,3100000,1534279185000,0.00249,0.00153,0.983,2.95e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
695,438027,3400000,1534307392000,0.00285,0.00159,0.984,2.95e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
735,455231,3500000,1534310553000,0.00233,0.00161,0.983,2.95e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
753,471951,3600000,1534313223000,0.00108,0.0016,0.984,2.95e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
779,488713,3700000,1534315472000,0.00155,0.00159,0.987,2.96e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
793,505666,3800000,1534317461000,0.000826,0.00157,0.983,2.95e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
825,523084,3900000,1534319605000,0.00184,0.00158,0.982,2.94e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
852,539874,4000000,1534321811000,0.00161,0.00158,0.987,2.96e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
875,556356,4100000,1534324066000,0.0014,0.00157,0.986,2.96e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
901,572787,4200000,1534325982000,0.00158,0.00157,0.981,2.94e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
951,588792,4300000,1534327753000,0.00312,0.00162,0.983,2.95e+02,0.982,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
969,601448,4400000,1534329253000,0.00142,0.00161,0.977,2.93e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
983,611716,4500000,1534330607000,0.00136,0.00161,0.979,2.94e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
1009,623155,4600000,1534332371000,0.00227,0.00162,0.985,2.95e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
1035,635517,4700000,1534334282000,0.0021,0.00163,0.984,2.95e+02,0.982,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
1059,647323,4800000,1534336223000,0.00203,0.00164,0.988,2.96e+02,0.982,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
1078,658525,4900000,1534338220000,0.0017,0.00164,0.986,2.96e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
1114,670189,5000000,1534340324000,0.00309,0.00166,0.985,2.96e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
1137,682240,5100000,1534342505000,0.00191,0.00167,0.983,2.95e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
1151,694897,5200000,1534345017000,0.00111,0.00166,0.981,2.94e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
1172,709554,5300000,1534348283000,0.00143,0.00165,0.991,2.97e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
1191,726501,5400000,1534352099000,0.00112,0.00164,0.985,2.96e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
1223,742544,5500000,1534355823000,0.00199,0.00165,0.99,2.97e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
1258,758477,5600000,1534359354000,0.0022,0.00166,0.985,2.95e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
1297,773974,5700000,1534362421000,0.00252,0.00168,0.985,2.95e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
1317,782771,6000000,1534387000000,0.00227,0.00168,0.974,2.92e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
1365,804566,6100000,1534391894000,0.0022,0.0017,0.984,2.95e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
1411,828317,6200000,1534395699000,0.00194,0.0017,0.984,2.95e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
1433,843020,6300000,1534397928000,0.0015,0.0017,0.982,2.94e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
1457,858827,6400000,1534400142000,0.00152,0.0017,0.987,2.96e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
1470,873881,6500000,1534401980000,0.000864,0.00168,0.98,2.94e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
1483,890186,6600000,1534403754000,0.000797,0.00167,0.987,2.96e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
1502,907971,6700000,1534405748000,0.00107,0.00165,0.985,2.96e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
1510,923294,6800000,1534407692000,0.000522,0.00164,0.983,2.95e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
1536,936797,6900000,1534409775000,0.00193,0.00164,0.977,2.93e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
1546,949373,7000000,1534411756000,0.000795,0.00163,0.987,2.96e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
1560,962131,7100000,1534413572000,0.0011,0.00162,0.985,2.96e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
1575,974435,7200000,1534415178000,0.00122,0.00162,0.984,2.95e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
1594,987242,7300000,1534416750000,0.00148,0.00161,0.985,2.95e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
1617,1001582,7400000,1534418460000,0.0016,0.00161,0.982,2.94e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
1643,1017859,7500000,1534420152000,0.0016,0.00161,0.987,2.96e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
1674,1034137,7600000,1534421958000,0.0019,0.00162,0.989,2.97e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
1704,1048265,7700000,1534424198000,0.00212,0.00163,0.988,2.96e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
1730,1062013,7800000,1534426507000,0.00189,0.00163,0.982,2.95e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
1762,1077308,7900000,1534428901000,0.00209,0.00164,0.989,2.97e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
1782,1093857,8000000,1534431501000,0.00121,0.00163,0.988,2.96e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
1831,1111902,8100000,1534434488000,0.00272,0.00165,0.987,2.96e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
1857,1126986,8200000,1534438303000,0.00172,0.00165,0.985,2.96e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
1897,1142137,8300000,1534442273000,0.00264,0.00166,0.988,2.97e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
1919,1154679,8400000,1534445358000,0.00175,0.00166,0.988,2.96e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
1963,1168880,8500000,1534448098000,0.0031,0.00168,0.987,2.96e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,False,0.0,0.0
16,5751,400000,1534215666000,0.00278,0.00278,0.98,2.94e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,0.0
44,21709,500000,1534221203000,0.00175,0.00203,0.977,2.93e+02,0.978,2.93e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,0.0
59,35142,600000,1534223933000,0.00112,0.00168,0.97,2.91e+02,0.976,2.93e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,0.0
67,48285,700000,1534225990000,0.000609,0.00139,0.984,2.95e+02,0.977,2.93e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,0.0
80,61329,800000,1534227870000,0.000997,0.0013,0.98,2.94e+02,0.977,2.93e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,0.0
104,74056,900000,1534229635000,0.00189,0.0014,0.976,2.93e+02,0.977,2.93e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,0.0
122,84663,1000000,1534231460000,0.0017,0.00144,0.984,2.95e+02,0.978,2.93e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,0.0
137,95506,1100000,1534233317000,0.00138,0.00143,0.984,2.95e+02,0.979,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,0.0
151,107872,1200000,1534235388000,0.00113,0.0014,0.977,2.93e+02,0.979,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,0.0
192,120060,1300000,1534237355000,0.00336,0.0016,0.98,2.94e+02,0.979,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,0.0
210,143688,1400000,1534238888000,0.000762,0.00146,0.979,2.94e+02,0.979,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,0.0
239,168225,1500000,1534240422000,0.00118,0.00142,0.984,2.95e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,0.0
251,193133,1600000,1534241857000,0.000482,0.0013,0.976,2.93e+02,0.979,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,0.0
274,216627,1700000,1534243199000,0.000979,0.00126,0.985,2.95e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,0.0
298,238641,1800000,1534244712000,0.00109,0.00125,0.98,2.94e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,0.0
316,259360,1900000,1534246424000,0.000869,0.00122,0.979,2.94e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,0.0
341,271902,2000000,1534248381000,0.00199,0.00125,0.976,2.93e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,0.0
355,284211,2100000,1534250381000,0.00114,0.00125,0.976,2.93e+02,0.979,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,0.0
382,296057,2200000,1534252487000,0.00228,0.00129,0.978,2.93e+02,0.979,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,0.0
403,308169,2300000,1534254861000,0.00173,0.00131,0.984,2.95e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,0.0
421,320479,2400000,1534257558000,0.00146,0.00131,0.985,2.95e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,0.0
448,332849,2500000,1534260327000,0.00218,0.00135,0.984,2.95e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,0.0
479,346091,2600000,1534263432000,0.00234,0.00138,0.977,2.93e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,0.0
530,360648,2700000,1534266431000,0.0035,0.00147,0.984,2.95e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,0.0
564,375173,2800000,1534269300000,0.00234,0.0015,0.98,2.94e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,0.0
591,389489,2900000,1534272798000,0.00189,0.00152,0.979,2.94e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,0.0
609,404633,3000000,1534275826000,0.00119,0.00151,0.982,2.95e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,0.0
651,419924,3100000,1534279185000,0.00275,0.00155,0.984,2.95e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,0.0
707,437361,3400000,1534307392000,0.00321,0.00162,0.984,2.95e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,0.0
749,453721,3500000,1534310553000,0.00257,0.00165,0.983,2.95e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,0.0
761,469686,3600000,1534313223000,0.000752,0.00162,0.983,2.95e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,0.0
787,485821,3700000,1534315472000,0.00161,0.00162,0.987,2.96e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,0.0
801,501992,3800000,1534317461000,0.000866,0.0016,0.983,2.95e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,0.0
833,518540,3900000,1534319605000,0.00193,0.00161,0.981,2.94e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,0.0
856,534608,4000000,1534321811000,0.00143,0.0016,0.987,2.96e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,0.0
875,550374,4100000,1534324066000,0.00121,0.00159,0.984,2.95e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,0.0
901,566088,4200000,1534325982000,0.00165,0.00159,0.981,2.94e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,0.0
948,581585,4300000,1534327753000,0.00303,0.00163,0.982,2.95e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,0.0
966,593905,4400000,1534329253000,0.00146,0.00163,0.977,2.93e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,0.0
982,603957,4500000,1534330607000,0.00159,0.00163,0.981,2.94e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,0.0
1006,614939,4600000,1534332371000,0.00219,0.00164,0.984,2.95e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,0.0
1028,626684,4700000,1534334282000,0.00187,0.00164,0.983,2.95e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,0.0
1052,637871,4800000,1534336223000,0.00215,0.00165,0.988,2.97e+02,0.982,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,0.0
