Clicks,Impressions,TotalImpressions,Timestamp,BatchCTR,FullCTR,BatchMSE,BatchMMSE,FullMSE,FullMMSE,Method,Hours,Alpha,EqClicks,TrainPart,RecommendationPart,SimulationType
5112,3743993,4100000,1534324066000,0.00117,0.00137,0.655,96.1,0.669,95.4,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
5262,3843993,4200000,1534325982000,0.0015,0.00137,0.66,98.2,0.669,95.5,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
5418,3943992,4300000,1534327753000,0.00156,0.00137,0.677,1.05e+02,0.669,95.7,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
5574,4043992,4400000,1534329253000,0.00156,0.00138,0.715,1.16e+02,0.671,96.3,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
5732,4143992,4500000,1534330607000,0.00158,0.00138,0.664,99.2,0.671,96.4,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
5890,4243992,4600000,1534332371000,0.00158,0.00139,0.641,92.2,0.67,96.3,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
6029,4343992,4700000,1534334282000,0.00139,0.00139,0.644,92.5,0.669,96.2,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
6198,4443992,4800000,1534336223000,0.00169,0.00139,0.704,1.11e+02,0.67,96.6,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
6342,4543992,4900000,1534338220000,0.00144,0.0014,0.671,1.02e+02,0.67,96.7,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
6464,4643992,5000000,1534340324000,0.00122,0.00139,0.595,79.3,0.669,96.4,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
6593,4743992,5100000,1534342505000,0.00129,0.00139,0.678,1.04e+02,0.669,96.5,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
6748,4843992,5200000,1534345017000,0.00155,0.00139,0.66,98.4,0.669,96.6,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
6946,4943992,5300000,1534348283000,0.00198,0.0014,0.648,95.0,0.668,96.5,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
7112,5043991,5400000,1534352099000,0.00166,0.00141,0.7,1.1e+02,0.669,96.8,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
7260,5143991,5500000,1534355823000,0.00148,0.00141,0.685,1.06e+02,0.669,97.0,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
7448,5243991,5600000,1534359354000,0.00188,0.00142,0.647,94.4,0.669,97.0,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
7625,5343991,5700000,1534362421000,0.00177,0.00143,0.677,1.03e+02,0.669,97.1,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
7760,5443991,5800000,1534365625000,0.00135,0.00143,0.751,41.9,0.671,96.1,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
7871,5543991,5900000,1534370861000,0.00111,0.00142,0.763,15.4,0.674,95.0,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
8053,5643990,6000000,1534387000000,0.00182,0.00143,0.733,28.9,0.674,93.5,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
8210,5743990,6100000,1534391894000,0.00157,0.00143,0.666,1e+02,0.674,93.6,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
8356,5843990,6200000,1534395699000,0.00146,0.00143,0.682,1.05e+02,0.674,93.8,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
8463,5943990,6300000,1534397928000,0.00107,0.00142,0.652,96.1,0.673,93.9,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
8571,6043990,6400000,1534400142000,0.00108,0.00142,0.618,85.5,0.672,93.8,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
8668,6143990,6500000,1534401980000,0.00097,0.00141,0.635,90.9,0.672,93.7,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
8742,6243990,6600000,1534403754000,0.00074,0.0014,0.662,98.5,0.672,93.8,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
8812,6343990,6700000,1534405748000,0.0007,0.00139,0.65,95.4,0.671,93.8,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
8911,6443989,6800000,1534407692000,0.00099,0.00138,0.631,89.4,0.671,93.7,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
8990,6543989,6900000,1534409775000,0.00079,0.00137,0.675,1.03e+02,0.671,93.8,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
9091,6643989,7000000,1534411756000,0.00101,0.00137,0.727,1.18e+02,0.671,94.1,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
9201,6743989,7100000,1534413572000,0.0011,0.00136,0.673,1.03e+02,0.671,94.2,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
9291,6843989,7200000,1534415178000,0.0009,0.00136,0.636,91.5,0.671,94.1,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
9389,6943989,7300000,1534416750000,0.00098,0.00135,0.635,90.2,0.67,94.1,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
9491,7043989,7400000,1534418460000,0.00102,0.00135,0.67,1.01e+02,0.67,94.2,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
9597,7143989,7500000,1534420152000,0.00106,0.00134,0.698,1.1e+02,0.67,94.4,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
9688,7243989,7600000,1534421958000,0.00091,0.00134,0.735,1.2e+02,0.671,94.6,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
9797,7343989,7700000,1534424198000,0.00109,0.00133,0.665,99.1,0.671,94.7,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
9889,7443989,7800000,1534426507000,0.00092,0.00133,0.715,1.15e+02,0.671,94.8,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
9993,7543988,7900000,1534428901000,0.00104,0.00132,0.65,93.8,0.671,94.8,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
10110,7643988,8000000,1534431501000,0.00117,0.00132,0.682,1.05e+02,0.671,94.9,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
10213,7743988,8100000,1534434488000,0.00103,0.00132,0.686,1.07e+02,0.671,95.1,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
10325,7843988,8200000,1534438303000,0.00112,0.00132,0.639,92.5,0.67,95.0,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
10434,7943988,8300000,1534442273000,0.00109,0.00131,0.701,1.09e+02,0.671,95.2,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
10572,8043988,8400000,1534445358000,0.00138,0.00131,0.663,99.5,0.671,95.2,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
10733,8143988,8500000,1534448098000,0.00161,0.00132,0.672,1.01e+02,0.671,95.3,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
10876,8243988,8600000,1534450774000,0.00143,0.00132,0.701,64.5,0.671,94.9,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
11006,8343988,8700000,1534455312000,0.0013,0.00132,0.766,16.2,0.672,94.0,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
11145,8443988,8800000,1534469315000,0.00139,0.00132,0.762,15.4,0.673,93.0,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
11307,8543987,8900000,1534477993000,0.00162,0.00132,0.695,96.7,0.673,93.1,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
11441,8643987,9000000,1534481599000,0.00134,0.00132,0.693,1.08e+02,0.674,93.2,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
11548,8743987,9100000,1534484170000,0.00107,0.00132,0.662,97.9,0.673,93.3,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
11653,8843987,9200000,1534486329000,0.00105,0.00132,0.69,1.08e+02,0.674,93.4,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
11746,8943987,9300000,1534488129000,0.00093,0.00131,0.618,85.5,0.673,93.4,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
11863,9043987,9400000,1534489820000,0.00117,0.00131,0.688,1.08e+02,0.673,93.5,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
11960,9143987,9500000,1534491491000,0.00097,0.00131,0.666,1.01e+02,0.673,93.6,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
12060,9243986,9600000,1534493350000,0.001,0.0013,0.638,92.2,0.673,93.5,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
12168,9343986,9700000,1534495700000,0.00108,0.0013,0.624,87.7,0.672,93.5,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
12239,9443986,9800000,1534498003000,0.00071,0.0013,0.686,1.06e+02,0.672,93.6,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
12334,9543986,9900000,1534500310000,0.00095,0.00129,0.741,1.22e+02,0.673,93.8,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
12439,9643986,10000000,1534502355000,0.00105,0.00129,0.693,1.08e+02,0.673,93.9,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
12556,9743986,10100000,1534504275000,0.00117,0.00129,0.647,94.7,0.672,93.9,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
12681,9843986,10200000,1534506344000,0.00125,0.00129,0.696,1.09e+02,0.673,94.1,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
12807,9943986,10300000,1534508344000,0.00126,0.00129,0.647,93.8,0.672,94.1,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
12939,10043986,10400000,1534510463000,0.00132,0.00129,0.66,99.2,0.672,94.1,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
13035,10143986,10500000,1534513052000,0.00096,0.00128,0.638,92.6,0.672,94.1,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
13137,10243985,10600000,1534515766000,0.00102,0.00128,0.652,95.7,0.672,94.1,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
13245,10343985,10700000,1534518517000,0.00108,0.00128,0.703,1.1e+02,0.672,94.2,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
13343,10443985,10800000,1534521581000,0.00098,0.00128,0.673,1.02e+02,0.672,94.3,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
13465,10543985,10900000,1534525171000,0.00122,0.00128,0.658,98.9,0.672,94.3,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
13585,10643985,11000000,1534528692000,0.0012,0.00128,0.664,1.01e+02,0.672,94.4,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
13708,10743985,11100000,1534532209000,0.00123,0.00128,0.673,1.02e+02,0.672,94.5,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
13837,10843985,11200000,1534535352000,0.00129,0.00128,0.669,1.01e+02,0.672,94.5,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
13982,10943984,11300000,1534538536000,0.00145,0.00128,0.753,1.26e+02,0.673,94.9,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
14127,11043984,11400000,1534543569000,0.00145,0.00128,0.726,39.4,0.673,94.3,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
14317,11143984,11500000,1534556144000,0.0019,0.00128,0.759,14.6,0.672,93.2,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
14513,11243983,11600000,1534566623000,0.00196,0.00129,0.705,68.5,0.672,92.9,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
14670,11343983,11700000,1534570864000,0.00157,0.00129,0.617,84.2,0.672,92.8,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
14799,11443983,11800000,1534574160000,0.00129,0.00129,0.635,90.0,0.671,92.8,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
14973,11543983,11900000,1534576963000,0.00174,0.0013,0.627,88.4,0.671,92.7,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
15119,11643983,12000000,1534579522000,0.00146,0.0013,0.665,98.7,0.671,92.8,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
15252,11743983,12100000,1534582059000,0.00133,0.0013,0.702,1.1e+02,0.671,92.9,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
15393,11843982,12200000,1534584444000,0.00141,0.0013,0.718,1.15e+02,0.672,93.1,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
15554,11943982,12300000,1534586907000,0.00161,0.0013,0.682,1.04e+02,0.672,93.3,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
15695,12043982,12400000,1534589382000,0.00141,0.0013,0.651,96.4,0.672,93.3,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
15845,12143982,12500000,1534591833000,0.0015,0.0013,0.669,1.01e+02,0.672,93.4,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
16019,12243982,12600000,1534594219000,0.00174,0.00131,0.654,96.9,0.672,93.4,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
16175,12343982,12700000,1534597243000,0.00156,0.00131,0.662,99.0,0.672,93.4,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
16284,12443982,12800000,1534600571000,0.00109,0.00131,0.649,95.7,0.671,93.5,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
16426,12543982,12900000,1534603681000,0.00142,0.00131,0.68,1.05e+02,0.671,93.6,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
16559,12643981,13000000,1534606647000,0.00133,0.00131,0.737,1.22e+02,0.672,93.8,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
16689,12743981,13100000,1534610005000,0.0013,0.00131,0.639,92.1,0.672,93.8,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
16828,12843981,13200000,1534613215000,0.00139,0.00131,0.684,1.06e+02,0.672,93.9,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
16984,12943981,13300000,1534616341000,0.00156,0.00131,0.684,1.05e+02,0.672,94.0,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
17150,13043981,13400000,1534619443000,0.00166,0.00131,0.634,91.1,0.672,93.9,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
17287,13143981,13500000,1534622516000,0.00137,0.00132,0.627,89.9,0.671,93.9,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
17427,13243980,13600000,1534626216000,0.0014,0.00132,0.662,99.2,0.671,94.0,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
17563,13343980,13700000,1534632293000,0.00136,0.00132,0.723,56.8,0.672,93.7,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
17737,13443980,13800000,1534649517000,0.00174,0.00132,0.76,14.8,0.672,92.9,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
17914,13543979,13900000,1534656304000,0.00177,0.00132,0.646,79.3,0.671,92.8,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
18067,13643979,14000000,1534660228000,0.00153,0.00132,0.65,95.2,0.671,92.8,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
18209,13743979,14100000,1534663200000,0.00142,0.00132,0.715,1.15e+02,0.672,93.0,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
18345,13843979,14200000,1534665903000,0.00136,0.00133,0.641,92.5,0.671,93.0,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
18491,13943979,14300000,1534668786000,0.00146,0.00133,0.694,1.08e+02,0.672,93.1,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
18643,14043979,14400000,1534671766000,0.00152,0.00133,0.667,1.02e+02,0.672,93.1,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
18793,14143978,14500000,1534674837000,0.0015,0.00133,0.635,91.7,0.671,93.1,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
18925,14243978,14600000,1534677697000,0.00132,0.00133,0.683,1.05e+02,0.671,93.2,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
19085,14343978,14700000,1534680247000,0.0016,0.00133,0.644,94.0,0.671,93.2,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
19230,14443978,14800000,1534682924000,0.00145,0.00133,0.684,1.06e+02,0.671,93.3,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
19410,14543978,14900000,1534685816000,0.0018,0.00133,0.672,1.02e+02,0.671,93.4,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
19560,14643978,15000000,1534688843000,0.0015,0.00134,0.596,79.8,0.671,93.3,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
19690,14743978,15100000,1534692274000,0.0013,0.00134,0.739,1.23e+02,0.671,93.5,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
19822,14843977,15200000,1534695398000,0.00132,0.00134,0.704,1.12e+02,0.671,93.6,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
19966,14943977,15300000,1534698625000,0.00144,0.00134,0.67,1.01e+02,0.671,93.7,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
20113,15043977,15400000,1534701627000,0.00147,0.00134,0.669,1.01e+02,0.671,93.7,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
20273,15143977,15500000,1534704482000,0.0016,0.00134,0.628,88.0,0.671,93.7,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
20443,15243977,15600000,1534707063000,0.0017,0.00134,0.665,1.01e+02,0.671,93.7,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
20575,15343977,15700000,1534709673000,0.00132,0.00134,0.719,1.16e+02,0.671,93.9,Random_Multi,6,0.0,0.0,0.0,0.0,Hindsight
