Clicks,Impressions,TotalImpressions,Timestamp,BatchCTR,FullCTR,BatchMSE,BatchMMSE,FullMSE,FullMMSE,Method,Hours,Alpha,EqClicks,TrainPart,RecommendationPart,SimulationType,SimulationIndex,ChiDF,ChiAlpha
27463,12943981,13300000,1534616341000,0.00079,0.00212,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,0,0,0
27555,13043981,13400000,1534619443000,0.00092,0.00211,0.994,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,0,0,0
27632,13143981,13500000,1534622516000,0.00077,0.0021,0.994,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,0,0,0
27729,13243980,13600000,1534626216000,0.00097,0.00209,0.994,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,0,0,0
28067,13343980,13700000,1534632293000,0.00338,0.0021,0.989,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,0,0,0
28430,13443980,13800000,1534649517000,0.00363,0.00211,0.988,2.96e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,0,0,0
28758,13543979,13900000,1534656304000,0.00328,0.00212,0.989,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,0,0,0
29085,13643979,14000000,1534660228000,0.00327,0.00213,0.989,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,0,0,0
29395,13743979,14100000,1534663200000,0.0031,0.00214,0.99,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,0,0,0
29702,13843979,14200000,1534665903000,0.00307,0.00215,0.99,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,0,0,0
30033,13943979,14300000,1534668786000,0.00331,0.00215,0.989,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,0,0,0
30344,14043979,14400000,1534671766000,0.00311,0.00216,0.989,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,0,0,0
30674,14143978,14500000,1534674837000,0.0033,0.00217,0.99,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,0,0,0
31014,14243978,14600000,1534677697000,0.0034,0.00218,0.989,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,0,0,0
31376,14343978,14700000,1534680247000,0.00362,0.00219,0.99,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,0,0,0
31721,14443978,14800000,1534682924000,0.00345,0.0022,0.989,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,0,0,0
32033,14543978,14900000,1534685816000,0.00312,0.0022,0.99,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight0,0,0
32396,14643978,15000000,1534688843000,0.00363,0.00221,0.99,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight0,0,0
32711,14743978,15100000,1534692274000,0.00315,0.00222,0.99,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight0,0,0
33021,14843977,15200000,1534695398000,0.0031,0.00222,0.991,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight0,0,0
33325,14943977,15300000,1534698625000,0.00304,0.00223,0.99,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight0,0,0
33640,15043977,15400000,1534701627000,0.00315,0.00224,0.99,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight0,0,0
33980,15143977,15500000,1534704482000,0.0034,0.00224,0.99,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight0,0,0
34297,15243977,15600000,1534707063000,0.00317,0.00225,0.99,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight0,0,0
34610,15343977,15700000,1534709673000,0.00313,0.00226,0.991,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight0,0,0
133,43997,400000,1534215666000,0.00302,0.00302,0.974,2.92e+02,0.974,2.92e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
382,143997,500000,1534221203000,0.00249,0.00265,0.979,2.94e+02,0.977,2.93e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
609,243997,600000,1534223933000,0.00227,0.0025,0.979,2.94e+02,0.978,2.93e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
849,343997,700000,1534225990000,0.0024,0.00247,0.979,2.94e+02,0.978,2.93e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
1071,443997,800000,1534227870000,0.00222,0.00241,0.977,2.93e+02,0.978,2.93e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
1278,543997,900000,1534229635000,0.00207,0.00235,0.978,2.93e+02,0.978,2.93e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
1494,643996,1000000,1534231460000,0.00216,0.00232,0.986,2.96e+02,0.979,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
1720,743996,1100000,1534233317000,0.00226,0.00231,0.987,2.96e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
1956,843996,1200000,1534235388000,0.00236,0.00232,0.988,2.96e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
2205,943996,1300000,1534237355000,0.00249,0.00234,0.987,2.96e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
2431,1043996,1400000,1534238888000,0.00226,0.00233,0.988,2.96e+02,0.982,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
2638,1143996,1500000,1534240422000,0.00207,0.00231,0.988,2.96e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
2851,1243996,1600000,1534241857000,0.00213,0.00229,0.989,2.97e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
3042,1343996,1700000,1534243199000,0.00191,0.00226,0.988,2.96e+02,0.984,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
3250,1443996,1800000,1534244712000,0.00208,0.00225,0.988,2.96e+02,0.984,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
3485,1543996,1900000,1534246424000,0.00235,0.00226,0.988,2.96e+02,0.984,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
3713,1643996,2000000,1534248381000,0.00228,0.00226,0.988,2.96e+02,0.984,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
3934,1743996,2100000,1534250381000,0.00221,0.00226,0.987,2.96e+02,0.985,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
4187,1843995,2200000,1534252487000,0.00253,0.00227,0.989,2.97e+02,0.985,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
4436,1943995,2300000,1534254861000,0.00249,0.00228,0.99,2.97e+02,0.985,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
4679,2043995,2400000,1534257558000,0.00243,0.00229,0.99,2.97e+02,0.985,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
4950,2143995,2500000,1534260327000,0.00271,0.00231,0.989,2.97e+02,0.986,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
5230,2243995,2600000,1534263432000,0.0028,0.00233,0.99,2.97e+02,0.986,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
5516,2343995,2700000,1534266431000,0.00286,0.00235,0.989,2.97e+02,0.986,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
5797,2443995,2800000,1534269300000,0.00281,0.00237,0.989,2.97e+02,0.986,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
6118,2543995,2900000,1534272798000,0.00321,0.0024,0.989,2.97e+02,0.986,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
6441,2643994,3000000,1534275826000,0.00323,0.00244,0.99,2.97e+02,0.986,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
6724,2743994,3100000,1534279185000,0.00283,0.00245,0.99,2.97e+02,0.987,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
7050,2843994,3200000,1534284970000,0.00326,0.00248,0.99,2.97e+02,0.987,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
7401,2943994,3300000,1534301374000,0.00351,0.00251,0.988,2.96e+02,0.987,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
7722,3043993,3400000,1534307392000,0.00321,0.00254,0.989,2.97e+02,0.987,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
8028,3143993,3500000,1534310553000,0.00306,0.00255,0.991,2.97e+02,0.987,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
8329,3243993,3600000,1534313223000,0.00301,0.00257,0.991,2.97e+02,0.987,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
8621,3343993,3700000,1534315472000,0.00292,0.00258,0.991,2.97e+02,0.987,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
8895,3443993,3800000,1534317461000,0.00274,0.00258,0.991,2.97e+02,0.987,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
9189,3543993,3900000,1534319605000,0.00294,0.00259,0.99,2.97e+02,0.987,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
9490,3643993,4000000,1534321811000,0.00301,0.0026,0.99,2.97e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
9781,3743993,4100000,1534324066000,0.00291,0.00261,0.99,2.97e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
10080,3843993,4200000,1534325982000,0.00299,0.00262,0.989,2.97e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
10400,3943992,4300000,1534327753000,0.0032,0.00264,0.99,2.97e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
10703,4043992,4400000,1534329253000,0.00303,0.00265,0.99,2.97e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
11023,4143992,4500000,1534330607000,0.0032,0.00266,0.99,2.97e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
11312,4243992,4600000,1534332371000,0.00289,0.00267,0.991,2.97e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
11592,4343992,4700000,1534334282000,0.0028,0.00267,0.991,2.97e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
11878,4443992,4800000,1534336223000,0.00286,0.00267,0.99,2.97e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
12159,4543992,4900000,1534338220000,0.00281,0.00268,0.99,2.97e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
12437,4643992,5000000,1534340324000,0.00278,0.00268,0.99,2.97e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
12766,4743992,5100000,1534342505000,0.00329,0.00269,0.99,2.97e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
13084,4843992,5200000,1534345017000,0.00318,0.0027,0.99,2.97e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
13402,4943992,5300000,1534348283000,0.00318,0.00271,0.99,2.97e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
13662,5043991,5400000,1534352099000,0.0026,0.00271,0.991,2.97e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
13929,5143991,5500000,1534355823000,0.00267,0.00271,0.991,2.97e+02,0.988,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
14214,5243991,5600000,1534359354000,0.00285,0.00271,0.991,2.97e+02,0.988,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
14493,5343991,5700000,1534362421000,0.00279,0.00271,0.991,2.97e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
14731,5443991,5800000,1534365625000,0.00238,0.00271,0.991,2.97e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
14964,5543991,5900000,1534370861000,0.00233,0.0027,0.991,2.97e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
15235,5643990,6000000,1534387000000,0.00271,0.0027,0.99,2.97e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
15529,5743990,6100000,1534391894000,0.00294,0.0027,0.99,2.97e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
15820,5843990,6200000,1534395699000,0.00291,0.00271,0.991,2.97e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
16026,5943990,6300000,1534397928000,0.00206,0.0027,0.993,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
16213,6043990,6400000,1534400142000,0.00187,0.00268,0.993,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
16395,6143990,6500000,1534401980000,0.00182,0.00267,0.993,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
16609,6243990,6600000,1534403754000,0.00214,0.00266,0.993,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
16774,6343990,6700000,1534405748000,0.00165,0.00264,0.992,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
16969,6443989,6800000,1534407692000,0.00195,0.00263,0.993,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
17159,6543989,6900000,1534409775000,0.0019,0.00262,0.993,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
17354,6643989,7000000,1534411756000,0.00195,0.00261,0.992,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
17551,6743989,7100000,1534413572000,0.00197,0.0026,0.993,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
17740,6843989,7200000,1534415178000,0.00189,0.00259,0.993,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
17914,6943989,7300000,1534416750000,0.00174,0.00258,0.992,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
18096,7043989,7400000,1534418460000,0.00182,0.00257,0.993,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
18314,7143989,7500000,1534420152000,0.00218,0.00256,0.992,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
18521,7243989,7600000,1534421958000,0.00207,0.00256,0.992,2.97e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
18718,7343989,7700000,1534424198000,0.00197,0.00255,0.993,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
18926,7443989,7800000,1534426507000,0.00208,0.00254,0.992,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
19121,7543988,7900000,1534428901000,0.00195,0.00253,0.992,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
19329,7643988,8000000,1534431501000,0.00208,0.00253,0.993,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
19594,7743988,8100000,1534434488000,0.00265,0.00253,0.992,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
19809,7843988,8200000,1534438303000,0.00215,0.00253,0.993,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
20016,7943988,8300000,1534442273000,0.00207,0.00252,0.992,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
20216,8043988,8400000,1534445358000,0.002,0.00251,0.992,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
20458,8143988,8500000,1534448098000,0.00242,0.00251,0.992,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
20675,8243988,8600000,1534450774000,0.00217,0.00251,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
20936,8343988,8700000,1534455312000,0.00261,0.00251,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
21161,8443988,8800000,1534469315000,0.00225,0.00251,0.992,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
21403,8543987,8900000,1534477993000,0.00242,0.00251,0.991,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
21638,8643987,9000000,1534481599000,0.00235,0.0025,0.992,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
21844,8743987,9100000,1534484170000,0.00206,0.0025,0.994,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
22019,8843987,9200000,1534486329000,0.00175,0.00249,0.994,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
22213,8943987,9300000,1534488129000,0.00194,0.00248,0.994,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
22408,9043987,9400000,1534489820000,0.00195,0.00248,0.994,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
22590,9143987,9500000,1534491491000,0.00182,0.00247,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
22783,9243986,9600000,1534493350000,0.00193,0.00246,0.994,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
22935,9343986,9700000,1534495700000,0.00152,0.00245,0.994,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
23121,9443986,9800000,1534498003000,0.00186,0.00245,0.994,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
23317,9543986,9900000,1534500310000,0.00196,0.00244,0.994,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
23523,9643986,10000000,1534502355000,0.00206,0.00244,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
23734,9743986,10100000,1534504275000,0.00211,0.00244,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
23942,9843986,10200000,1534506344000,0.00208,0.00243,0.992,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
24185,9943986,10300000,1534508344000,0.00243,0.00243,0.992,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
24411,10043986,10400000,1534510463000,0.00226,0.00243,0.992,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
24594,10143986,10500000,1534513052000,0.00183,0.00242,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
24808,10243985,10600000,1534515766000,0.00214,0.00242,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
25003,10343985,10700000,1534518517000,0.00195,0.00242,0.994,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
25192,10443985,10800000,1534521581000,0.00189,0.00241,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
25388,10543985,10900000,1534525171000,0.00196,0.00241,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
25614,10643985,11000000,1534528692000,0.00226,0.00241,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
25833,10743985,11100000,1534532209000,0.00219,0.0024,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
26098,10843985,11200000,1534535352000,0.00265,0.00241,0.992,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
26301,10943984,11300000,1534538536000,0.00203,0.0024,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
26459,11043984,11400000,1534543569000,0.00158,0.0024,0.994,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
26629,11143984,11500000,1534556144000,0.0017,0.00239,0.992,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
26747,11243983,11600000,1534566623000,0.00118,0.00238,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
26863,11343983,11700000,1534570864000,0.00116,0.00237,0.994,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
26960,11443983,11800000,1534574160000,0.00097,0.00236,0.995,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
27065,11543983,11900000,1534576963000,0.00105,0.00234,0.996,2.99e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,1,0,0
