Clicks,Impressions,TotalImpressions,Timestamp,BatchCTR,FullCTR,BatchMSE,BatchMMSE,FullMSE,FullMMSE,Method,Hours,Alpha,EqClicks,TrainPart,RecommendationPart,SimulationType,SimulationIndex,ChiDF,ChiAlpha
25586,10343985,10700000,1534518517000,0.00184,0.00247,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
25782,10443985,10800000,1534521581000,0.00196,0.00247,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
26020,10543985,10900000,1534525171000,0.00238,0.00247,0.992,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
26255,10643985,11000000,1534528692000,0.00235,0.00247,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
26472,10743985,11100000,1534532209000,0.00217,0.00246,0.992,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
26716,10843985,11200000,1534535352000,0.00244,0.00246,0.992,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
26916,10943984,11300000,1534538536000,0.002,0.00246,0.992,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
27072,11043984,11400000,1534543569000,0.00156,0.00245,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
27225,11143984,11500000,1534556144000,0.00153,0.00244,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
27386,11243983,11600000,1534566623000,0.00161,0.00244,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
27515,11343983,11700000,1534570864000,0.00129,0.00243,0.994,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
27657,11443983,11800000,1534574160000,0.00142,0.00242,0.994,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
27801,11543983,11900000,1534576963000,0.00144,0.00241,0.994,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
27943,11643983,12000000,1534579522000,0.00142,0.0024,0.994,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
28075,11743983,12100000,1534582059000,0.00132,0.00239,0.994,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
28168,11843982,12200000,1534584444000,0.00093,0.00238,0.994,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
28263,11943982,12300000,1534586907000,0.00095,0.00237,0.994,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
28355,12043982,12400000,1534589382000,0.00092,0.00235,0.995,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
28466,12143982,12500000,1534591833000,0.00111,0.00234,0.994,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
28574,12243982,12600000,1534594219000,0.00108,0.00233,0.994,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
28675,12343982,12700000,1534597243000,0.00101,0.00232,0.995,2.99e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
28764,12443982,12800000,1534600571000,0.00089,0.00231,0.995,2.99e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
28854,12543982,12900000,1534603681000,0.0009,0.0023,0.996,2.99e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
28943,12643981,13000000,1534606647000,0.00089,0.00229,0.995,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
29050,12743981,13100000,1534610005000,0.00107,0.00228,0.994,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
29148,12843981,13200000,1534613215000,0.00098,0.00227,0.995,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
29254,12943981,13300000,1534616341000,0.00106,0.00226,0.994,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
29348,13043981,13400000,1534619443000,0.00094,0.00225,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
29433,13143981,13500000,1534622516000,0.00085,0.00224,0.994,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
29540,13243980,13600000,1534626216000,0.00107,0.00223,0.994,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
29870,13343980,13700000,1534632293000,0.0033,0.00224,0.988,2.96e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
30283,13443980,13800000,1534649517000,0.00413,0.00225,0.988,2.96e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
30664,13543979,13900000,1534656304000,0.00381,0.00226,0.988,2.96e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
31033,13643979,14000000,1534660228000,0.00369,0.00227,0.99,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
31384,13743979,14100000,1534663200000,0.00351,0.00228,0.99,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
31720,13843979,14200000,1534665903000,0.00336,0.00229,0.99,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
32044,13943979,14300000,1534668786000,0.00324,0.0023,0.989,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
32384,14043979,14400000,1534671766000,0.0034,0.00231,0.989,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
32758,14143978,14500000,1534674837000,0.00374,0.00232,0.989,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
33130,14243978,14600000,1534677697000,0.00372,0.00233,0.989,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
33478,14343978,14700000,1534680247000,0.00348,0.00233,0.989,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
33836,14443978,14800000,1534682924000,0.00358,0.00234,0.989,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
34216,14543978,14900000,1534685816000,0.0038,0.00235,0.99,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
34554,14643978,15000000,1534688843000,0.00338,0.00236,0.99,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
34868,14743978,15100000,1534692274000,0.00314,0.00236,0.99,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
35158,14843977,15200000,1534695398000,0.0029,0.00237,0.99,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
35467,14943977,15300000,1534698625000,0.00309,0.00237,0.99,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
35755,15043977,15400000,1534701627000,0.00288,0.00238,0.99,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
36087,15143977,15500000,1534704482000,0.00332,0.00238,0.99,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
36394,15243977,15600000,1534707063000,0.00307,0.00239,0.99,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
36753,15343977,15700000,1534709673000,0.00359,0.0024,0.99,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,2,0,0
55,43997,400000,1534215666000,0.00125,0.00125,0.98,2.94e+02,0.98,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
150,143997,500000,1534221203000,0.00095,0.00104,0.984,2.95e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
283,243997,600000,1534223933000,0.00133,0.00116,0.984,2.95e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
389,343997,700000,1534225990000,0.00106,0.00113,0.986,2.96e+02,0.984,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
498,443997,800000,1534227870000,0.00109,0.00112,0.984,2.95e+02,0.984,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
591,543997,900000,1534229635000,0.00093,0.00109,0.985,2.96e+02,0.984,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
696,643996,1000000,1534231460000,0.00105,0.00108,0.99,2.97e+02,0.985,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
797,743996,1100000,1534233317000,0.00101,0.00107,0.991,2.97e+02,0.986,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
894,843996,1200000,1534235388000,0.00097,0.00106,0.991,2.97e+02,0.986,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
983,943996,1300000,1534237355000,0.00089,0.00104,0.991,2.97e+02,0.987,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
1083,1043996,1400000,1534238888000,0.001,0.00104,0.992,2.98e+02,0.987,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
1183,1143996,1500000,1534240422000,0.001,0.00103,0.992,2.98e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
1297,1243996,1600000,1534241857000,0.00114,0.00104,0.992,2.98e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
1397,1343996,1700000,1534243199000,0.001,0.00104,0.992,2.98e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
1502,1443996,1800000,1534244712000,0.00105,0.00104,0.992,2.97e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
1595,1543996,1900000,1534246424000,0.00093,0.00103,0.991,2.97e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
1712,1643996,2000000,1534248381000,0.00117,0.00104,0.991,2.97e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
1825,1743996,2100000,1534250381000,0.00113,0.00105,0.991,2.97e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
1934,1843995,2200000,1534252487000,0.00109,0.00105,0.993,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
2039,1943995,2300000,1534254861000,0.00105,0.00105,0.994,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
2133,2043995,2400000,1534257558000,0.00094,0.00104,0.994,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
2232,2143995,2500000,1534260327000,0.00099,0.00104,0.994,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
2349,2243995,2600000,1534263432000,0.00117,0.00105,0.994,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
2453,2343995,2700000,1534266431000,0.00104,0.00105,0.994,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
2539,2443995,2800000,1534269300000,0.00086,0.00104,0.994,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
2644,2543995,2900000,1534272798000,0.00105,0.00104,0.994,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
2759,2643994,3000000,1534275826000,0.00115,0.00104,0.995,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
2874,2743994,3100000,1534279185000,0.00115,0.00105,0.995,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
2990,2843994,3200000,1534284970000,0.00116,0.00105,0.995,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
3089,2943994,3300000,1534301374000,0.00099,0.00105,0.994,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
3199,3043993,3400000,1534307392000,0.0011,0.00105,0.995,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
3292,3143993,3500000,1534310553000,0.00093,0.00105,0.996,2.99e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
3418,3243993,3600000,1534313223000,0.00126,0.00105,0.996,2.99e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
3532,3343993,3700000,1534315472000,0.00114,0.00106,0.995,2.99e+02,0.992,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
3625,3443993,3800000,1534317461000,0.00093,0.00105,0.996,2.99e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
3744,3543993,3900000,1534319605000,0.00119,0.00106,0.995,2.99e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
3882,3643993,4000000,1534321811000,0.00138,0.00107,0.995,2.99e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
3989,3743993,4100000,1534324066000,0.00107,0.00107,0.995,2.99e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
4094,3843993,4200000,1534325982000,0.00105,0.00107,0.995,2.99e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
4196,3943992,4300000,1534327753000,0.00102,0.00106,0.995,2.99e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
4319,4043992,4400000,1534329253000,0.00123,0.00107,0.996,2.99e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
4445,4143992,4500000,1534330607000,0.00126,0.00107,0.996,2.99e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
4538,4243992,4600000,1534332371000,0.00093,0.00107,0.996,2.99e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
4663,4343992,4700000,1534334282000,0.00125,0.00107,0.996,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
4773,4443992,4800000,1534336223000,0.0011,0.00107,0.996,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
4896,4543992,4900000,1534338220000,0.00123,0.00108,0.996,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
5007,4643992,5000000,1534340324000,0.00111,0.00108,0.996,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
5117,4743992,5100000,1534342505000,0.0011,0.00108,0.996,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
5217,4843992,5200000,1534345017000,0.001,0.00108,0.996,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
5342,4943992,5300000,1534348283000,0.00125,0.00108,0.996,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
5463,5043991,5400000,1534352099000,0.00121,0.00108,0.996,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
5580,5143991,5500000,1534355823000,0.00117,0.00108,0.996,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
5697,5243991,5600000,1534359354000,0.00117,0.00109,0.996,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
5815,5343991,5700000,1534362421000,0.00118,0.00109,0.996,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
5935,5443991,5800000,1534365625000,0.0012,0.00109,0.995,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
6048,5543991,5900000,1534370861000,0.00113,0.00109,0.995,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
6147,5643990,6000000,1534387000000,0.00099,0.00109,0.995,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
6258,5743990,6100000,1534391894000,0.00111,0.00109,0.996,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
6378,5843990,6200000,1534395699000,0.0012,0.00109,0.996,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
6497,5943990,6300000,1534397928000,0.00119,0.00109,0.996,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
6612,6043990,6400000,1534400142000,0.00115,0.00109,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
6745,6143990,6500000,1534401980000,0.00133,0.0011,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
6855,6243990,6600000,1534403754000,0.0011,0.0011,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
6971,6343990,6700000,1534405748000,0.00116,0.0011,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
7069,6443989,6800000,1534407692000,0.00098,0.0011,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
7200,6543989,6900000,1534409775000,0.00131,0.0011,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
7301,6643989,7000000,1534411756000,0.00101,0.0011,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
7402,6743989,7100000,1534413572000,0.00101,0.0011,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
7511,6843989,7200000,1534415178000,0.00109,0.0011,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
7615,6943989,7300000,1534416750000,0.00104,0.0011,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
7723,7043989,7400000,1534418460000,0.00108,0.0011,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
7852,7143989,7500000,1534420152000,0.00129,0.0011,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
7973,7243989,7600000,1534421958000,0.00121,0.0011,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
8110,7343989,7700000,1534424198000,0.00137,0.0011,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
8216,7443989,7800000,1534426507000,0.00106,0.0011,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
8315,7543988,7900000,1534428901000,0.00099,0.0011,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
8435,7643988,8000000,1534431501000,0.0012,0.0011,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
8549,7743988,8100000,1534434488000,0.00114,0.0011,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
8663,7843988,8200000,1534438303000,0.00114,0.0011,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
8779,7943988,8300000,1534442273000,0.00116,0.00111,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
8890,8043988,8400000,1534445358000,0.00111,0.00111,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
9009,8143988,8500000,1534448098000,0.00119,0.00111,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
9116,8243988,8600000,1534450774000,0.00107,0.00111,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
9241,8343988,8700000,1534455312000,0.00125,0.00111,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
9354,8443988,8800000,1534469315000,0.00113,0.00111,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
9468,8543987,8900000,1534477993000,0.00114,0.00111,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
9592,8643987,9000000,1534481599000,0.00124,0.00111,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
9692,8743987,9100000,1534484170000,0.001,0.00111,0.997,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
9822,8843987,9200000,1534486329000,0.0013,0.00111,0.997,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
9939,8943987,9300000,1534488129000,0.00117,0.00111,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.0,0.0,Hindsight,3,0,0
