Clicks,Impressions,TotalImpressions,Timestamp,BatchCTR,FullCTR,BatchMSE,BatchMMSE,FullMSE,FullMMSE,Method,Hours,Alpha,EqClicks,TargetPercent,TargetSplit,TargetAlpha,EarlyUpdate,CropPercent,NormalizeTargetValue,TrainPart,RecommendationPart,SimulationType
10630,9443986,9800000,1534498003000,0.00071,0.00113,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
10698,9543986,9900000,1534500310000,0.00068,0.00112,0.998,3e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
10783,9643986,10000000,1534502355000,0.00085,0.00112,0.999,3e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
10906,9743986,10100000,1534504275000,0.00123,0.00112,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
11046,9843986,10200000,1534506344000,0.0014,0.00112,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
11194,9943986,10300000,1534508344000,0.00148,0.00113,0.996,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
11339,10043986,10400000,1534510463000,0.00145,0.00113,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
11471,10143986,10500000,1534513052000,0.00132,0.00113,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
11573,10243985,10600000,1534515766000,0.00102,0.00113,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
11685,10343985,10700000,1534518517000,0.00112,0.00113,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
11808,10443985,10800000,1534521581000,0.00123,0.00113,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
11936,10543985,10900000,1534525171000,0.00128,0.00113,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
12054,10643985,11000000,1534528692000,0.00118,0.00113,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
12191,10743985,11100000,1534532209000,0.00137,0.00113,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
12305,10843985,11200000,1534535352000,0.00114,0.00113,0.996,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
12441,10943984,11300000,1534538536000,0.00136,0.00114,0.996,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
12542,11043984,11400000,1534543569000,0.00101,0.00114,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
12694,11143984,11500000,1534556144000,0.00152,0.00114,0.996,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
12833,11243983,11600000,1534566623000,0.00139,0.00114,0.996,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
12893,11343983,11700000,1534570864000,0.0006,0.00114,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
12980,11443983,11800000,1534574160000,0.00087,0.00113,0.998,3e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
13074,11543983,11900000,1534576963000,0.00094,0.00113,0.999,3e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
13150,11643983,12000000,1534579522000,0.00076,0.00113,0.998,3e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
13267,11743983,12100000,1534582059000,0.00117,0.00113,0.999,3e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
13372,11843982,12200000,1534584444000,0.00105,0.00113,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
13523,11943982,12300000,1534586907000,0.00151,0.00113,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
13672,12043982,12400000,1534589382000,0.00149,0.00114,0.996,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
13785,12143982,12500000,1534591833000,0.00113,0.00114,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
13934,12243982,12600000,1534594219000,0.00149,0.00114,0.996,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
14054,12343982,12700000,1534597243000,0.0012,0.00114,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
14174,12443982,12800000,1534600571000,0.0012,0.00114,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
14271,12543982,12900000,1534603681000,0.00097,0.00114,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
14386,12643981,13000000,1534606647000,0.00115,0.00114,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
14514,12743981,13100000,1534610005000,0.00128,0.00114,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
14605,12843981,13200000,1534613215000,0.00091,0.00114,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
14736,12943981,13300000,1534616341000,0.00131,0.00114,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
14874,13043981,13400000,1534619443000,0.00138,0.00114,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
14990,13143981,13500000,1534622516000,0.00116,0.00114,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
15119,13243980,13600000,1534626216000,0.00129,0.00114,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
15211,13343980,13700000,1534632293000,0.00092,0.00114,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
15290,13443980,13800000,1534649517000,0.00079,0.00114,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
15382,13543979,13900000,1534656304000,0.00092,0.00114,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
15474,13643979,14000000,1534660228000,0.00092,0.00113,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
15550,13743979,14100000,1534663200000,0.00076,0.00113,0.999,3e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
15656,13843979,14200000,1534665903000,0.00106,0.00113,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
15763,13943979,14300000,1534668786000,0.00107,0.00113,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
15860,14043979,14400000,1534671766000,0.00097,0.00113,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
15975,14143978,14500000,1534674837000,0.00115,0.00113,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
16102,14243978,14600000,1534677697000,0.00127,0.00113,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
16220,14343978,14700000,1534680247000,0.00118,0.00113,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
16353,14443978,14800000,1534682924000,0.00133,0.00113,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
16464,14543978,14900000,1534685816000,0.00111,0.00113,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
16574,14643978,15000000,1534688843000,0.0011,0.00113,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
16693,14743978,15100000,1534692274000,0.00119,0.00113,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
16804,14843977,15200000,1534695398000,0.00111,0.00113,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
16917,14943977,15300000,1534698625000,0.00113,0.00113,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
17032,15043977,15400000,1534701627000,0.00115,0.00113,0.998,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
17167,15143977,15500000,1534704482000,0.00135,0.00113,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
17307,15243977,15600000,1534707063000,0.0014,0.00114,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
17464,15343977,15700000,1534709673000,0.00157,0.00114,0.997,2.99e+02,0.997,2.99e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0,Lower
49,43997,400000,1534215666000,0.00111,0.00111,0.988,2.96e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
168,143997,500000,1534221203000,0.00119,0.00117,0.987,2.96e+02,0.987,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
275,243997,600000,1534223933000,0.00107,0.00113,0.988,2.96e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
371,343997,700000,1534225990000,0.00096,0.00108,0.988,2.97e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
494,443997,800000,1534227870000,0.00123,0.00111,0.987,2.96e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
593,543997,900000,1534229635000,0.00099,0.00109,0.989,2.97e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
678,643996,1000000,1534231460000,0.00085,0.00105,0.992,2.97e+02,0.988,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
791,743996,1100000,1534233317000,0.00113,0.00106,0.992,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
882,843996,1200000,1534235388000,0.00091,0.00105,0.993,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
1005,943996,1300000,1534237355000,0.00123,0.00106,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
1097,1043996,1400000,1534238888000,0.00092,0.00105,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
1206,1143996,1500000,1534240422000,0.00109,0.00105,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
1303,1243996,1600000,1534241857000,0.00097,0.00105,0.993,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
1397,1343996,1700000,1534243199000,0.00094,0.00104,0.993,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
1499,1443996,1800000,1534244712000,0.00102,0.00104,0.993,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
1610,1543996,1900000,1534246424000,0.00111,0.00104,0.993,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
1722,1643996,2000000,1534248381000,0.00112,0.00105,0.994,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
1860,1743996,2100000,1534250381000,0.00138,0.00107,0.994,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
1974,1843995,2200000,1534252487000,0.00114,0.00107,0.994,2.98e+02,0.992,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
2118,1943995,2300000,1534254861000,0.00144,0.00109,0.994,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
2216,2043995,2400000,1534257558000,0.00098,0.00108,0.995,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
2323,2143995,2500000,1534260327000,0.00107,0.00108,0.995,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
2441,2243995,2600000,1534263432000,0.00118,0.00109,0.995,2.99e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
2556,2343995,2700000,1534266431000,0.00115,0.00109,0.995,2.99e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
2664,2443995,2800000,1534269300000,0.00108,0.00109,0.996,2.99e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
2783,2543995,2900000,1534272798000,0.00119,0.00109,0.995,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
2904,2643994,3000000,1534275826000,0.00121,0.0011,0.995,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
3023,2743994,3100000,1534279185000,0.00119,0.0011,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
3127,2843994,3200000,1534284970000,0.00104,0.0011,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
3279,2943994,3300000,1534301374000,0.00152,0.00111,0.991,2.97e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
3415,3043993,3400000,1534307392000,0.00136,0.00112,0.992,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
3517,3143993,3500000,1534310553000,0.00102,0.00112,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
3630,3243993,3600000,1534313223000,0.00113,0.00112,0.995,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
3723,3343993,3700000,1534315472000,0.00093,0.00111,0.995,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
3833,3443993,3800000,1534317461000,0.0011,0.00111,0.995,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
3923,3543993,3900000,1534319605000,0.0009,0.00111,0.995,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
4042,3643993,4000000,1534321811000,0.00119,0.00111,0.995,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
4144,3743993,4100000,1534324066000,0.00102,0.00111,0.995,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
4252,3843993,4200000,1534325982000,0.00108,0.00111,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
4370,3943992,4300000,1534327753000,0.00118,0.00111,0.996,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
4485,4043992,4400000,1534329253000,0.00115,0.00111,0.996,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
4586,4143992,4500000,1534330607000,0.00101,0.00111,0.996,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
4695,4243992,4600000,1534332371000,0.00109,0.00111,0.996,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
4804,4343992,4700000,1534334282000,0.00109,0.00111,0.996,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
4915,4443992,4800000,1534336223000,0.00111,0.00111,0.997,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
5024,4543992,4900000,1534338220000,0.00109,0.00111,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
5131,4643992,5000000,1534340324000,0.00107,0.0011,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
5245,4743992,5100000,1534342505000,0.00114,0.00111,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
5338,4843992,5200000,1534345017000,0.00093,0.0011,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
5468,4943992,5300000,1534348283000,0.0013,0.00111,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
5590,5043991,5400000,1534352099000,0.00122,0.00111,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
5695,5143991,5500000,1534355823000,0.00105,0.00111,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
5810,5243991,5600000,1534359354000,0.00115,0.00111,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
5920,5343991,5700000,1534362421000,0.0011,0.00111,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
6037,5443991,5800000,1534365625000,0.00117,0.00111,0.995,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
6156,5543991,5900000,1534370861000,0.00119,0.00111,0.995,2.98e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
6268,5643990,6000000,1534387000000,0.00112,0.00111,0.994,2.98e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
6414,5743990,6100000,1534391894000,0.00146,0.00112,0.995,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
6552,5843990,6200000,1534395699000,0.00138,0.00112,0.995,2.98e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
6669,5943990,6300000,1534397928000,0.00117,0.00112,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
6779,6043990,6400000,1534400142000,0.0011,0.00112,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
6904,6143990,6500000,1534401980000,0.00125,0.00112,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
7027,6243990,6600000,1534403754000,0.00123,0.00113,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
7123,6343990,6700000,1534405748000,0.00096,0.00112,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
7236,6443989,6800000,1534407692000,0.00113,0.00112,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
7339,6543989,6900000,1534409775000,0.00103,0.00112,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
7473,6643989,7000000,1534411756000,0.00134,0.00112,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
7580,6743989,7100000,1534413572000,0.00107,0.00112,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,1,DAILY,1,True,0.0,False,0.0,0.0,Lower
