Clicks,Impressions,TotalImpressions,Timestamp,BatchCTR,FullCTR,BatchMSE,BatchMMSE,FullMSE,FullMMSE,Method,Hours,Alpha,EqClicks,TargetPercent,TargetSplit,TargetAlpha,EarlyUpdate,CropPercent,NormalizeTargetValue,TrainPart,RecommendationPart,SimulationType
114,43997,400000,1534215666000,0.00259,0.00259,0.983,2.95e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
343,143997,500000,1534221203000,0.00229,0.00238,0.984,2.95e+02,0.984,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
546,243997,600000,1534223933000,0.00203,0.00224,0.984,2.95e+02,0.984,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
747,343997,700000,1534225990000,0.00201,0.00217,0.984,2.95e+02,0.984,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
921,443997,800000,1534227870000,0.00174,0.00207,0.985,2.95e+02,0.984,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
1104,543997,900000,1534229635000,0.00183,0.00203,0.984,2.95e+02,0.984,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
1298,643996,1000000,1534231460000,0.00194,0.00202,0.988,2.96e+02,0.985,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
1489,743996,1100000,1534233317000,0.00191,0.002,0.989,2.97e+02,0.985,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
1653,843996,1200000,1534235388000,0.00164,0.00196,0.99,2.97e+02,0.986,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
1806,943996,1300000,1534237355000,0.00153,0.00191,0.99,2.97e+02,0.986,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
1980,1043996,1400000,1534238888000,0.00174,0.0019,0.991,2.97e+02,0.986,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
2136,1143996,1500000,1534240422000,0.00156,0.00187,0.991,2.97e+02,0.987,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
2257,1243996,1600000,1534241857000,0.00121,0.00181,0.992,2.98e+02,0.987,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
2351,1343996,1700000,1534243199000,0.00094,0.00175,0.993,2.98e+02,0.987,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
2464,1443996,1800000,1534244712000,0.00113,0.00171,0.992,2.98e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
2605,1543996,1900000,1534246424000,0.00141,0.00169,0.992,2.98e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
2809,1643996,2000000,1534248381000,0.00204,0.00171,0.99,2.97e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
3070,1743996,2100000,1534250381000,0.00261,0.00176,0.989,2.97e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
3312,1843995,2200000,1534252487000,0.00242,0.0018,0.99,2.97e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
3547,1943995,2300000,1534254861000,0.00235,0.00182,0.99,2.97e+02,0.988,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
3766,2043995,2400000,1534257558000,0.00219,0.00184,0.991,2.97e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
3970,2143995,2500000,1534260327000,0.00204,0.00185,0.99,2.97e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
4212,2243995,2600000,1534263432000,0.00242,0.00188,0.99,2.97e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
4494,2343995,2700000,1534266431000,0.00282,0.00192,0.989,2.97e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
4749,2443995,2800000,1534269300000,0.00255,0.00194,0.989,2.97e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
4996,2543995,2900000,1534272798000,0.00247,0.00196,0.99,2.97e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
5237,2643994,3000000,1534275826000,0.00241,0.00198,0.99,2.97e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
5496,2743994,3100000,1534279185000,0.00259,0.002,0.99,2.97e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
5735,2843994,3200000,1534284970000,0.00239,0.00202,0.99,2.97e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
6083,2943994,3300000,1534301374000,0.00348,0.00207,0.987,2.96e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
6372,3043993,3400000,1534307392000,0.00289,0.00209,0.988,2.96e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
6638,3143993,3500000,1534310553000,0.00266,0.00211,0.991,2.97e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
6873,3243993,3600000,1534313223000,0.00235,0.00212,0.992,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
7074,3343993,3700000,1534315472000,0.00201,0.00212,0.992,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
7274,3443993,3800000,1534317461000,0.002,0.00211,0.992,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
7425,3543993,3900000,1534319605000,0.00151,0.0021,0.992,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
7559,3643993,4000000,1534321811000,0.00134,0.00207,0.992,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
7709,3743993,4100000,1534324066000,0.0015,0.00206,0.992,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
7879,3843993,4200000,1534325982000,0.0017,0.00205,0.991,2.97e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
8047,3943992,4300000,1534327753000,0.00168,0.00204,0.99,2.97e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
8196,4043992,4400000,1534329253000,0.00149,0.00203,0.991,2.97e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
8297,4143992,4500000,1534330607000,0.00101,0.002,0.992,2.97e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
8586,4243992,4600000,1534332371000,0.00289,0.00202,0.99,2.97e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
8811,4343992,4700000,1534334282000,0.00225,0.00203,0.991,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
9093,4443992,4800000,1534336223000,0.00282,0.00205,0.991,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
9333,4543992,4900000,1534338220000,0.0024,0.00205,0.991,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
9590,4643992,5000000,1534340324000,0.00257,0.00207,0.991,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
9851,4743992,5100000,1534342505000,0.00261,0.00208,0.991,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
10124,4843992,5200000,1534345017000,0.00273,0.00209,0.991,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
10423,4943992,5300000,1534348283000,0.00299,0.00211,0.99,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
10708,5043991,5400000,1534352099000,0.00285,0.00212,0.991,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
10978,5143991,5500000,1534355823000,0.0027,0.00213,0.991,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
11282,5243991,5600000,1534359354000,0.00304,0.00215,0.99,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
11584,5343991,5700000,1534362421000,0.00302,0.00217,0.989,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
11831,5443991,5800000,1534365625000,0.00247,0.00217,0.991,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
12015,5543991,5900000,1534370861000,0.00184,0.00217,0.991,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
12261,5643990,6000000,1534387000000,0.00246,0.00217,0.99,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
12489,5743990,6100000,1534391894000,0.00228,0.00217,0.99,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
12731,5843990,6200000,1534395699000,0.00242,0.00218,0.991,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
12869,5943990,6300000,1534397928000,0.00138,0.00217,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
12993,6043990,6400000,1534400142000,0.00124,0.00215,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
13103,6143990,6500000,1534401980000,0.0011,0.00213,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
13213,6243990,6600000,1534403754000,0.0011,0.00212,0.994,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
13308,6343990,6700000,1534405748000,0.00095,0.0021,0.994,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
13353,6443989,6800000,1534407692000,0.00045,0.00207,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
13530,6543989,6900000,1534409775000,0.00177,0.00207,0.992,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
13710,6643989,7000000,1534411756000,0.0018,0.00206,0.992,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
13873,6743989,7100000,1534413572000,0.00163,0.00206,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
14076,6843989,7200000,1534415178000,0.00203,0.00206,0.992,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
14259,6943989,7300000,1534416750000,0.00183,0.00205,0.992,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
14430,7043989,7400000,1534418460000,0.00171,0.00205,0.991,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
14657,7143989,7500000,1534420152000,0.00227,0.00205,0.99,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
14877,7243989,7600000,1534421958000,0.0022,0.00205,0.991,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
15054,7343989,7700000,1534424198000,0.00177,0.00205,0.992,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
15237,7443989,7800000,1534426507000,0.00183,0.00205,0.991,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
15432,7543988,7900000,1534428901000,0.00195,0.00205,0.992,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
15634,7643988,8000000,1534431501000,0.00202,0.00205,0.992,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
15858,7743988,8100000,1534434488000,0.00224,0.00205,0.991,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
16052,7843988,8200000,1534438303000,0.00194,0.00205,0.992,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
16262,7943988,8300000,1534442273000,0.0021,0.00205,0.991,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
16486,8043988,8400000,1534445358000,0.00224,0.00205,0.991,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
16729,8143988,8500000,1534448098000,0.00243,0.00205,0.991,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
16948,8243988,8600000,1534450774000,0.00219,0.00206,0.991,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
17100,8343988,8700000,1534455312000,0.00152,0.00205,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
17276,8443988,8800000,1534469315000,0.00176,0.00205,0.991,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
17495,8543987,8900000,1534477993000,0.00219,0.00205,0.991,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
17696,8643987,9000000,1534481599000,0.00201,0.00205,0.992,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
17821,8743987,9100000,1534484170000,0.00125,0.00204,0.995,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
17965,8843987,9200000,1534486329000,0.00144,0.00203,0.995,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
18095,8943987,9300000,1534488129000,0.0013,0.00202,0.995,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
18283,9043987,9400000,1534489820000,0.00188,0.00202,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
18483,9143987,9500000,1534491491000,0.002,0.00202,0.993,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
18657,9243986,9600000,1534493350000,0.00174,0.00202,0.992,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
18869,9343986,9700000,1534495700000,0.00212,0.00202,0.992,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
19035,9443986,9800000,1534498003000,0.00166,0.00202,0.993,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
19237,9543986,9900000,1534500310000,0.00202,0.00202,0.993,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
19429,9643986,10000000,1534502355000,0.00192,0.00201,0.992,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
19651,9743986,10100000,1534504275000,0.00222,0.00202,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
19881,9843986,10200000,1534506344000,0.0023,0.00202,0.992,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
20119,9943986,10300000,1534508344000,0.00238,0.00202,0.99,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
20363,10043986,10400000,1534510463000,0.00244,0.00203,0.99,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
20555,10143986,10500000,1534513052000,0.00192,0.00203,0.992,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
20736,10243985,10600000,1534515766000,0.00181,0.00202,0.993,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
20936,10343985,10700000,1534518517000,0.002,0.00202,0.992,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
21125,10443985,10800000,1534521581000,0.00189,0.00202,0.992,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
21337,10543985,10900000,1534525171000,0.00212,0.00202,0.992,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
21521,10643985,11000000,1534528692000,0.00184,0.00202,0.992,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
21729,10743985,11100000,1534532209000,0.00208,0.00202,0.992,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
21968,10843985,11200000,1534535352000,0.00239,0.00203,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
22245,10943984,11300000,1534538536000,0.00277,0.00203,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
22406,11043984,11400000,1534543569000,0.00161,0.00203,0.992,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
22612,11143984,11500000,1534556144000,0.00206,0.00203,0.99,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
22873,11243983,11600000,1534566623000,0.00261,0.00203,0.99,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
23024,11343983,11700000,1534570864000,0.00151,0.00203,0.992,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
23229,11443983,11800000,1534574160000,0.00205,0.00203,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
23521,11543983,11900000,1534576963000,0.00292,0.00204,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
23807,11643983,12000000,1534579522000,0.00286,0.00204,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
24104,11743983,12100000,1534582059000,0.00297,0.00205,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
24398,11843982,12200000,1534584444000,0.00294,0.00206,0.99,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
24714,11943982,12300000,1534586907000,0.00316,0.00207,0.99,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
25019,12043982,12400000,1534589382000,0.00305,0.00208,0.99,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
25308,12143982,12500000,1534591833000,0.00289,0.00208,0.99,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
25592,12243982,12600000,1534594219000,0.00284,0.00209,0.99,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
25906,12343982,12700000,1534597243000,0.00314,0.0021,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
26210,12443982,12800000,1534600571000,0.00304,0.00211,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,False,0.0,0.0,Hindsight
