Clicks,Impressions,TotalImpressions,Timestamp,BatchCTR,FullCTR,BatchMSE,BatchMMSE,FullMSE,FullMMSE,Method,Hours,Alpha,EqClicks,TargetPercent,TargetSplit,TargetAlpha,EarlyUpdate,TrainPart,RecommendationPart,SimulationType
20433,10543985,10900000,1534525171000,0.00139,0.00194,0.995,2.98e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
20587,10643985,11000000,1534528692000,0.00154,0.00193,0.995,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
20741,10743985,11100000,1534532209000,0.00154,0.00193,0.995,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
20923,10843985,11200000,1534535352000,0.00182,0.00193,0.993,2.98e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
21128,10943984,11300000,1534538536000,0.00205,0.00193,0.993,2.98e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
21283,11043984,11400000,1534543569000,0.00155,0.00193,0.994,2.98e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
21470,11143984,11500000,1534556144000,0.00187,0.00193,0.993,2.98e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
21666,11243983,11600000,1534566623000,0.00196,0.00193,0.993,2.98e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
21869,11343983,11700000,1534570864000,0.00203,0.00193,0.994,2.98e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
22038,11443983,11800000,1534574160000,0.00169,0.00193,0.994,2.98e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
22209,11543983,11900000,1534576963000,0.00171,0.00192,0.994,2.98e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
22374,11643983,12000000,1534579522000,0.00165,0.00192,0.994,2.98e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
22564,11743983,12100000,1534582059000,0.0019,0.00192,0.994,2.98e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
22754,11843982,12200000,1534584444000,0.0019,0.00192,0.994,2.98e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
22925,11943982,12300000,1534586907000,0.00171,0.00192,0.993,2.98e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
23120,12043982,12400000,1534589382000,0.00195,0.00192,0.993,2.98e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
23288,12143982,12500000,1534591833000,0.00168,0.00192,0.994,2.98e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
23463,12243982,12600000,1534594219000,0.00175,0.00192,0.993,2.98e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
23647,12343982,12700000,1534597243000,0.00184,0.00192,0.994,2.98e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
23816,12443982,12800000,1534600571000,0.00169,0.00191,0.994,2.98e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
23982,12543982,12900000,1534603681000,0.00166,0.00191,0.994,2.98e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
24157,12643981,13000000,1534606647000,0.00175,0.00191,0.994,2.98e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
24329,12743981,13100000,1534610005000,0.00172,0.00191,0.995,2.98e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
24480,12843981,13200000,1534613215000,0.00151,0.00191,0.995,2.98e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
24673,12943981,13300000,1534616341000,0.00193,0.00191,0.995,2.98e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
24877,13043981,13400000,1534619443000,0.00204,0.00191,0.994,2.98e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
25036,13143981,13500000,1534622516000,0.00159,0.0019,0.995,2.98e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
25230,13243980,13600000,1534626216000,0.00194,0.00191,0.994,2.98e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
25413,13343980,13700000,1534632293000,0.00183,0.0019,0.995,2.98e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
25601,13443980,13800000,1534649517000,0.00188,0.0019,0.995,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
25768,13543979,13900000,1534656304000,0.00167,0.0019,0.995,2.98e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
25902,13643979,14000000,1534660228000,0.00134,0.0019,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
26049,13743979,14100000,1534663200000,0.00147,0.0019,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
26165,13843979,14200000,1534665903000,0.00116,0.00189,0.995,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
26285,13943979,14300000,1534668786000,0.0012,0.00189,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
26408,14043979,14400000,1534671766000,0.00123,0.00188,0.995,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
26557,14143978,14500000,1534674837000,0.00149,0.00188,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
26688,14243978,14600000,1534677697000,0.00131,0.00187,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
26835,14343978,14700000,1534680247000,0.00147,0.00187,0.995,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
26984,14443978,14800000,1534682924000,0.00149,0.00187,0.995,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
27121,14543978,14900000,1534685816000,0.00137,0.00186,0.995,2.98e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
27262,14643978,15000000,1534688843000,0.00141,0.00186,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
27382,14743978,15100000,1534692274000,0.0012,0.00186,0.995,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
27518,14843977,15200000,1534695398000,0.00136,0.00185,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
27652,14943977,15300000,1534698625000,0.00134,0.00185,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
27780,15043977,15400000,1534701627000,0.00128,0.00185,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
27938,15143977,15500000,1534704482000,0.00158,0.00184,0.995,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
28075,15243977,15600000,1534707063000,0.00137,0.00184,0.995,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
28233,15343977,15700000,1534709673000,0.00158,0.00184,0.995,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
118,43997,400000,1534215666000,0.00268,0.00268,0.981,2.94e+02,0.981,2.94e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
341,143997,500000,1534221203000,0.00223,0.00237,0.984,2.95e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
544,243997,600000,1534223933000,0.00203,0.00223,0.982,2.95e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
750,343997,700000,1534225990000,0.00206,0.00218,0.984,2.95e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
946,443997,800000,1534227870000,0.00196,0.00213,0.983,2.95e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
1144,543997,900000,1534229635000,0.00198,0.0021,0.984,2.95e+02,0.983,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
1340,643996,1000000,1534231460000,0.00196,0.00208,0.987,2.96e+02,0.984,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
1545,743996,1100000,1534233317000,0.00205,0.00208,0.988,2.97e+02,0.984,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
1736,843996,1200000,1534235388000,0.00191,0.00206,0.989,2.97e+02,0.985,2.95e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
1929,943996,1300000,1534237355000,0.00193,0.00204,0.989,2.97e+02,0.985,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
2135,1043996,1400000,1534238888000,0.00206,0.00205,0.99,2.97e+02,0.986,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
2332,1143996,1500000,1534240422000,0.00197,0.00204,0.99,2.97e+02,0.986,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
2534,1243996,1600000,1534241857000,0.00202,0.00204,0.991,2.97e+02,0.986,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
2674,1343996,1700000,1534243199000,0.0014,0.00199,0.991,2.97e+02,0.987,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
2858,1443996,1800000,1534244712000,0.00184,0.00198,0.991,2.97e+02,0.987,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
3067,1543996,1900000,1534246424000,0.00209,0.00199,0.991,2.97e+02,0.987,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
3273,1643996,2000000,1534248381000,0.00206,0.00199,0.99,2.97e+02,0.987,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
3514,1743996,2100000,1534250381000,0.00241,0.00201,0.99,2.97e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
3740,1843995,2200000,1534252487000,0.00226,0.00203,0.99,2.97e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
3953,1943995,2300000,1534254861000,0.00213,0.00203,0.991,2.97e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
4181,2043995,2400000,1534257558000,0.00228,0.00205,0.991,2.97e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
4393,2143995,2500000,1534260327000,0.00212,0.00205,0.991,2.97e+02,0.988,2.96e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
4634,2243995,2600000,1534263432000,0.00241,0.00207,0.99,2.97e+02,0.988,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
4906,2343995,2700000,1534266431000,0.00272,0.00209,0.99,2.97e+02,0.988,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
5172,2443995,2800000,1534269300000,0.00266,0.00212,0.99,2.97e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
5421,2543995,2900000,1534272798000,0.00249,0.00213,0.99,2.97e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
5663,2643994,3000000,1534275826000,0.00242,0.00214,0.991,2.97e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
5918,2743994,3100000,1534279185000,0.00255,0.00216,0.991,2.97e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
6144,2843994,3200000,1534284970000,0.00226,0.00216,0.99,2.97e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
6469,2943994,3300000,1534301374000,0.00325,0.0022,0.987,2.96e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
6739,3043993,3400000,1534307392000,0.0027,0.00221,0.989,2.97e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
6992,3143993,3500000,1534310553000,0.00253,0.00222,0.991,2.97e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
7254,3243993,3600000,1534313223000,0.00262,0.00224,0.991,2.97e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
7476,3343993,3700000,1534315472000,0.00222,0.00224,0.992,2.97e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
7697,3443993,3800000,1534317461000,0.00221,0.00223,0.991,2.97e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
7919,3543993,3900000,1534319605000,0.00222,0.00223,0.991,2.97e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
8148,3643993,4000000,1534321811000,0.00229,0.00224,0.99,2.97e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
8387,3743993,4100000,1534324066000,0.00239,0.00224,0.99,2.97e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
8638,3843993,4200000,1534325982000,0.00251,0.00225,0.99,2.97e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
8900,3943992,4300000,1534327753000,0.00262,0.00226,0.99,2.97e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
9154,4043992,4400000,1534329253000,0.00254,0.00226,0.991,2.97e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
9429,4143992,4500000,1534330607000,0.00275,0.00228,0.991,2.97e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
9690,4243992,4600000,1534332371000,0.00261,0.00228,0.991,2.97e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
9910,4343992,4700000,1534334282000,0.0022,0.00228,0.992,2.98e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
10173,4443992,4800000,1534336223000,0.00263,0.00229,0.992,2.97e+02,0.989,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
10416,4543992,4900000,1534338220000,0.00243,0.00229,0.992,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
10646,4643992,5000000,1534340324000,0.0023,0.00229,0.991,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
10891,4743992,5100000,1534342505000,0.00245,0.0023,0.991,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
11149,4843992,5200000,1534345017000,0.00258,0.0023,0.992,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
11428,4943992,5300000,1534348283000,0.00279,0.00231,0.991,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
11704,5043991,5400000,1534352099000,0.00276,0.00232,0.991,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
11964,5143991,5500000,1534355823000,0.0026,0.00233,0.991,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
12242,5243991,5600000,1534359354000,0.00278,0.00233,0.99,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
12552,5343991,5700000,1534362421000,0.0031,0.00235,0.99,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
12783,5443991,5800000,1534365625000,0.00231,0.00235,0.991,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
12948,5543991,5900000,1534370861000,0.00165,0.00234,0.991,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
13170,5643990,6000000,1534387000000,0.00222,0.00233,0.99,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
13404,5743990,6100000,1534391894000,0.00234,0.00233,0.991,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
13640,5843990,6200000,1534395699000,0.00236,0.00233,0.991,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
13796,5943990,6300000,1534397928000,0.00156,0.00232,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
13926,6043990,6400000,1534400142000,0.0013,0.0023,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
14055,6143990,6500000,1534401980000,0.00129,0.00229,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
14163,6243990,6600000,1534403754000,0.00108,0.00227,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
14290,6343990,6700000,1534405748000,0.00127,0.00225,0.994,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
14424,6443989,6800000,1534407692000,0.00134,0.00224,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
14592,6543989,6900000,1534409775000,0.00168,0.00223,0.994,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
14723,6643989,7000000,1534411756000,0.00131,0.00222,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
14844,6743989,7100000,1534413572000,0.00121,0.0022,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
15005,6843989,7200000,1534415178000,0.00161,0.00219,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
15164,6943989,7300000,1534416750000,0.00159,0.00218,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
15320,7043989,7400000,1534418460000,0.00156,0.00217,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
15520,7143989,7500000,1534420152000,0.002,0.00217,0.992,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
15719,7243989,7600000,1534421958000,0.00199,0.00217,0.992,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
15877,7343989,7700000,1534424198000,0.00158,0.00216,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
16023,7443989,7800000,1534426507000,0.00146,0.00215,0.992,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
16193,7543988,7900000,1534428901000,0.0017,0.00215,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
16360,7643988,8000000,1534431501000,0.00167,0.00214,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
16536,7743988,8100000,1534434488000,0.00176,0.00214,0.992,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
16692,7843988,8200000,1534438303000,0.00156,0.00213,0.994,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
16853,7943988,8300000,1534442273000,0.00161,0.00212,0.993,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
17046,8043988,8400000,1534445358000,0.00193,0.00212,0.992,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
17252,8143988,8500000,1534448098000,0.00206,0.00212,0.992,2.98e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.8,DAILY,1,True,0.0,0.0,Hindsight
