Clicks,Impressions,TotalImpressions,Timestamp,BatchCTR,FullCTR,BatchMSE,BatchMMSE,FullMSE,FullMMSE,Method,Hours,Alpha,EqClicks,TargetPercent,TargetSplit,TargetAlpha,EarlyUpdate,TrainPart,RecommendationPart,SimulationType
26434,12843981,13200000,1534613215000,0.00256,0.00206,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
26746,12943981,13300000,1534616341000,0.00312,0.00207,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
27060,13043981,13400000,1534619443000,0.00314,0.00207,0.99,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
27355,13143981,13500000,1534622516000,0.00295,0.00208,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
27654,13243980,13600000,1534626216000,0.00299,0.00209,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
27934,13343980,13700000,1534632293000,0.0028,0.00209,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
28295,13443980,13800000,1534649517000,0.00361,0.0021,0.99,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
28637,13543979,13900000,1534656304000,0.00342,0.00211,0.99,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
28935,13643979,14000000,1534660228000,0.00298,0.00212,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
29210,13743979,14100000,1534663200000,0.00275,0.00213,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
29443,13843979,14200000,1534665903000,0.00233,0.00213,0.992,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
29724,13943979,14300000,1534668786000,0.00281,0.00213,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
29993,14043979,14400000,1534671766000,0.00269,0.00214,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
30277,14143978,14500000,1534674837000,0.00284,0.00214,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
30582,14243978,14600000,1534677697000,0.00305,0.00215,0.99,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
30893,14343978,14700000,1534680247000,0.00311,0.00215,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
31204,14443978,14800000,1534682924000,0.00311,0.00216,0.99,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
31506,14543978,14900000,1534685816000,0.00302,0.00217,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
31791,14643978,15000000,1534688843000,0.00285,0.00217,0.992,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
32043,14743978,15100000,1534692274000,0.00252,0.00217,0.992,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
32305,14843977,15200000,1534695398000,0.00262,0.00218,0.992,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
32574,14943977,15300000,1534698625000,0.00269,0.00218,0.992,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
32837,15043977,15400000,1534701627000,0.00263,0.00218,0.992,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
33126,15143977,15500000,1534704482000,0.00289,0.00219,0.992,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
33425,15243977,15600000,1534707063000,0.00299,0.00219,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
33712,15343977,15700000,1534709673000,0.00287,0.0022,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.1,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
120,43997,400000,1534215666000,0.00273,0.00273,0.99,2.97e+02,0.99,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
355,143997,500000,1534221203000,0.00235,0.00247,0.992,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
550,243997,600000,1534223933000,0.00195,0.00225,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
750,343997,700000,1534225990000,0.002,0.00218,0.992,2.98e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
948,443997,800000,1534227870000,0.00198,0.00214,0.991,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
1146,543997,900000,1534229635000,0.00198,0.00211,0.992,2.97e+02,0.991,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
1354,643996,1000000,1534231460000,0.00208,0.0021,0.993,2.98e+02,0.992,2.97e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
1584,743996,1100000,1534233317000,0.0023,0.00213,0.994,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
1814,843996,1200000,1534235388000,0.0023,0.00215,0.994,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
2015,943996,1300000,1534237355000,0.00201,0.00213,0.993,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
2238,1043996,1400000,1534238888000,0.00223,0.00214,0.993,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
2449,1143996,1500000,1534240422000,0.00211,0.00214,0.994,2.98e+02,0.992,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
2668,1243996,1600000,1534241857000,0.00219,0.00214,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
2834,1343996,1700000,1534243199000,0.00166,0.00211,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
3033,1443996,1800000,1534244712000,0.00199,0.0021,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
3252,1543996,1900000,1534246424000,0.00219,0.00211,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
3467,1643996,2000000,1534248381000,0.00215,0.00211,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
3729,1743996,2100000,1534250381000,0.00262,0.00214,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
3982,1843995,2200000,1534252487000,0.00253,0.00216,0.992,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
4215,1943995,2300000,1534254861000,0.00233,0.00217,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
4439,2043995,2400000,1534257558000,0.00224,0.00217,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
4645,2143995,2500000,1534260327000,0.00206,0.00217,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
4902,2243995,2600000,1534263432000,0.00257,0.00218,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
5182,2343995,2700000,1534266431000,0.0028,0.00221,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
5455,2443995,2800000,1534269300000,0.00273,0.00223,0.992,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
5719,2543995,2900000,1534272798000,0.00264,0.00225,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
5952,2643994,3000000,1534275826000,0.00233,0.00225,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
6221,2743994,3100000,1534279185000,0.00269,0.00227,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
6442,2843994,3200000,1534284970000,0.00221,0.00227,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
6725,2943994,3300000,1534301374000,0.00283,0.00228,0.991,2.97e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
6980,3043993,3400000,1534307392000,0.00255,0.00229,0.992,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
7214,3143993,3500000,1534310553000,0.00234,0.00229,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
7431,3243993,3600000,1534313223000,0.00217,0.00229,0.995,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
7649,3343993,3700000,1534315472000,0.00218,0.00229,0.995,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
7865,3443993,3800000,1534317461000,0.00216,0.00228,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
8062,3543993,3900000,1534319605000,0.00197,0.00227,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
8250,3643993,4000000,1534321811000,0.00188,0.00226,0.995,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
8435,3743993,4100000,1534324066000,0.00185,0.00225,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
8655,3843993,4200000,1534325982000,0.0022,0.00225,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
8898,3943992,4300000,1534327753000,0.00243,0.00226,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
9143,4043992,4400000,1534329253000,0.00245,0.00226,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
9379,4143992,4500000,1534330607000,0.00236,0.00226,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
9613,4243992,4600000,1534332371000,0.00234,0.00227,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
9796,4343992,4700000,1534334282000,0.00183,0.00226,0.995,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
10022,4443992,4800000,1534336223000,0.00226,0.00226,0.995,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
10235,4543992,4900000,1534338220000,0.00213,0.00225,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
10435,4643992,5000000,1534340324000,0.002,0.00225,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
10653,4743992,5100000,1534342505000,0.00218,0.00225,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
10878,4843992,5200000,1534345017000,0.00225,0.00225,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
11127,4943992,5300000,1534348283000,0.00249,0.00225,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
11365,5043991,5400000,1534352099000,0.00238,0.00225,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
11585,5143991,5500000,1534355823000,0.0022,0.00225,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
11829,5243991,5600000,1534359354000,0.00244,0.00226,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
12103,5343991,5700000,1534362421000,0.00274,0.00226,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
12315,5443991,5800000,1534365625000,0.00212,0.00226,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
12474,5543991,5900000,1534370861000,0.00159,0.00225,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
12712,5643990,6000000,1534387000000,0.00238,0.00225,0.992,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
12951,5743990,6100000,1534391894000,0.00239,0.00225,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
13185,5843990,6200000,1534395699000,0.00234,0.00226,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
13336,5943990,6300000,1534397928000,0.00151,0.00224,0.995,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
13478,6043990,6400000,1534400142000,0.00142,0.00223,0.995,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
13603,6143990,6500000,1534401980000,0.00125,0.00221,0.995,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
13741,6243990,6600000,1534403754000,0.00138,0.0022,0.995,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
13859,6343990,6700000,1534405748000,0.00118,0.00218,0.995,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
13982,6443989,6800000,1534407692000,0.00123,0.00217,0.995,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
14132,6543989,6900000,1534409775000,0.0015,0.00216,0.995,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
14261,6643989,7000000,1534411756000,0.00129,0.00215,0.995,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
14388,6743989,7100000,1534413572000,0.00127,0.00213,0.995,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
14544,6843989,7200000,1534415178000,0.00156,0.00213,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
14690,6943989,7300000,1534416750000,0.00146,0.00212,0.995,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
14856,7043989,7400000,1534418460000,0.00166,0.00211,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
15047,7143989,7500000,1534420152000,0.00191,0.00211,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
15213,7243989,7600000,1534421958000,0.00166,0.0021,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
15356,7343989,7700000,1534424198000,0.00143,0.00209,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
15503,7443989,7800000,1534426507000,0.00147,0.00208,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
15670,7543988,7900000,1534428901000,0.00167,0.00208,0.995,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
15816,7643988,8000000,1534431501000,0.00146,0.00207,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
15994,7743988,8100000,1534434488000,0.00178,0.00207,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
16140,7843988,8200000,1534438303000,0.00146,0.00206,0.995,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
16285,7943988,8300000,1534442273000,0.00145,0.00205,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
16478,8043988,8400000,1534445358000,0.00193,0.00205,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
16686,8143988,8500000,1534448098000,0.00208,0.00205,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
16920,8243988,8600000,1534450774000,0.00234,0.00205,0.994,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
17093,8343988,8700000,1534455312000,0.00173,0.00205,0.995,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
17282,8443988,8800000,1534469315000,0.00189,0.00205,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
17485,8543987,8900000,1534477993000,0.00203,0.00205,0.992,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
17688,8643987,9000000,1534481599000,0.00203,0.00205,0.993,2.98e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
17821,8743987,9100000,1534484170000,0.00133,0.00204,0.996,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
17974,8843987,9200000,1534486329000,0.00153,0.00203,0.996,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
18120,8943987,9300000,1534488129000,0.00146,0.00203,0.996,2.99e+02,0.993,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
18264,9043987,9400000,1534489820000,0.00144,0.00202,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
18405,9143987,9500000,1534491491000,0.00141,0.00201,0.995,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
18510,9243986,9600000,1534493350000,0.00105,0.002,0.995,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
18629,9343986,9700000,1534495700000,0.00119,0.00199,0.995,2.98e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
18725,9443986,9800000,1534498003000,0.00096,0.00198,0.995,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
18848,9543986,9900000,1534500310000,0.00123,0.00197,0.995,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
18994,9643986,10000000,1534502355000,0.00146,0.00197,0.994,2.98e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
19161,9743986,10100000,1534504275000,0.00167,0.00197,0.994,2.98e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
19355,9843986,10200000,1534506344000,0.00194,0.00197,0.994,2.98e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
19527,9943986,10300000,1534508344000,0.00172,0.00196,0.993,2.98e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
19714,10043986,10400000,1534510463000,0.00187,0.00196,0.992,2.98e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
19861,10143986,10500000,1534513052000,0.00147,0.00196,0.994,2.98e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
19999,10243985,10600000,1534515766000,0.00138,0.00195,0.996,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
20145,10343985,10700000,1534518517000,0.00146,0.00195,0.995,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
20294,10443985,10800000,1534521581000,0.00149,0.00194,0.995,2.99e+02,0.994,2.98e+02,LinUCB_Disjoint_Multi_Target,6,0.0001,0.0,0.6,DAILY,1,True,0.0,0.0,Hindsight
