Clicks,Impressions,TotalImpressions,Method,Timestamp,BatchCTR,ModelCTR,MSE,MMSE,FullMSE,FullROC,FullTPR,FullFPR,FullFNR,FullPPR,ModelCalibration,ModelNE,ModelRIG,Hours,TrainPart,RecommendationPart,Alpha,EqClicks
2,1917,330000,Random,1534230362000,0.00104,0.00104,0.334,3e+04,0.00105,inf,0.167,0.0,0.833,1.0,0.167,1.03e+02,-1.02e+02,12,0.2,0.2,0.0,0.2
8,3916,340000,Random,1534230751000,0.00204,0.00204,0.333,3e+04,0.000511,inf,0.444,0.0,0.556,1.0,0.444,1.36e+02,-1.35e+02,12,0.2,0.2,0.0,0.2
10,5955,350000,Random,1534231236000,0.00168,0.00168,0.335,3.01e+04,0.000677,inf,0.333,0.0,0.667,1.0,0.333,1.25e+02,-1.24e+02,12,0.2,0.2,0.0,0.2
14,7921,360000,Random,1534231805000,0.00177,0.00177,0.334,3e+04,0.000506,inf,0.412,0.0,0.588,1.0,0.412,1.45e+02,-1.44e+02,12,0.2,0.2,0.0,0.2
16,9945,370000,Random,1534232302000,0.00161,0.00161,0.334,3.01e+04,0.000404,inf,0.444,0.0,0.556,1.0,0.444,1.68e+02,-1.67e+02,12,0.2,0.2,0.0,0.2
16,11917,380000,Random,1534232748000,0.00134,0.00134,0.334,3.01e+04,0.000437,inf,0.381,0.0,0.619,1.0,0.381,1.72e+02,-1.71e+02,12,0.2,0.2,0.0,0.2
17,13941,390000,Random,1534233162000,0.00122,0.00122,0.335,3.01e+04,0.00046,inf,0.347,0.0,0.653,1.0,0.347,1.73e+02,-1.72e+02,12,0.2,0.2,0.0,0.2
23,15957,400000,Random,1534233565000,0.00144,0.00144,0.335,3.01e+04,0.000453,inf,0.39,0.0,0.61,1.0,0.39,1.65e+02,-1.64e+02,12,0.2,0.2,0.0,0.2
25,18013,410000,Random,1534234030000,0.00139,0.00139,0.335,3.01e+04,0.000469,inf,0.373,0.0,0.627,1.0,0.373,1.64e+02,-1.63e+02,12,0.2,0.2,0.0,0.2
25,20041,420000,Random,1534234543000,0.00125,0.00125,0.334,3.01e+04,0.000522,inf,0.325,0.0,0.675,1.0,0.325,1.59e+02,-1.58e+02,12,0.2,0.2,0.0,0.2
29,22071,430000,Random,1534235085000,0.00131,0.00131,0.335,3.01e+04,0.000475,inf,0.358,0.0,0.642,1.0,0.358,1.65e+02,-1.64e+02,12,0.2,0.2,0.0,0.2
31,24115,440000,Random,1534235640000,0.00129,0.00129,0.335,3.01e+04,0.000468,inf,0.356,0.0,0.644,1.0,0.356,1.68e+02,-1.67e+02,12,0.2,0.2,0.0,0.2
31,26126,450000,Random,1534236186000,0.00119,0.00119,0.335,3.01e+04,0.000517,inf,0.316,0.0,0.684,1.0,0.316,1.62e+02,-1.61e+02,12,0.2,0.2,0.0,0.2
