Clicks,Impressions,TotalImpressions,Method,Timestamp,BatchCTR,ModelCTR,MSE,MMSE,FullMSE,FullROC,FullTPR,FullFPR,FullFNR,FullPPR,ModelCalibration,ModelNE,ModelRIG,Hours,TrainPart,RecommendationPart,Alpha,EqClicks
6,176,330000,LinUCB_Disjoint,1534230362000,0.0341,0.0341,0.00125,1.85,0.000628,inf,0.5,0.0,0.5,1.0,0.5,0.553,0.447,12,0.2,0.2,0.1,0.0
6,359,340000,LinUCB_Disjoint,1534230751000,0.0167,0.0167,0.00092,1.87,0.000614,inf,0.333,0.0,0.667,1.0,0.333,0.529,0.471,12,0.2,0.2,0.1,0.0
6,541,350000,LinUCB_Disjoint,1534231236000,0.0111,0.0111,0.00101,1.89,0.000812,inf,0.2,0.0,0.8,1.0,0.2,0.43,0.57,12,0.2,0.2,0.1,0.0
8,700,360000,LinUCB_Disjoint,1534231805000,0.0114,0.0114,0.00086,1.89,0.000657,inf,0.235,0.0,0.765,1.0,0.235,0.498,0.502,12,0.2,0.2,0.1,0.0
8,882,370000,LinUCB_Disjoint,1534232302000,0.00907,0.00907,0.000729,1.9,0.000565,inf,0.222,0.0,0.778,1.0,0.222,0.548,0.452,12,0.2,0.2,0.1,0.0
8,1063,380000,LinUCB_Disjoint,1534232748000,0.00753,0.00753,0.000709,1.9,0.000571,inf,0.19,0.0,0.81,1.0,0.19,0.542,0.458,12,0.2,0.2,0.1,0.0
9,1246,390000,LinUCB_Disjoint,1534233162000,0.00722,0.00722,0.000708,1.9,0.000575,inf,0.184,0.0,0.816,1.0,0.184,0.539,0.461,12,0.2,0.2,0.1,0.0
9,1412,400000,LinUCB_Disjoint,1534233565000,0.00637,0.00637,0.000746,1.91,0.000628,inf,0.153,0.0,0.847,1.0,0.153,0.504,0.496,12,0.2,0.2,0.1,0.0
9,1585,410000,LinUCB_Disjoint,1534234030000,0.00568,0.00568,0.000752,1.9,0.000648,inf,0.134,0.0,0.866,1.0,0.134,0.49,0.51,12,0.2,0.2,0.1,0.0
11,1779,420000,LinUCB_Disjoint,1534234543000,0.00618,0.00618,0.000777,1.91,0.000663,inf,0.143,0.0,0.857,1.0,0.143,0.483,0.517,12,0.2,0.2,0.1,0.0
11,1950,430000,LinUCB_Disjoint,1534235085000,0.00564,0.00564,0.000743,1.91,0.000639,inf,0.136,0.0,0.864,1.0,0.136,0.496,0.504,12,0.2,0.2,0.1,0.0
11,2089,440000,LinUCB_Disjoint,1534235640000,0.00527,0.00527,0.000731,1.91,0.000636,inf,0.126,0.0,0.874,1.0,0.126,0.497,0.503,12,0.2,0.2,0.1,0.0
11,2285,450000,LinUCB_Disjoint,1534236186000,0.00481,0.00481,0.00076,1.91,0.000672,inf,0.112,0.0,0.888,1.0,0.112,0.476,0.524,12,0.2,0.2,0.1,0.0
13,2450,460000,LinUCB_Disjoint,1534236754000,0.00531,0.00531,0.000827,1.91,0.000731,inf,0.113,0.0,0.887,1.0,0.113,0.447,0.553,12,0.2,0.2,0.1,0.0
13,2635,470000,LinUCB_Disjoint,1534237316000,0.00493,0.00493,0.000805,1.91,0.000715,inf,0.108,0.0,0.892,1.0,0.108,0.453,0.547,12,0.2,0.2,0.1,0.0
15,2843,480000,LinUCB_Disjoint,1534237864000,0.00528,0.00528,0.000805,1.91,0.000708,inf,0.117,0.0,0.883,1.0,0.117,0.458,0.542,12,0.2,0.2,0.1,0.0
15,2996,490000,LinUCB_Disjoint,1534238390000,0.00501,0.00501,0.000793,1.91,0.000702,inf,0.112,0.0,0.888,1.0,0.112,0.46,0.54,12,0.2,0.2,0.1,0.0
15,3123,500000,LinUCB_Disjoint,1534238913000,0.0048,0.0048,0.000772,1.9,0.000685,inf,0.109,0.0,0.891,1.0,0.109,0.467,0.533,12,0.2,0.2,0.1,0.0
15,3309,510000,LinUCB_Disjoint,1534239437000,0.00453,0.00453,0.000763,1.9,0.000681,inf,0.104,0.0,0.896,1.0,0.104,0.469,0.531,12,0.2,0.2,0.1,0.0
15,3487,520000,LinUCB_Disjoint,1534239980000,0.0043,0.0043,0.000765,1.9,0.000687,inf,0.0987,0.0,0.901,1.0,0.0987,0.464,0.536,12,0.2,0.2,0.1,0.0
15,3688,530000,LinUCB_Disjoint,1534240543000,0.00407,0.00407,0.000753,1.9,0.000678,inf,0.0955,0.0,0.904,1.0,0.0955,0.468,0.532,12,0.2,0.2,0.1,0.0
15,3823,540000,LinUCB_Disjoint,1534241081000,0.00392,0.00392,0.000737,1.9,0.000665,inf,0.0932,0.0,0.907,1.0,0.0932,0.473,0.527,12,0.2,0.2,0.1,0.0
15,3986,550000,LinUCB_Disjoint,1534241531000,0.00376,0.00376,0.000749,1.89,0.00068,inf,0.0877,0.0,0.912,1.0,0.0877,0.464,0.536,12,0.2,0.2,0.1,0.0
15,4150,560000,LinUCB_Disjoint,1534241987000,0.00361,0.00361,0.000751,1.89,0.000685,inf,0.0838,0.0,0.916,1.0,0.0838,0.46,0.54,12,0.2,0.2,0.1,0.0
15,4309,570000,LinUCB_Disjoint,1534242421000,0.00348,0.00348,0.000745,1.89,0.000681,inf,0.0811,0.0,0.919,1.0,0.0811,0.461,0.539,12,0.2,0.2,0.1,0.0
15,4473,580000,LinUCB_Disjoint,1534242855000,0.00335,0.00335,0.00074,1.89,0.000678,inf,0.0785,0.0,0.921,1.0,0.0785,0.461,0.539,12,0.2,0.2,0.1,0.0
15,4636,590000,LinUCB_Disjoint,1534243291000,0.00324,0.00324,0.000742,1.88,0.000683,inf,0.0754,0.0,0.925,1.0,0.0754,0.458,0.542,12,0.2,0.2,0.1,0.0
15,4742,600000,LinUCB_Disjoint,1534243755000,0.00316,0.00316,0.000737,1.88,0.00068,inf,0.0732,0.0,0.927,1.0,0.0732,0.458,0.542,12,0.2,0.2,0.1,0.0
15,4861,610000,LinUCB_Disjoint,1534244220000,0.00309,0.00309,0.000739,1.88,0.000684,inf,0.0704,0.0,0.93,1.0,0.0704,0.455,0.545,12,0.2,0.2,0.1,0.0
17,5024,620000,LinUCB_Disjoint,1534244664000,0.00338,0.00338,0.000748,1.88,0.000688,inf,0.0762,0.0,0.924,1.0,0.0762,0.454,0.546,12,0.2,0.2,0.1,0.0
19,5168,630000,LinUCB_Disjoint,1534245148000,0.00368,0.00368,0.000743,1.88,0.000678,inf,0.083,0.0,0.917,1.0,0.083,0.46,0.54,12,0.2,0.2,0.1,0.0
19,5290,640000,LinUCB_Disjoint,1534245654000,0.00359,0.00359,0.000739,1.88,0.000676,inf,0.0809,0.0,0.919,1.0,0.0809,0.461,0.539,12,0.2,0.2,0.1,0.0
19,5472,650000,LinUCB_Disjoint,1534246192000,0.00347,0.00347,0.000741,1.88,0.00068,inf,0.0782,0.0,0.922,1.0,0.0782,0.459,0.541,12,0.2,0.2,0.1,0.0
19,5624,660000,LinUCB_Disjoint,1534246712000,0.00338,0.00338,0.000755,1.88,0.000695,inf,0.0745,0.0,0.925,1.0,0.0745,0.451,0.549,12,0.2,0.2,0.1,0.0
19,5788,670000,LinUCB_Disjoint,1534247253000,0.00328,0.00328,0.000762,1.88,0.000704,inf,0.0717,0.0,0.928,1.0,0.0717,0.446,0.554,12,0.2,0.2,0.1,0.0
19,5963,680000,LinUCB_Disjoint,1534247753000,0.00319,0.00319,0.000757,1.88,0.000701,inf,0.0701,0.0,0.93,1.0,0.0701,0.448,0.552,12,0.2,0.2,0.1,0.0
25,6156,690000,LinUCB_Disjoint,1534248278000,0.00406,0.00406,0.000791,1.88,0.00072,inf,0.0859,0.0,0.914,1.0,0.0859,0.441,0.559,12,0.2,0.2,0.1,0.0
25,6294,700000,LinUCB_Disjoint,1534248788000,0.00397,0.00397,0.000802,1.88,0.000732,inf,0.0825,0.0,0.917,1.0,0.0825,0.434,0.566,12,0.2,0.2,0.1,0.0
25,6434,710000,LinUCB_Disjoint,1534249291000,0.00389,0.00389,0.000802,1.88,0.000734,inf,0.0804,0.0,0.92,1.0,0.0804,0.433,0.567,12,0.2,0.2,0.1,0.0
25,6598,720000,LinUCB_Disjoint,1534249820000,0.00379,0.00379,0.000782,1.88,0.000716,inf,0.0804,0.0,0.92,1.0,0.0804,0.441,0.559,12,0.2,0.2,0.1,0.0
