Clicks,Impressions,TotalImpressions,Method,Timestamp,BatchCTR,ModelCTR,MSE,MMSE,FullMSE,FullROC,FullTPR,FullFPR,FullFNR,FullPPR,ModelCalibration,ModelNE,ModelRIG,Hours,TrainPart,RecommendationPart,Alpha,EqClicks,LearningRate,HiddenLayers
0,511,110000,NN,1531044493000,0.0,0.0,0.131,1.17e+04,0.00443,nan,0.0,0.0,1.0,nan,0.0,15.7,-14.7,12,0.2,0.2,0.0,0.5,0.01,10
7,2170,120000,NN,1531046231000,0.00323,0.00323,0.13,1.16e+04,0.00379,inf,0.125,0.0,0.875,1.0,0.125,15.9,-14.9,12,0.2,0.2,0.0,0.5,0.01,10
14,3861,130000,NN,1531048017000,0.00363,0.00363,0.13,1.16e+04,0.00327,inf,0.157,0.0,0.843,1.0,0.157,17.4,-16.4,12,0.2,0.2,0.0,0.5,0.01,10
20,5557,140000,NN,1531049805000,0.0036,0.0036,0.13,1.16e+04,0.00343,inf,0.15,0.0,0.85,1.0,0.15,16.8,-15.8,12,0.2,0.2,0.0,0.5,0.01,10
27,7243,150000,NN,1531051599000,0.00373,0.00373,0.13,1.16e+04,0.00347,inf,0.153,0.0,0.847,1.0,0.153,16.6,-15.6,12,0.2,0.2,0.0,0.5,0.01,10
34,9007,160000,NN,1531053310000,0.00377,0.00377,0.13,1.16e+04,0.00338,inf,0.16,0.0,0.84,1.0,0.16,16.9,-15.9,12,0.2,0.2,0.0,0.5,0.01,10
43,10714,170000,NN,1531054948000,0.00401,0.00401,0.13,1.16e+04,0.00326,inf,0.173,0.0,0.827,1.0,0.173,17.2,-16.2,12,0.2,0.2,0.0,0.5,0.01,10
47,12445,180000,NN,1531056675000,0.00378,0.00378,0.13,1.16e+04,0.00325,inf,0.165,0.0,0.835,1.0,0.165,17.4,-16.4,12,0.2,0.2,0.0,0.5,0.01,10
54,14194,190000,NN,1531058328000,0.0038,0.0038,0.13,1.16e+04,0.00318,inf,0.17,0.0,0.83,1.0,0.17,17.6,-16.6,12,0.2,0.2,0.0,0.5,0.01,10
64,15942,200000,NN,1531059941000,0.00401,0.00401,0.13,1.16e+04,0.00317,inf,0.178,0.0,0.822,1.0,0.178,17.5,-16.5,12,0.2,0.2,0.0,0.5,0.01,10
68,17670,210000,NN,1531061809000,0.00385,0.00385,0.13,1.16e+04,0.00316,inf,0.173,0.0,0.827,1.0,0.173,17.7,-16.7,12,0.2,0.2,0.0,0.5,0.01,10
77,19355,220000,NN,1531063581000,0.00398,0.00398,0.13,1.16e+04,0.00321,inf,0.175,0.0,0.825,1.0,0.175,17.4,-16.4,12,0.2,0.2,0.0,0.5,0.01,10
85,21070,230000,NN,1531065314000,0.00403,0.00403,0.13,1.16e+04,0.0032,inf,0.177,0.0,0.823,1.0,0.177,17.4,-16.4,12,0.2,0.2,0.0,0.5,0.01,10
91,22781,240000,NN,1531067084000,0.00399,0.00399,0.13,1.16e+04,0.00323,inf,0.175,0.0,0.825,1.0,0.175,17.3,-16.3,12,0.2,0.2,0.0,0.5,0.01,10
99,24464,250000,NN,1531068933000,0.00405,0.00405,0.13,1.16e+04,0.00339,inf,0.17,0.0,0.83,1.0,0.17,16.7,-15.7,12,0.2,0.2,0.0,0.5,0.01,10
109,26088,260000,NN,1531070560000,0.00418,0.00418,0.13,1.16e+04,0.00345,inf,0.171,0.0,0.829,1.0,0.171,16.4,-15.4,12,0.2,0.2,0.0,0.5,0.01,10
114,27805,270000,NN,1531071931000,0.0041,0.0041,0.13,1.16e+04,0.0035,inf,0.167,0.0,0.833,1.0,0.167,16.3,-15.3,12,0.2,0.2,0.0,0.5,0.01,10
126,29587,280000,NN,1531073370000,0.00426,0.00426,0.13,1.16e+04,0.00356,inf,0.17,0.0,0.83,1.0,0.17,16.0,-15.0,12,0.2,0.2,0.0,0.5,0.01,10
131,31359,290000,NN,1531074828000,0.00418,0.00418,0.13,1.16e+04,0.00355,inf,0.168,0.0,0.832,1.0,0.168,16.1,-15.1,12,0.2,0.2,0.0,0.5,0.01,10
139,33044,300000,NN,1531076102000,0.00421,0.00421,0.13,1.16e+04,0.00359,inf,0.167,0.0,0.833,1.0,0.167,16.0,-15.0,12,0.2,0.2,0.0,0.5,0.01,10
145,34802,310000,NN,1531077460000,0.00417,0.00417,0.13,1.16e+04,0.0036,inf,0.166,0.0,0.834,1.0,0.166,15.9,-14.9,12,0.2,0.2,0.0,0.5,0.01,10
155,36491,320000,NN,1531078853000,0.00425,0.00425,0.13,1.16e+04,0.00364,inf,0.166,0.0,0.834,1.0,0.166,15.8,-14.8,12,0.2,0.2,0.0,0.5,0.01,10
158,38073,330000,NN,1531080285000,0.00415,0.00415,0.13,1.16e+04,0.00367,inf,0.162,0.0,0.838,1.0,0.162,15.7,-14.7,12,0.2,0.2,0.0,0.5,0.01,10
164,39610,340000,NN,1531081775000,0.00414,0.00414,0.13,1.16e+04,0.00367,inf,0.161,0.0,0.839,1.0,0.161,15.7,-14.7,12,0.2,0.2,0.0,0.5,0.01,10
168,41161,350000,NN,1531083470000,0.00408,0.00408,0.13,1.16e+04,0.00366,inf,0.159,0.0,0.841,1.0,0.159,15.8,-14.8,12,0.2,0.2,0.0,0.5,0.01,10
174,42680,360000,NN,1531085548000,0.00408,0.00408,0.13,1.16e+04,0.00377,inf,0.154,0.0,0.846,1.0,0.154,15.5,-14.5,12,0.2,0.2,0.0,0.5,0.01,10
181,44216,370000,NN,1531091700000,0.00271,0.00409,0.13,1.16e+04,0.00382,inf,0.153,0.0,0.847,1.0,0.153,15.4,-14.4,12,0.2,0.2,0.0,0.5,0.01,10
189,46217,380000,NN,1531109678000,0.00365,0.00409,0.131,1.16e+04,0.00378,inf,0.155,0.0,0.845,1.0,0.155,15.5,-14.5,12,0.2,0.2,0.0,0.5,0.01,10
193,48559,390000,NN,1531114011000,0.00276,0.00397,0.131,1.17e+04,0.00371,inf,0.155,0.0,0.845,1.0,0.155,15.8,-14.8,12,0.2,0.2,0.0,0.5,0.01,10
197,51201,400000,NN,1531116623000,0.00233,0.00385,0.132,1.17e+04,0.00366,inf,0.155,0.0,0.845,1.0,0.155,16.0,-15.0,12,0.2,0.2,0.0,0.5,0.01,10
199,54059,410000,NN,1531118649000,0.00189,0.00368,0.132,1.18e+04,0.00362,inf,0.154,0.0,0.846,1.0,0.154,16.2,-15.2,12,0.2,0.2,0.0,0.5,0.01,10
202,57160,420000,NN,1531120418000,0.00168,0.00353,0.133,1.18e+04,0.00358,inf,0.153,0.0,0.847,1.0,0.153,16.4,-15.4,12,0.2,0.2,0.0,0.5,0.01,10
207,60446,430000,NN,1531122132000,0.00165,0.00342,0.133,1.19e+04,0.00352,inf,0.154,0.0,0.846,1.0,0.154,16.7,-15.7,12,0.2,0.2,0.0,0.5,0.01,10
209,63594,440000,NN,1531123856000,0.00149,0.00329,0.134,1.19e+04,0.00348,inf,0.153,0.0,0.847,1.0,0.153,16.9,-15.9,12,0.2,0.2,0.0,0.5,0.01,10
213,65990,450000,NN,1531125068000,0.00151,0.00323,0.134,1.19e+04,0.0034,inf,0.155,0.0,0.845,1.0,0.155,17.2,-16.2,12,0.2,0.2,0.0,0.5,0.01,10
214,68519,460000,NN,1531126436000,0.0014,0.00312,0.134,1.2e+04,0.00334,inf,0.154,0.0,0.846,1.0,0.154,17.5,-16.5,12,0.2,0.2,0.0,0.5,0.01,10
220,71466,470000,NN,1531128328000,0.00146,0.00308,0.135,1.2e+04,0.00327,inf,0.156,0.0,0.844,1.0,0.156,17.8,-16.8,12,0.2,0.2,0.0,0.5,0.01,10
220,73432,480000,NN,1531129175000,0.00137,0.003,0.135,1.2e+04,0.00321,inf,0.155,0.0,0.845,1.0,0.155,18.2,-17.2,12,0.2,0.2,0.0,0.5,0.01,10
221,75300,490000,NN,1531130018000,0.00132,0.00293,0.135,1.2e+04,0.00315,inf,0.155,0.0,0.845,1.0,0.155,18.5,-17.5,12,0.2,0.2,0.0,0.5,0.01,10
222,77150,500000,NN,1531130800000,0.0,0.00288,0.135,1.21e+04,0.0031,inf,0.154,0.0,0.846,1.0,0.154,18.8,-17.8,12,0.2,0.2,0.0,0.5,0.01,10
224,79226,510000,NN,1531131712000,0.000659,0.00283,0.135,1.21e+04,0.00306,inf,0.154,0.0,0.846,1.0,0.154,19.0,-18.0,12,0.2,0.2,0.0,0.5,0.01,10
231,81821,520000,NN,1531133341000,0.0016,0.00282,0.135,1.21e+04,0.00305,inf,0.155,0.0,0.845,1.0,0.155,19.0,-18.0,12,0.2,0.2,0.0,0.5,0.01,10
237,84085,530000,NN,1531134827000,0.0019,0.00282,0.135,1.21e+04,0.00302,inf,0.156,0.0,0.844,1.0,0.156,19.2,-18.2,12,0.2,0.2,0.0,0.5,0.01,10
241,86390,540000,NN,1531136175000,0.00186,0.00279,0.135,1.21e+04,0.003,inf,0.157,0.0,0.843,1.0,0.157,19.3,-18.3,12,0.2,0.2,0.0,0.5,0.01,10
244,88779,550000,NN,1531137754000,0.00175,0.00275,0.135,1.21e+04,0.00297,inf,0.156,0.0,0.844,1.0,0.156,19.5,-18.5,12,0.2,0.2,0.0,0.5,0.01,10
248,91187,560000,NN,1531139459000,0.00173,0.00272,0.136,1.21e+04,0.00295,inf,0.156,0.0,0.844,1.0,0.156,19.6,-18.6,12,0.2,0.2,0.0,0.5,0.01,10
250,93650,570000,NN,1531141094000,0.0016,0.00267,0.136,1.21e+04,0.00291,inf,0.157,0.0,0.843,1.0,0.157,19.8,-18.8,12,0.2,0.2,0.0,0.5,0.01,10
251,96040,580000,NN,1531142751000,0.00146,0.00261,0.136,1.21e+04,0.0029,inf,0.155,0.0,0.845,1.0,0.155,19.9,-18.9,12,0.2,0.2,0.0,0.5,0.01,10
256,98433,590000,NN,1531144525000,0.00153,0.0026,0.136,1.21e+04,0.00289,inf,0.155,0.0,0.845,1.0,0.155,20.0,-19.0,12,0.2,0.2,0.0,0.5,0.01,10
261,100828,600000,NN,1531146406000,0.00158,0.00259,0.136,1.21e+04,0.00287,inf,0.156,0.0,0.844,1.0,0.156,20.1,-19.1,12,0.2,0.2,0.0,0.5,0.01,10
269,103137,610000,NN,1531148524000,0.00174,0.00261,0.136,1.21e+04,0.00288,inf,0.157,0.0,0.843,1.0,0.157,20.0,-19.0,12,0.2,0.2,0.0,0.5,0.01,10
278,105496,620000,NN,1531150653000,0.00191,0.00264,0.136,1.21e+04,0.00289,inf,0.158,0.0,0.842,1.0,0.158,20.0,-19.0,12,0.2,0.2,0.0,0.5,0.01,10
286,107865,630000,NN,1531152831000,0.00202,0.00265,0.136,1.21e+04,0.00288,inf,0.16,0.0,0.84,1.0,0.16,20.0,-19.0,12,0.2,0.2,0.0,0.5,0.01,10
291,110112,640000,NN,1531154931000,0.00203,0.00264,0.136,1.22e+04,0.00288,inf,0.159,0.0,0.841,1.0,0.159,19.9,-18.9,12,0.2,0.2,0.0,0.5,0.01,10
299,112255,650000,NN,1531156919000,0.00214,0.00266,0.136,1.22e+04,0.00289,inf,0.16,0.0,0.84,1.0,0.16,19.9,-18.9,12,0.2,0.2,0.0,0.5,0.01,10
302,114306,660000,NN,1531158796000,0.0021,0.00264,0.136,1.22e+04,0.0029,inf,0.158,0.0,0.842,1.0,0.158,19.8,-18.8,12,0.2,0.2,0.0,0.5,0.01,10
306,116122,670000,NN,1531160992000,0.0021,0.00264,0.136,1.21e+04,0.00293,inf,0.157,0.0,0.843,1.0,0.157,19.7,-18.7,12,0.2,0.2,0.0,0.5,0.01,10
312,118033,680000,NN,1531162911000,0.00215,0.00264,0.136,1.21e+04,0.00295,inf,0.156,0.0,0.844,1.0,0.156,19.6,-18.6,12,0.2,0.2,0.0,0.5,0.01,10
319,120010,690000,NN,1531164809000,0.00221,0.00266,0.136,1.21e+04,0.00296,inf,0.156,0.0,0.844,1.0,0.156,19.6,-18.6,12,0.2,0.2,0.0,0.5,0.01,10
326,121883,700000,NN,1531166846000,0.00228,0.00267,0.136,1.21e+04,0.003,inf,0.155,0.0,0.845,1.0,0.155,19.4,-18.4,12,0.2,0.2,0.0,0.5,0.01,10
337,123654,710000,NN,1531168918000,0.00242,0.00273,0.136,1.21e+04,0.00302,inf,0.156,0.0,0.844,1.0,0.156,19.2,-18.2,12,0.2,0.2,0.0,0.5,0.01,10
345,125436,720000,NN,1531171813000,0.0025,0.00275,0.136,1.21e+04,0.00305,inf,0.156,0.0,0.844,1.0,0.156,19.1,-18.1,12,0.2,0.2,0.0,0.5,0.01,10
350,127006,730000,NN,1531185503000,0.00321,0.00276,0.136,1.21e+04,0.00307,inf,0.155,0.0,0.845,1.0,0.155,19.0,-18.0,12,0.2,0.2,0.0,0.5,0.01,10
352,129368,740000,NN,1531196969000,0.00166,0.00272,0.135,1.21e+04,0.00305,inf,0.154,0.0,0.846,1.0,0.154,19.1,-18.1,12,0.2,0.2,0.0,0.5,0.01,10
355,131661,750000,NN,1531200364000,0.00152,0.0027,0.135,1.21e+04,0.00305,inf,0.153,0.0,0.847,1.0,0.153,19.1,-18.1,12,0.2,0.2,0.0,0.5,0.01,10
356,133805,760000,NN,1531202607000,0.00124,0.00266,0.135,1.21e+04,0.00303,inf,0.153,0.0,0.847,1.0,0.153,19.2,-18.2,12,0.2,0.2,0.0,0.5,0.01,10
358,136261,770000,NN,1531204516000,0.00114,0.00263,0.135,1.21e+04,0.00301,inf,0.152,0.0,0.848,1.0,0.152,19.3,-18.3,12,0.2,0.2,0.0,0.5,0.01,10
367,138623,780000,NN,1531206234000,0.00163,0.00265,0.135,1.21e+04,0.00299,inf,0.154,0.0,0.846,1.0,0.154,19.3,-18.3,12,0.2,0.2,0.0,0.5,0.01,10
368,140945,790000,NN,1531207753000,0.00145,0.00261,0.135,1.2e+04,0.00297,inf,0.154,0.0,0.846,1.0,0.154,19.4,-18.4,12,0.2,0.2,0.0,0.5,0.01,10
372,143495,800000,NN,1531209349000,0.00147,0.00259,0.135,1.2e+04,0.00295,inf,0.154,0.0,0.846,1.0,0.154,19.5,-18.5,12,0.2,0.2,0.0,0.5,0.01,10
375,146033,810000,NN,1531211009000,0.00143,0.00257,0.135,1.2e+04,0.00292,inf,0.155,0.0,0.845,1.0,0.155,19.7,-18.7,12,0.2,0.2,0.0,0.5,0.01,10
382,148473,820000,NN,1531212747000,0.00158,0.00257,0.134,1.2e+04,0.0029,inf,0.156,0.0,0.844,1.0,0.156,19.8,-18.8,12,0.2,0.2,0.0,0.5,0.01,10
383,150796,830000,NN,1531214477000,0.00148,0.00254,0.134,1.2e+04,0.00287,inf,0.156,0.0,0.844,1.0,0.156,19.9,-18.9,12,0.2,0.2,0.0,0.5,0.01,10
388,153201,840000,NN,1531216000000,0.00153,0.00253,0.134,1.2e+04,0.00285,inf,0.156,0.0,0.844,1.0,0.156,20.0,-19.0,12,0.2,0.2,0.0,0.5,0.01,10
391,155461,850000,NN,1531217491000,0.00201,0.00252,0.134,1.2e+04,0.00283,inf,0.157,0.0,0.843,1.0,0.157,20.1,-19.1,12,0.2,0.2,0.0,0.5,0.01,10
393,157507,860000,NN,1531218803000,0.00131,0.0025,0.134,1.19e+04,0.00282,inf,0.156,0.0,0.844,1.0,0.156,20.2,-19.2,12,0.2,0.2,0.0,0.5,0.01,10
394,159628,870000,NN,1531220183000,0.000968,0.00247,0.133,1.19e+04,0.00281,inf,0.155,0.0,0.845,1.0,0.155,20.2,-19.2,12,0.2,0.2,0.0,0.5,0.01,10
401,161611,880000,NN,1531221660000,0.00168,0.00248,0.133,1.19e+04,0.0028,inf,0.156,0.0,0.844,1.0,0.156,20.2,-19.2,12,0.2,0.2,0.0,0.5,0.01,10
408,163736,890000,NN,1531223228000,0.00205,0.00249,0.133,1.19e+04,0.00279,inf,0.158,0.0,0.842,1.0,0.158,20.3,-19.3,12,0.2,0.2,0.0,0.5,0.01,10
409,165726,900000,NN,1531224925000,0.00178,0.00247,0.133,1.18e+04,0.00277,inf,0.157,0.0,0.843,1.0,0.157,20.3,-19.3,12,0.2,0.2,0.0,0.5,0.01,10
417,167925,910000,NN,1531226586000,0.00208,0.00248,0.132,1.18e+04,0.00276,inf,0.158,0.0,0.842,1.0,0.158,20.3,-19.3,12,0.2,0.2,0.0,0.5,0.01,10
421,170147,920000,NN,1531228193000,0.00204,0.00247,0.132,1.18e+04,0.00276,inf,0.158,0.0,0.842,1.0,0.158,20.3,-19.3,12,0.2,0.2,0.0,0.5,0.01,10
427,172352,930000,NN,1531229863000,0.00212,0.00248,0.132,1.18e+04,0.00274,inf,0.159,0.0,0.841,1.0,0.159,20.4,-19.4,12,0.2,0.2,0.0,0.5,0.01,10
434,174522,940000,NN,1531231690000,0.00224,0.00249,0.131,1.17e+04,0.00274,inf,0.16,0.0,0.84,1.0,0.16,20.4,-19.4,12,0.2,0.2,0.0,0.5,0.01,10
439,176845,950000,NN,1531233614000,0.00223,0.00248,0.131,1.17e+04,0.00273,inf,0.16,0.0,0.84,1.0,0.16,20.4,-19.4,12,0.2,0.2,0.0,0.5,0.01,10
444,179130,960000,NN,1531235598000,0.00223,0.00248,0.131,1.17e+04,0.00273,inf,0.16,0.0,0.84,1.0,0.16,20.4,-19.4,12,0.2,0.2,0.0,0.5,0.01,10
451,181320,970000,NN,1531237572000,0.00231,0.00249,0.131,1.17e+04,0.00272,inf,0.161,0.0,0.839,1.0,0.161,20.4,-19.4,12,0.2,0.2,0.0,0.5,0.01,10
458,183529,980000,NN,1531239731000,0.00237,0.0025,0.13,1.17e+04,0.00274,inf,0.161,0.0,0.839,1.0,0.161,20.3,-19.3,12,0.2,0.2,0.0,0.5,0.01,10
466,185542,990000,NN,1531241737000,0.00248,0.00251,0.13,1.16e+04,0.00273,inf,0.162,0.0,0.838,1.0,0.162,20.3,-19.3,12,0.2,0.2,0.0,0.5,0.01,10
473,187557,1000000,NN,1531243738000,0.00254,0.00252,0.13,1.16e+04,0.00274,inf,0.162,0.0,0.838,1.0,0.162,20.2,-19.2,12,0.2,0.2,0.0,0.5,0.01,10
481,189635,1010000,NN,1531245667000,0.00262,0.00254,0.13,1.16e+04,0.00274,inf,0.163,0.0,0.837,1.0,0.163,20.1,-19.1,12,0.2,0.2,0.0,0.5,0.01,10
489,191760,1020000,NN,1531247731000,0.00268,0.00255,0.13,1.16e+04,0.00275,inf,0.163,0.0,0.837,1.0,0.163,20.1,-19.1,12,0.2,0.2,0.0,0.5,0.01,10
497,193764,1030000,NN,1531249459000,0.00275,0.00256,0.129,1.16e+04,0.00276,inf,0.163,0.0,0.837,1.0,0.163,20.0,-19.0,12,0.2,0.2,0.0,0.5,0.01,10
509,195744,1040000,NN,1531251643000,0.00291,0.0026,0.129,1.15e+04,0.00277,inf,0.165,0.0,0.835,1.0,0.165,19.9,-18.9,12,0.2,0.2,0.0,0.5,0.01,10
523,197708,1050000,NN,1531253665000,0.0031,0.00265,0.129,1.15e+04,0.00278,inf,0.166,0.0,0.834,1.0,0.166,19.7,-18.7,12,0.2,0.2,0.0,0.5,0.01,10
527,199745,1060000,NN,1531256223000,0.00305,0.00264,0.129,1.15e+04,0.00279,inf,0.166,0.0,0.834,1.0,0.166,19.7,-18.7,12,0.2,0.2,0.0,0.5,0.01,10
532,201605,1070000,NN,1531263018000,0.0,0.00264,0.128,1.15e+04,0.0028,inf,0.165,0.0,0.835,1.0,0.165,19.6,-18.6,12,0.2,0.2,0.0,0.5,0.01,10
539,203871,1080000,NN,1531280274000,0.00255,0.00264,0.128,1.14e+04,0.00278,inf,0.166,0.0,0.834,1.0,0.166,19.6,-18.6,12,0.2,0.2,0.0,0.5,0.01,10
543,206528,1090000,NN,1531284669000,0.00203,0.00263,0.128,1.14e+04,0.00278,inf,0.166,0.0,0.834,1.0,0.166,19.6,-18.6,12,0.2,0.2,0.0,0.5,0.01,10
544,208854,1100000,NN,1531287508000,0.00155,0.0026,0.127,1.14e+04,0.00277,inf,0.165,0.0,0.835,1.0,0.165,19.7,-18.7,12,0.2,0.2,0.0,0.5,0.01,10
552,211063,1110000,NN,1531289836000,0.00201,0.00262,0.127,1.14e+04,0.00275,inf,0.167,0.0,0.833,1.0,0.167,19.7,-18.7,12,0.2,0.2,0.0,0.5,0.01,10
555,213288,1120000,NN,1531291626000,0.00189,0.0026,0.127,1.13e+04,0.00273,inf,0.167,0.0,0.833,1.0,0.167,19.8,-18.8,12,0.2,0.2,0.0,0.5,0.01,10
557,215316,1130000,NN,1531293077000,0.00176,0.00259,0.127,1.13e+04,0.00272,inf,0.167,0.0,0.833,1.0,0.167,19.9,-18.9,12,0.2,0.2,0.0,0.5,0.01,10
561,217402,1140000,NN,1531294497000,0.00178,0.00258,0.126,1.13e+04,0.00271,inf,0.167,0.0,0.833,1.0,0.167,19.9,-18.9,12,0.2,0.2,0.0,0.5,0.01,10
564,219387,1150000,NN,1531295902000,0.00175,0.00257,0.126,1.13e+04,0.0027,inf,0.167,0.0,0.833,1.0,0.167,19.9,-18.9,12,0.2,0.2,0.0,0.5,0.01,10
566,221314,1160000,NN,1531297173000,0.00168,0.00256,0.126,1.12e+04,0.00269,inf,0.167,0.0,0.833,1.0,0.167,20.0,-19.0,12,0.2,0.2,0.0,0.5,0.01,10
568,223156,1170000,NN,1531298617000,0.00163,0.00255,0.125,1.12e+04,0.00268,inf,0.166,0.0,0.834,1.0,0.166,20.0,-19.0,12,0.2,0.2,0.0,0.5,0.01,10
571,225083,1180000,NN,1531300121000,0.00163,0.00254,0.125,1.12e+04,0.00266,inf,0.166,0.0,0.834,1.0,0.166,20.1,-19.1,12,0.2,0.2,0.0,0.5,0.01,10
575,227017,1190000,NN,1531301576000,0.00166,0.00253,0.125,1.12e+04,0.00265,inf,0.167,0.0,0.833,1.0,0.167,20.1,-19.1,12,0.2,0.2,0.0,0.5,0.01,10
581,228940,1200000,NN,1531303080000,0.00176,0.00254,0.125,1.11e+04,0.00264,inf,0.168,0.0,0.832,1.0,0.168,20.2,-19.2,12,0.2,0.2,0.0,0.5,0.01,10
585,230744,1210000,NN,1531304333000,0.00241,0.00254,0.124,1.11e+04,0.00263,inf,0.168,0.0,0.832,1.0,0.168,20.2,-19.2,12,0.2,0.2,0.0,0.5,0.01,10
588,232561,1220000,NN,1531305532000,0.00201,0.00253,0.124,1.11e+04,0.00261,inf,0.168,0.0,0.832,1.0,0.168,20.3,-19.3,12,0.2,0.2,0.0,0.5,0.01,10
593,234456,1230000,NN,1531307017000,0.00223,0.00253,0.124,1.1e+04,0.0026,inf,0.169,0.0,0.831,1.0,0.169,20.3,-19.3,12,0.2,0.2,0.0,0.5,0.01,10
597,236217,1240000,NN,1531308567000,0.00224,0.00253,0.123,1.1e+04,0.0026,inf,0.169,0.0,0.831,1.0,0.169,20.3,-19.3,12,0.2,0.2,0.0,0.5,0.01,10
599,238073,1250000,NN,1531310326000,0.002,0.00252,0.123,1.1e+04,0.00259,inf,0.168,0.0,0.832,1.0,0.168,20.3,-19.3,12,0.2,0.2,0.0,0.5,0.01,10
602,239990,1260000,NN,1531312103000,0.00193,0.00251,0.123,1.09e+04,0.00258,inf,0.168,0.0,0.832,1.0,0.168,20.3,-19.3,12,0.2,0.2,0.0,0.5,0.01,10
605,241774,1270000,NN,1531313779000,0.00189,0.0025,0.122,1.09e+04,0.00257,inf,0.168,0.0,0.832,1.0,0.168,20.3,-19.3,12,0.2,0.2,0.0,0.5,0.01,10
610,243734,1280000,NN,1531315640000,0.00198,0.0025,0.122,1.09e+04,0.00256,inf,0.169,0.0,0.831,1.0,0.169,20.3,-19.3,12,0.2,0.2,0.0,0.5,0.01,10
613,245664,1290000,NN,1531317423000,0.00193,0.0025,0.122,1.09e+04,0.00256,inf,0.168,0.0,0.832,1.0,0.168,20.3,-19.3,12,0.2,0.2,0.0,0.5,0.01,10
617,247444,1300000,NN,1531319405000,0.00196,0.00249,0.121,1.08e+04,0.00256,inf,0.168,0.0,0.832,1.0,0.168,20.3,-19.3,12,0.2,0.2,0.0,0.5,0.01,10
622,249169,1310000,NN,1531321200000,0.00204,0.0025,0.121,1.08e+04,0.00255,inf,0.169,0.0,0.831,1.0,0.169,20.3,-19.3,12,0.2,0.2,0.0,0.5,0.01,10
631,251127,1320000,NN,1531323186000,0.00227,0.00251,0.121,1.08e+04,0.00255,inf,0.169,0.0,0.831,1.0,0.169,20.3,-19.3,12,0.2,0.2,0.0,0.5,0.01,10
639,253321,1330000,NN,1531325396000,0.00239,0.00252,0.12,1.07e+04,0.00256,inf,0.17,0.0,0.83,1.0,0.17,20.2,-19.2,12,0.2,0.2,0.0,0.5,0.01,10
650,255268,1340000,NN,1531327624000,0.00264,0.00255,0.12,1.07e+04,0.00255,inf,0.171,0.0,0.829,1.0,0.171,20.2,-19.2,12,0.2,0.2,0.0,0.5,0.01,10
656,257292,1350000,NN,1531329744000,0.00266,0.00255,0.12,1.07e+04,0.00256,inf,0.171,0.0,0.829,1.0,0.171,20.1,-19.1,12,0.2,0.2,0.0,0.5,0.01,10
660,259151,1360000,NN,1531331783000,0.00263,0.00255,0.119,1.07e+04,0.00257,inf,0.17,0.0,0.83,1.0,0.17,20.0,-19.0,12,0.2,0.2,0.0,0.5,0.01,10
672,261143,1370000,NN,1531334066000,0.00284,0.00257,0.119,1.06e+04,0.00257,inf,0.171,0.0,0.829,1.0,0.171,19.9,-18.9,12,0.2,0.2,0.0,0.5,0.01,10
682,263120,1380000,NN,1531335903000,0.00297,0.00259,0.119,1.06e+04,0.00257,inf,0.172,0.0,0.828,1.0,0.172,19.9,-18.9,12,0.2,0.2,0.0,0.5,0.01,10
686,265022,1390000,NN,1531338119000,0.00292,0.00259,0.119,1.06e+04,0.00258,inf,0.172,0.0,0.829,1.0,0.172,19.8,-18.8,12,0.2,0.2,0.0,0.5,0.01,10
695,266959,1400000,NN,1531340225000,0.00301,0.0026,0.118,1.06e+04,0.00259,inf,0.172,0.0,0.828,1.0,0.172,19.7,-18.7,12,0.2,0.2,0.0,0.5,0.01,10
702,268908,1410000,NN,1531342924000,0.00304,0.00261,0.118,1.05e+04,0.00259,inf,0.172,0.0,0.828,1.0,0.172,19.7,-18.7,12,0.2,0.2,0.0,0.5,0.01,10
708,270602,1420000,NN,1531351318000,0.0,0.00262,0.118,1.05e+04,0.00261,inf,0.171,0.0,0.829,1.0,0.171,19.5,-18.5,12,0.2,0.2,0.0,0.5,0.01,10
713,272872,1430000,NN,1531369501000,0.00176,0.00261,0.118,1.05e+04,0.0026,inf,0.172,0.0,0.828,1.0,0.172,19.5,-18.5,12,0.2,0.2,0.0,0.5,0.01,10
719,275058,1440000,NN,1531373800000,0.00219,0.00261,0.117,1.05e+04,0.00259,inf,0.172,0.0,0.828,1.0,0.172,19.6,-18.6,12,0.2,0.2,0.0,0.5,0.01,10
724,277059,1450000,NN,1531376336000,0.00228,0.00261,0.117,1.04e+04,0.00258,inf,0.173,0.0,0.827,1.0,0.173,19.6,-18.6,12,0.2,0.2,0.0,0.5,0.01,10
732,279006,1460000,NN,1531378380000,0.00267,0.00262,0.117,1.04e+04,0.00257,inf,0.174,0.0,0.826,1.0,0.174,19.6,-18.6,12,0.2,0.2,0.0,0.5,0.01,10
735,280973,1470000,NN,1531380197000,0.00247,0.00262,0.116,1.04e+04,0.00256,inf,0.174,0.0,0.826,1.0,0.174,19.6,-18.6,12,0.2,0.2,0.0,0.5,0.01,10
737,282987,1480000,NN,1531381734000,0.00224,0.0026,0.116,1.03e+04,0.00256,inf,0.174,0.0,0.826,1.0,0.174,19.6,-18.6,12,0.2,0.2,0.0,0.5,0.01,10
744,284751,1490000,NN,1531383373000,0.00245,0.00261,0.116,1.03e+04,0.00254,inf,0.175,0.0,0.825,1.0,0.175,19.7,-18.7,12,0.2,0.2,0.0,0.5,0.01,10
