Clicks,Impressions,TotalImpressions,Method,Timestamp,BatchCTR,ModelCTR,MSE,MMSE,FullMSE,FullROC,FullTPR,FullFPR,FullFNR,FullPPR,ModelCalibration,ModelNE,ModelRIG,Hours,TrainPart,RecommendationPart,Alpha,EqClicks,LearningRate,HiddenLayers
747,286654,1500000,NN,1531385107000,0.00235,0.00261,0.115,1.03e+04,0.00254,inf,0.174,0.0,0.826,1.0,0.174,19.7,-18.7,12,0.2,0.2,0.0,0.5,0.01,10
750,288481,1510000,NN,1531386959000,0.00228,0.0026,0.115,1.03e+04,0.00253,inf,0.175,0.0,0.825,1.0,0.175,19.7,-18.7,12,0.2,0.2,0.0,0.5,0.01,10
758,290333,1520000,NN,1531388666000,0.00246,0.00261,0.115,1.02e+04,0.00252,inf,0.176,0.0,0.824,1.0,0.176,19.7,-18.7,12,0.2,0.2,0.0,0.5,0.01,10
759,292194,1530000,NN,1531390366000,0.0,0.0026,0.115,1.02e+04,0.00251,inf,0.175,0.0,0.825,1.0,0.175,19.7,-18.7,12,0.2,0.2,0.0,0.5,0.01,10
763,293886,1540000,NN,1531391762000,0.00157,0.0026,0.114,1.02e+04,0.00251,inf,0.175,0.0,0.825,1.0,0.175,19.7,-18.7,12,0.2,0.2,0.0,0.5,0.01,10
770,295568,1550000,NN,1531393262000,0.0026,0.00261,0.114,1.02e+04,0.00249,inf,0.176,0.0,0.824,1.0,0.176,19.8,-18.8,12,0.2,0.2,0.0,0.5,0.01,10
775,297155,1560000,NN,1531395080000,0.00275,0.00261,0.114,1.01e+04,0.00249,inf,0.177,0.0,0.823,1.0,0.177,19.8,-18.8,12,0.2,0.2,0.0,0.5,0.01,10
779,298895,1570000,NN,1531396997000,0.00265,0.00261,0.113,1.01e+04,0.00248,inf,0.177,0.0,0.823,1.0,0.177,19.8,-18.8,12,0.2,0.2,0.0,0.5,0.01,10
781,300615,1580000,NN,1531398777000,0.00237,0.0026,0.113,1.01e+04,0.00247,inf,0.176,0.0,0.824,1.0,0.176,19.8,-18.8,12,0.2,0.2,0.0,0.5,0.01,10
787,302355,1590000,NN,1531400537000,0.00254,0.0026,0.113,1e+04,0.00247,inf,0.177,0.0,0.823,1.0,0.177,19.8,-18.8,12,0.2,0.2,0.0,0.5,0.01,10
795,304197,1600000,NN,1531402278000,0.0028,0.00261,0.112,1e+04,0.00246,inf,0.178,0.0,0.822,1.0,0.178,19.8,-18.8,12,0.2,0.2,0.0,0.5,0.01,10
801,306031,1610000,NN,1531404354000,0.00286,0.00262,0.112,1e+04,0.00246,inf,0.178,0.0,0.822,1.0,0.178,19.8,-18.8,12,0.2,0.2,0.0,0.5,0.01,10
810,307754,1620000,NN,1531406176000,0.00311,0.00263,0.112,9.97e+03,0.00245,inf,0.179,0.0,0.821,1.0,0.179,19.7,-18.7,12,0.2,0.2,0.0,0.5,0.01,10
815,309550,1630000,NN,1531407973000,0.00307,0.00263,0.112,9.94e+03,0.00245,inf,0.179,0.0,0.821,1.0,0.179,19.7,-18.7,12,0.2,0.2,0.0,0.5,0.01,10
826,311376,1640000,NN,1531409990000,0.00334,0.00265,0.111,9.92e+03,0.00245,inf,0.181,0.0,0.819,1.0,0.181,19.7,-18.7,12,0.2,0.2,0.0,0.5,0.01,10
834,313280,1650000,NN,1531412247000,0.00342,0.00266,0.111,9.89e+03,0.00245,inf,0.181,0.0,0.819,1.0,0.181,19.6,-18.6,12,0.2,0.2,0.0,0.5,0.01,10
846,315280,1660000,NN,1531414664000,0.00363,0.00268,0.111,9.87e+03,0.00245,inf,0.182,0.0,0.818,1.0,0.182,19.6,-18.6,12,0.2,0.2,0.0,0.5,0.01,10
861,317532,1670000,NN,1531416880000,0.00389,0.00271,0.11,9.85e+03,0.00246,inf,0.183,0.0,0.817,1.0,0.183,19.5,-18.5,12,0.2,0.2,0.0,0.5,0.01,10
880,319776,1680000,NN,1531419218000,0.00425,0.00275,0.11,9.82e+03,0.00246,inf,0.185,0.0,0.815,1.0,0.185,19.4,-18.4,12,0.2,0.2,0.0,0.5,0.01,10
897,321999,1690000,NN,1531421594000,0.0045,0.00279,0.11,9.8e+03,0.00247,inf,0.187,0.0,0.813,1.0,0.187,19.3,-18.3,12,0.2,0.2,0.0,0.5,0.01,10
912,324267,1700000,NN,1531423831000,0.00465,0.00281,0.11,9.78e+03,0.00248,inf,0.188,0.0,0.812,1.0,0.188,19.2,-18.2,12,0.2,0.2,0.0,0.5,0.01,10
923,326589,1710000,NN,1531426097000,0.00465,0.00283,0.109,9.75e+03,0.00249,inf,0.188,0.0,0.812,1.0,0.188,19.1,-18.1,12,0.2,0.2,0.0,0.5,0.01,10
944,328756,1720000,NN,1531428700000,0.00494,0.00287,0.109,9.73e+03,0.0025,inf,0.19,0.0,0.81,1.0,0.19,18.9,-17.9,12,0.2,0.2,0.0,0.5,0.01,10
954,330540,1730000,NN,1531433991000,0.00926,0.00289,0.109,9.71e+03,0.00251,inf,0.19,0.0,0.81,1.0,0.19,18.8,-17.8,12,0.2,0.2,0.0,0.5,0.01,10
961,332288,1740000,NN,1531452298000,0.00431,0.00289,0.109,9.68e+03,0.00251,inf,0.19,0.0,0.81,1.0,0.19,18.8,-17.8,12,0.2,0.2,0.0,0.5,0.01,10
967,334571,1750000,NN,1531457863000,0.00338,0.00289,0.108,9.66e+03,0.0025,inf,0.19,0.0,0.81,1.0,0.19,18.8,-17.8,12,0.2,0.2,0.0,0.5,0.01,10
977,336613,1760000,NN,1531460622000,0.00388,0.0029,0.108,9.64e+03,0.0025,inf,0.191,0.0,0.809,1.0,0.191,18.8,-17.8,12,0.2,0.2,0.0,0.5,0.01,10
984,338454,1770000,NN,1531462674000,0.00386,0.00291,0.108,9.61e+03,0.00249,inf,0.192,0.0,0.808,1.0,0.192,18.8,-17.8,12,0.2,0.2,0.0,0.5,0.01,10
988,340233,1780000,NN,1531464475000,0.00357,0.0029,0.108,9.59e+03,0.0025,inf,0.191,0.0,0.809,1.0,0.191,18.7,-17.7,12,0.2,0.2,0.0,0.5,0.01,10
995,342005,1790000,NN,1531466048000,0.00363,0.00291,0.107,9.57e+03,0.00249,inf,0.192,0.0,0.808,1.0,0.192,18.7,-17.7,12,0.2,0.2,0.0,0.5,0.01,10
1005,343596,1800000,NN,1531467563000,0.00395,0.00292,0.107,9.55e+03,0.00249,inf,0.192,0.0,0.808,1.0,0.192,18.7,-17.7,12,0.2,0.2,0.0,0.5,0.01,10
1012,345140,1810000,NN,1531468953000,0.00401,0.00293,0.107,9.53e+03,0.00248,inf,0.193,0.0,0.807,1.0,0.193,18.7,-17.7,12,0.2,0.2,0.0,0.5,0.01,10
1018,346793,1820000,NN,1531470409000,0.00397,0.00294,0.107,9.5e+03,0.00248,inf,0.194,0.0,0.806,1.0,0.194,18.7,-17.7,12,0.2,0.2,0.0,0.5,0.01,10
1021,348454,1830000,NN,1531471963000,0.00377,0.00293,0.106,9.48e+03,0.00247,inf,0.194,0.0,0.806,1.0,0.194,18.7,-17.7,12,0.2,0.2,0.0,0.5,0.01,10
1025,350047,1840000,NN,1531473512000,0.00367,0.00293,0.106,9.46e+03,0.00246,inf,0.194,0.0,0.806,1.0,0.194,18.7,-17.7,12,0.2,0.2,0.0,0.5,0.01,10
1031,351612,1850000,NN,1531475081000,0.00368,0.00293,0.106,9.44e+03,0.00246,inf,0.194,0.0,0.806,1.0,0.194,18.7,-17.7,12,0.2,0.2,0.0,0.5,0.01,10
1036,353148,1860000,NN,1531476404000,0.00413,0.00293,0.106,9.42e+03,0.00245,inf,0.194,0.0,0.806,1.0,0.194,18.7,-17.7,12,0.2,0.2,0.0,0.5,0.01,10
1046,354721,1870000,NN,1531477691000,0.00583,0.00295,0.105,9.4e+03,0.00245,inf,0.195,0.0,0.805,1.0,0.195,18.7,-17.7,12,0.2,0.2,0.0,0.5,0.01,10
1055,356419,1880000,NN,1531478998000,0.00559,0.00296,0.105,9.37e+03,0.00244,inf,0.196,0.0,0.804,1.0,0.196,18.7,-17.7,12,0.2,0.2,0.0,0.5,0.01,10
1066,358037,1890000,NN,1531480540000,0.00596,0.00298,0.105,9.35e+03,0.00244,inf,0.197,0.0,0.803,1.0,0.197,18.7,-17.7,12,0.2,0.2,0.0,0.5,0.01,10
1071,359564,1900000,NN,1531482052000,0.00536,0.00298,0.105,9.33e+03,0.00243,inf,0.197,0.0,0.803,1.0,0.197,18.7,-17.7,12,0.2,0.2,0.0,0.5,0.01,10
1077,361236,1910000,NN,1531483642000,0.00502,0.00298,0.105,9.31e+03,0.00243,inf,0.197,0.0,0.803,1.0,0.197,18.7,-17.7,12,0.2,0.2,0.0,0.5,0.01,10
1081,362971,1920000,NN,1531485304000,0.00456,0.00298,0.104,9.29e+03,0.00243,inf,0.197,0.0,0.803,1.0,0.197,18.7,-17.7,12,0.2,0.2,0.0,0.5,0.01,10
1088,364698,1930000,NN,1531487022000,0.00449,0.00298,0.104,9.27e+03,0.00243,inf,0.197,0.0,0.803,1.0,0.197,18.6,-17.6,12,0.2,0.2,0.0,0.5,0.01,10
1093,366254,1940000,NN,1531488590000,0.00434,0.00298,0.104,9.25e+03,0.00243,inf,0.197,0.0,0.803,1.0,0.197,18.6,-17.6,12,0.2,0.2,0.0,0.5,0.01,10
1098,368104,1950000,NN,1531491010000,0.00415,0.00298,0.104,9.23e+03,0.00243,inf,0.197,0.0,0.803,1.0,0.197,18.6,-17.6,12,0.2,0.2,0.0,0.5,0.01,10
1103,369917,1960000,NN,1531492900000,0.004,0.00298,0.103,9.21e+03,0.00243,inf,0.197,0.0,0.803,1.0,0.197,18.6,-17.6,12,0.2,0.2,0.0,0.5,0.01,10
1117,371887,1970000,NN,1531495204000,0.00432,0.003,0.103,9.2e+03,0.00243,inf,0.198,0.0,0.802,1.0,0.198,18.5,-17.5,12,0.2,0.2,0.0,0.5,0.01,10
1129,373958,1980000,NN,1531497591000,0.00446,0.00302,0.103,9.18e+03,0.00243,inf,0.199,0.0,0.801,1.0,0.199,18.5,-17.5,12,0.2,0.2,0.0,0.5,0.01,10
1145,376009,1990000,NN,1531500030000,0.00475,0.00305,0.103,9.16e+03,0.00244,inf,0.2,0.0,0.8,1.0,0.2,18.4,-17.4,12,0.2,0.2,0.0,0.5,0.01,10
1159,378124,2000000,NN,1531502452000,0.00491,0.00307,0.103,9.14e+03,0.00244,inf,0.2,0.0,0.8,1.0,0.2,18.3,-17.3,12,0.2,0.2,0.0,0.5,0.01,10
1169,380124,2010000,NN,1531504702000,0.00492,0.00308,0.103,9.12e+03,0.00245,inf,0.201,0.0,0.799,1.0,0.201,18.3,-17.3,12,0.2,0.2,0.0,0.5,0.01,10
1182,382339,2020000,NN,1531507505000,0.00499,0.00309,0.102,9.11e+03,0.00245,inf,0.201,0.0,0.799,1.0,0.201,18.2,-17.2,12,0.2,0.2,0.0,0.5,0.01,10
1202,384442,2030000,NN,1531509988000,0.00529,0.00313,0.102,9.09e+03,0.00246,inf,0.202,0.0,0.798,1.0,0.202,18.1,-17.1,12,0.2,0.2,0.0,0.5,0.01,10
1223,386534,2040000,NN,1531512382000,0.00558,0.00316,0.102,9.07e+03,0.00248,inf,0.203,0.0,0.797,1.0,0.203,18.0,-17.0,12,0.2,0.2,0.0,0.5,0.01,10
1241,388612,2050000,NN,1531514646000,0.00576,0.00319,0.102,9.06e+03,0.00249,inf,0.204,0.0,0.796,1.0,0.204,17.8,-16.8,12,0.2,0.2,0.0,0.5,0.01,10
1263,390571,2060000,NN,1531517611000,0.00604,0.00323,0.102,9.04e+03,0.0025,inf,0.205,0.0,0.795,1.0,0.205,17.7,-16.7,12,0.2,0.2,0.0,0.5,0.01,10
1274,392281,2070000,NN,1531523895000,0.00602,0.00325,0.101,9.02e+03,0.00252,inf,0.205,0.0,0.795,1.0,0.205,17.6,-16.6,12,0.2,0.2,0.0,0.5,0.01,10
1283,394136,2080000,NN,1531538649000,0.0053,0.00326,0.101,9.01e+03,0.00251,inf,0.206,0.0,0.794,1.0,0.206,17.6,-16.6,12,0.2,0.2,0.0,0.5,0.01,10
1300,396603,2090000,NN,1531545152000,0.00602,0.00328,0.101,8.99e+03,0.00251,inf,0.207,0.0,0.793,1.0,0.207,17.6,-16.6,12,0.2,0.2,0.0,0.5,0.01,10
1308,399044,2100000,NN,1531548032000,0.00517,0.00328,0.101,8.98e+03,0.00251,inf,0.207,0.0,0.793,1.0,0.207,17.6,-16.6,12,0.2,0.2,0.0,0.5,0.01,10
1313,401509,2110000,NN,1531550244000,0.00443,0.00327,0.101,8.96e+03,0.00251,inf,0.207,0.0,0.793,1.0,0.207,17.6,-16.6,12,0.2,0.2,0.0,0.5,0.01,10
1317,403967,2120000,NN,1531552164000,0.00389,0.00326,0.101,8.95e+03,0.00251,inf,0.207,0.0,0.793,1.0,0.207,17.6,-16.6,12,0.2,0.2,0.0,0.5,0.01,10
1324,406404,2130000,NN,1531553824000,0.00373,0.00326,0.1,8.93e+03,0.0025,inf,0.207,0.0,0.793,1.0,0.207,17.6,-16.6,12,0.2,0.2,0.0,0.5,0.01,10
1329,408720,2140000,NN,1531555499000,0.00352,0.00325,0.1,8.92e+03,0.00251,inf,0.207,0.0,0.793,1.0,0.207,17.5,-16.5,12,0.2,0.2,0.0,0.5,0.01,10
1336,410926,2150000,NN,1531557120000,0.00348,0.00325,0.1,8.91e+03,0.0025,inf,0.207,0.0,0.793,1.0,0.207,17.5,-16.5,12,0.2,0.2,0.0,0.5,0.01,10
1343,413003,2160000,NN,1531558831000,0.00347,0.00325,0.1,8.89e+03,0.0025,inf,0.207,0.0,0.793,1.0,0.207,17.5,-16.5,12,0.2,0.2,0.0,0.5,0.01,10
1353,415059,2170000,NN,1531560540000,0.00359,0.00326,0.0998,8.88e+03,0.0025,inf,0.208,0.0,0.792,1.0,0.208,17.5,-16.5,12,0.2,0.2,0.0,0.5,0.01,10
1357,416990,2180000,NN,1531562235000,0.00348,0.00325,0.0997,8.86e+03,0.00249,inf,0.208,0.0,0.792,1.0,0.208,17.5,-16.5,12,0.2,0.2,0.0,0.5,0.01,10
1367,418871,2190000,NN,1531563942000,0.00408,0.00326,0.0995,8.85e+03,0.00249,inf,0.209,0.0,0.791,1.0,0.209,17.5,-16.5,12,0.2,0.2,0.0,0.5,0.01,10
1372,420804,2200000,NN,1531565680000,0.00329,0.00326,0.0994,8.84e+03,0.00249,inf,0.208,0.0,0.792,1.0,0.208,17.5,-16.5,12,0.2,0.2,0.0,0.5,0.01,10
1381,422652,2210000,NN,1531567587000,0.00382,0.00327,0.0993,8.82e+03,0.00249,inf,0.209,0.0,0.791,1.0,0.209,17.5,-16.5,12,0.2,0.2,0.0,0.5,0.01,10
1389,424448,2220000,NN,1531569418000,0.00398,0.00327,0.0991,8.81e+03,0.00248,inf,0.209,0.0,0.791,1.0,0.209,17.5,-16.5,12,0.2,0.2,0.0,0.5,0.01,10
1395,426314,2230000,NN,1531571410000,0.00382,0.00327,0.099,8.8e+03,0.00249,inf,0.209,0.0,0.791,1.0,0.209,17.5,-16.5,12,0.2,0.2,0.0,0.5,0.01,10
1408,428209,2240000,NN,1531573308000,0.00434,0.00329,0.0988,8.79e+03,0.00248,inf,0.21,0.0,0.79,1.0,0.21,17.4,-16.4,12,0.2,0.2,0.0,0.5,0.01,10
1418,430122,2250000,NN,1531575302000,0.00447,0.0033,0.0987,8.77e+03,0.00248,inf,0.21,0.0,0.79,1.0,0.21,17.4,-16.4,12,0.2,0.2,0.0,0.5,0.01,10
1420,432028,2260000,NN,1531577438000,0.00403,0.00329,0.0986,8.76e+03,0.00248,inf,0.21,0.0,0.79,1.0,0.21,17.4,-16.4,12,0.2,0.2,0.0,0.5,0.01,10
1428,433925,2270000,NN,1531579575000,0.00406,0.00329,0.0984,8.75e+03,0.00249,inf,0.21,0.0,0.79,1.0,0.21,17.4,-16.4,12,0.2,0.2,0.0,0.5,0.01,10
1436,435972,2280000,NN,1531581504000,0.00404,0.00329,0.0983,8.74e+03,0.0025,inf,0.209,0.0,0.791,1.0,0.209,17.3,-16.3,12,0.2,0.2,0.0,0.5,0.01,10
1439,437983,2290000,NN,1531583988000,0.00379,0.00329,0.0982,8.73e+03,0.00249,inf,0.209,0.0,0.791,1.0,0.209,17.3,-16.3,12,0.2,0.2,0.0,0.5,0.01,10
1444,439945,2300000,NN,1531586120000,0.00369,0.00328,0.098,8.71e+03,0.0025,inf,0.208,0.0,0.792,1.0,0.208,17.3,-16.3,12,0.2,0.2,0.0,0.5,0.01,10
1457,441932,2310000,NN,1531588178000,0.00392,0.0033,0.0979,8.7e+03,0.0025,inf,0.209,0.0,0.791,1.0,0.209,17.2,-16.2,12,0.2,0.2,0.0,0.5,0.01,10
1467,443794,2320000,NN,1531590317000,0.00402,0.00331,0.0978,8.69e+03,0.0025,inf,0.209,0.0,0.791,1.0,0.209,17.2,-16.2,12,0.2,0.2,0.0,0.5,0.01,10
1477,445685,2330000,NN,1531592479000,0.0041,0.00331,0.0977,8.68e+03,0.00251,inf,0.21,0.0,0.79,1.0,0.21,17.2,-16.2,12,0.2,0.2,0.0,0.5,0.01,10
1497,447533,2340000,NN,1531594914000,0.00451,0.00335,0.0975,8.67e+03,0.00251,inf,0.211,0.0,0.789,1.0,0.211,17.1,-16.1,12,0.2,0.2,0.0,0.5,0.01,10
1511,449413,2350000,NN,1531597223000,0.00468,0.00336,0.0974,8.65e+03,0.00252,inf,0.211,0.0,0.789,1.0,0.211,17.1,-16.1,12,0.2,0.2,0.0,0.5,0.01,10
1521,451225,2360000,NN,1531599494000,0.00473,0.00337,0.0973,8.64e+03,0.00252,inf,0.212,0.0,0.788,1.0,0.212,17.0,-16.0,12,0.2,0.2,0.0,0.5,0.01,10
1528,452937,2370000,NN,1531601646000,0.0047,0.00337,0.0971,8.63e+03,0.00252,inf,0.211,0.0,0.789,1.0,0.211,17.0,-16.0,12,0.2,0.2,0.0,0.5,0.01,10
1532,454624,2380000,NN,1531604427000,0.00459,0.00337,0.097,8.62e+03,0.00253,inf,0.21,0.0,0.79,1.0,0.21,17.0,-16.0,12,0.2,0.2,0.0,0.5,0.01,10
1539,456186,2390000,NN,1531612643000,0.00319,0.00337,0.0969,8.61e+03,0.00253,inf,0.21,0.0,0.79,1.0,0.21,16.9,-15.9,12,0.2,0.2,0.0,0.5,0.01,10
1544,457724,2400000,NN,1531630073000,0.00323,0.00337,0.0968,8.6e+03,0.00253,inf,0.21,0.0,0.79,1.0,0.21,16.9,-15.9,12,0.2,0.2,0.0,0.5,0.01,10
1555,459656,2410000,NN,1531634702000,0.00424,0.00338,0.0967,8.59e+03,0.00253,inf,0.21,0.0,0.79,1.0,0.21,16.9,-15.9,12,0.2,0.2,0.0,0.5,0.01,10
1562,461396,2420000,NN,1531637239000,0.00418,0.00339,0.0966,8.58e+03,0.00253,inf,0.21,0.0,0.79,1.0,0.21,16.9,-15.9,12,0.2,0.2,0.0,0.5,0.01,10
1569,463295,2430000,NN,1531639632000,0.00407,0.00339,0.0965,8.57e+03,0.00253,inf,0.211,0.0,0.789,1.0,0.211,16.9,-15.9,12,0.2,0.2,0.0,0.5,0.01,10
1575,465066,2440000,NN,1531641496000,0.00395,0.00339,0.0964,8.56e+03,0.00253,inf,0.211,0.0,0.789,1.0,0.211,16.9,-15.9,12,0.2,0.2,0.0,0.5,0.01,10
1581,466953,2450000,NN,1531643295000,0.00383,0.00339,0.0963,8.55e+03,0.00252,inf,0.211,0.0,0.789,1.0,0.211,16.9,-15.9,12,0.2,0.2,0.0,0.5,0.01,10
1592,468754,2460000,NN,1531645076000,0.00412,0.0034,0.0962,8.55e+03,0.00252,inf,0.212,0.0,0.788,1.0,0.212,16.9,-15.9,12,0.2,0.2,0.0,0.5,0.01,10
1599,470478,2470000,NN,1531646742000,0.00412,0.0034,0.0961,8.54e+03,0.00252,inf,0.212,0.0,0.788,1.0,0.212,16.9,-15.9,12,0.2,0.2,0.0,0.5,0.01,10
1611,472256,2480000,NN,1531648616000,0.00439,0.00341,0.096,8.53e+03,0.00252,inf,0.212,0.0,0.788,1.0,0.212,16.9,-15.9,12,0.2,0.2,0.0,0.5,0.01,10
1622,473996,2490000,NN,1531650478000,0.00648,0.00342,0.0959,8.52e+03,0.00252,inf,0.212,0.0,0.788,1.0,0.212,16.8,-15.8,12,0.2,0.2,0.0,0.5,0.01,10
1631,475489,2500000,NN,1531652270000,0.00626,0.00343,0.0958,8.51e+03,0.00252,inf,0.213,0.0,0.787,1.0,0.213,16.8,-15.8,12,0.2,0.2,0.0,0.5,0.01,10
1637,476946,2510000,NN,1531654047000,0.00556,0.00343,0.0958,8.5e+03,0.00252,inf,0.213,0.0,0.787,1.0,0.213,16.8,-15.8,12,0.2,0.2,0.0,0.5,0.01,10
1644,478520,2520000,NN,1531655869000,0.00527,0.00344,0.0957,8.5e+03,0.00252,inf,0.213,0.0,0.787,1.0,0.213,16.8,-15.8,12,0.2,0.2,0.0,0.5,0.01,10
1656,480172,2530000,NN,1531657747000,0.0057,0.00345,0.0956,8.49e+03,0.00253,inf,0.213,0.0,0.787,1.0,0.213,16.8,-15.8,12,0.2,0.2,0.0,0.5,0.01,10
1665,481789,2540000,NN,1531659594000,0.00568,0.00346,0.0955,8.48e+03,0.00253,inf,0.213,0.0,0.787,1.0,0.213,16.8,-15.8,12,0.2,0.2,0.0,0.5,0.01,10
1680,483439,2550000,NN,1531661070000,0.00619,0.00348,0.0954,8.48e+03,0.00253,inf,0.214,0.0,0.786,1.0,0.214,16.7,-15.7,12,0.2,0.2,0.0,0.5,0.01,10
1682,484958,2560000,NN,1531662446000,0.0056,0.00347,0.0954,8.47e+03,0.00253,inf,0.213,0.0,0.787,1.0,0.213,16.7,-15.7,12,0.2,0.2,0.0,0.5,0.01,10
1689,486508,2570000,NN,1531663599000,0.00548,0.00347,0.0953,8.46e+03,0.00252,inf,0.214,0.0,0.786,1.0,0.214,16.8,-15.8,12,0.2,0.2,0.0,0.5,0.01,10
2,1072,110000,NN,1531044493000,0.00187,0.00187,0.198,1.77e+04,0.00375,inf,0.154,0.0,0.846,1.0,0.154,20.5,-19.5,12,0.2,0.2,0.0,0.2,0.01,10
9,4587,120000,NN,1531046231000,0.00196,0.00196,0.195,1.74e+04,0.00363,inf,0.161,0.0,0.839,1.0,0.161,20.6,-19.6,12,0.2,0.2,0.0,0.2,0.01,10
14,8104,130000,NN,1531048017000,0.00173,0.00173,0.194,1.74e+04,0.00327,inf,0.157,0.0,0.843,1.0,0.157,22.6,-21.6,12,0.2,0.2,0.0,0.2,0.01,10
21,11621,140000,NN,1531049805000,0.00181,0.00181,0.194,1.74e+04,0.0034,inf,0.158,0.0,0.842,1.0,0.158,21.9,-20.9,12,0.2,0.2,0.0,0.2,0.01,10
32,14928,150000,NN,1531051599000,0.00214,0.00214,0.193,1.73e+04,0.00335,inf,0.182,0.0,0.818,1.0,0.182,21.5,-20.5,12,0.2,0.2,0.0,0.2,0.01,10
41,18392,160000,NN,1531053310000,0.00223,0.00223,0.193,1.73e+04,0.00325,inf,0.192,0.0,0.808,1.0,0.192,21.8,-20.8,12,0.2,0.2,0.0,0.2,0.01,10
51,21565,170000,NN,1531054948000,0.00236,0.00236,0.192,1.72e+04,0.00313,inf,0.206,0.0,0.794,1.0,0.206,22.2,-21.2,12,0.2,0.2,0.0,0.2,0.01,10
64,24651,180000,NN,1531056675000,0.0026,0.0026,0.191,1.71e+04,0.00302,inf,0.225,0.0,0.775,1.0,0.225,22.3,-21.3,12,0.2,0.2,0.0,0.2,0.01,10
71,27866,190000,NN,1531058328000,0.00255,0.00255,0.191,1.71e+04,0.00298,inf,0.223,0.0,0.777,1.0,0.223,22.6,-21.6,12,0.2,0.2,0.0,0.2,0.01,10
78,31101,200000,NN,1531059941000,0.00251,0.00251,0.191,1.71e+04,0.00302,inf,0.217,0.0,0.783,1.0,0.217,22.5,-21.5,12,0.2,0.2,0.0,0.2,0.01,10
85,34518,210000,NN,1531061809000,0.00246,0.00246,0.191,1.71e+04,0.00299,inf,0.216,0.0,0.784,1.0,0.216,22.7,-21.7,12,0.2,0.2,0.0,0.2,0.01,10
95,37610,220000,NN,1531063581000,0.00253,0.00253,0.191,1.71e+04,0.00305,inf,0.216,0.0,0.784,1.0,0.216,22.3,-21.3,12,0.2,0.2,0.0,0.2,0.01,10
102,40856,230000,NN,1531065314000,0.0025,0.0025,0.191,1.71e+04,0.00307,inf,0.213,0.0,0.787,1.0,0.213,22.3,-21.3,12,0.2,0.2,0.0,0.2,0.01,10
113,44183,240000,NN,1531067084000,0.00256,0.00256,0.191,1.71e+04,0.00306,inf,0.217,0.0,0.783,1.0,0.217,22.2,-21.2,12,0.2,0.2,0.0,0.2,0.01,10
123,47472,250000,NN,1531068933000,0.00259,0.00259,0.191,1.71e+04,0.00322,inf,0.211,0.0,0.789,1.0,0.211,21.4,-20.4,12,0.2,0.2,0.0,0.2,0.01,10
139,50827,260000,NN,1531070560000,0.00273,0.00273,0.191,1.71e+04,0.00325,inf,0.219,0.0,0.781,1.0,0.219,21.0,-20.0,12,0.2,0.2,0.0,0.2,0.01,10
152,54364,270000,NN,1531071931000,0.0028,0.0028,0.191,1.71e+04,0.00327,inf,0.222,0.0,0.778,1.0,0.222,20.9,-19.9,12,0.2,0.2,0.0,0.2,0.01,10
168,57808,280000,NN,1531073370000,0.00291,0.00291,0.191,1.71e+04,0.00332,inf,0.226,0.0,0.774,1.0,0.226,20.5,-19.5,12,0.2,0.2,0.0,0.2,0.01,10
173,61055,290000,NN,1531074828000,0.00283,0.00283,0.191,1.71e+04,0.00332,inf,0.222,0.0,0.778,1.0,0.222,20.6,-19.6,12,0.2,0.2,0.0,0.2,0.01,10
182,64251,300000,NN,1531076102000,0.00283,0.00283,0.191,1.71e+04,0.00337,inf,0.219,0.0,0.781,1.0,0.219,20.4,-19.4,12,0.2,0.2,0.0,0.2,0.01,10
191,67353,310000,NN,1531077460000,0.00284,0.00284,0.19,1.71e+04,0.00338,inf,0.218,0.0,0.782,1.0,0.218,20.4,-19.4,12,0.2,0.2,0.0,0.2,0.01,10
202,70311,320000,NN,1531078853000,0.00287,0.00287,0.19,1.7e+04,0.00342,inf,0.217,0.0,0.783,1.0,0.217,20.1,-19.1,12,0.2,0.2,0.0,0.2,0.01,10
215,73451,330000,NN,1531080285000,0.00293,0.00293,0.19,1.7e+04,0.00342,inf,0.22,0.0,0.78,1.0,0.22,20.1,-19.1,12,0.2,0.2,0.0,0.2,0.01,10
225,76535,340000,NN,1531081775000,0.00294,0.00294,0.189,1.7e+04,0.00341,inf,0.221,0.0,0.779,1.0,0.221,20.1,-19.1,12,0.2,0.2,0.0,0.2,0.01,10
230,79685,350000,NN,1531083470000,0.00289,0.00289,0.189,1.69e+04,0.00341,inf,0.217,0.0,0.783,1.0,0.217,20.1,-19.1,12,0.2,0.2,0.0,0.2,0.01,10
247,82662,360000,NN,1531085548000,0.00299,0.00299,0.189,1.69e+04,0.00348,inf,0.219,0.0,0.781,1.0,0.219,19.7,-18.7,12,0.2,0.2,0.0,0.2,0.01,10
261,85478,370000,NN,1531091700000,0.00106,0.00305,0.187,1.68e+04,0.00351,inf,0.22,0.0,0.78,1.0,0.22,19.4,-18.4,12,0.2,0.2,0.0,0.2,0.01,10
266,87123,380000,NN,1531109678000,0.00231,0.00305,0.184,1.65e+04,0.0035,inf,0.218,0.0,0.782,1.0,0.218,19.2,-18.2,12,0.2,0.2,0.0,0.2,0.01,10
269,89610,390000,NN,1531114011000,0.00177,0.003,0.181,1.62e+04,0.00345,inf,0.216,0.0,0.784,1.0,0.216,19.3,-18.3,12,0.2,0.2,0.0,0.2,0.01,10
