Clicks,Impressions,TotalImpressions,Method,Timestamp,BatchCTR,ModelCTR,MSE,MMSE,FullMSE,FullROC,FullTPR,FullFPR,FullFNR,FullPPR,ModelCalibration,ModelNE,ModelRIG,Hours,TrainPart,RecommendationPart,Alpha,EqClicks,ClusterCount,LengthScale,Nu,Kernel
2465,467217,3170000,GP_Clustered,1531769699000,0.00561,0.00528,0.00497,1.94e+02,0.00231,inf,0.258,0.0,0.742,1.0,0.258,2.36,-1.36,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2475,469227,3180000,GP_Clustered,1531771418000,0.00557,0.00527,0.00498,1.94e+02,0.00232,inf,0.258,0.0,0.742,1.0,0.258,2.36,-1.36,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2488,471529,3190000,GP_Clustered,1531773244000,0.00558,0.00528,0.00498,1.94e+02,0.00232,inf,0.258,0.0,0.742,1.0,0.258,2.35,-1.35,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2503,473880,3200000,GP_Clustered,1531775653000,0.00563,0.00528,0.00498,1.94e+02,0.00232,inf,0.259,0.0,0.741,1.0,0.259,2.35,-1.35,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2532,476392,3210000,GP_Clustered,1531783724000,0.0045,0.00531,0.00499,1.94e+02,0.00232,inf,0.26,0.0,0.74,1.0,0.26,2.35,-1.35,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2551,478748,3220000,GP_Clustered,1531800173000,0.00728,0.00533,0.00499,1.94e+02,0.00232,inf,0.261,0.0,0.739,1.0,0.261,2.35,-1.35,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2558,480666,3230000,GP_Clustered,1531803850000,0.00587,0.00532,0.00499,1.94e+02,0.00232,inf,0.261,0.0,0.739,1.0,0.261,2.35,-1.35,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2566,482125,3240000,GP_Clustered,1531806504000,0.00578,0.00532,0.00499,1.94e+02,0.00232,inf,0.261,0.0,0.739,1.0,0.261,2.35,-1.35,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2568,483204,3250000,GP_Clustered,1531808568000,0.00522,0.00531,0.00499,1.94e+02,0.00231,inf,0.261,0.0,0.739,1.0,0.261,2.35,-1.35,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2571,484067,3260000,GP_Clustered,1531810242000,0.00504,0.00531,0.00498,1.94e+02,0.00231,inf,0.261,0.0,0.739,1.0,0.261,2.35,-1.35,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2572,485054,3270000,GP_Clustered,1531811834000,0.00461,0.0053,0.00498,1.94e+02,0.00231,inf,0.26,0.0,0.74,1.0,0.26,2.36,-1.36,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2574,485952,3280000,GP_Clustered,1531813330000,0.0044,0.0053,0.00497,1.94e+02,0.00231,inf,0.26,0.0,0.74,1.0,0.26,2.36,-1.36,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2577,486813,3290000,GP_Clustered,1531814807000,0.00433,0.00529,0.00497,1.94e+02,0.0023,inf,0.26,0.0,0.74,1.0,0.26,2.36,-1.36,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2584,487656,3300000,GP_Clustered,1531816398000,0.00461,0.0053,0.00497,1.94e+02,0.0023,inf,0.26,0.0,0.74,1.0,0.26,2.36,-1.36,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2586,488488,3310000,GP_Clustered,1531818134000,0.00447,0.00529,0.00496,1.94e+02,0.0023,inf,0.26,0.0,0.74,1.0,0.26,2.37,-1.37,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2591,489344,3320000,GP_Clustered,1531819692000,0.00455,0.00529,0.00496,1.94e+02,0.0023,inf,0.26,0.0,0.74,1.0,0.26,2.37,-1.37,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2595,490074,3330000,GP_Clustered,1531821063000,0.0046,0.0053,0.00496,1.94e+02,0.00229,inf,0.26,0.0,0.74,1.0,0.26,2.37,-1.37,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2600,491006,3340000,GP_Clustered,1531822486000,0.00166,0.0053,0.00495,1.94e+02,0.00229,inf,0.26,0.0,0.74,1.0,0.26,2.37,-1.37,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2608,491905,3350000,GP_Clustered,1531823776000,0.00599,0.0053,0.00495,1.94e+02,0.00229,inf,0.26,0.0,0.74,1.0,0.26,2.37,-1.37,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2616,492842,3360000,GP_Clustered,1531825040000,0.00697,0.00531,0.00495,1.94e+02,0.00228,inf,0.26,0.0,0.74,1.0,0.26,2.38,-1.38,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2622,493821,3370000,GP_Clustered,1531826370000,0.00673,0.00531,0.00495,1.94e+02,0.00228,inf,0.26,0.0,0.74,1.0,0.26,2.38,-1.38,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2626,494827,3380000,GP_Clustered,1531827792000,0.0061,0.00531,0.00494,1.94e+02,0.00228,inf,0.26,0.0,0.74,1.0,0.26,2.38,-1.38,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2629,495782,3390000,GP_Clustered,1531829269000,0.00558,0.0053,0.00494,1.94e+02,0.00228,inf,0.26,0.0,0.74,1.0,0.26,2.38,-1.38,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2633,496799,3400000,GP_Clustered,1531830741000,0.00531,0.0053,0.00494,1.94e+02,0.00228,inf,0.259,0.0,0.741,1.0,0.259,2.38,-1.38,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2638,497762,3410000,GP_Clustered,1531832314000,0.0053,0.0053,0.00494,1.94e+02,0.00228,inf,0.259,0.0,0.741,1.0,0.259,2.38,-1.38,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2645,498936,3420000,GP_Clustered,1531833828000,0.00539,0.0053,0.00494,1.94e+02,0.00228,inf,0.259,0.0,0.741,1.0,0.259,2.38,-1.38,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2650,500038,3430000,GP_Clustered,1531835301000,0.00529,0.0053,0.00494,1.94e+02,0.00228,inf,0.259,0.0,0.741,1.0,0.259,2.38,-1.38,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2655,501160,3440000,GP_Clustered,1531836904000,0.00521,0.0053,0.00494,1.94e+02,0.00228,inf,0.259,0.0,0.741,1.0,0.259,2.38,-1.38,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2657,502322,3450000,GP_Clustered,1531838530000,0.00487,0.00529,0.00493,1.94e+02,0.00228,inf,0.259,0.0,0.741,1.0,0.259,2.39,-1.39,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2664,503793,3460000,GP_Clustered,1531840065000,0.00485,0.00529,0.00493,1.94e+02,0.00228,inf,0.258,0.0,0.742,1.0,0.258,2.39,-1.39,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2670,507041,3470000,GP_Clustered,1531841296000,0.00427,0.00527,0.00494,1.94e+02,0.00228,inf,0.258,0.0,0.742,1.0,0.258,2.39,-1.39,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2675,510468,3480000,GP_Clustered,1531842432000,0.00379,0.00524,0.00494,1.94e+02,0.00228,inf,0.258,0.0,0.742,1.0,0.258,2.39,-1.39,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2691,514378,3490000,GP_Clustered,1531843577000,0.00384,0.00523,0.00494,1.94e+02,0.00228,inf,0.259,0.0,0.741,1.0,0.259,2.39,-1.39,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2702,518146,3500000,GP_Clustered,1531844681000,0.00371,0.00521,0.00494,1.94e+02,0.00228,inf,0.259,0.0,0.741,1.0,0.259,2.39,-1.39,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2720,521695,3510000,GP_Clustered,1531845898000,0.00387,0.00521,0.00494,1.94e+02,0.00228,inf,0.259,0.0,0.741,1.0,0.259,2.38,-1.38,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2734,523951,3520000,GP_Clustered,1531847445000,0.00402,0.00522,0.00495,1.94e+02,0.00228,inf,0.26,0.0,0.74,1.0,0.26,2.38,-1.38,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2744,525977,3530000,GP_Clustered,1531848795000,0.00408,0.00522,0.00495,1.94e+02,0.00229,inf,0.26,0.0,0.74,1.0,0.26,2.38,-1.38,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2747,527641,3540000,GP_Clustered,1531849788000,0.00397,0.00521,0.00495,1.95e+02,0.00229,inf,0.259,0.0,0.741,1.0,0.259,2.38,-1.38,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2776,530627,3550000,GP_Clustered,1531851693000,0.0044,0.00523,0.00496,1.95e+02,0.0023,inf,0.26,0.0,0.74,1.0,0.26,2.37,-1.37,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2801,534237,3560000,GP_Clustered,1531853829000,0.00461,0.00524,0.00497,1.95e+02,0.0023,inf,0.26,0.0,0.74,1.0,0.26,2.36,-1.36,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2814,537011,3570000,GP_Clustered,1531855345000,0.00461,0.00524,0.00498,1.95e+02,0.00231,inf,0.261,0.0,0.739,1.0,0.261,2.36,-1.36,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2829,539300,3580000,GP_Clustered,1531856607000,0.0047,0.00525,0.00498,1.95e+02,0.00231,inf,0.261,0.0,0.739,1.0,0.261,2.36,-1.36,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2848,541676,3590000,GP_Clustered,1531857989000,0.00486,0.00526,0.00499,1.95e+02,0.00232,inf,0.261,0.0,0.739,1.0,0.261,2.35,-1.35,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2864,544572,3600000,GP_Clustered,1531859611000,0.00489,0.00526,0.005,1.95e+02,0.00232,inf,0.261,0.0,0.739,1.0,0.261,2.35,-1.35,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2882,547294,3610000,GP_Clustered,1531861400000,0.00497,0.00527,0.005,1.95e+02,0.00232,inf,0.262,0.0,0.738,1.0,0.262,2.35,-1.35,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2905,550587,3620000,GP_Clustered,1531865127000,0.0,0.00528,0.00501,1.95e+02,0.00232,inf,0.263,0.0,0.737,1.0,0.263,2.35,-1.35,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2914,553014,3630000,GP_Clustered,1531884193000,0.00365,0.00527,0.00501,1.95e+02,0.00232,inf,0.263,0.0,0.737,1.0,0.263,2.34,-1.34,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2932,555701,3640000,GP_Clustered,1531889056000,0.00524,0.00528,0.00501,1.95e+02,0.00232,inf,0.263,0.0,0.737,1.0,0.263,2.34,-1.34,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2938,557983,3650000,GP_Clustered,1531892099000,0.00444,0.00527,0.00501,1.95e+02,0.00232,inf,0.263,0.0,0.737,1.0,0.263,2.35,-1.35,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2943,559700,3660000,GP_Clustered,1531894503000,0.00415,0.00526,0.00501,1.95e+02,0.00232,inf,0.263,0.0,0.737,1.0,0.263,2.35,-1.35,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2949,560968,3670000,GP_Clustered,1531896159000,0.00422,0.00526,0.00501,1.95e+02,0.00232,inf,0.263,0.0,0.737,1.0,0.263,2.35,-1.35,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2951,562062,3680000,GP_Clustered,1531897696000,0.004,0.00525,0.005,1.95e+02,0.00232,inf,0.263,0.0,0.737,1.0,0.263,2.35,-1.35,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2956,563428,3690000,GP_Clustered,1531899435000,0.00396,0.00525,0.005,1.95e+02,0.00231,inf,0.263,0.0,0.737,1.0,0.263,2.35,-1.35,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2959,564379,3700000,GP_Clustered,1531900882000,0.0039,0.00524,0.00499,1.95e+02,0.00231,inf,0.263,0.0,0.737,1.0,0.263,2.35,-1.35,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2966,565397,3710000,GP_Clustered,1531902348000,0.00411,0.00525,0.00499,1.95e+02,0.00231,inf,0.263,0.0,0.737,1.0,0.263,2.36,-1.36,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2970,566411,3720000,GP_Clustered,1531904003000,0.0041,0.00524,0.00499,1.95e+02,0.00231,inf,0.263,0.0,0.737,1.0,0.263,2.36,-1.36,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2974,567462,3730000,GP_Clustered,1531905636000,0.00408,0.00524,0.00499,1.95e+02,0.0023,inf,0.263,0.0,0.737,1.0,0.263,2.36,-1.36,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2976,568539,3740000,GP_Clustered,1531907136000,0.00395,0.00523,0.00498,1.95e+02,0.0023,inf,0.263,0.0,0.737,1.0,0.263,2.36,-1.36,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2979,569491,3750000,GP_Clustered,1531908530000,0.005,0.00523,0.00498,1.95e+02,0.0023,inf,0.263,0.0,0.737,1.0,0.263,2.37,-1.37,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2987,570588,3760000,GP_Clustered,1531909649000,0.00668,0.00523,0.00498,1.95e+02,0.0023,inf,0.263,0.0,0.737,1.0,0.263,2.37,-1.37,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2989,571845,3770000,GP_Clustered,1531910809000,0.00436,0.00523,0.00497,1.95e+02,0.00229,inf,0.262,0.0,0.738,1.0,0.262,2.37,-1.37,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2993,572921,3780000,GP_Clustered,1531912064000,0.00418,0.00522,0.00497,1.95e+02,0.00229,inf,0.262,0.0,0.738,1.0,0.262,2.37,-1.37,12,0.2,0.2,1,0.0,10,100,1.5,Matern
2998,574114,3790000,GP_Clustered,1531913456000,0.00418,0.00522,0.00497,1.95e+02,0.00229,inf,0.262,0.0,0.738,1.0,0.262,2.37,-1.37,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3003,575297,3800000,GP_Clustered,1531914919000,0.00419,0.00522,0.00496,1.95e+02,0.00229,inf,0.262,0.0,0.738,1.0,0.262,2.38,-1.38,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3006,576375,3810000,GP_Clustered,1531916513000,0.00398,0.00522,0.00496,1.95e+02,0.00229,inf,0.262,0.0,0.738,1.0,0.262,2.38,-1.38,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3013,577434,3820000,GP_Clustered,1531918205000,0.00431,0.00522,0.00496,1.95e+02,0.00229,inf,0.262,0.0,0.738,1.0,0.262,2.38,-1.38,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3020,578540,3830000,GP_Clustered,1531920090000,0.00455,0.00522,0.00497,1.95e+02,0.00229,inf,0.262,0.0,0.738,1.0,0.262,2.37,-1.37,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3023,579514,3840000,GP_Clustered,1531921708000,0.00441,0.00522,0.00496,1.95e+02,0.00229,inf,0.262,0.0,0.738,1.0,0.262,2.38,-1.38,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3030,580655,3850000,GP_Clustered,1531923426000,0.00458,0.00522,0.00496,1.95e+02,0.00229,inf,0.261,0.0,0.739,1.0,0.261,2.38,-1.38,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3037,581955,3860000,GP_Clustered,1531925089000,0.00466,0.00522,0.00496,1.95e+02,0.00229,inf,0.261,0.0,0.739,1.0,0.261,2.38,-1.38,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3043,583336,3870000,GP_Clustered,1531926833000,0.00463,0.00522,0.00496,1.95e+02,0.00229,inf,0.261,0.0,0.739,1.0,0.261,2.38,-1.38,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3050,584807,3880000,GP_Clustered,1531928565000,0.00464,0.00522,0.00496,1.95e+02,0.00229,inf,0.261,0.0,0.739,1.0,0.261,2.38,-1.38,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3058,586379,3890000,GP_Clustered,1531930419000,0.00469,0.00522,0.00497,1.95e+02,0.00229,inf,0.261,0.0,0.739,1.0,0.261,2.37,-1.37,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3070,588007,3900000,GP_Clustered,1531932356000,0.00492,0.00522,0.00497,1.95e+02,0.0023,inf,0.261,0.0,0.739,1.0,0.261,2.37,-1.37,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3083,589608,3910000,GP_Clustered,1531934218000,0.00517,0.00523,0.00497,1.95e+02,0.0023,inf,0.261,0.0,0.739,1.0,0.261,2.37,-1.37,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3092,591358,3920000,GP_Clustered,1531936079000,0.00516,0.00523,0.00498,1.95e+02,0.0023,inf,0.26,0.0,0.74,1.0,0.26,2.37,-1.37,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3110,593474,3930000,GP_Clustered,1531937942000,0.00545,0.00524,0.00498,1.95e+02,0.00231,inf,0.261,0.0,0.739,1.0,0.261,2.36,-1.36,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3123,595484,3940000,GP_Clustered,1531939619000,0.00553,0.00524,0.00499,1.95e+02,0.00231,inf,0.261,0.0,0.739,1.0,0.261,2.36,-1.36,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3146,598060,3950000,GP_Clustered,1531941718000,0.00583,0.00526,0.00499,1.95e+02,0.00231,inf,0.261,0.0,0.739,1.0,0.261,2.36,-1.36,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3158,600451,3960000,GP_Clustered,1531943694000,0.00577,0.00526,0.005,1.95e+02,0.00232,inf,0.261,0.0,0.739,1.0,0.261,2.35,-1.35,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3176,602630,3970000,GP_Clustered,1531945562000,0.00593,0.00527,0.00501,1.95e+02,0.00233,inf,0.261,0.0,0.739,1.0,0.261,2.35,-1.35,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3197,604811,3980000,GP_Clustered,1531947868000,0.00616,0.00529,0.00501,1.95e+02,0.00233,inf,0.262,0.0,0.738,1.0,0.262,2.34,-1.34,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3223,607177,3990000,GP_Clustered,1531953717000,0.0102,0.00531,0.00502,1.95e+02,0.00233,inf,0.263,0.0,0.737,1.0,0.263,2.34,-1.34,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3236,608806,4000000,GP_Clustered,1531972116000,0.00821,0.00532,0.00502,1.95e+02,0.00233,inf,0.263,0.0,0.737,1.0,0.263,2.34,-1.34,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3243,610250,4010000,GP_Clustered,1531976445000,0.00673,0.00531,0.00502,1.95e+02,0.00233,inf,0.263,0.0,0.737,1.0,0.263,2.34,-1.34,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3249,611576,4020000,GP_Clustered,1531979018000,0.00609,0.00531,0.00502,1.95e+02,0.00233,inf,0.263,0.0,0.737,1.0,0.263,2.34,-1.34,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3253,612712,4030000,GP_Clustered,1531981168000,0.00558,0.00531,0.00501,1.95e+02,0.00232,inf,0.263,0.0,0.737,1.0,0.263,2.34,-1.34,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3257,613589,4040000,GP_Clustered,1531982822000,0.00545,0.00531,0.00501,1.95e+02,0.00232,inf,0.263,0.0,0.737,1.0,0.263,2.35,-1.35,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3262,614425,4050000,GP_Clustered,1531984329000,0.00551,0.00531,0.00501,1.95e+02,0.00232,inf,0.263,0.0,0.737,1.0,0.263,2.35,-1.35,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3272,615391,4060000,GP_Clustered,1531985951000,0.00606,0.00532,0.00501,1.95e+02,0.00232,inf,0.263,0.0,0.737,1.0,0.263,2.35,-1.35,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3274,616068,4070000,GP_Clustered,1531987403000,0.00583,0.00531,0.00501,1.95e+02,0.00232,inf,0.263,0.0,0.737,1.0,0.263,2.35,-1.35,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3277,616778,4080000,GP_Clustered,1531988988000,0.00572,0.00531,0.005,1.95e+02,0.00232,inf,0.262,0.0,0.738,1.0,0.262,2.35,-1.35,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3282,617531,4090000,GP_Clustered,1531990684000,0.00578,0.00531,0.005,1.95e+02,0.00232,inf,0.262,0.0,0.738,1.0,0.262,2.35,-1.35,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3286,618285,4100000,GP_Clustered,1531992559000,0.00575,0.00531,0.005,1.95e+02,0.00231,inf,0.262,0.0,0.738,1.0,0.262,2.35,-1.35,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3297,619065,4110000,GP_Clustered,1531994195000,0.00629,0.00533,0.005,1.95e+02,0.00231,inf,0.263,0.0,0.737,1.0,0.263,2.35,-1.35,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3301,619878,4120000,GP_Clustered,1531995569000,0.00557,0.00533,0.005,1.95e+02,0.00231,inf,0.263,0.0,0.737,1.0,0.263,2.36,-1.36,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3304,620695,4130000,GP_Clustered,1531996883000,0.00456,0.00532,0.00499,1.95e+02,0.00231,inf,0.263,0.0,0.737,1.0,0.263,2.36,-1.36,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3307,621540,4140000,GP_Clustered,1531998302000,0.0042,0.00532,0.00499,1.95e+02,0.0023,inf,0.262,0.0,0.738,1.0,0.262,2.36,-1.36,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3309,622392,4150000,GP_Clustered,1531999871000,0.00371,0.00532,0.00499,1.95e+02,0.0023,inf,0.262,0.0,0.738,1.0,0.262,2.36,-1.36,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3312,623220,4160000,GP_Clustered,1532001539000,0.00369,0.00531,0.00498,1.95e+02,0.0023,inf,0.262,0.0,0.738,1.0,0.262,2.36,-1.36,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3320,624272,4170000,GP_Clustered,1532003307000,0.0045,0.00532,0.00498,1.95e+02,0.0023,inf,0.262,0.0,0.738,1.0,0.262,2.37,-1.37,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3328,625294,4180000,GP_Clustered,1532005258000,0.00505,0.00532,0.00498,1.95e+02,0.0023,inf,0.262,0.0,0.738,1.0,0.262,2.37,-1.37,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3338,626301,4190000,GP_Clustered,1532007010000,0.00574,0.00533,0.00498,1.95e+02,0.0023,inf,0.262,0.0,0.738,1.0,0.262,2.37,-1.37,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3342,627212,4200000,GP_Clustered,1532008736000,0.00559,0.00533,0.00498,1.95e+02,0.0023,inf,0.262,0.0,0.738,1.0,0.262,2.37,-1.37,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3355,628397,4210000,GP_Clustered,1532010736000,0.00628,0.00534,0.00498,1.95e+02,0.0023,inf,0.262,0.0,0.738,1.0,0.262,2.37,-1.37,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3364,629546,4220000,GP_Clustered,1532012559000,0.00645,0.00534,0.00498,1.95e+02,0.0023,inf,0.262,0.0,0.738,1.0,0.262,2.37,-1.37,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3376,630659,4230000,GP_Clustered,1532014521000,0.00687,0.00535,0.00498,1.95e+02,0.0023,inf,0.262,0.0,0.738,1.0,0.262,2.36,-1.36,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3382,631778,4240000,GP_Clustered,1532016447000,0.00674,0.00535,0.00498,1.95e+02,0.0023,inf,0.262,0.0,0.738,1.0,0.262,2.36,-1.36,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3399,633202,4250000,GP_Clustered,1532018642000,0.00726,0.00537,0.00499,1.95e+02,0.0023,inf,0.263,0.0,0.737,1.0,0.263,2.36,-1.36,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3413,634838,4260000,GP_Clustered,1532021170000,0.0074,0.00538,0.00499,1.95e+02,0.00231,inf,0.263,0.0,0.737,1.0,0.263,2.36,-1.36,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3423,636269,4270000,GP_Clustered,1532023176000,0.00736,0.00538,0.00499,1.95e+02,0.00231,inf,0.263,0.0,0.737,1.0,0.263,2.36,-1.36,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3431,637827,4280000,GP_Clustered,1532025380000,0.00718,0.00538,0.005,1.95e+02,0.00231,inf,0.262,0.0,0.738,1.0,0.262,2.36,-1.36,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3441,639606,4290000,GP_Clustered,1532027587000,0.00704,0.00538,0.005,1.95e+02,0.00231,inf,0.262,0.0,0.738,1.0,0.262,2.35,-1.35,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3451,641278,4300000,GP_Clustered,1532029713000,0.00696,0.00538,0.005,1.95e+02,0.00232,inf,0.262,0.0,0.738,1.0,0.262,2.35,-1.35,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3459,642926,4310000,GP_Clustered,1532031928000,0.00682,0.00538,0.00501,1.95e+02,0.00232,inf,0.262,0.0,0.738,1.0,0.262,2.35,-1.35,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3471,644886,4320000,GP_Clustered,1532034767000,0.00676,0.00538,0.00501,1.95e+02,0.00232,inf,0.262,0.0,0.738,1.0,0.262,2.35,-1.35,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3489,646839,4330000,GP_Clustered,1532045213000,0.00718,0.00539,0.00501,1.95e+02,0.00232,inf,0.262,0.0,0.738,1.0,0.262,2.35,-1.35,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3502,648381,4340000,GP_Clustered,1532061396000,0.00804,0.0054,0.00501,1.95e+02,0.00232,inf,0.263,0.0,0.737,1.0,0.263,2.35,-1.35,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3518,649656,4350000,GP_Clustered,1532064811000,0.00968,0.00542,0.00501,1.95e+02,0.00232,inf,0.263,0.0,0.737,1.0,0.263,2.35,-1.35,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3523,650669,4360000,GP_Clustered,1532067326000,0.00862,0.00541,0.00501,1.95e+02,0.00232,inf,0.263,0.0,0.737,1.0,0.263,2.35,-1.35,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3527,651426,4370000,GP_Clustered,1532069064000,0.00814,0.00541,0.00501,1.95e+02,0.00232,inf,0.263,0.0,0.737,1.0,0.263,2.35,-1.35,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3529,652057,4380000,GP_Clustered,1532070621000,0.00761,0.00541,0.00501,1.95e+02,0.00232,inf,0.263,0.0,0.737,1.0,0.263,2.35,-1.35,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3531,652749,4390000,GP_Clustered,1532072419000,0.00711,0.00541,0.005,1.95e+02,0.00232,inf,0.263,0.0,0.737,1.0,0.263,2.35,-1.35,12,0.2,0.2,1,0.0,10,100,1.5,Matern
3533,653385,4400000,GP_Clustered,1532073996000,0.00677,0.00541,0.005,1.95e+02,0.00231,inf,0.262,0.0,0.738,1.0,0.262,2.35,-1.35,12,0.2,0.2,1,0.0,10,100,1.5,Matern
