Clicks,Impressions,TotalImpressions,Method,Timestamp,BatchCTR,ModelCTR,MSE,MMSE,FullMSE,FullROC,FullTPR,FullFPR,FullFNR,FullPPR,ModelCalibration,ModelNE,ModelRIG,Hours,TrainPart,RecommendationPart,Alpha,EqClicks,ClusterCount,LengthScale,Nu,Kernel
6,337,110000,GP_Clustered,1531044493000,0.0178,0.0178,0.00599,1.77e+02,0.00239,inf,0.462,0.0,0.538,1.0,0.462,1.81,-0.808,12,0.2,0.2,1,0.0,10,100,1.5,Matern
14,1509,120000,GP_Clustered,1531046231000,0.00928,0.00928,0.0059,1.78e+02,0.00325,inf,0.25,0.0,0.75,1.0,0.25,1.74,-0.741,12,0.2,0.2,1,0.0,10,100,1.5,Matern
22,2706,130000,GP_Clustered,1531048017000,0.00813,0.00813,0.0055,1.78e+02,0.00292,inf,0.247,0.0,0.753,1.0,0.247,1.9,-0.895,12,0.2,0.2,1,0.0,10,100,1.5,Matern
34,3934,140000,GP_Clustered,1531049805000,0.00864,0.00864,0.00564,1.78e+02,0.00301,inf,0.256,0.0,0.744,1.0,0.256,1.84,-0.841,12,0.2,0.2,1,0.0,10,100,1.5,Matern
45,5179,150000,GP_Clustered,1531051599000,0.00869,0.00869,0.0057,1.78e+02,0.00305,inf,0.256,0.0,0.744,1.0,0.256,1.82,-0.82,12,0.2,0.2,1,0.0,10,100,1.5,Matern
53,6287,160000,GP_Clustered,1531053310000,0.00843,0.00843,0.00563,1.78e+02,0.00302,inf,0.249,0.0,0.751,1.0,0.249,1.84,-0.843,12,0.2,0.2,1,0.0,10,100,1.5,Matern
59,7978,170000,GP_Clustered,1531054948000,0.0074,0.0074,0.00556,1.78e+02,0.003,inf,0.238,0.0,0.762,1.0,0.238,1.87,-0.87,12,0.2,0.2,1,0.0,10,100,1.5,Matern
65,9292,180000,GP_Clustered,1531056675000,0.007,0.007,0.00551,1.78e+02,0.003,inf,0.229,0.0,0.771,1.0,0.229,1.88,-0.883,12,0.2,0.2,1,0.0,10,100,1.5,Matern
73,10412,190000,GP_Clustered,1531058328000,0.00701,0.00701,0.00546,1.78e+02,0.00295,inf,0.23,0.0,0.77,1.0,0.23,1.91,-0.906,12,0.2,0.2,1,0.0,10,100,1.5,Matern
84,11645,200000,GP_Clustered,1531059941000,0.00721,0.00721,0.00548,1.78e+02,0.00296,inf,0.234,0.0,0.766,1.0,0.234,1.9,-0.897,12,0.2,0.2,1,0.0,10,100,1.5,Matern
90,12884,210000,GP_Clustered,1531061809000,0.00699,0.00699,0.00544,1.78e+02,0.00294,inf,0.229,0.0,0.771,1.0,0.229,1.91,-0.913,12,0.2,0.2,1,0.0,10,100,1.5,Matern
103,14265,220000,GP_Clustered,1531063581000,0.00722,0.00722,0.00551,1.78e+02,0.00298,inf,0.235,0.0,0.765,1.0,0.235,1.89,-0.888,12,0.2,0.2,1,0.0,10,100,1.5,Matern
115,15549,230000,GP_Clustered,1531065314000,0.0074,0.0074,0.00551,1.78e+02,0.00296,inf,0.24,0.0,0.76,1.0,0.24,1.89,-0.887,12,0.2,0.2,1,0.0,10,100,1.5,Matern
123,16819,240000,GP_Clustered,1531067084000,0.00731,0.00731,0.00553,1.78e+02,0.00299,inf,0.237,0.0,0.763,1.0,0.237,1.88,-0.88,12,0.2,0.2,1,0.0,10,100,1.5,Matern
149,18395,250000,GP_Clustered,1531068933000,0.0081,0.0081,0.00568,1.78e+02,0.00304,inf,0.256,0.0,0.744,1.0,0.256,1.83,-0.828,12,0.2,0.2,1,0.0,10,100,1.5,Matern
170,19785,260000,GP_Clustered,1531070560000,0.00859,0.00859,0.00575,1.78e+02,0.00305,inf,0.267,0.0,0.733,1.0,0.267,1.81,-0.806,12,0.2,0.2,1,0.0,10,100,1.5,Matern
184,21061,270000,GP_Clustered,1531071931000,0.00874,0.00874,0.00579,1.78e+02,0.00307,inf,0.269,0.0,0.731,1.0,0.269,1.79,-0.794,12,0.2,0.2,1,0.0,10,100,1.5,Matern
202,22395,280000,GP_Clustered,1531073370000,0.00902,0.00902,0.00587,1.78e+02,0.00312,inf,0.272,0.0,0.728,1.0,0.272,1.77,-0.765,12,0.2,0.2,1,0.0,10,100,1.5,Matern
214,23807,290000,GP_Clustered,1531074828000,0.00899,0.00899,0.00585,1.78e+02,0.0031,inf,0.274,0.0,0.726,1.0,0.274,1.77,-0.773,12,0.2,0.2,1,0.0,10,100,1.5,Matern
228,25627,300000,GP_Clustered,1531076102000,0.0089,0.0089,0.00589,1.78e+02,0.00313,inf,0.274,0.0,0.726,1.0,0.274,1.76,-0.76,12,0.2,0.2,1,0.0,10,100,1.5,Matern
245,27674,310000,GP_Clustered,1531077460000,0.00885,0.00885,0.0059,1.78e+02,0.00311,inf,0.28,0.0,0.72,1.0,0.28,1.76,-0.762,12,0.2,0.2,1,0.0,10,100,1.5,Matern
258,29629,320000,GP_Clustered,1531078853000,0.00871,0.00871,0.00595,1.79e+02,0.00316,inf,0.277,0.0,0.723,1.0,0.277,1.74,-0.744,12,0.2,0.2,1,0.0,10,100,1.5,Matern
274,31604,330000,GP_Clustered,1531080285000,0.00867,0.00867,0.00596,1.79e+02,0.00315,inf,0.28,0.0,0.72,1.0,0.28,1.74,-0.743,12,0.2,0.2,1,0.0,10,100,1.5,Matern
292,33580,340000,GP_Clustered,1531081775000,0.0087,0.0087,0.00596,1.79e+02,0.00313,inf,0.286,0.0,0.714,1.0,0.286,1.75,-0.747,12,0.2,0.2,1,0.0,10,100,1.5,Matern
305,35717,350000,GP_Clustered,1531083470000,0.00854,0.00854,0.00594,1.79e+02,0.0031,inf,0.288,0.0,0.712,1.0,0.288,1.76,-0.756,12,0.2,0.2,1,0.0,10,100,1.5,Matern
328,37852,360000,GP_Clustered,1531085548000,0.00867,0.00867,0.00603,1.79e+02,0.00316,inf,0.291,0.0,0.709,1.0,0.291,1.73,-0.727,12,0.2,0.2,1,0.0,10,100,1.5,Matern
342,39794,370000,GP_Clustered,1531091700000,0.00137,0.00859,0.00608,1.79e+02,0.00321,inf,0.289,0.0,0.711,1.0,0.289,1.71,-0.712,12,0.2,0.2,1,0.0,10,100,1.5,Matern
351,42990,380000,GP_Clustered,1531109678000,0.00255,0.00816,0.00606,1.8e+02,0.00319,inf,0.287,0.0,0.713,1.0,0.287,1.72,-0.723,12,0.2,0.2,1,0.0,10,100,1.5,Matern
359,45588,390000,GP_Clustered,1531114011000,0.00276,0.00787,0.006,1.81e+02,0.00313,inf,0.289,0.0,0.711,1.0,0.289,1.75,-0.751,12,0.2,0.2,1,0.0,10,100,1.5,Matern
367,47299,400000,GP_Clustered,1531116623000,0.00316,0.00776,0.00594,1.81e+02,0.00308,inf,0.289,0.0,0.711,1.0,0.289,1.77,-0.772,12,0.2,0.2,1,0.0,10,100,1.5,Matern
372,48628,410000,GP_Clustered,1531118649000,0.00324,0.00765,0.00589,1.81e+02,0.00305,inf,0.287,0.0,0.713,1.0,0.287,1.79,-0.792,12,0.2,0.2,1,0.0,10,100,1.5,Matern
377,49861,420000,GP_Clustered,1531120418000,0.00333,0.00756,0.00585,1.82e+02,0.00302,inf,0.285,0.0,0.715,1.0,0.285,1.81,-0.809,12,0.2,0.2,1,0.0,10,100,1.5,Matern
383,50907,430000,GP_Clustered,1531122132000,0.00355,0.00752,0.0058,1.82e+02,0.00298,inf,0.285,0.0,0.715,1.0,0.285,1.83,-0.829,12,0.2,0.2,1,0.0,10,100,1.5,Matern
384,51926,440000,GP_Clustered,1531123856000,0.00334,0.0074,0.00574,1.82e+02,0.00295,inf,0.281,0.0,0.719,1.0,0.281,1.85,-0.85,12,0.2,0.2,1,0.0,10,100,1.5,Matern
384,52623,450000,GP_Clustered,1531125068000,0.00317,0.0073,0.00567,1.82e+02,0.0029,inf,0.279,0.0,0.721,1.0,0.279,1.88,-0.88,12,0.2,0.2,1,0.0,10,100,1.5,Matern
387,53447,460000,GP_Clustered,1531126436000,0.0032,0.00724,0.0056,1.82e+02,0.00285,inf,0.278,0.0,0.722,1.0,0.278,1.91,-0.908,12,0.2,0.2,1,0.0,10,100,1.5,Matern
389,54390,470000,GP_Clustered,1531128328000,0.00313,0.00715,0.00554,1.82e+02,0.0028,inf,0.276,0.0,0.724,1.0,0.276,1.93,-0.934,12,0.2,0.2,1,0.0,10,100,1.5,Matern
391,54825,480000,GP_Clustered,1531129175000,0.00317,0.00713,0.00547,1.83e+02,0.00275,inf,0.276,0.0,0.724,1.0,0.276,1.97,-0.966,12,0.2,0.2,1,0.0,10,100,1.5,Matern
391,55266,490000,GP_Clustered,1531130018000,0.00309,0.00707,0.00541,1.83e+02,0.00271,inf,0.274,0.0,0.726,1.0,0.274,1.99,-0.992,12,0.2,0.2,1,0.0,10,100,1.5,Matern
394,55749,500000,GP_Clustered,1531130800000,0.00398,0.00707,0.00535,1.83e+02,0.00266,inf,0.274,0.0,0.726,1.0,0.274,2.02,-1.02,12,0.2,0.2,1,0.0,10,100,1.5,Matern
397,56348,510000,GP_Clustered,1531131712000,0.00471,0.00705,0.00531,1.83e+02,0.00263,inf,0.272,0.0,0.728,1.0,0.272,2.04,-1.04,12,0.2,0.2,1,0.0,10,100,1.5,Matern
404,57425,520000,GP_Clustered,1531133341000,0.00571,0.00704,0.0053,1.83e+02,0.00263,inf,0.271,0.0,0.729,1.0,0.271,2.05,-1.05,12,0.2,0.2,1,0.0,10,100,1.5,Matern
408,58361,530000,GP_Clustered,1531134827000,0.00524,0.00699,0.00528,1.83e+02,0.00262,inf,0.269,0.0,0.731,1.0,0.269,2.06,-1.06,12,0.2,0.2,1,0.0,10,100,1.5,Matern
409,59124,540000,GP_Clustered,1531136175000,0.00441,0.00692,0.00526,1.83e+02,0.00261,inf,0.266,0.0,0.734,1.0,0.266,2.07,-1.07,12,0.2,0.2,1,0.0,10,100,1.5,Matern
410,59909,550000,GP_Clustered,1531137754000,0.00385,0.00684,0.00523,1.83e+02,0.0026,inf,0.263,0.0,0.737,1.0,0.263,2.08,-1.08,12,0.2,0.2,1,0.0,10,100,1.5,Matern
414,60845,560000,GP_Clustered,1531139459000,0.00393,0.0068,0.00521,1.83e+02,0.00259,inf,0.261,0.0,0.739,1.0,0.261,2.09,-1.09,12,0.2,0.2,1,0.0,10,100,1.5,Matern
416,61706,570000,GP_Clustered,1531141094000,0.0037,0.00674,0.00516,1.83e+02,0.00255,inf,0.26,0.0,0.74,1.0,0.26,2.12,-1.12,12,0.2,0.2,1,0.0,10,100,1.5,Matern
420,62521,580000,GP_Clustered,1531142751000,0.00384,0.00672,0.00514,1.83e+02,0.00254,inf,0.259,0.0,0.741,1.0,0.259,2.13,-1.13,12,0.2,0.2,1,0.0,10,100,1.5,Matern
426,63333,590000,GP_Clustered,1531144525000,0.00421,0.00673,0.00514,1.83e+02,0.00254,inf,0.258,0.0,0.742,1.0,0.258,2.13,-1.13,12,0.2,0.2,1,0.0,10,100,1.5,Matern
435,64229,600000,GP_Clustered,1531146406000,0.00481,0.00677,0.00512,1.84e+02,0.00252,inf,0.259,0.0,0.741,1.0,0.259,2.14,-1.14,12,0.2,0.2,1,0.0,10,100,1.5,Matern
446,65293,610000,GP_Clustered,1531148524000,0.00541,0.00683,0.00513,1.84e+02,0.00253,inf,0.26,0.0,0.74,1.0,0.26,2.14,-1.14,12,0.2,0.2,1,0.0,10,100,1.5,Matern
454,66420,620000,GP_Clustered,1531150653000,0.00559,0.00684,0.00515,1.84e+02,0.00254,inf,0.258,0.0,0.742,1.0,0.258,2.13,-1.13,12,0.2,0.2,1,0.0,10,100,1.5,Matern
466,67794,630000,GP_Clustered,1531152831000,0.00594,0.00687,0.00515,1.84e+02,0.00254,inf,0.26,0.0,0.74,1.0,0.26,2.13,-1.13,12,0.2,0.2,1,0.0,10,100,1.5,Matern
473,69376,640000,GP_Clustered,1531154931000,0.00576,0.00682,0.00515,1.84e+02,0.00254,inf,0.259,0.0,0.741,1.0,0.259,2.13,-1.13,12,0.2,0.2,1,0.0,10,100,1.5,Matern
481,71056,650000,GP_Clustered,1531156919000,0.00566,0.00677,0.00517,1.84e+02,0.00256,inf,0.257,0.0,0.743,1.0,0.257,2.12,-1.12,12,0.2,0.2,1,0.0,10,100,1.5,Matern
489,73085,660000,GP_Clustered,1531158796000,0.00546,0.00669,0.00517,1.84e+02,0.00257,inf,0.256,0.0,0.744,1.0,0.256,2.12,-1.12,12,0.2,0.2,1,0.0,10,100,1.5,Matern
499,75433,670000,GP_Clustered,1531160992000,0.00532,0.00662,0.0052,1.84e+02,0.00259,inf,0.255,0.0,0.745,1.0,0.255,2.11,-1.11,12,0.2,0.2,1,0.0,10,100,1.5,Matern
511,77649,680000,GP_Clustered,1531162911000,0.00533,0.00658,0.00522,1.85e+02,0.0026,inf,0.255,0.0,0.745,1.0,0.255,2.1,-1.1,12,0.2,0.2,1,0.0,10,100,1.5,Matern
519,79943,690000,GP_Clustered,1531164809000,0.00515,0.00649,0.00523,1.85e+02,0.00261,inf,0.254,0.0,0.746,1.0,0.254,2.1,-1.1,12,0.2,0.2,1,0.0,10,100,1.5,Matern
532,82507,700000,GP_Clustered,1531166846000,0.00515,0.00645,0.00527,1.85e+02,0.00265,inf,0.253,0.0,0.747,1.0,0.253,2.08,-1.08,12,0.2,0.2,1,0.0,10,100,1.5,Matern
549,85028,710000,GP_Clustered,1531168918000,0.00528,0.00646,0.0053,1.85e+02,0.00266,inf,0.255,0.0,0.745,1.0,0.255,2.07,-1.07,12,0.2,0.2,1,0.0,10,100,1.5,Matern
569,87638,720000,GP_Clustered,1531171813000,0.00548,0.00649,0.00533,1.85e+02,0.00268,inf,0.257,0.0,0.743,1.0,0.257,2.05,-1.05,12,0.2,0.2,1,0.0,10,100,1.5,Matern
589,89973,730000,GP_Clustered,1531185503000,0.00744,0.00655,0.00535,1.86e+02,0.00268,inf,0.261,0.0,0.739,1.0,0.261,2.05,-1.05,12,0.2,0.2,1,0.0,10,100,1.5,Matern
594,92539,740000,GP_Clustered,1531196969000,0.00384,0.00642,0.00533,1.86e+02,0.00267,inf,0.26,0.0,0.74,1.0,0.26,2.06,-1.06,12,0.2,0.2,1,0.0,10,100,1.5,Matern
607,94593,750000,GP_Clustered,1531200364000,0.00469,0.00642,0.00533,1.86e+02,0.00266,inf,0.262,0.0,0.738,1.0,0.262,2.06,-1.06,12,0.2,0.2,1,0.0,10,100,1.5,Matern
614,95949,760000,GP_Clustered,1531202607000,0.00478,0.0064,0.0053,1.86e+02,0.00263,inf,0.263,0.0,0.737,1.0,0.263,2.07,-1.07,12,0.2,0.2,1,0.0,10,100,1.5,Matern
623,97031,770000,GP_Clustered,1531204516000,0.00524,0.00642,0.00528,1.86e+02,0.00261,inf,0.265,0.0,0.735,1.0,0.265,2.09,-1.09,12,0.2,0.2,1,0.0,10,100,1.5,Matern
627,98008,780000,GP_Clustered,1531206234000,0.00512,0.0064,0.00527,1.86e+02,0.00261,inf,0.263,0.0,0.737,1.0,0.263,2.09,-1.09,12,0.2,0.2,1,0.0,10,100,1.5,Matern
628,98964,790000,GP_Clustered,1531207753000,0.00474,0.00635,0.00525,1.86e+02,0.00259,inf,0.262,0.0,0.738,1.0,0.262,2.1,-1.1,12,0.2,0.2,1,0.0,10,100,1.5,Matern
633,99818,800000,GP_Clustered,1531209349000,0.00483,0.00634,0.00522,1.86e+02,0.00257,inf,0.262,0.0,0.738,1.0,0.262,2.11,-1.11,12,0.2,0.2,1,0.0,10,100,1.5,Matern
634,100453,810000,GP_Clustered,1531211009000,0.00465,0.00631,0.00519,1.86e+02,0.00255,inf,0.261,0.0,0.739,1.0,0.261,2.13,-1.13,12,0.2,0.2,1,0.0,10,100,1.5,Matern
636,101057,820000,GP_Clustered,1531212747000,0.00459,0.00629,0.00518,1.86e+02,0.00254,inf,0.26,0.0,0.74,1.0,0.26,2.14,-1.14,12,0.2,0.2,1,0.0,10,100,1.5,Matern
636,101598,830000,GP_Clustered,1531214477000,0.0044,0.00626,0.00515,1.86e+02,0.00252,inf,0.259,0.0,0.741,1.0,0.259,2.16,-1.16,12,0.2,0.2,1,0.0,10,100,1.5,Matern
641,102153,840000,GP_Clustered,1531216000000,0.00458,0.00627,0.00513,1.86e+02,0.00251,inf,0.258,0.0,0.742,1.0,0.258,2.16,-1.16,12,0.2,0.2,1,0.0,10,100,1.5,Matern
642,102740,850000,GP_Clustered,1531217491000,0.00334,0.00625,0.00511,1.86e+02,0.0025,inf,0.257,0.0,0.743,1.0,0.257,2.18,-1.18,12,0.2,0.2,1,0.0,10,100,1.5,Matern
647,103405,860000,GP_Clustered,1531218803000,0.00622,0.00626,0.0051,1.86e+02,0.00249,inf,0.257,0.0,0.743,1.0,0.257,2.18,-1.18,12,0.2,0.2,1,0.0,10,100,1.5,Matern
652,104089,870000,GP_Clustered,1531220183000,0.00667,0.00626,0.00508,1.86e+02,0.00247,inf,0.257,0.0,0.743,1.0,0.257,2.2,-1.2,12,0.2,0.2,1,0.0,10,100,1.5,Matern
656,104716,880000,GP_Clustered,1531221660000,0.00659,0.00626,0.00507,1.86e+02,0.00247,inf,0.256,0.0,0.744,1.0,0.256,2.2,-1.2,12,0.2,0.2,1,0.0,10,100,1.5,Matern
662,105363,890000,GP_Clustered,1531223228000,0.00719,0.00628,0.00506,1.86e+02,0.00246,inf,0.256,0.0,0.744,1.0,0.256,2.2,-1.2,12,0.2,0.2,1,0.0,10,100,1.5,Matern
664,106035,900000,GP_Clustered,1531224925000,0.0064,0.00626,0.00504,1.86e+02,0.00245,inf,0.255,0.0,0.745,1.0,0.255,2.21,-1.21,12,0.2,0.2,1,0.0,10,100,1.5,Matern
670,106666,910000,GP_Clustered,1531226586000,0.00686,0.00628,0.00504,1.86e+02,0.00245,inf,0.254,0.0,0.746,1.0,0.254,2.22,-1.22,12,0.2,0.2,1,0.0,10,100,1.5,Matern
674,107260,920000,GP_Clustered,1531228193000,0.00685,0.00628,0.00504,1.86e+02,0.00245,inf,0.253,0.0,0.747,1.0,0.253,2.22,-1.22,12,0.2,0.2,1,0.0,10,100,1.5,Matern
676,107881,930000,GP_Clustered,1531229863000,0.00643,0.00627,0.00502,1.86e+02,0.00244,inf,0.252,0.0,0.748,1.0,0.252,2.23,-1.23,12,0.2,0.2,1,0.0,10,100,1.5,Matern
683,108626,940000,GP_Clustered,1531231690000,0.00679,0.00629,0.00502,1.86e+02,0.00244,inf,0.252,0.0,0.748,1.0,0.252,2.23,-1.23,12,0.2,0.2,1,0.0,10,100,1.5,Matern
687,109398,950000,GP_Clustered,1531233614000,0.00661,0.00628,0.00501,1.86e+02,0.00243,inf,0.251,0.0,0.749,1.0,0.251,2.23,-1.23,12,0.2,0.2,1,0.0,10,100,1.5,Matern
693,110185,960000,GP_Clustered,1531235598000,0.00671,0.00629,0.00502,1.86e+02,0.00244,inf,0.25,0.0,0.75,1.0,0.25,2.23,-1.23,12,0.2,0.2,1,0.0,10,100,1.5,Matern
697,111113,970000,GP_Clustered,1531237572000,0.00646,0.00627,0.00501,1.86e+02,0.00244,inf,0.249,0.0,0.751,1.0,0.249,2.23,-1.23,12,0.2,0.2,1,0.0,10,100,1.5,Matern
712,112219,980000,GP_Clustered,1531239731000,0.00726,0.00634,0.00502,1.86e+02,0.00244,inf,0.25,0.0,0.75,1.0,0.25,2.23,-1.23,12,0.2,0.2,1,0.0,10,100,1.5,Matern
718,113368,990000,GP_Clustered,1531241737000,0.00705,0.00633,0.00502,1.87e+02,0.00245,inf,0.249,0.0,0.751,1.0,0.249,2.23,-1.23,12,0.2,0.2,1,0.0,10,100,1.5,Matern
726,114703,1000000,GP_Clustered,1531243738000,0.00693,0.00633,0.00503,1.87e+02,0.00246,inf,0.249,0.0,0.751,1.0,0.249,2.22,-1.22,12,0.2,0.2,1,0.0,10,100,1.5,Matern
734,116363,1010000,GP_Clustered,1531245667000,0.00668,0.00631,0.00504,1.87e+02,0.00246,inf,0.248,0.0,0.752,1.0,0.248,2.22,-1.22,12,0.2,0.2,1,0.0,10,100,1.5,Matern
744,118108,1020000,GP_Clustered,1531247731000,0.00657,0.0063,0.00505,1.87e+02,0.00247,inf,0.248,0.0,0.752,1.0,0.248,2.22,-1.22,12,0.2,0.2,1,0.0,10,100,1.5,Matern
755,119837,1030000,GP_Clustered,1531249459000,0.00655,0.0063,0.00506,1.87e+02,0.00248,inf,0.248,0.0,0.752,1.0,0.248,2.21,-1.21,12,0.2,0.2,1,0.0,10,100,1.5,Matern
773,121668,1040000,GP_Clustered,1531251643000,0.00687,0.00635,0.00508,1.87e+02,0.00249,inf,0.25,0.0,0.75,1.0,0.25,2.2,-1.2,12,0.2,0.2,1,0.0,10,100,1.5,Matern
781,123405,1050000,GP_Clustered,1531253665000,0.00668,0.00633,0.00509,1.87e+02,0.0025,inf,0.249,0.0,0.751,1.0,0.249,2.19,-1.19,12,0.2,0.2,1,0.0,10,100,1.5,Matern
787,125257,1060000,GP_Clustered,1531256223000,0.0064,0.00628,0.0051,1.87e+02,0.00251,inf,0.247,0.0,0.753,1.0,0.247,2.19,-1.19,12,0.2,0.2,1,0.0,10,100,1.5,Matern
802,127027,1070000,GP_Clustered,1531263018000,0.0073,0.00631,0.00511,1.87e+02,0.00252,inf,0.249,0.0,0.751,1.0,0.249,2.18,-1.18,12,0.2,0.2,1,0.0,10,100,1.5,Matern
811,129239,1080000,GP_Clustered,1531280274000,0.00442,0.00628,0.0051,1.87e+02,0.0025,inf,0.25,0.0,0.75,1.0,0.25,2.19,-1.19,12,0.2,0.2,1,0.0,10,100,1.5,Matern
823,131140,1090000,GP_Clustered,1531284669000,0.00524,0.00628,0.0051,1.87e+02,0.0025,inf,0.251,0.0,0.749,1.0,0.251,2.19,-1.19,12,0.2,0.2,1,0.0,10,100,1.5,Matern
827,132575,1100000,GP_Clustered,1531287508000,0.00464,0.00624,0.00509,1.87e+02,0.00249,inf,0.251,0.0,0.749,1.0,0.251,2.2,-1.2,12,0.2,0.2,1,0.0,10,100,1.5,Matern
829,133564,1110000,GP_Clustered,1531289836000,0.00426,0.00621,0.00507,1.88e+02,0.00248,inf,0.25,0.0,0.75,1.0,0.25,2.21,-1.21,12,0.2,0.2,1,0.0,10,100,1.5,Matern
831,134347,1120000,GP_Clustered,1531291626000,0.00408,0.00619,0.00505,1.88e+02,0.00246,inf,0.25,0.0,0.75,1.0,0.25,2.22,-1.22,12,0.2,0.2,1,0.0,10,100,1.5,Matern
837,136269,1130000,GP_Clustered,1531293077000,0.00389,0.00614,0.00504,1.88e+02,0.00244,inf,0.251,0.0,0.749,1.0,0.251,2.23,-1.23,12,0.2,0.2,1,0.0,10,100,1.5,Matern
844,137957,1140000,GP_Clustered,1531294497000,0.00393,0.00612,0.00503,1.88e+02,0.00243,inf,0.251,0.0,0.749,1.0,0.251,2.24,-1.24,12,0.2,0.2,1,0.0,10,100,1.5,Matern
845,139459,1150000,GP_Clustered,1531295902000,0.00354,0.00606,0.00502,1.88e+02,0.00243,inf,0.25,0.0,0.75,1.0,0.25,2.25,-1.25,12,0.2,0.2,1,0.0,10,100,1.5,Matern
849,141546,1160000,GP_Clustered,1531297173000,0.00331,0.006,0.005,1.88e+02,0.00242,inf,0.25,0.0,0.75,1.0,0.25,2.26,-1.26,12,0.2,0.2,1,0.0,10,100,1.5,Matern
855,143780,1170000,GP_Clustered,1531298617000,0.00323,0.00595,0.00499,1.88e+02,0.00241,inf,0.251,0.0,0.749,1.0,0.251,2.26,-1.26,12,0.2,0.2,1,0.0,10,100,1.5,Matern
857,145768,1180000,GP_Clustered,1531300121000,0.003,0.00588,0.00498,1.88e+02,0.0024,inf,0.25,0.0,0.75,1.0,0.25,2.27,-1.27,12,0.2,0.2,1,0.0,10,100,1.5,Matern
860,147599,1190000,GP_Clustered,1531301576000,0.00288,0.00583,0.00497,1.88e+02,0.00239,inf,0.25,0.0,0.75,1.0,0.25,2.28,-1.28,12,0.2,0.2,1,0.0,10,100,1.5,Matern
864,149275,1200000,GP_Clustered,1531303080000,0.00284,0.00579,0.00496,1.88e+02,0.00238,inf,0.25,0.0,0.75,1.0,0.25,2.29,-1.29,12,0.2,0.2,1,0.0,10,100,1.5,Matern
868,150862,1210000,GP_Clustered,1531304333000,0.00278,0.00575,0.00495,1.88e+02,0.00237,inf,0.249,0.0,0.751,1.0,0.249,2.3,-1.3,12,0.2,0.2,1,0.0,10,100,1.5,Matern
872,152205,1220000,GP_Clustered,1531305532000,0.00288,0.00573,0.00493,1.88e+02,0.00236,inf,0.249,0.0,0.751,1.0,0.249,2.31,-1.31,12,0.2,0.2,1,0.0,10,100,1.5,Matern
876,153193,1230000,GP_Clustered,1531307017000,0.00318,0.00572,0.00493,1.88e+02,0.00235,inf,0.249,0.0,0.751,1.0,0.249,2.31,-1.31,12,0.2,0.2,1,0.0,10,100,1.5,Matern
881,154142,1240000,GP_Clustered,1531308567000,0.0036,0.00572,0.00492,1.88e+02,0.00235,inf,0.249,0.0,0.751,1.0,0.249,2.32,-1.32,12,0.2,0.2,1,0.0,10,100,1.5,Matern
883,155037,1250000,GP_Clustered,1531310326000,0.00339,0.0057,0.00491,1.88e+02,0.00234,inf,0.248,0.0,0.752,1.0,0.248,2.32,-1.32,12,0.2,0.2,1,0.0,10,100,1.5,Matern
886,155904,1260000,GP_Clustered,1531312103000,0.0034,0.00568,0.0049,1.88e+02,0.00233,inf,0.248,0.0,0.752,1.0,0.248,2.33,-1.33,12,0.2,0.2,1,0.0,10,100,1.5,Matern
891,156797,1270000,GP_Clustered,1531313779000,0.00366,0.00568,0.00489,1.88e+02,0.00232,inf,0.248,0.0,0.752,1.0,0.248,2.34,-1.34,12,0.2,0.2,1,0.0,10,100,1.5,Matern
898,157761,1280000,GP_Clustered,1531315640000,0.00408,0.00569,0.00488,1.88e+02,0.00232,inf,0.248,0.0,0.752,1.0,0.248,2.34,-1.34,12,0.2,0.2,1,0.0,10,100,1.5,Matern
904,158731,1290000,GP_Clustered,1531317423000,0.0043,0.0057,0.00488,1.88e+02,0.00231,inf,0.248,0.0,0.752,1.0,0.248,2.34,-1.34,12,0.2,0.2,1,0.0,10,100,1.5,Matern
910,159706,1300000,GP_Clustered,1531319405000,0.00447,0.0057,0.00487,1.88e+02,0.00231,inf,0.248,0.0,0.752,1.0,0.248,2.35,-1.35,12,0.2,0.2,1,0.0,10,100,1.5,Matern
914,160705,1310000,GP_Clustered,1531321200000,0.00443,0.00569,0.00487,1.88e+02,0.00231,inf,0.248,0.0,0.752,1.0,0.248,2.35,-1.35,12,0.2,0.2,1,0.0,10,100,1.5,Matern
921,161919,1320000,GP_Clustered,1531323186000,0.00456,0.00569,0.00487,1.88e+02,0.00231,inf,0.247,0.0,0.753,1.0,0.247,2.35,-1.35,12,0.2,0.2,1,0.0,10,100,1.5,Matern
930,163323,1330000,GP_Clustered,1531325396000,0.00475,0.00569,0.00488,1.88e+02,0.00232,inf,0.247,0.0,0.753,1.0,0.247,2.34,-1.34,12,0.2,0.2,1,0.0,10,100,1.5,Matern
941,164864,1340000,GP_Clustered,1531327624000,0.00499,0.00571,0.00488,1.89e+02,0.00232,inf,0.248,0.0,0.752,1.0,0.248,2.34,-1.34,12,0.2,0.2,1,0.0,10,100,1.5,Matern
953,166540,1350000,GP_Clustered,1531329744000,0.0052,0.00572,0.00489,1.89e+02,0.00233,inf,0.248,0.0,0.752,1.0,0.248,2.34,-1.34,12,0.2,0.2,1,0.0,10,100,1.5,Matern
967,168410,1360000,GP_Clustered,1531331783000,0.00543,0.00574,0.0049,1.89e+02,0.00233,inf,0.249,0.0,0.751,1.0,0.249,2.33,-1.33,12,0.2,0.2,1,0.0,10,100,1.5,Matern
