Clicks,Impressions,TotalImpressions,Method,Timestamp,MSE,CumulativeMSE,MMSE,MCumulativeMSE,LocalCTR,Calibration,NE,RIG,Hours,TrainPart,RecommendationPart,Alpha,EqClicks
368.0,16663.0,230000,Regression,1531065314000,0.00193,2.6e+02,0.00107,1.44e+02,0.0221,6.42,2.94,-1.94,12,0.2,0.2,0.1,0.0
402.0,17990.0,240000,Regression,1531067084000,0.00226,3.05e+02,0.00112,1.5e+02,0.0223,6.5,2.95,-1.95,12,0.2,0.2,0.1,0.0
512.0,19616.0,250000,Regression,1531068933000,0.00663,9.88e+02,0.00134,1.84e+02,0.0261,7.59,3.26,-2.26,12,0.2,0.2,0.1,0.0
590.0,21040.0,260000,Regression,1531070560000,0.0048,7.01e+02,0.00147,2.04e+02,0.028,8.16,3.57,-2.57,12,0.2,0.2,0.1,0.0
658.0,22415.0,270000,Regression,1531071931000,0.00406,6.11e+02,0.00157,2.19e+02,0.0294,8.54,3.69,-2.69,12,0.2,0.2,0.1,0.0
733.0,23947.0,280000,Regression,1531073370000,0.00451,6.74e+02,0.00167,2.35e+02,0.0306,8.9,3.84,-2.84,12,0.2,0.2,0.1,0.0
777.0,25292.0,290000,Regression,1531074828000,0.00283,3.95e+02,0.00171,2.41e+02,0.0307,8.94,3.82,-2.82,12,0.2,0.2,0.1,0.0
828.0,26729.0,300000,Regression,1531076102000,0.00327,4.58e+02,0.00177,2.48e+02,0.031,9.01,3.88,-2.88,12,0.2,0.2,0.1,0.0
880.0,28064.0,310000,Regression,1531077460000,0.00339,4.67e+02,0.00182,2.55e+02,0.0314,9.12,3.87,-2.87,12,0.2,0.2,0.1,0.0
948.0,29516.0,320000,Regression,1531078853000,0.00424,6.11e+02,0.00189,2.66e+02,0.0321,9.34,3.96,-2.96,12,0.2,0.2,0.1,0.0
1009.0,30898.0,330000,Regression,1531080285000,0.00384,5.48e+02,0.00195,2.75e+02,0.0327,9.5,4.03,-3.03,12,0.2,0.2,0.1,0.0
1075.0,32300.0,340000,Regression,1531081775000,0.00406,5.93e+02,0.00201,2.84e+02,0.0333,9.68,4.09,-3.09,12,0.2,0.2,0.1,0.0
1152.0,33727.0,350000,Regression,1531083470000,0.00456,6.92e+02,0.00209,2.96e+02,0.0342,9.94,4.18,-3.18,12,0.2,0.2,0.1,0.0
1235.0,35267.0,360000,Regression,1531085548000,0.00499,7.46e+02,0.00217,3.08e+02,0.035,10.2,4.27,-3.27,12,0.2,0.2,0.1,0.0
1293.0,36763.0,370000,Regression,1531091700000,0.00396,5.21e+02,0.00222,3.14e+02,0.0352,10.2,3.2,-2.2,12,0.2,0.2,0.1,0.0
1351.0,38221.0,380000,Regression,1531109678000,0.00352,5.21e+02,0.00225,3.19e+02,0.0353,10.3,3.2,-2.2,12,0.2,0.2,0.1,0.0
1398.0,39759.0,390000,Regression,1531114011000,0.00284,4.22e+02,0.00227,3.22e+02,0.0352,10.2,3.2,-2.2,12,0.2,0.2,0.1,0.0
1427.0,41378.0,400000,Regression,1531116623000,0.002,2.6e+02,0.00226,3.2e+02,0.0345,10.0,3.15,-2.15,12,0.2,0.2,0.1,0.0
1444.0,43064.0,410000,Regression,1531118649000,0.00159,1.53e+02,0.00224,3.16e+02,0.0335,9.75,3.08,-2.08,12,0.2,0.2,0.1,0.0
1464.0,44816.0,420000,Regression,1531120418000,0.00154,1.8e+02,0.00223,3.13e+02,0.0327,9.5,3.0,-2.0,12,0.2,0.2,0.1,0.0
1481.0,46464.0,430000,Regression,1531122132000,0.00138,1.53e+02,0.00221,3.09e+02,0.0319,9.27,2.95,-1.95,12,0.2,0.2,0.1,0.0
1498.0,48122.0,440000,Regression,1531123856000,0.00137,1.53e+02,0.00219,3.06e+02,0.0311,9.05,2.89,-1.89,12,0.2,0.2,0.1,0.0
1508.0,49495.0,450000,Regression,1531125068000,0.00106,89.8,0.00216,3.01e+02,0.0305,8.86,2.84,-1.84,12,0.2,0.2,0.1,0.0
1526.0,51020.0,460000,Regression,1531126436000,0.00138,1.62e+02,0.00215,2.98e+02,0.0299,8.7,2.81,-1.81,12,0.2,0.2,0.1,0.0
1541.0,52509.0,470000,Regression,1531128328000,0.00133,1.35e+02,0.00213,2.94e+02,0.0293,8.54,2.76,-1.76,12,0.2,0.2,0.1,0.0
1544.0,53982.0,480000,Regression,1531129175000,0.000612,26.9,0.0021,2.89e+02,0.0286,8.32,2.71,-1.71,12,0.2,0.2,0.1,0.0
1552.0,55430.0,490000,Regression,1531130018000,0.000774,71.8,0.00207,2.84e+02,0.028,8.14,2.66,-1.66,12,0.2,0.2,0.1,0.0
1567.0,56646.0,500000,Regression,1531130800000,0.00114,1.35e+02,0.00205,2.81e+02,0.0277,8.05,2.35,-1.35,12,0.2,0.2,0.1,0.0
1575.0,57575.0,510000,Regression,1531131712000,0.00109,71.8,0.00203,2.77e+02,0.0274,7.96,2.34,-1.34,12,0.2,0.2,0.1,0.0
1599.0,58773.0,520000,Regression,1531133341000,0.00176,2.15e+02,0.00203,2.76e+02,0.0272,7.91,2.35,-1.35,12,0.2,0.2,0.1,0.0
1616.0,59897.0,530000,Regression,1531134827000,0.00154,1.53e+02,0.00202,2.74e+02,0.027,7.85,2.34,-1.34,12,0.2,0.2,0.1,0.0
1626.0,61079.0,540000,Regression,1531136175000,0.00129,89.8,0.002,2.7e+02,0.0266,7.74,2.31,-1.31,12,0.2,0.2,0.1,0.0
1637.0,62177.0,550000,Regression,1531137754000,0.00131,98.7,0.00199,2.67e+02,0.0263,7.66,2.3,-1.3,12,0.2,0.2,0.1,0.0
1660.0,63397.0,560000,Regression,1531139459000,0.00196,2.06e+02,0.00199,2.66e+02,0.0262,7.62,2.29,-1.29,12,0.2,0.2,0.1,0.0
1701.0,64672.0,570000,Regression,1531141094000,0.00241,3.68e+02,0.002,2.68e+02,0.0263,7.65,2.28,-1.28,12,0.2,0.2,0.1,0.0
1719.0,65921.0,580000,Regression,1531142751000,0.00168,1.62e+02,0.00199,2.66e+02,0.0261,7.59,2.26,-1.26,12,0.2,0.2,0.1,0.0
1747.0,67138.0,590000,Regression,1531144525000,0.00198,2.51e+02,0.00199,2.66e+02,0.026,7.57,2.27,-1.27,12,0.2,0.2,0.1,0.0
1775.0,68388.0,600000,Regression,1531146406000,0.00211,2.51e+02,0.00199,2.66e+02,0.026,7.55,2.26,-1.26,12,0.2,0.2,0.1,0.0
1803.0,69725.0,610000,Regression,1531148524000,0.00202,2.51e+02,0.00199,2.65e+02,0.0259,7.52,2.25,-1.25,12,0.2,0.2,0.1,0.0
1833.0,71184.0,620000,Regression,1531150653000,0.00224,2.69e+02,0.002,2.65e+02,0.0258,7.49,2.25,-1.25,12,0.2,0.2,0.1,0.0
1867.0,72668.0,630000,Regression,1531152831000,0.00237,3.05e+02,0.002,2.66e+02,0.0257,7.47,2.25,-1.25,12,0.2,0.2,0.1,0.0
1893.0,74328.0,640000,Regression,1531154931000,0.00228,2.33e+02,0.00201,2.66e+02,0.0255,7.41,2.23,-1.23,12,0.2,0.2,0.1,0.0
1920.0,76014.0,650000,Regression,1531156919000,0.00222,2.42e+02,0.00201,2.65e+02,0.0253,7.35,2.21,-1.21,12,0.2,0.2,0.1,0.0
1959.0,77735.0,660000,Regression,1531158796000,0.00282,3.5e+02,0.00202,2.67e+02,0.0252,7.33,2.21,-1.21,12,0.2,0.2,0.1,0.0
2020.0,79427.0,670000,Regression,1531160992000,0.00383,5.47e+02,0.00205,2.71e+02,0.0254,7.4,2.23,-1.23,12,0.2,0.2,0.1,0.0
2049.0,81136.0,680000,Regression,1531162911000,0.00262,2.6e+02,0.00206,2.71e+02,0.0253,7.35,2.2,-1.2,12,0.2,0.2,0.1,0.0
2085.0,82820.0,690000,Regression,1531164809000,0.00271,3.23e+02,0.00207,2.71e+02,0.0252,7.32,2.2,-1.2,12,0.2,0.2,0.1,0.0
2135.0,84530.0,700000,Regression,1531166846000,0.00351,4.49e+02,0.00209,2.74e+02,0.0253,7.35,2.22,-1.22,12,0.2,0.2,0.1,0.0
2197.0,86376.0,710000,Regression,1531168918000,0.0039,5.56e+02,0.00212,2.78e+02,0.0254,7.4,2.22,-1.22,12,0.2,0.2,0.1,0.0
2270.0,88175.0,720000,Regression,1531171813000,0.00471,6.55e+02,0.00215,2.83e+02,0.0257,7.49,2.22,-1.22,12,0.2,0.2,0.1,0.0
2329.0,89878.0,730000,Regression,1531185503000,0.00411,5.3e+02,0.00218,2.86e+02,0.0259,7.54,2.02,-1.02,12,0.2,0.2,0.1,0.0
2362.0,91385.0,740000,Regression,1531196969000,0.00252,2.96e+02,0.00218,2.87e+02,0.0258,7.52,2.03,-1.03,12,0.2,0.2,0.1,0.0
2424.0,92759.0,750000,Regression,1531200364000,0.00361,5.56e+02,0.0022,2.9e+02,0.0261,7.6,2.03,-1.03,12,0.2,0.2,0.1,0.0
2450.0,93980.0,760000,Regression,1531202607000,0.00195,2.33e+02,0.0022,2.89e+02,0.0261,7.58,2.02,-1.02,12,0.2,0.2,0.1,0.0
2466.0,95258.0,770000,Regression,1531204516000,0.00153,1.44e+02,0.00219,2.88e+02,0.0259,7.53,2.01,-1.01,12,0.2,0.2,0.1,0.0
2477.0,96498.0,780000,Regression,1531206234000,0.00133,98.7,0.00218,2.85e+02,0.0257,7.47,1.99,-0.995,12,0.2,0.2,0.1,0.0
2497.0,97714.0,790000,Regression,1531207753000,0.00163,1.79e+02,0.00217,2.84e+02,0.0256,7.43,1.99,-0.986,12,0.2,0.2,0.1,0.0
2517.0,98912.0,800000,Regression,1531209349000,0.00165,1.79e+02,0.00217,2.82e+02,0.0254,7.4,1.97,-0.974,12,0.2,0.2,0.1,0.0
2533.0,100201.0,810000,Regression,1531211009000,0.00149,1.44e+02,0.00216,2.81e+02,0.0253,7.35,1.96,-0.961,12,0.2,0.2,0.1,0.0
2550.0,101544.0,820000,Regression,1531212747000,0.00158,1.53e+02,0.00215,2.79e+02,0.0251,7.3,1.95,-0.952,12,0.2,0.2,0.1,0.0
2555.0,102848.0,830000,Regression,1531214477000,0.00128,44.9,0.00214,2.76e+02,0.0248,7.23,1.94,-0.936,12,0.2,0.2,0.1,0.0
2566.0,104135.0,840000,Regression,1531216000000,0.00158,98.7,0.00213,2.74e+02,0.0246,7.17,1.92,-0.922,12,0.2,0.2,0.1,0.0
2573.0,105358.0,850000,Regression,1531217491000,0.0012,62.8,0.00212,2.72e+02,0.0244,7.1,1.82,-0.822,12,0.2,0.2,0.1,0.0
2581.0,106554.0,860000,Regression,1531218803000,0.00138,71.8,0.00211,2.69e+02,0.0242,7.05,1.82,-0.817,12,0.2,0.2,0.1,0.0
2590.0,107795.0,870000,Regression,1531220183000,0.00141,80.8,0.00211,2.67e+02,0.024,6.99,1.81,-0.807,12,0.2,0.2,0.1,0.0
2609.0,109075.0,880000,Regression,1531221660000,0.00183,1.71e+02,0.0021,2.66e+02,0.0239,6.96,1.8,-0.801,12,0.2,0.2,0.1,0.0
2638.0,110437.0,890000,Regression,1531223228000,0.00231,2.6e+02,0.0021,2.66e+02,0.0239,6.95,1.8,-0.805,12,0.2,0.2,0.1,0.0
2662.0,111804.0,900000,Regression,1531224925000,0.00207,2.15e+02,0.0021,2.66e+02,0.0238,6.93,1.81,-0.81,12,0.2,0.2,0.1,0.0
2674.0,113120.0,910000,Regression,1531226586000,0.00163,1.08e+02,0.0021,2.64e+02,0.0236,6.88,1.8,-0.798,12,0.2,0.2,0.1,0.0
2681.0,114412.0,920000,Regression,1531228193000,0.00148,62.8,0.00209,2.62e+02,0.0234,6.82,1.79,-0.788,12,0.2,0.2,0.1,0.0
2688.0,115734.0,930000,Regression,1531229863000,0.00142,62.8,0.00208,2.6e+02,0.0232,6.76,1.77,-0.775,12,0.2,0.2,0.1,0.0
2708.0,117182.0,940000,Regression,1531231690000,0.00212,1.8e+02,0.00209,2.59e+02,0.0231,6.72,1.77,-0.766,12,0.2,0.2,0.1,0.0
2732.0,118655.0,950000,Regression,1531233614000,0.00209,2.15e+02,0.00209,2.58e+02,0.023,6.7,1.76,-0.759,12,0.2,0.2,0.1,0.0
2760.0,120198.0,960000,Regression,1531235598000,0.00233,2.51e+02,0.00209,2.58e+02,0.023,6.68,1.75,-0.753,12,0.2,0.2,0.1,0.0
2775.0,121820.0,970000,Regression,1531237572000,0.00196,1.35e+02,0.00209,2.57e+02,0.0228,6.63,1.74,-0.742,12,0.2,0.2,0.1,0.0
2824.0,123671.0,980000,Regression,1531239731000,0.00344,4.4e+02,0.0021,2.59e+02,0.0228,6.64,1.74,-0.741,12,0.2,0.2,0.1,0.0
2856.0,125474.0,990000,Regression,1531241737000,0.00261,2.87e+02,0.00211,2.59e+02,0.0228,6.62,1.74,-0.74,12,0.2,0.2,0.1,0.0
2897.0,127302.0,1000000,Regression,1531243738000,0.00286,3.68e+02,0.00211,2.6e+02,0.0228,6.62,1.74,-0.739,12,0.2,0.2,0.1,0.0
2927.0,129146.0,1010000,Regression,1531245667000,0.00277,2.69e+02,0.00212,2.6e+02,0.0227,6.59,1.74,-0.74,12,0.2,0.2,0.1,0.0
2953.0,130953.0,1020000,Regression,1531247731000,0.00246,2.33e+02,0.00212,2.6e+02,0.0226,6.56,1.73,-0.729,12,0.2,0.2,0.1,0.0
3004.0,132810.0,1030000,Regression,1531249459000,0.0036,4.58e+02,0.00214,2.62e+02,0.0226,6.58,1.73,-0.733,12,0.2,0.2,0.1,0.0
3049.0,134743.0,1040000,Regression,1531251643000,0.00351,4.04e+02,0.00215,2.63e+02,0.0226,6.58,1.73,-0.73,12,0.2,0.2,0.1,0.0
3097.0,136620.0,1050000,Regression,1531253665000,0.00358,4.31e+02,0.00216,2.65e+02,0.0227,6.59,1.73,-0.726,12,0.2,0.2,0.1,0.0
3133.0,138371.0,1060000,Regression,1531256223000,0.00322,3.23e+02,0.00217,2.65e+02,0.0226,6.59,1.72,-0.723,12,0.2,0.2,0.1,0.0
3163.0,140218.0,1070000,Regression,1531263018000,0.00283,2.69e+02,0.00218,2.65e+02,0.0226,6.56,1.6,-0.604,12,0.2,0.2,0.1,0.0
3171.0,141731.0,1080000,Regression,1531280274000,0.00209,71.8,0.00218,2.64e+02,0.0224,6.51,1.6,-0.595,12,0.2,0.2,0.1,0.0
3196.0,143317.0,1090000,Regression,1531284669000,0.0026,2.24e+02,0.00218,2.63e+02,0.0223,6.49,1.59,-0.587,12,0.2,0.2,0.1,0.0
3223.0,144884.0,1100000,Regression,1531287508000,0.0024,2.42e+02,0.00218,2.63e+02,0.0222,6.47,1.59,-0.586,12,0.2,0.2,0.1,0.0
3236.0,146356.0,1110000,Regression,1531289836000,0.00174,1.17e+02,0.00218,2.62e+02,0.0221,6.43,1.58,-0.578,12,0.2,0.2,0.1,0.0
3245.0,147732.0,1120000,Regression,1531291626000,0.0015,80.8,0.00217,2.6e+02,0.022,6.39,1.57,-0.571,12,0.2,0.2,0.1,0.0
3256.0,149037.0,1130000,Regression,1531293077000,0.00158,98.7,0.00217,2.59e+02,0.0218,6.35,1.57,-0.567,12,0.2,0.2,0.1,0.0
3264.0,150398.0,1140000,Regression,1531294497000,0.0015,71.8,0.00216,2.57e+02,0.0217,6.31,1.56,-0.561,12,0.2,0.2,0.1,0.0
3278.0,151784.0,1150000,Regression,1531295902000,0.00172,1.26e+02,0.00216,2.56e+02,0.0216,6.28,1.56,-0.556,12,0.2,0.2,0.1,0.0
3286.0,153027.0,1160000,Regression,1531297173000,0.00141,71.8,0.00215,2.54e+02,0.0215,6.25,1.55,-0.549,12,0.2,0.2,0.1,0.0
3290.0,154335.0,1170000,Regression,1531298617000,0.0014,35.9,0.00215,2.52e+02,0.0213,6.2,1.54,-0.541,12,0.2,0.2,0.1,0.0
3303.0,155643.0,1180000,Regression,1531300121000,0.00168,1.17e+02,0.00214,2.51e+02,0.0212,6.17,1.54,-0.536,12,0.2,0.2,0.1,0.0
3313.0,156950.0,1190000,Regression,1531301576000,0.00157,89.8,0.00214,2.5e+02,0.0211,6.14,1.53,-0.532,12,0.2,0.2,0.1,0.0
3323.0,158296.0,1200000,Regression,1531303080000,0.00156,89.7,0.00213,2.49e+02,0.021,6.11,1.52,-0.524,12,0.2,0.2,0.1,0.0
3331.0,159575.0,1210000,Regression,1531304333000,0.0014,71.8,0.00213,2.47e+02,0.0209,6.07,1.45,-0.451,12,0.2,0.2,0.1,0.0
3338.0,160959.0,1220000,Regression,1531305532000,0.00133,62.8,0.00212,2.46e+02,0.0207,6.03,1.44,-0.445,12,0.2,0.2,0.1,0.0
3350.0,162313.0,1230000,Regression,1531307017000,0.00161,1.08e+02,0.00212,2.45e+02,0.0206,6.0,1.44,-0.44,12,0.2,0.2,0.1,0.0
3360.0,163763.0,1240000,Regression,1531308567000,0.00169,89.7,0.00211,2.43e+02,0.0205,5.97,1.44,-0.44,12,0.2,0.2,0.1,0.0
3377.0,165079.0,1250000,Regression,1531310326000,0.00199,1.53e+02,0.00211,2.43e+02,0.0205,5.95,1.44,-0.436,12,0.2,0.2,0.1,0.0
3390.0,166488.0,1260000,Regression,1531312103000,0.00177,1.17e+02,0.00211,2.42e+02,0.0204,5.92,1.43,-0.431,12,0.2,0.2,0.1,0.0
3399.0,167800.0,1270000,Regression,1531313779000,0.00163,80.8,0.00211,2.4e+02,0.0203,5.89,1.43,-0.427,12,0.2,0.2,0.1,0.0
3405.0,169188.0,1280000,Regression,1531315640000,0.00162,53.9,0.0021,2.39e+02,0.0201,5.85,1.42,-0.418,12,0.2,0.2,0.1,0.0
3415.0,170514.0,1290000,Regression,1531317423000,0.00163,89.8,0.0021,2.38e+02,0.02,5.83,1.41,-0.413,12,0.2,0.2,0.1,0.0
3425.0,172021.0,1300000,Regression,1531319405000,0.00165,89.8,0.00209,2.37e+02,0.0199,5.79,1.41,-0.409,12,0.2,0.2,0.1,0.0
3436.0,173596.0,1310000,Regression,1531321200000,0.00167,98.7,0.00209,2.35e+02,0.0198,5.76,1.4,-0.403,12,0.2,0.2,0.1,0.0
3449.0,175307.0,1320000,Regression,1531323186000,0.0019,1.17e+02,0.00209,2.35e+02,0.0197,5.72,1.4,-0.395,12,0.2,0.2,0.1,0.0
3471.0,177069.0,1330000,Regression,1531325396000,0.00235,1.97e+02,0.00209,2.34e+02,0.0196,5.7,1.39,-0.392,12,0.2,0.2,0.1,0.0
3495.0,178831.0,1340000,Regression,1531327624000,0.00248,2.15e+02,0.00209,2.34e+02,0.0195,5.68,1.39,-0.39,12,0.2,0.2,0.1,0.0
3531.0,180637.0,1350000,Regression,1531329744000,0.00296,3.23e+02,0.0021,2.35e+02,0.0195,5.69,1.39,-0.388,12,0.2,0.2,0.1,0.0
3562.0,182477.0,1360000,Regression,1531331783000,0.00283,2.78e+02,0.00211,2.35e+02,0.0195,5.68,1.39,-0.39,12,0.2,0.2,0.1,0.0
3590.0,184294.0,1370000,Regression,1531334066000,0.00276,2.51e+02,0.00211,2.35e+02,0.0195,5.67,1.39,-0.388,12,0.2,0.2,0.1,0.0
3610.0,186097.0,1380000,Regression,1531335903000,0.00273,1.8e+02,0.00212,2.35e+02,0.0194,5.64,1.38,-0.383,12,0.2,0.2,0.1,0.0
3648.0,187887.0,1390000,Regression,1531338119000,0.0032,3.41e+02,0.00212,2.36e+02,0.0194,5.65,1.38,-0.385,12,0.2,0.2,0.1,0.0
3660.0,189687.0,1400000,Regression,1531340225000,0.00215,1.08e+02,0.00212,2.35e+02,0.0193,5.61,1.38,-0.379,12,0.2,0.2,0.1,0.0
3682.0,191499.0,1410000,Regression,1531342924000,0.00246,1.97e+02,0.00213,2.34e+02,0.0192,5.59,1.37,-0.374,12,0.2,0.2,0.1,0.0
3723.0,193283.0,1420000,Regression,1531351318000,0.00355,3.68e+02,0.00214,2.35e+02,0.0193,5.6,1.3,-0.299,12,0.2,0.2,0.1,0.0
3747.0,195114.0,1430000,Regression,1531369501000,0.00259,2.15e+02,0.00214,2.35e+02,0.0192,5.59,1.3,-0.296,12,0.2,0.2,0.1,0.0
3755.0,196673.0,1440000,Regression,1531373800000,0.00167,71.8,0.00214,2.34e+02,0.0191,5.55,1.29,-0.289,12,0.2,0.2,0.1,0.0
3763.0,198181.0,1450000,Regression,1531376336000,0.00156,71.8,0.00213,2.33e+02,0.019,5.52,1.29,-0.286,12,0.2,0.2,0.1,0.0
3770.0,199689.0,1460000,Regression,1531378380000,0.00148,62.8,0.00213,2.32e+02,0.0189,5.49,1.28,-0.281,12,0.2,0.2,0.1,0.0
3776.0,201075.0,1470000,Regression,1531380197000,0.00138,53.9,0.00212,2.31e+02,0.0188,5.46,1.28,-0.276,12,0.2,0.2,0.1,0.0
3784.0,202485.0,1480000,Regression,1531381734000,0.00137,71.8,0.00212,2.3e+02,0.0187,5.44,1.27,-0.271,12,0.2,0.2,0.1,0.0
3792.0,203888.0,1490000,Regression,1531383373000,0.00144,71.8,0.00211,2.28e+02,0.0186,5.41,1.27,-0.267,12,0.2,0.2,0.1,0.0
3793.0,205269.0,1500000,Regression,1531385107000,0.00119,8.98,0.00211,2.27e+02,0.0185,5.37,1.26,-0.262,12,0.2,0.2,0.1,0.0
3795.0,206662.0,1510000,Regression,1531386959000,0.00134,17.9,0.0021,2.26e+02,0.0184,5.34,1.26,-0.256,12,0.2,0.2,0.1,0.0
3800.0,208114.0,1520000,Regression,1531388666000,0.00129,44.9,0.0021,2.24e+02,0.0183,5.31,1.25,-0.253,12,0.2,0.2,0.1,0.0
3803.0,209416.0,1530000,Regression,1531390366000,0.00133,26.9,0.00209,2.23e+02,0.0182,5.28,1.21,-0.213,12,0.2,0.2,0.1,0.0
3808.0,210754.0,1540000,Regression,1531391762000,0.00136,44.9,0.00209,2.22e+02,0.0181,5.26,1.21,-0.211,12,0.2,0.2,0.1,0.0
3812.0,212070.0,1550000,Regression,1531393262000,0.00133,35.9,0.00208,2.21e+02,0.018,5.23,1.21,-0.206,12,0.2,0.2,0.1,0.0
3821.0,213405.0,1560000,Regression,1531395080000,0.00152,80.8,0.00208,2.2e+02,0.0179,5.21,1.2,-0.204,12,0.2,0.2,0.1,0.0
3828.0,214743.0,1570000,Regression,1531396997000,0.00157,62.8,0.00208,2.19e+02,0.0178,5.19,1.2,-0.202,12,0.2,0.2,0.1,0.0
3830.0,216092.0,1580000,Regression,1531398777000,0.00139,18.0,0.00207,2.18e+02,0.0177,5.16,1.2,-0.198,12,0.2,0.2,0.1,0.0
3833.0,217420.0,1590000,Regression,1531400537000,0.00136,26.9,0.00207,2.16e+02,0.0176,5.13,1.19,-0.194,12,0.2,0.2,0.1,0.0
3837.0,218745.0,1600000,Regression,1531402278000,0.00149,35.9,0.00206,2.15e+02,0.0175,5.1,1.19,-0.19,12,0.2,0.2,0.1,0.0
3840.0,220134.0,1610000,Regression,1531404354000,0.00146,26.9,0.00206,2.14e+02,0.0174,5.07,1.19,-0.186,12,0.2,0.2,0.1,0.0
3843.0,221515.0,1620000,Regression,1531406176000,0.00148,26.9,0.00206,2.13e+02,0.0173,5.05,1.18,-0.182,12,0.2,0.2,0.1,0.0
3849.0,222894.0,1630000,Regression,1531407973000,0.00164,53.9,0.00205,2.12e+02,0.0173,5.02,1.18,-0.18,12,0.2,0.2,0.1,0.0
3861.0,224425.0,1640000,Regression,1531409990000,0.00199,1.08e+02,0.00205,2.11e+02,0.0172,5.0,1.18,-0.178,12,0.2,0.2,0.1,0.0
3876.0,226056.0,1650000,Regression,1531412247000,0.0022,1.35e+02,0.00205,2.11e+02,0.0171,4.99,1.18,-0.175,12,0.2,0.2,0.1,0.0
3903.0,227797.0,1660000,Regression,1531414664000,0.0028,2.42e+02,0.00206,2.11e+02,0.0171,4.98,1.17,-0.174,12,0.2,0.2,0.1,0.0
3935.0,229496.0,1670000,Regression,1531416880000,0.00282,2.87e+02,0.00206,2.12e+02,0.0171,4.99,1.17,-0.174,12,0.2,0.2,0.1,0.0
3960.0,231208.0,1680000,Regression,1531419218000,0.00272,2.24e+02,0.00207,2.12e+02,0.0171,4.98,1.17,-0.171,12,0.2,0.2,0.1,0.0
3989.0,232948.0,1690000,Regression,1531421594000,0.003,2.6e+02,0.00207,2.12e+02,0.0171,4.98,1.17,-0.171,12,0.2,0.2,0.1,0.0
4014.0,234594.0,1700000,Regression,1531423831000,0.00291,2.24e+02,0.00208,2.12e+02,0.0171,4.98,1.17,-0.17,12,0.2,0.2,0.1,0.0
4027.0,236327.0,1710000,Regression,1531426097000,0.00247,1.17e+02,0.00208,2.11e+02,0.017,4.96,1.17,-0.166,12,0.2,0.2,0.1,0.0
4059.0,238137.0,1720000,Regression,1531428700000,0.00343,2.87e+02,0.00209,2.12e+02,0.017,4.96,1.17,-0.166,12,0.2,0.2,0.1,0.0
4108.0,240011.0,1730000,Regression,1531433991000,0.00409,4.4e+02,0.0021,2.13e+02,0.0171,4.98,1.13,-0.129,12,0.2,0.2,0.1,0.0
4127.0,241651.0,1740000,Regression,1531452298000,0.00264,1.71e+02,0.0021,2.13e+02,0.0171,4.97,1.13,-0.128,12,0.2,0.2,0.1,0.0
4150.0,243311.0,1750000,Regression,1531457863000,0.00245,2.06e+02,0.0021,2.13e+02,0.0171,4.96,1.13,-0.127,12,0.2,0.2,0.1,0.0
4176.0,244806.0,1760000,Regression,1531460622000,0.00238,2.33e+02,0.00211,2.13e+02,0.0171,4.96,1.13,-0.127,12,0.2,0.2,0.1,0.0
4194.0,246159.0,1770000,Regression,1531462674000,0.00198,1.62e+02,0.0021,2.13e+02,0.017,4.96,1.13,-0.126,12,0.2,0.2,0.1,0.0
