Clicks,Impressions,TotalImpressions,Method,Timestamp,MSE,CumulativeMSE,MMSE,MCumulativeMSE,LocalCTR,Calibration,NE,RIG,Hours,TrainPart,RecommendationPart,Alpha,EqClicks
3.0,378.0,110000,Regression,1531044493000,0.0289,2.29e+03,2.64e-05,2.45,0.00796,2.31,0.447,0.553,12,0.2,0.2,0.1,0.0
25.0,1741.0,120000,Regression,1531046231000,0.00151,1.98e+02,0.00015,18.7,0.0144,4.18,1.34,-0.338,12,0.2,0.2,0.1,0.0
50.0,3127.0,130000,Regression,1531048017000,0.00181,2.25e+02,0.000278,34.5,0.016,4.65,1.68,-0.684,12,0.2,0.2,0.1,0.0
89.0,4400.0,140000,Regression,1531049805000,0.00238,3.5e+02,0.000428,57.1,0.0202,5.88,2.27,-1.27,12,0.2,0.2,0.1,0.0
116.0,5733.0,150000,Regression,1531051599000,0.00183,2.43e+02,0.000521,69.5,0.0202,5.89,2.23,-1.23,12,0.2,0.2,0.1,0.0
148.0,6987.0,160000,Regression,1531053310000,0.00211,2.87e+02,0.000621,83.1,0.0212,6.16,2.37,-1.37,12,0.2,0.2,0.1,0.0
172.0,8379.0,170000,Regression,1531054948000,0.00163,2.16e+02,0.00068,90.9,0.0205,5.97,2.34,-1.34,12,0.2,0.2,0.1,0.0
194.0,9852.0,180000,Regression,1531056675000,0.00161,1.98e+02,0.000732,96.8,0.0197,5.73,2.26,-1.26,12,0.2,0.2,0.1,0.0
225.0,11249.0,190000,Regression,1531058328000,0.0021,2.78e+02,0.000804,1.06e+02,0.02,5.82,2.4,-1.4,12,0.2,0.2,0.1,0.0
260.0,12615.0,200000,Regression,1531059941000,0.00225,3.14e+02,0.000877,1.17e+02,0.0206,6.0,2.5,-1.5,12,0.2,0.2,0.1,0.0
293.0,13994.0,210000,Regression,1531061809000,0.00225,2.96e+02,0.000942,1.25e+02,0.0209,6.09,2.56,-1.56,12,0.2,0.2,0.1,0.0
338.0,15364.0,220000,Regression,1531063581000,0.00283,4.04e+02,0.00103,1.38e+02,0.022,6.4,2.64,-1.64,12,0.2,0.2,0.1,0.0
365.0,16702.0,230000,Regression,1531065314000,0.00186,2.43e+02,0.00106,1.43e+02,0.0219,6.36,2.68,-1.68,12,0.2,0.2,0.1,0.0
400.0,18013.0,240000,Regression,1531067084000,0.00231,3.14e+02,0.00112,1.5e+02,0.0222,6.46,2.72,-1.72,12,0.2,0.2,0.1,0.0
508.0,19581.0,250000,Regression,1531068933000,0.00651,9.7e+02,0.00133,1.83e+02,0.0259,7.55,3.0,-2.0,12,0.2,0.2,0.1,0.0
585.0,20956.0,260000,Regression,1531070560000,0.00473,6.92e+02,0.00146,2.02e+02,0.0279,8.12,3.25,-2.25,12,0.2,0.2,0.1,0.0
652.0,22311.0,270000,Regression,1531071931000,0.004,6.02e+02,0.00156,2.17e+02,0.0292,8.5,3.38,-2.38,12,0.2,0.2,0.1,0.0
724.0,23855.0,280000,Regression,1531073370000,0.00435,6.47e+02,0.00166,2.32e+02,0.0304,8.83,3.53,-2.53,12,0.2,0.2,0.1,0.0
770.0,25159.0,290000,Regression,1531074828000,0.00292,4.13e+02,0.0017,2.38e+02,0.0306,8.9,3.51,-2.51,12,0.2,0.2,0.1,0.0
820.0,26577.0,300000,Regression,1531076102000,0.0032,4.49e+02,0.00175,2.46e+02,0.0309,8.97,3.53,-2.53,12,0.2,0.2,0.1,0.0
873.0,27950.0,310000,Regression,1531077460000,0.00342,4.76e+02,0.0018,2.53e+02,0.0312,9.09,3.51,-2.51,12,0.2,0.2,0.1,0.0
941.0,29382.0,320000,Regression,1531078853000,0.00422,6.11e+02,0.00188,2.64e+02,0.032,9.32,3.59,-2.59,12,0.2,0.2,0.1,0.0
1002.0,30783.0,330000,Regression,1531080285000,0.00383,5.48e+02,0.00194,2.73e+02,0.0326,9.47,3.65,-2.65,12,0.2,0.2,0.1,0.0
1067.0,32172.0,340000,Regression,1531081775000,0.00401,5.84e+02,0.002,2.82e+02,0.0332,9.65,3.79,-2.79,12,0.2,0.2,0.1,0.0
1144.0,33596.0,350000,Regression,1531083470000,0.00455,6.92e+02,0.00207,2.94e+02,0.0341,9.9,3.87,-2.87,12,0.2,0.2,0.1,0.0
1225.0,35159.0,360000,Regression,1531085548000,0.00488,7.28e+02,0.00215,3.06e+02,0.0348,10.1,3.95,-2.95,12,0.2,0.2,0.1,0.0
1284.0,36640.0,370000,Regression,1531091700000,0.00399,5.3e+02,0.0022,3.12e+02,0.035,10.2,3.13,-2.13,12,0.2,0.2,0.1,0.0
1344.0,38106.0,380000,Regression,1531109678000,0.00358,5.39e+02,0.00224,3.18e+02,0.0353,10.3,3.16,-2.16,12,0.2,0.2,0.1,0.0
1390.0,39653.0,390000,Regression,1531114011000,0.00281,4.13e+02,0.00225,3.2e+02,0.0351,10.2,3.17,-2.17,12,0.2,0.2,0.1,0.0
1419.0,41274.0,400000,Regression,1531116623000,0.00199,2.6e+02,0.00224,3.19e+02,0.0344,10.0,3.14,-2.14,12,0.2,0.2,0.1,0.0
1437.0,42940.0,410000,Regression,1531118649000,0.00161,1.62e+02,0.00223,3.15e+02,0.0335,9.73,3.07,-2.07,12,0.2,0.2,0.1,0.0
1458.0,44678.0,420000,Regression,1531120418000,0.00157,1.88e+02,0.00221,3.12e+02,0.0326,9.49,3.01,-2.01,12,0.2,0.2,0.1,0.0
1475.0,46293.0,430000,Regression,1531122132000,0.00138,1.53e+02,0.00219,3.08e+02,0.0319,9.27,2.95,-1.95,12,0.2,0.2,0.1,0.0
1491.0,47944.0,440000,Regression,1531123856000,0.00135,1.44e+02,0.00217,3.04e+02,0.0311,9.05,2.88,-1.88,12,0.2,0.2,0.1,0.0
1501.0,49325.0,450000,Regression,1531125068000,0.00106,89.8,0.00215,3e+02,0.0304,8.85,2.83,-1.83,12,0.2,0.2,0.1,0.0
1519.0,50837.0,460000,Regression,1531126436000,0.00138,1.62e+02,0.00213,2.97e+02,0.0299,8.69,2.79,-1.79,12,0.2,0.2,0.1,0.0
1533.0,52311.0,470000,Regression,1531128328000,0.00131,1.26e+02,0.00212,2.93e+02,0.0293,8.52,2.75,-1.75,12,0.2,0.2,0.1,0.0
1536.0,53776.0,480000,Regression,1531129175000,0.000609,26.9,0.00208,2.87e+02,0.0286,8.31,2.7,-1.7,12,0.2,0.2,0.1,0.0
1544.0,55220.0,490000,Regression,1531130018000,0.000771,71.8,0.00206,2.83e+02,0.028,8.13,2.66,-1.66,12,0.2,0.2,0.1,0.0
1562.0,56449.0,500000,Regression,1531130800000,0.00124,1.62e+02,0.00204,2.81e+02,0.0277,8.05,2.35,-1.35,12,0.2,0.2,0.1,0.0
1570.0,57377.0,510000,Regression,1531131712000,0.00108,71.8,0.00202,2.76e+02,0.0274,7.96,2.33,-1.33,12,0.2,0.2,0.1,0.0
1594.0,58551.0,520000,Regression,1531133341000,0.00176,2.15e+02,0.00202,2.75e+02,0.0272,7.92,2.32,-1.32,12,0.2,0.2,0.1,0.0
