Clicks,Impressions,TotalImpressions,Method,Timestamp,BatchCTR,ModelCTR,MSE,MMSE,FullMSE,FullROC,FullTPR,FullFPR,FullFNR,FullPPR,ModelCalibration,ModelNE,ModelRIG,Hours,TrainPart,RecommendationPart,Alpha,EqClicks
0,83,170000,LinUCB_Disjoint,1534230790000,0.0,0.0,0.000251,1.88,0.000242,nan,0.0,0.0,1.0,nan,0.0,1.24,-0.237,12,0.2,0.2,0.1,0.0
1,151,180000,LinUCB_Disjoint,1534231691000,0.00662,0.00662,0.000391,1.89,0.000328,inf,0.143,0.0,0.857,1.0,0.143,0.91,0.0905,12,0.2,0.2,0.1,0.0
1,266,190000,LinUCB_Disjoint,1534232608000,0.00376,0.00376,0.000432,1.93,0.000389,inf,0.0833,0.0,0.917,1.0,0.0833,0.82,0.18,12,0.2,0.2,0.1,0.0
1,431,200000,LinUCB_Disjoint,1534233936000,0.00232,0.00232,0.000529,1.97,0.000497,inf,0.05,0.0,0.95,1.0,0.05,0.688,0.312,12,0.2,0.2,0.1,0.0
1,613,210000,LinUCB_Disjoint,1534235187000,0.00163,0.00163,0.000463,2.01,0.000435,inf,0.0455,0.0,0.955,1.0,0.0455,0.784,0.216,12,0.2,0.2,0.1,0.0
5,984,220000,LinUCB_Disjoint,1534236104000,0.00508,0.00508,0.000556,2.07,0.000463,inf,0.156,0.0,0.844,1.0,0.156,0.747,0.253,12,0.2,0.2,0.1,0.0
11,1406,230000,LinUCB_Disjoint,1534236961000,0.00782,0.00782,0.000709,2.12,0.000542,inf,0.229,0.0,0.771,1.0,0.229,0.675,0.325,12,0.2,0.2,0.1,0.0
18,1914,240000,LinUCB_Disjoint,1534237866000,0.0094,0.0094,0.000784,2.18,0.000549,inf,0.295,0.0,0.705,1.0,0.295,0.677,0.323,12,0.2,0.2,0.1,0.0
22,2337,250000,LinUCB_Disjoint,1534238805000,0.00941,0.00941,0.000809,2.21,0.000555,inf,0.31,0.0,0.69,1.0,0.31,0.68,0.32,12,0.2,0.2,0.1,0.0
24,2741,260000,LinUCB_Disjoint,1534239775000,0.00876,0.00876,0.000829,2.23,0.00058,inf,0.296,0.0,0.704,1.0,0.296,0.666,0.334,12,0.2,0.2,0.1,0.0
26,2853,270000,LinUCB_Disjoint,1534241105000,0.00911,0.00911,0.000827,2.21,0.000582,inf,0.292,0.0,0.708,1.0,0.292,0.661,0.339,12,0.2,0.2,0.1,0.0
26,2898,280000,LinUCB_Disjoint,1534242296000,0.00897,0.00897,0.000775,2.18,0.00055,inf,0.286,0.0,0.714,1.0,0.286,0.68,0.32,12,0.2,0.2,0.1,0.0
26,2932,290000,LinUCB_Disjoint,1534243501000,0.00887,0.00887,0.00073,2.16,0.000522,inf,0.28,0.0,0.72,1.0,0.28,0.698,0.302,12,0.2,0.2,0.1,0.0
26,2988,300000,LinUCB_Disjoint,1534245047000,0.0087,0.0087,0.000678,2.14,0.000485,inf,0.28,0.0,0.72,1.0,0.28,0.73,0.27,12,0.2,0.2,0.1,0.0
26,3056,310000,LinUCB_Disjoint,1534246509000,0.00851,0.00851,0.00066,2.13,0.000479,inf,0.268,0.0,0.732,1.0,0.268,0.734,0.266,12,0.2,0.2,0.1,0.0
26,3153,320000,LinUCB_Disjoint,1534247791000,0.00825,0.00825,0.000644,2.12,0.000474,inf,0.257,0.0,0.743,1.0,0.257,0.738,0.262,12,0.2,0.2,0.1,0.0
26,3207,330000,LinUCB_Disjoint,1534249182000,0.00811,0.00811,0.000618,2.11,0.000458,inf,0.252,0.0,0.748,1.0,0.252,0.754,0.246,12,0.2,0.2,0.1,0.0
26,3295,340000,LinUCB_Disjoint,1534250530000,0.00789,0.00789,0.000606,2.1,0.000454,inf,0.243,0.0,0.757,1.0,0.243,0.757,0.243,12,0.2,0.2,0.1,0.0
26,3360,350000,LinUCB_Disjoint,1534251944000,0.00774,0.00774,0.000596,2.09,0.000451,inf,0.234,0.0,0.766,1.0,0.234,0.76,0.24,12,0.2,0.2,0.1,0.0
26,3434,360000,LinUCB_Disjoint,1534253315000,0.00757,0.00757,0.000596,2.08,0.000459,inf,0.222,0.0,0.778,1.0,0.222,0.752,0.248,12,0.2,0.2,0.1,0.0
26,3510,370000,LinUCB_Disjoint,1534254746000,0.00741,0.00741,0.000597,2.08,0.000466,inf,0.211,0.0,0.789,1.0,0.211,0.745,0.255,12,0.2,0.2,0.1,0.0
26,3599,380000,LinUCB_Disjoint,1534256424000,0.00722,0.00722,0.000597,2.08,0.000472,inf,0.202,0.0,0.798,1.0,0.202,0.738,0.262,12,0.2,0.2,0.1,0.0
26,3685,390000,LinUCB_Disjoint,1534258149000,0.00706,0.00706,0.000598,2.07,0.000478,inf,0.193,0.0,0.807,1.0,0.193,0.733,0.267,12,0.2,0.2,0.1,0.0
26,3856,400000,LinUCB_Disjoint,1534259835000,0.00674,0.00674,0.000606,2.08,0.000491,inf,0.182,0.0,0.818,1.0,0.182,0.72,0.28,12,0.2,0.2,0.1,0.0
28,4104,410000,LinUCB_Disjoint,1534261517000,0.00682,0.00682,0.000614,2.08,0.000495,inf,0.185,0.0,0.815,1.0,0.185,0.717,0.283,12,0.2,0.2,0.1,0.0
32,4488,420000,LinUCB_Disjoint,1534263117000,0.00713,0.00713,0.000629,2.1,0.000499,inf,0.199,0.0,0.801,1.0,0.199,0.715,0.285,12,0.2,0.2,0.1,0.0
34,5023,430000,LinUCB_Disjoint,1534264612000,0.00677,0.00677,0.000658,2.12,0.000526,inf,0.194,0.0,0.806,1.0,0.194,0.693,0.307,12,0.2,0.2,0.1,0.0
34,5555,440000,LinUCB_Disjoint,1534266022000,0.00612,0.00612,0.000667,2.14,0.000539,inf,0.185,0.0,0.815,1.0,0.185,0.685,0.315,12,0.2,0.2,0.1,0.0
38,6190,450000,LinUCB_Disjoint,1534267469000,0.00614,0.00614,0.000706,2.16,0.000569,inf,0.188,0.0,0.812,1.0,0.188,0.663,0.337,12,0.2,0.2,0.1,0.0
38,6914,460000,LinUCB_Disjoint,1534268803000,0.0055,0.0055,0.000723,2.18,0.00059,inf,0.178,0.0,0.822,1.0,0.178,0.651,0.349,12,0.2,0.2,0.1,0.0
42,7436,470000,LinUCB_Disjoint,1534270749000,0.00565,0.00565,0.000733,2.19,0.00059,inf,0.188,0.0,0.812,1.0,0.188,0.653,0.347,12,0.2,0.2,0.1,0.0
42,7560,480000,LinUCB_Disjoint,1534273495000,0.0,0.00556,0.000729,2.19,0.000591,inf,0.183,0.0,0.817,1.0,0.183,0.653,0.347,12,0.2,0.2,0.1,0.0
44,7709,490000,LinUCB_Disjoint,1534275512000,0.0121,0.00571,0.000731,2.19,0.000591,inf,0.185,0.0,0.815,1.0,0.185,0.653,0.347,12,0.2,0.2,0.1,0.0
44,7807,500000,LinUCB_Disjoint,1534277406000,0.0076,0.00564,0.000727,2.19,0.000591,inf,0.18,0.0,0.82,1.0,0.18,0.652,0.348,12,0.2,0.2,0.1,0.0
