MSE,CumulativeMSE,TotalImpressions,Method,RecommendationSizePercent,RecommendationSize,Timestamp,Alpha
1.9045591004120132e-05,0.001737832485861614,12171506.0,LinUCB_Disjoint,0.02,58336,1529780631.0,0.01
1.5646035075778625e-05,0.001742411284012756,12362868.0,LinUCB_Disjoint,0.02,58336,1529784231.0,0.01
2.9191665608545654e-06,0.0017513071919236533,12700763.0,LinUCB_Disjoint,0.02,58336,1529787831.0,0.01
3.555481668358437e-05,0.0017644636621579402,12953362.0,LinUCB_Disjoint,0.02,58336,1529791431.0,0.01
1.434442377908317e-05,0.0017698174788813906,13092217.0,LinUCB_Disjoint,0.02,58336,1529795031.0,0.01
0.00025547264353959517,0.001772578799630477,13178105.0,LinUCB_Disjoint,0.02,58336,1529799470.0,0.01
0.0001929751985360067,0.0017759739749809206,13255594.0,LinUCB_Disjoint,0.02,58336,1529807447.0,0.01
0.0001851972836075072,0.0017783252307930232,13314874.0,LinUCB_Disjoint,0.02,58336,1529812387.0,0.01
8.03048922617516e-05,0.0017814572379486655,13413397.0,LinUCB_Disjoint,0.02,58336,1529815987.0,0.01
7.838741884091736e-05,0.001791698455779492,13616707.0,LinUCB_Disjoint,0.02,58336,1529819587.0,0.01
4.11011870113567e-05,0.0018037296853170336,13955876.0,LinUCB_Disjoint,0.02,58336,1529823187.0,0.01
1.75821007167788e-05,0.0018183360413037424,14352893.0,LinUCB_Disjoint,0.02,58336,1529826787.0,0.01
0.0019045283635876788,0.0019045283635876788,458775.0,LinUCB_Disjoint,0.02,58336,1529485200.0,0.001
2.8939315631667655e-05,0.001692878603432185,907502.0,LinUCB_Disjoint,0.02,58336,1529488800.0,0.001
9.138742013474893e-06,0.0016235425758754048,1454051.0,LinUCB_Disjoint,0.02,58336,1529492400.0,0.001
2.656769992714854e-05,0.0016132528266030062,1867223.0,LinUCB_Disjoint,0.02,58336,1529496000.0,0.001
1.952076682914244e-05,0.0015913209940354154,2225254.0,LinUCB_Disjoint,0.02,58336,1529499600.0,0.001
1.1461295696061296e-05,0.0015876678804568267,2574843.0,LinUCB_Disjoint,0.02,58336,1529503200.0,0.001
4.812538029780409e-05,0.0016228644795126255,2947868.0,LinUCB_Disjoint,0.02,58336,1529506800.0,0.001
5.441667532451149e-05,0.0016448446713107473,3259547.0,LinUCB_Disjoint,0.02,58336,1529510400.0,0.001
2.273802857893076e-05,0.0016639070374054176,3567316.0,LinUCB_Disjoint,0.02,58336,1529514000.0,0.001
3.0816317351067913e-06,0.0016779724336049538,3891463.0,LinUCB_Disjoint,0.02,58336,1529517600.0,0.001
3.790486734343163e-05,0.0016859527244323803,4284670.0,LinUCB_Disjoint,0.02,58336,1529521200.0,0.001
6.2808636659738415e-06,0.0016947873990546252,4762296.0,LinUCB_Disjoint,0.02,58336,1529524800.0,0.001
4.650074413351163e-06,0.0016993479254638667,5190412.0,LinUCB_Disjoint,0.02,58336,1529528400.0,0.001
2.176955195519175e-05,0.0017102356381746352,5465266.0,LinUCB_Disjoint,0.02,58336,1529532000.0,0.001
1.278161702444872e-05,0.0017102692977122962,5620426.0,LinUCB_Disjoint,0.02,58336,1529536575.0,0.001
9.626646256042253e-05,0.0017131336475989956,5754833.0,LinUCB_Disjoint,0.02,58336,1529547090.0,0.001
3.8286608879522504e-05,0.0017122923557065307,5937058.0,LinUCB_Disjoint,0.02,58336,1529552454.0,0.001
2.0096312194313863e-05,0.0017007488147551503,6285441.0,LinUCB_Disjoint,0.02,58336,1529556054.0,0.001
2.2877881285996322e-05,0.001682657664499196,6765399.0,LinUCB_Disjoint,0.02,58336,1529559654.0,0.001
1.6005889910282665e-05,0.0016693382616162415,7264957.0,LinUCB_Disjoint,0.02,58336,1529563254.0,0.001
1.2909277032250594e-05,0.0016453676655632144,7806138.0,LinUCB_Disjoint,0.02,58336,1529566854.0,0.001
4.87775030451824e-06,0.0016426989434858484,8010828.0,LinUCB_Disjoint,0.02,58336,1529574064.0,0.001
3.139777888648763e-05,0.0016413980455389442,8395950.0,LinUCB_Disjoint,0.02,58336,1529596060.0,0.001
5.862530720420971e-08,0.001627824144803458,8690887.0,LinUCB_Disjoint,0.02,58336,1529610970.0,0.001
6.25910298674216e-05,0.0016345071795973523,9088727.0,LinUCB_Disjoint,0.02,58336,1529741564.0,0.001
5.2103662269257656e-05,0.0016440740104494752,9337228.0,LinUCB_Disjoint,0.02,58336,1529745164.0,0.001
1.6934049116474127e-05,0.001654483865827821,9632725.0,LinUCB_Disjoint,0.02,58336,1529748764.0,0.001
3.92524635373386e-05,0.0016613821613417222,9937354.0,LinUCB_Disjoint,0.02,58336,1529752364.0,0.001
4.8650586170731e-05,0.0016747731000520294,10244740.0,LinUCB_Disjoint,0.02,58336,1529755964.0,0.001
6.985581838814104e-05,0.0016867327668497291,10529581.0,LinUCB_Disjoint,0.02,58336,1529759564.0,0.001
1.8312556130429855e-05,0.0016992176547287153,10801115.0,LinUCB_Disjoint,0.02,58336,1529763164.0,0.001
3.643665090688332e-05,0.0017100675264672001,11074817.0,LinUCB_Disjoint,0.02,58336,1529766764.0,0.001
2.4414108572763723e-08,0.0017212748321203551,11380654.0,LinUCB_Disjoint,0.02,58336,1529770364.0,0.001
2.3164845259236038e-05,0.0017262165408761306,11683812.0,LinUCB_Disjoint,0.02,58336,1529773964.0,0.001
1.600154778766224e-05,0.0017337449467864526,11934836.0,LinUCB_Disjoint,0.02,58336,1529777564.0,0.001
6.077000282405556e-05,0.001739947076953645,12198357.0,LinUCB_Disjoint,0.02,58336,1529781164.0,0.001
4.7522235741114375e-06,0.0017417446924256742,12410463.0,LinUCB_Disjoint,0.02,58336,1529784764.0,0.001
3.578360520913553e-05,0.0017541445315725982,12745964.0,LinUCB_Disjoint,0.02,58336,1529788364.0,0.001
0.00012786556201746857,0.0017660787709197746,12979795.0,LinUCB_Disjoint,0.02,58336,1529791964.0,0.001
0.00011015504902555356,0.0017705909976286481,13106110.0,LinUCB_Disjoint,0.02,58336,1529795564.0,0.001
1.1728792363418797e-05,0.001772533975471653,13190218.0,LinUCB_Disjoint,0.02,58336,1529800438.0,0.001
4.17497603678642e-05,0.0017762357719954868,13262008.0,LinUCB_Disjoint,0.02,58336,1529808168.0,0.001
0.0002515768101431397,0.001778330186572837,13317610.0,LinUCB_Disjoint,0.02,58336,1529812540.0,0.001
0.0002821174028514748,0.0017823372825044304,13419558.0,LinUCB_Disjoint,0.02,58336,1529816140.0,0.001
9.014950001067178e-05,0.0017919391806601312,13628750.0,LinUCB_Disjoint,0.02,58336,1529819740.0,0.001
1.1714227137607208e-05,0.0018046055532138113,13971746.0,LinUCB_Disjoint,0.02,58336,1529823340.0,0.001
3.512303923025641e-05,0.0018180866305318526,14369765.0,LinUCB_Disjoint,0.02,58336,1529826940.0,0.001
