Clicks,Impressions,TotalImpressions,Method,Timestamp,MSE,CumulativeMSE,MMSE,MCumulativeMSE,Hours,TrainPart,RecommendationPart,Alpha,EqClicks
1.0,157.0,50000,Random,1531044397.0,0.0468,1.81e+03,0.00515,5.39,12,0.2,0.2,0.0,0.2
1.0,2227.0,60000,Random,1531048898.0,0.335,3.15e+02,0.0602,56.9,12,0.2,0.2,0.0,0.2
7.0,4265.0,70000,Random,1531053242.0,0.339,2.25e+02,0.1,80.9,12,0.2,0.2,0.0,0.2
15.0,6174.0,80000,Random,1531058378.0,0.329,3.32e+02,0.129,1.12e+02,12,0.2,0.2,0.0,0.2
20.0,8947.0,90000,Random,1531062638.0,0.375,2.34e+02,0.156,1.26e+02,12,0.2,0.2,0.0,0.2
22.0,11039.0,100000,Random,1531066912.0,0.341,2.34e+02,0.174,1.37e+02,12,0.2,0.2,0.0,0.2
28.0,12918.0,110000,Random,1531071112.0,0.33,2.42e+02,0.189,1.46e+02,12,0.2,0.2,0.0,0.2
36.0,15080.0,120000,Random,1531074994.0,0.345,2.52e+02,0.202,1.55e+02,12,0.2,0.2,0.0,0.2
45.0,17159.0,130000,Random,1531078228.0,0.34,3.95e+02,0.212,1.73e+02,12,0.2,0.2,0.0,0.2
50.0,19417.0,140000,Random,1531082073.0,0.348,2.42e+02,0.222,1.78e+02,12,0.2,0.2,0.0,0.2
56.0,21682.0,150000,Random,1531086005.0,0.35,2.07e+02,0.23,1.8e+02,12,0.2,0.2,0.0,0.2
63.0,23583.0,160000,Random,1531104331.0,0.332,3.32e+02,0.237,1.9e+02,12,0.2,0.2,0.0,0.2
69.0,25469.0,170000,Random,1531111843.0,0.324,3.68e+02,0.242,2e+02,12,0.2,0.2,0.0,0.2
79.0,27639.0,180000,Random,1531116219.0,0.35,3.59e+02,0.248,2.09e+02,12,0.2,0.2,0.0,0.2
82.0,29561.0,190000,Random,1531120754.0,0.324,1.98e+02,0.252,2.08e+02,12,0.2,0.2,0.0,0.2
87.0,31598.0,200000,Random,1531126137.0,0.335,1.98e+02,0.256,2.08e+02,12,0.2,0.2,0.0,0.2
96.0,33488.0,210000,Random,1531130915.0,0.327,2.78e+02,0.26,2.11e+02,12,0.2,0.2,0.0,0.2
104.0,35471.0,220000,Random,1531134667.0,0.316,3.5e+02,0.262,2.18e+02,12,0.2,0.2,0.0,0.2
109.0,37451.0,230000,Random,1531139354.0,0.334,2.69e+02,0.265,2.2e+02,12,0.2,0.2,0.0,0.2
120.0,39506.0,240000,Random,1531144461.0,0.341,3.41e+02,0.268,2.25e+02,12,0.2,0.2,0.0,0.2
125.0,41535.0,250000,Random,1531149082.0,0.335,2.43e+02,0.271,2.26e+02,12,0.2,0.2,0.0,0.2
126.0,43566.0,260000,Random,1531153349.0,0.331,2.52e+02,0.273,2.27e+02,12,0.2,0.2,0.0,0.2
130.0,45454.0,270000,Random,1531156206.0,0.325,3.14e+02,0.275,2.3e+02,12,0.2,0.2,0.0,0.2
139.0,47403.0,280000,Random,1531158999.0,0.334,3.5e+02,0.277,2.34e+02,12,0.2,0.2,0.0,0.2
146.0,49341.0,290000,Random,1531162679.0,0.333,2.96e+02,0.279,2.36e+02,12,0.2,0.2,0.0,0.2
152.0,51269.0,300000,Random,1531166663.0,0.325,3.68e+02,0.281,2.41e+02,12,0.2,0.2,0.0,0.2
156.0,53254.0,310000,Random,1531170651.0,0.323,3.41e+02,0.282,2.44e+02,12,0.2,0.2,0.0,0.2
163.0,55175.0,320000,Random,1531179849.0,0.322,3.05e+02,0.283,2.46e+02,12,0.2,0.2,0.0,0.2
172.0,57139.0,330000,Random,1531197114.0,0.339,3.59e+02,0.285,2.49e+02,12,0.2,0.2,0.0,0.2
182.0,59027.0,340000,Random,1531201861.0,0.328,2.87e+02,0.286,2.5e+02,12,0.2,0.2,0.0,0.2
187.0,60839.0,350000,Random,1531207087.0,0.315,2.78e+02,0.287,2.51e+02,12,0.2,0.2,0.0,0.2
192.0,62805.0,360000,Random,1531212585.0,0.325,1.89e+02,0.288,2.49e+02,12,0.2,0.2,0.0,0.2
194.0,64722.0,370000,Random,1531217710.0,0.327,2.25e+02,0.289,2.49e+02,12,0.2,0.2,0.0,0.2
199.0,66780.0,380000,Random,1531220719.0,0.341,1.62e+02,0.291,2.46e+02,12,0.2,0.2,0.0,0.2
200.0,68779.0,390000,Random,1531224744.0,0.327,1.44e+02,0.292,2.44e+02,12,0.2,0.2,0.0,0.2
204.0,70665.0,400000,Random,1531229433.0,0.346,2.07e+02,0.293,2.43e+02,12,0.2,0.2,0.0,0.2
205.0,72498.0,410000,Random,1531233642.0,0.337,1.62e+02,0.294,2.41e+02,12,0.2,0.2,0.0,0.2
212.0,74515.0,420000,Random,1531237288.0,0.33,2.69e+02,0.295,2.42e+02,12,0.2,0.2,0.0,0.2
216.0,76581.0,430000,Random,1531239591.0,0.341,2.16e+02,0.296,2.41e+02,12,0.2,0.2,0.0,0.2
220.0,78634.0,440000,Random,1531242813.0,0.337,1.89e+02,0.297,2.4e+02,12,0.2,0.2,0.0,0.2
226.0,80630.0,450000,Random,1531246507.0,0.334,1.62e+02,0.298,2.38e+02,12,0.2,0.2,0.0,0.2
232.0,82634.0,460000,Random,1531249208.0,0.335,2.69e+02,0.299,2.39e+02,12,0.2,0.2,0.0,0.2
240.0,84794.0,470000,Random,1531252971.0,0.344,2.06e+02,0.299,2.38e+02,12,0.2,0.2,0.0,0.2
248.0,86814.0,480000,Random,1531255800.0,0.339,3.14e+02,0.3,2.4e+02,12,0.2,0.2,0.0,0.2
255.0,88784.0,490000,Random,1531259005.0,0.339,2.16e+02,0.301,2.39e+02,12,0.2,0.2,0.0,0.2
261.0,90759.0,500000,Random,1531277437.0,0.326,2.25e+02,0.302,2.39e+02,12,0.2,0.2,0.0,0.2
268.0,92607.0,510000,Random,1531284232.0,0.321,3.41e+02,0.302,2.41e+02,12,0.2,0.2,0.0,0.2
272.0,94748.0,520000,Random,1531288234.0,0.341,2.07e+02,0.303,2.4e+02,12,0.2,0.2,0.0,0.2
278.0,96742.0,530000,Random,1531292700.0,0.336,2.69e+02,0.303,2.41e+02,12,0.2,0.2,0.0,0.2
285.0,98586.0,540000,Random,1531297474.0,0.327,2.42e+02,0.304,2.41e+02,12,0.2,0.2,0.0,0.2
293.0,100733.0,550000,Random,1531302248.0,0.348,2.87e+02,0.305,2.42e+02,12,0.2,0.2,0.0,0.2
297.0,102556.0,560000,Random,1531306059.0,0.325,2.16e+02,0.305,2.41e+02,12,0.2,0.2,0.0,0.2
310.0,104743.0,570000,Random,1531310200.0,0.355,2.6e+02,0.306,2.42e+02,12,0.2,0.2,0.0,0.2
313.0,106785.0,580000,Random,1531315480.0,0.337,2.61e+02,0.306,2.42e+02,12,0.2,0.2,0.0,0.2
320.0,108683.0,590000,Random,1531320378.0,0.325,2.78e+02,0.307,2.42e+02,12,0.2,0.2,0.0,0.2
326.0,110610.0,600000,Random,1531325017.0,0.326,2.96e+02,0.307,2.43e+02,12,0.2,0.2,0.0,0.2
337.0,112651.0,610000,Random,1531329133.0,0.339,3.41e+02,0.308,2.45e+02,12,0.2,0.2,0.0,0.2
348.0,114705.0,620000,Random,1531333476.0,0.337,2.69e+02,0.308,2.45e+02,12,0.2,0.2,0.0,0.2
356.0,116703.0,630000,Random,1531338211.0,0.333,3.59e+02,0.308,2.47e+02,12,0.2,0.2,0.0,0.2
363.0,118724.0,640000,Random,1531342404.0,0.337,4.22e+02,0.309,2.5e+02,12,0.2,0.2,0.0,0.2
367.0,120951.0,650000,Random,1531346266.0,0.348,2.52e+02,0.309,2.5e+02,12,0.2,0.2,0.0,0.2
374.0,122958.0,660000,Random,1531366779.0,0.334,3.95e+02,0.31,2.52e+02,12,0.2,0.2,0.0,0.2
379.0,124902.0,670000,Random,1531372186.0,0.328,2.87e+02,0.31,2.53e+02,12,0.2,0.2,0.0,0.2
386.0,126923.0,680000,Random,1531377095.0,0.333,2.78e+02,0.31,2.53e+02,12,0.2,0.2,0.0,0.2
389.0,128924.0,690000,Random,1531382325.0,0.328,2.16e+02,0.311,2.53e+02,12,0.2,0.2,0.0,0.2
394.0,130898.0,700000,Random,1531388633.0,0.327,2.69e+02,0.311,2.53e+02,12,0.2,0.2,0.0,0.2
400.0,132896.0,710000,Random,1531393395.0,0.338,3.23e+02,0.311,2.54e+02,12,0.2,0.2,0.0,0.2
414.0,134887.0,720000,Random,1531398829.0,0.333,3.77e+02,0.312,2.55e+02,12,0.2,0.2,0.0,0.2
426.0,137008.0,730000,Random,1531403757.0,0.351,3.14e+02,0.312,2.56e+02,12,0.2,0.2,0.0,0.2
431.0,138991.0,740000,Random,1531408724.0,0.338,2.97e+02,0.312,2.57e+02,12,0.2,0.2,0.0,0.2
435.0,140915.0,750000,Random,1531413306.0,0.333,2.43e+02,0.313,2.57e+02,12,0.2,0.2,0.0,0.2
441.0,142723.0,760000,Random,1531418096.0,0.319,2.87e+02,0.313,2.57e+02,12,0.2,0.2,0.0,0.2
448.0,144707.0,770000,Random,1531422409.0,0.336,2.43e+02,0.313,2.57e+02,12,0.2,0.2,0.0,0.2
454.0,146804.0,780000,Random,1531426139.0,0.336,2.7e+02,0.313,2.57e+02,12,0.2,0.2,0.0,0.2
463.0,149054.0,790000,Random,1531429926.0,0.346,3.23e+02,0.314,2.58e+02,12,0.2,0.2,0.0,0.2
468.0,150993.0,800000,Random,1531438058.0,0.329,2.61e+02,0.314,2.58e+02,12,0.2,0.2,0.0,0.2
476.0,152894.0,810000,Random,1531456138.0,0.336,3.59e+02,0.314,2.59e+02,12,0.2,0.2,0.0,0.2
486.0,154959.0,820000,Random,1531460936.0,0.336,3.14e+02,0.315,2.6e+02,12,0.2,0.2,0.0,0.2
496.0,156853.0,830000,Random,1531466266.0,0.331,3.32e+02,0.315,2.61e+02,12,0.2,0.2,0.0,0.2
505.0,158985.0,840000,Random,1531471842.0,0.344,2.69e+02,0.315,2.61e+02,12,0.2,0.2,0.0,0.2
511.0,160981.0,850000,Random,1531476854.0,0.335,1.53e+02,0.315,2.59e+02,12,0.2,0.2,0.0,0.2
520.0,162964.0,860000,Random,1531481122.0,0.331,2.69e+02,0.316,2.6e+02,12,0.2,0.2,0.0,0.2
527.0,164983.0,870000,Random,1531485417.0,0.332,3.5e+02,0.316,2.61e+02,12,0.2,0.2,0.0,0.2
532.0,166976.0,880000,Random,1531490439.0,0.326,2.51e+02,0.316,2.61e+02,12,0.2,0.2,0.0,0.2
536.0,169023.0,890000,Random,1531495512.0,0.333,2.52e+02,0.316,2.6e+02,12,0.2,0.2,0.0,0.2
542.0,171007.0,900000,Random,1531501136.0,0.334,2.87e+02,0.316,2.61e+02,12,0.2,0.2,0.0,0.2
546.0,173076.0,910000,Random,1531507224.0,0.34,3.14e+02,0.316,2.61e+02,12,0.2,0.2,0.0,0.2
551.0,175170.0,920000,Random,1531511395.0,0.338,3.41e+02,0.317,2.62e+02,12,0.2,0.2,0.0,0.2
559.0,177193.0,930000,Random,1531515478.0,0.333,2.42e+02,0.317,2.62e+02,12,0.2,0.2,0.0,0.2
565.0,179032.0,940000,Random,1531521280.0,0.329,2.6e+02,0.317,2.62e+02,12,0.2,0.2,0.0,0.2
575.0,181084.0,950000,Random,1531539658.0,0.336,2.87e+02,0.317,2.62e+02,12,0.2,0.2,0.0,0.2
581.0,183261.0,960000,Random,1531547734.0,0.347,3.05e+02,0.318,2.63e+02,12,0.2,0.2,0.0,0.2
596.0,185372.0,970000,Random,1531551869.0,0.336,3.41e+02,0.318,2.63e+02,12,0.2,0.2,0.0,0.2
597.0,187296.0,980000,Random,1531555975.0,0.331,2.43e+02,0.318,2.63e+02,12,0.2,0.2,0.0,0.2
601.0,189268.0,990000,Random,1531560448.0,0.332,1.98e+02,0.318,2.63e+02,12,0.2,0.2,0.0,0.2
609.0,191235.0,1000000,Random,1531564937.0,0.338,1.89e+02,0.318,2.62e+02,12,0.2,0.2,0.0,0.2
611.0,193216.0,1010000,Random,1531569112.0,0.338,2.16e+02,0.318,2.61e+02,12,0.2,0.2,0.0,0.2
621.0,195208.0,1020000,Random,1531574479.0,0.344,3.59e+02,0.319,2.62e+02,12,0.2,0.2,0.0,0.2
628.0,197168.0,1030000,Random,1531579769.0,0.337,3.5e+02,0.319,2.63e+02,12,0.2,0.2,0.0,0.2
640.0,199044.0,1040000,Random,1531584911.0,0.328,4.49e+02,0.319,2.65e+02,12,0.2,0.2,0.0,0.2
646.0,200984.0,1050000,Random,1531589433.0,0.33,2.51e+02,0.319,2.65e+02,12,0.2,0.2,0.0,0.2
