Clicks,Impressions,TotalImpressions,Method,Timestamp,MSE,CumulativeMSE,MMSE,MCumulativeMSE,Hours,TrainPart,RecommendationPart,Alpha,EqClicks,LearningRate,HiddenLayers
0.0,179.0,50000,NN,1531044397.0,0.0225,1.81e+03,0.000298,5.4,12,0.2,0.2,0.0,0.2,0.01,10
6.0,2319.0,60000,NN,1531048898.0,0.0182,3.15e+02,0.00327,57.0,12,0.2,0.2,0.0,0.2,0.01,10
11.0,4446.0,70000,NN,1531053242.0,0.0173,2.25e+02,0.00528,80.9,12,0.2,0.2,0.0,0.2,0.01,10
22.0,6522.0,80000,NN,1531058378.0,0.0181,3.33e+02,0.00689,1.12e+02,12,0.2,0.2,0.0,0.2,0.01,10
27.0,8298.0,90000,NN,1531062638.0,0.0172,2.34e+02,0.00803,1.26e+02,12,0.2,0.2,0.0,0.2,0.01,10
32.0,10366.0,100000,NN,1531066912.0,0.0171,2.34e+02,0.00894,1.37e+02,12,0.2,0.2,0.0,0.2,0.01,10
37.0,12597.0,110000,NN,1531071112.0,0.0175,2.43e+02,0.00972,1.46e+02,12,0.2,0.2,0.0,0.2,0.01,10
45.0,14697.0,120000,NN,1531074994.0,0.0172,2.52e+02,0.0103,1.55e+02,12,0.2,0.2,0.0,0.2,0.01,10
56.0,16851.0,130000,NN,1531078228.0,0.0185,3.96e+02,0.011,1.74e+02,12,0.2,0.2,0.0,0.2,0.01,10
60.0,19121.0,140000,NN,1531082073.0,0.0177,2.43e+02,0.0115,1.79e+02,12,0.2,0.2,0.0,0.2,0.01,10
66.0,21777.0,150000,NN,1531086005.0,0.0178,2.07e+02,0.0119,1.8e+02,12,0.2,0.2,0.0,0.2,0.01,10
71.0,24256.0,160000,NN,1531104331.0,0.0213,3.33e+02,0.0125,1.9e+02,12,0.2,0.2,0.0,0.2,0.01,10
77.0,26291.0,170000,NN,1531111843.0,0.0213,3.69e+02,0.013,2e+02,12,0.2,0.2,0.0,0.2,0.01,10
83.0,28765.0,180000,NN,1531116219.0,0.0224,3.6e+02,0.0135,2.09e+02,12,0.2,0.2,0.0,0.2,0.01,10
88.0,30905.0,190000,NN,1531120754.0,0.0202,1.98e+02,0.0139,2.09e+02,12,0.2,0.2,0.0,0.2,0.01,10
93.0,33207.0,200000,NN,1531126137.0,0.0206,1.98e+02,0.0142,2.08e+02,12,0.2,0.2,0.0,0.2,0.01,10
100.0,35694.0,210000,NN,1531130915.0,0.0218,2.79e+02,0.0146,2.12e+02,12,0.2,0.2,0.0,0.2,0.01,10
104.0,38163.0,220000,NN,1531134667.0,0.023,3.51e+02,0.0149,2.18e+02,12,0.2,0.2,0.0,0.2,0.01,10
109.0,40585.0,230000,NN,1531139354.0,0.0224,2.7e+02,0.0153,2.2e+02,12,0.2,0.2,0.0,0.2,0.01,10
116.0,42631.0,240000,NN,1531144461.0,0.0224,3.42e+02,0.0156,2.25e+02,12,0.2,0.2,0.0,0.2,0.01,10
119.0,44683.0,250000,NN,1531149082.0,0.0215,2.43e+02,0.0158,2.26e+02,12,0.2,0.2,0.0,0.2,0.01,10
126.0,46892.0,260000,NN,1531153349.0,0.0215,2.52e+02,0.016,2.27e+02,12,0.2,0.2,0.0,0.2,0.01,10
133.0,49048.0,270000,NN,1531156206.0,0.0218,3.15e+02,0.0162,2.3e+02,12,0.2,0.2,0.0,0.2,0.01,10
141.0,51150.0,280000,NN,1531158999.0,0.0221,3.51e+02,0.0165,2.34e+02,12,0.2,0.2,0.0,0.2,0.01,10
146.0,53430.0,290000,NN,1531162679.0,0.0221,2.97e+02,0.0166,2.37e+02,12,0.2,0.2,0.0,0.2,0.01,10
151.0,55609.0,300000,NN,1531166663.0,0.0226,3.69e+02,0.0168,2.41e+02,12,0.2,0.2,0.0,0.2,0.01,10
157.0,58048.0,310000,NN,1531170651.0,0.0229,3.42e+02,0.017,2.44e+02,12,0.2,0.2,0.0,0.2,0.01,10
164.0,60726.0,320000,NN,1531179849.0,0.0225,3.06e+02,0.0172,2.46e+02,12,0.2,0.2,0.0,0.2,0.01,10
173.0,62920.0,330000,NN,1531197114.0,0.0209,3.6e+02,0.0173,2.5e+02,12,0.2,0.2,0.0,0.2,0.01,10
179.0,65340.0,340000,NN,1531201861.0,0.021,2.88e+02,0.0174,2.51e+02,12,0.2,0.2,0.0,0.2,0.01,10
184.0,67558.0,350000,NN,1531207087.0,0.0205,2.79e+02,0.0175,2.52e+02,12,0.2,0.2,0.0,0.2,0.01,10
188.0,69914.0,360000,NN,1531212585.0,0.0201,1.89e+02,0.0176,2.5e+02,12,0.2,0.2,0.0,0.2,0.01,10
194.0,72241.0,370000,NN,1531217710.0,0.0198,2.25e+02,0.0177,2.49e+02,12,0.2,0.2,0.0,0.2,0.01,10
195.0,74484.0,380000,NN,1531220719.0,0.0177,1.62e+02,0.0177,2.47e+02,12,0.2,0.2,0.0,0.2,0.01,10
198.0,76859.0,390000,NN,1531224744.0,0.0177,1.44e+02,0.0177,2.44e+02,12,0.2,0.2,0.0,0.2,0.01,10
202.0,79032.0,400000,NN,1531229433.0,0.0181,2.07e+02,0.0177,2.43e+02,12,0.2,0.2,0.0,0.2,0.01,10
207.0,81452.0,410000,NN,1531233642.0,0.0182,1.62e+02,0.0177,2.41e+02,12,0.2,0.2,0.0,0.2,0.01,10
212.0,83696.0,420000,NN,1531237288.0,0.0185,2.7e+02,0.0177,2.42e+02,12,0.2,0.2,0.0,0.2,0.01,10
216.0,85936.0,430000,NN,1531239591.0,0.0182,2.16e+02,0.0177,2.41e+02,12,0.2,0.2,0.0,0.2,0.01,10
219.0,88372.0,440000,NN,1531242813.0,0.0181,1.89e+02,0.0177,2.4e+02,12,0.2,0.2,0.0,0.2,0.01,10
224.0,90482.0,450000,NN,1531246507.0,0.0174,1.62e+02,0.0177,2.38e+02,12,0.2,0.2,0.0,0.2,0.01,10
227.0,92391.0,460000,NN,1531249208.0,0.0179,2.7e+02,0.0177,2.39e+02,12,0.2,0.2,0.0,0.2,0.01,10
231.0,94563.0,470000,NN,1531252971.0,0.0177,2.07e+02,0.0177,2.38e+02,12,0.2,0.2,0.0,0.2,0.01,10
239.0,96916.0,480000,NN,1531255800.0,0.0192,3.15e+02,0.0177,2.4e+02,12,0.2,0.2,0.0,0.2,0.01,10
242.0,99366.0,490000,NN,1531259005.0,0.0188,2.16e+02,0.0178,2.4e+02,12,0.2,0.2,0.0,0.2,0.01,10
249.0,102104.0,500000,NN,1531277437.0,0.0172,2.25e+02,0.0178,2.39e+02,12,0.2,0.2,0.0,0.2,0.01,10
256.0,104305.0,510000,NN,1531284232.0,0.0171,3.42e+02,0.0177,2.41e+02,12,0.2,0.2,0.0,0.2,0.01,10
262.0,106856.0,520000,NN,1531288234.0,0.0164,2.07e+02,0.0177,2.41e+02,12,0.2,0.2,0.0,0.2,0.01,10
269.0,109276.0,530000,NN,1531292700.0,0.0166,2.7e+02,0.0177,2.41e+02,12,0.2,0.2,0.0,0.2,0.01,10
274.0,111704.0,540000,NN,1531297474.0,0.0166,2.43e+02,0.0177,2.41e+02,12,0.2,0.2,0.0,0.2,0.01,10
283.0,114067.0,550000,NN,1531302248.0,0.0168,2.88e+02,0.0177,2.42e+02,12,0.2,0.2,0.0,0.2,0.01,10
288.0,116400.0,560000,NN,1531306059.0,0.0149,2.16e+02,0.0176,2.42e+02,12,0.2,0.2,0.0,0.2,0.01,10
298.0,118878.0,570000,NN,1531310200.0,0.015,2.61e+02,0.0176,2.42e+02,12,0.2,0.2,0.0,0.2,0.01,10
302.0,121286.0,580000,NN,1531315480.0,0.0149,2.61e+02,0.0175,2.42e+02,12,0.2,0.2,0.0,0.2,0.01,10
306.0,123421.0,590000,NN,1531320378.0,0.015,2.79e+02,0.0175,2.43e+02,12,0.2,0.2,0.0,0.2,0.01,10
314.0,125838.0,600000,NN,1531325017.0,0.0154,2.97e+02,0.0174,2.44e+02,12,0.2,0.2,0.0,0.2,0.01,10
323.0,128030.0,610000,NN,1531329133.0,0.0154,3.42e+02,0.0174,2.45e+02,12,0.2,0.2,0.0,0.2,0.01,10
331.0,130308.0,620000,NN,1531333476.0,0.0148,2.7e+02,0.0174,2.46e+02,12,0.2,0.2,0.0,0.2,0.01,10
338.0,132542.0,630000,NN,1531338211.0,0.0155,3.6e+02,0.0173,2.48e+02,12,0.2,0.2,0.0,0.2,0.01,10
348.0,134911.0,640000,NN,1531342404.0,0.0163,4.23e+02,0.0173,2.5e+02,12,0.2,0.2,0.0,0.2,0.01,10
353.0,137585.0,650000,NN,1531346266.0,0.0153,2.52e+02,0.0173,2.5e+02,12,0.2,0.2,0.0,0.2,0.01,10
361.0,139789.0,660000,NN,1531366779.0,0.015,3.96e+02,0.0173,2.52e+02,12,0.2,0.2,0.0,0.2,0.01,10
367.0,142679.0,670000,NN,1531372186.0,0.0146,2.88e+02,0.0172,2.53e+02,12,0.2,0.2,0.0,0.2,0.01,10
376.0,145194.0,680000,NN,1531377095.0,0.0142,2.79e+02,0.0172,2.53e+02,12,0.2,0.2,0.0,0.2,0.01,10
381.0,147657.0,690000,NN,1531382325.0,0.0136,2.16e+02,0.0171,2.53e+02,12,0.2,0.2,0.0,0.2,0.01,10
390.0,150154.0,700000,NN,1531388633.0,0.0144,2.7e+02,0.0171,2.53e+02,12,0.2,0.2,0.0,0.2,0.01,10
394.0,152643.0,710000,NN,1531393395.0,0.0143,3.24e+02,0.017,2.54e+02,12,0.2,0.2,0.0,0.2,0.01,10
407.0,155179.0,720000,NN,1531398829.0,0.0147,3.78e+02,0.017,2.56e+02,12,0.2,0.2,0.0,0.2,0.01,10
416.0,157342.0,730000,NN,1531403757.0,0.0139,3.15e+02,0.017,2.57e+02,12,0.2,0.2,0.0,0.2,0.01,10
419.0,159823.0,740000,NN,1531408724.0,0.014,2.97e+02,0.0169,2.57e+02,12,0.2,0.2,0.0,0.2,0.01,10
425.0,162197.0,750000,NN,1531413306.0,0.0135,2.43e+02,0.0169,2.57e+02,12,0.2,0.2,0.0,0.2,0.01,10
431.0,164553.0,760000,NN,1531418096.0,0.0137,2.88e+02,0.0168,2.57e+02,12,0.2,0.2,0.0,0.2,0.01,10
440.0,166780.0,770000,NN,1531422409.0,0.0133,2.43e+02,0.0168,2.57e+02,12,0.2,0.2,0.0,0.2,0.01,10
451.0,169113.0,780000,NN,1531426139.0,0.0136,2.7e+02,0.0168,2.57e+02,12,0.2,0.2,0.0,0.2,0.01,10
458.0,171684.0,790000,NN,1531429926.0,0.0142,3.24e+02,0.0167,2.58e+02,12,0.2,0.2,0.0,0.2,0.01,10
464.0,174343.0,800000,NN,1531438058.0,0.0139,2.61e+02,0.0167,2.58e+02,12,0.2,0.2,0.0,0.2,0.01,10
477.0,177002.0,810000,NN,1531456138.0,0.0148,3.6e+02,0.0167,2.59e+02,12,0.2,0.2,0.0,0.2,0.01,10
484.0,179518.0,820000,NN,1531460936.0,0.0144,3.15e+02,0.0166,2.6e+02,12,0.2,0.2,0.0,0.2,0.01,10
494.0,181888.0,830000,NN,1531466266.0,0.0145,3.33e+02,0.0166,2.61e+02,12,0.2,0.2,0.0,0.2,0.01,10
500.0,184379.0,840000,NN,1531471842.0,0.014,2.7e+02,0.0166,2.61e+02,12,0.2,0.2,0.0,0.2,0.01,10
504.0,186702.0,850000,NN,1531476854.0,0.013,1.53e+02,0.0165,2.6e+02,12,0.2,0.2,0.0,0.2,0.01,10
510.0,189142.0,860000,NN,1531481122.0,0.0144,2.7e+02,0.0165,2.6e+02,12,0.2,0.2,0.0,0.2,0.01,10
517.0,191514.0,870000,NN,1531485417.0,0.0151,3.51e+02,0.0165,2.61e+02,12,0.2,0.2,0.0,0.2,0.01,10
522.0,193898.0,880000,NN,1531490439.0,0.0142,2.52e+02,0.0165,2.61e+02,12,0.2,0.2,0.0,0.2,0.01,10
531.0,196452.0,890000,NN,1531495512.0,0.0144,2.52e+02,0.0164,2.61e+02,12,0.2,0.2,0.0,0.2,0.01,10
536.0,198804.0,900000,NN,1531501136.0,0.0146,2.88e+02,0.0164,2.61e+02,12,0.2,0.2,0.0,0.2,0.01,10
545.0,201054.0,910000,NN,1531507224.0,0.0146,3.15e+02,0.0164,2.62e+02,12,0.2,0.2,0.0,0.2,0.01,10
557.0,203527.0,920000,NN,1531511395.0,0.015,3.42e+02,0.0164,2.63e+02,12,0.2,0.2,0.0,0.2,0.01,10
560.0,205946.0,930000,NN,1531515478.0,0.0142,2.43e+02,0.0164,2.62e+02,12,0.2,0.2,0.0,0.2,0.01,10
563.0,208558.0,940000,NN,1531521280.0,0.0149,2.61e+02,0.0163,2.62e+02,12,0.2,0.2,0.0,0.2,0.01,10
572.0,210946.0,950000,NN,1531539658.0,0.0158,2.88e+02,0.0163,2.63e+02,12,0.2,0.2,0.0,0.2,0.01,10
576.0,213364.0,960000,NN,1531547734.0,0.0159,3.06e+02,0.0163,2.63e+02,12,0.2,0.2,0.0,0.2,0.01,10
581.0,215807.0,970000,NN,1531551869.0,0.0161,3.42e+02,0.0163,2.64e+02,12,0.2,0.2,0.0,0.2,0.01,10
587.0,218079.0,980000,NN,1531555975.0,0.0153,2.43e+02,0.0163,2.64e+02,12,0.2,0.2,0.0,0.2,0.01,10
594.0,220317.0,990000,NN,1531560448.0,0.0149,1.98e+02,0.0163,2.63e+02,12,0.2,0.2,0.0,0.2,0.01,10
600.0,222787.0,1000000,NN,1531564937.0,0.0158,1.89e+02,0.0163,2.62e+02,12,0.2,0.2,0.0,0.2,0.01,10
609.0,225314.0,1010000,NN,1531569112.0,0.0165,2.16e+02,0.0163,2.62e+02,12,0.2,0.2,0.0,0.2,0.01,10
615.0,227677.0,1020000,NN,1531574479.0,0.0177,3.6e+02,0.0163,2.63e+02,12,0.2,0.2,0.0,0.2,0.01,10
621.0,229838.0,1030000,NN,1531579769.0,0.0174,3.51e+02,0.0163,2.64e+02,12,0.2,0.2,0.0,0.2,0.01,10
626.0,231878.0,1040000,NN,1531584911.0,0.0181,4.5e+02,0.0163,2.65e+02,12,0.2,0.2,0.0,0.2,0.01,10
630.0,233964.0,1050000,NN,1531589433.0,0.0164,2.52e+02,0.0163,2.65e+02,12,0.2,0.2,0.0,0.2,0.01,10
640.0,236381.0,1060000,NN,1531594544.0,0.0177,3.69e+02,0.0164,2.66e+02,12,0.2,0.2,0.0,0.2,0.01,10
650.0,238722.0,1070000,NN,1531599539.0,0.0176,3.69e+02,0.0164,2.67e+02,12,0.2,0.2,0.0,0.2,0.01,10
661.0,240995.0,1080000,NN,1531605095.0,0.0175,3.69e+02,0.0164,2.68e+02,12,0.2,0.2,0.0,0.2,0.01,10
677.0,243493.0,1090000,NN,1531625124.0,0.0207,5.4e+02,0.0164,2.71e+02,12,0.2,0.2,0.0,0.2,0.01,10
688.0,245824.0,1100000,NN,1531636583.0,0.0201,4.77e+02,0.0165,2.73e+02,12,0.2,0.2,0.0,0.2,0.01,10
701.0,248112.0,1110000,NN,1531641517.0,0.02,4.5e+02,0.0165,2.74e+02,12,0.2,0.2,0.0,0.2,0.01,10
714.0,250416.0,1120000,NN,1531646662.0,0.0196,3.96e+02,0.0165,2.75e+02,12,0.2,0.2,0.0,0.2,0.01,10
720.0,252885.0,1130000,NN,1531651790.0,0.0198,2.79e+02,0.0165,2.75e+02,12,0.2,0.2,0.0,0.2,0.01,10
728.0,255241.0,1140000,NN,1531657226.0,0.0212,3.69e+02,0.0166,2.76e+02,12,0.2,0.2,0.0,0.2,0.01,10
741.0,257559.0,1150000,NN,1531662211.0,0.0208,3.42e+02,0.0166,2.77e+02,12,0.2,0.2,0.0,0.2,0.01,10
749.0,259697.0,1160000,NN,1531667831.0,0.0202,2.97e+02,0.0167,2.77e+02,12,0.2,0.2,0.0,0.2,0.01,10
754.0,261840.0,1170000,NN,1531673042.0,0.0209,3.78e+02,0.0167,2.78e+02,12,0.2,0.2,0.0,0.2,0.01,10
756.0,263878.0,1180000,NN,1531676924.0,0.0191,1.71e+02,0.0167,2.77e+02,12,0.2,0.2,0.0,0.2,0.01,10
764.0,266191.0,1190000,NN,1531680593.0,0.0199,2.25e+02,0.0167,2.76e+02,12,0.2,0.2,0.0,0.2,0.01,10
775.0,268558.0,1200000,NN,1531683936.0,0.0209,3.51e+02,0.0168,2.77e+02,12,0.2,0.2,0.0,0.2,0.01,10
787.0,270962.0,1210000,NN,1531687517.0,0.0205,2.88e+02,0.0168,2.77e+02,12,0.2,0.2,0.0,0.2,0.01,10
792.0,273530.0,1220000,NN,1531692173.0,0.0206,2.43e+02,0.0168,2.77e+02,12,0.2,0.2,0.0,0.2,0.01,10
801.0,275966.0,1230000,NN,1531712219.0,0.0223,3.33e+02,0.0169,2.77e+02,12,0.2,0.2,0.0,0.2,0.01,10
812.0,278490.0,1240000,NN,1531717912.0,0.0217,2.34e+02,0.0169,2.77e+02,12,0.2,0.2,0.0,0.2,0.01,10
819.0,281184.0,1250000,NN,1531722233.0,0.0216,1.71e+02,0.017,2.76e+02,12,0.2,0.2,0.0,0.2,0.01,10
826.0,283486.0,1260000,NN,1531726765.0,0.0218,2.7e+02,0.017,2.76e+02,12,0.2,0.2,0.0,0.2,0.01,10
836.0,286083.0,1270000,NN,1531731881.0,0.0222,2.61e+02,0.017,2.76e+02,12,0.2,0.2,0.0,0.2,0.01,10
845.0,288507.0,1280000,NN,1531736623.0,0.0229,3.24e+02,0.0171,2.76e+02,12,0.2,0.2,0.0,0.2,0.01,10
849.0,290797.0,1290000,NN,1531739901.0,0.0233,3.06e+02,0.0171,2.76e+02,12,0.2,0.2,0.0,0.2,0.01,10
856.0,293201.0,1300000,NN,1531744511.0,0.0232,2.97e+02,0.0172,2.77e+02,12,0.2,0.2,0.0,0.2,0.01,10
867.0,295587.0,1310000,NN,1531748850.0,0.0236,3.6e+02,0.0172,2.77e+02,12,0.2,0.2,0.0,0.2,0.01,10
873.0,297877.0,1320000,NN,1531753220.0,0.0235,3.42e+02,0.0173,2.78e+02,12,0.2,0.2,0.0,0.2,0.01,10
880.0,300423.0,1330000,NN,1531757647.0,0.0239,3.51e+02,0.0173,2.78e+02,12,0.2,0.2,0.0,0.2,0.01,10
884.0,302882.0,1340000,NN,1531761797.0,0.0232,2.7e+02,0.0174,2.78e+02,12,0.2,0.2,0.0,0.2,0.01,10
890.0,305167.0,1350000,NN,1531765591.0,0.0233,2.97e+02,0.0174,2.78e+02,12,0.2,0.2,0.0,0.2,0.01,10
896.0,307536.0,1360000,NN,1531769214.0,0.023,2.79e+02,0.0175,2.78e+02,12,0.2,0.2,0.0,0.2,0.01,10
910.0,310076.0,1370000,NN,1531772801.0,0.0237,3.15e+02,0.0175,2.79e+02,12,0.2,0.2,0.0,0.2,0.01,10
919.0,312738.0,1380000,NN,1531776637.0,0.0247,4.14e+02,0.0175,2.8e+02,12,0.2,0.2,0.0,0.2,0.01,10
921.0,315161.0,1390000,NN,1531791298.0,0.0228,1.98e+02,0.0176,2.79e+02,12,0.2,0.2,0.0,0.2,0.01,10
931.0,317524.0,1400000,NN,1531802711.0,0.0244,4.05e+02,0.0176,2.8e+02,12,0.2,0.2,0.0,0.2,0.01,10
938.0,320133.0,1410000,NN,1531807351.0,0.023,1.8e+02,0.0177,2.79e+02,12,0.2,0.2,0.0,0.2,0.01,10
943.0,322545.0,1420000,NN,1531812163.0,0.0233,2.43e+02,0.0177,2.79e+02,12,0.2,0.2,0.0,0.2,0.01,10
952.0,325024.0,1430000,NN,1531817738.0,0.0234,2.7e+02,0.0178,2.79e+02,12,0.2,0.2,0.0,0.2,0.01,10
962.0,327452.0,1440000,NN,1531822912.0,0.0228,2.07e+02,0.0178,2.78e+02,12,0.2,0.2,0.0,0.2,0.01,10
967.0,329772.0,1450000,NN,1531826615.0,0.022,1.62e+02,0.0178,2.78e+02,12,0.2,0.2,0.0,0.2,0.01,10
977.0,332188.0,1460000,NN,1531831699.0,0.023,3.06e+02,0.0179,2.78e+02,12,0.2,0.2,0.0,0.2,0.01,10
984.0,334536.0,1470000,NN,1531837226.0,0.0233,3.06e+02,0.0179,2.78e+02,12,0.2,0.2,0.0,0.2,0.01,10
990.0,336796.0,1480000,NN,1531841422.0,0.0222,2.34e+02,0.0179,2.78e+02,12,0.2,0.2,0.0,0.2,0.01,10
998.0,339368.0,1490000,NN,1531846169.0,0.0238,3.33e+02,0.018,2.78e+02,12,0.2,0.2,0.0,0.2,0.01,10
1008.0,341926.0,1500000,NN,1531850755.0,0.0236,3.06e+02,0.018,2.78e+02,12,0.2,0.2,0.0,0.2,0.01,10
1020.0,344508.0,1510000,NN,1531855123.0,0.0236,3.15e+02,0.018,2.78e+02,12,0.2,0.2,0.0,0.2,0.01,10
1031.0,347001.0,1520000,NN,1531858898.0,0.0242,3.96e+02,0.0181,2.79e+02,12,0.2,0.2,0.0,0.2,0.01,10
1041.0,349396.0,1530000,NN,1531862514.0,0.0239,3.33e+02,0.0181,2.8e+02,12,0.2,0.2,0.0,0.2,0.01,10
1045.0,352130.0,1540000,NN,1531872611.0,0.023,2.43e+02,0.0181,2.79e+02,12,0.2,0.2,0.0,0.2,0.01,10
1058.0,354625.0,1550000,NN,1531888661.0,0.0231,3.78e+02,0.0182,2.8e+02,12,0.2,0.2,0.0,0.2,0.01,10
1067.0,357300.0,1560000,NN,1531893557.0,0.0225,2.61e+02,0.0182,2.8e+02,12,0.2,0.2,0.0,0.2,0.01,10
1073.0,359594.0,1570000,NN,1531898094.0,0.0225,3.06e+02,0.0182,2.8e+02,12,0.2,0.2,0.0,0.2,0.01,10
1080.0,362143.0,1580000,NN,1531903209.0,0.0226,2.97e+02,0.0183,2.8e+02,12,0.2,0.2,0.0,0.2,0.01,10
1087.0,364652.0,1590000,NN,1531908894.0,0.0222,2.7e+02,0.0183,2.8e+02,12,0.2,0.2,0.0,0.2,0.01,10
1096.0,367088.0,1600000,NN,1531912604.0,0.0212,3.06e+02,0.0183,2.8e+02,12,0.2,0.2,0.0,0.2,0.01,10
1104.0,369373.0,1610000,NN,1531918564.0,0.021,2.88e+02,0.0183,2.8e+02,12,0.2,0.2,0.0,0.2,0.01,10
1110.0,371835.0,1620000,NN,1531925108.0,0.0221,3.69e+02,0.0183,2.81e+02,12,0.2,0.2,0.0,0.2,0.01,10
1121.0,374087.0,1630000,NN,1531930135.0,0.0219,3.69e+02,0.0184,2.81e+02,12,0.2,0.2,0.0,0.2,0.01,10
1130.0,376475.0,1640000,NN,1531935250.0,0.022,3.69e+02,0.0184,2.82e+02,12,0.2,0.2,0.0,0.2,0.01,10
1138.0,378858.0,1650000,NN,1531940090.0,0.0214,2.88e+02,0.0184,2.82e+02,12,0.2,0.2,0.0,0.2,0.01,10
1144.0,381326.0,1660000,NN,1531944302.0,0.0213,2.7e+02,0.0184,2.82e+02,12,0.2,0.2,0.0,0.2,0.01,10
1152.0,383586.0,1670000,NN,1531948079.0,0.0217,3.33e+02,0.0184,2.82e+02,12,0.2,0.2,0.0,0.2,0.01,10
1158.0,386237.0,1680000,NN,1531956719.0,0.0218,3.15e+02,0.0185,2.82e+02,12,0.2,0.2,0.0,0.2,0.01,10
1167.0,388568.0,1690000,NN,1531975050.0,0.0207,3.33e+02,0.0185,2.83e+02,12,0.2,0.2,0.0,0.2,0.01,10
1179.0,391137.0,1700000,NN,1531980461.0,0.0216,4.05e+02,0.0185,2.83e+02,12,0.2,0.2,0.0,0.2,0.01,10
1192.0,393434.0,1710000,NN,1531985886.0,0.0208,3.33e+02,0.0185,2.84e+02,12,0.2,0.2,0.0,0.2,0.01,10
1197.0,395928.0,1720000,NN,1531991316.0,0.0201,2.61e+02,0.0185,2.83e+02,12,0.2,0.2,0.0,0.2,0.01,10
1202.0,398460.0,1730000,NN,1531996011.0,0.0196,2.25e+02,0.0185,2.83e+02,12,0.2,0.2,0.0,0.2,0.01,10
1205.0,400954.0,1740000,NN,1532000020.0,0.0181,1.26e+02,0.0185,2.82e+02,12,0.2,0.2,0.0,0.2,0.01,10
1212.0,403425.0,1750000,NN,1532004954.0,0.0189,2.25e+02,0.0185,2.82e+02,12,0.2,0.2,0.0,0.2,0.01,10
1219.0,405859.0,1760000,NN,1532010242.0,0.0196,3.06e+02,0.0185,2.82e+02,12,0.2,0.2,0.0,0.2,0.01,10
1228.0,408469.0,1770000,NN,1532015424.0,0.02,3.24e+02,0.0185,2.82e+02,12,0.2,0.2,0.0,0.2,0.01,10
1236.0,410873.0,1780000,NN,1532020620.0,0.0191,2.43e+02,0.0185,2.82e+02,12,0.2,0.2,0.0,0.2,0.01,10
1247.0,413088.0,1790000,NN,1532025879.0,0.0199,3.69e+02,0.0185,2.83e+02,12,0.2,0.2,0.0,0.2,0.01,10
1261.0,415495.0,1800000,NN,1532030264.0,0.0203,3.96e+02,0.0186,2.83e+02,12,0.2,0.2,0.0,0.2,0.01,10
1267.0,417879.0,1810000,NN,1532034492.0,0.0201,3.6e+02,0.0186,2.84e+02,12,0.2,0.2,0.0,0.2,0.01,10
1280.0,420347.0,1820000,NN,1532045568.0,0.02,3.51e+02,0.0186,2.84e+02,12,0.2,0.2,0.0,0.2,0.01,10
1290.0,422668.0,1830000,NN,1532062144.0,0.0189,3.06e+02,0.0186,2.84e+02,12,0.2,0.2,0.0,0.2,0.01,10
1303.0,425194.0,1840000,NN,1532067837.0,0.02,3.87e+02,0.0186,2.85e+02,12,0.2,0.2,0.0,0.2,0.01,10
1314.0,427604.0,1850000,NN,1532073235.0,0.0191,3.06e+02,0.0186,2.85e+02,12,0.2,0.2,0.0,0.2,0.01,10
1321.0,429923.0,1860000,NN,1532078639.0,0.0184,2.43e+02,0.0186,2.85e+02,12,0.2,0.2,0.0,0.2,0.01,10
1330.0,432064.0,1870000,NN,1532083180.0,0.0186,2.88e+02,0.0186,2.85e+02,12,0.2,0.2,0.0,0.2,0.01,10
1333.0,434388.0,1880000,NN,1532086915.0,0.0184,2.7e+02,0.0186,2.84e+02,12,0.2,0.2,0.0,0.2,0.01,10
1340.0,436545.0,1890000,NN,1532091257.0,0.0176,1.8e+02,0.0186,2.84e+02,12,0.2,0.2,0.0,0.2,0.01,10
1346.0,438957.0,1900000,NN,1532096164.0,0.019,3.24e+02,0.0186,2.84e+02,12,0.2,0.2,0.0,0.2,0.01,10
1347.0,441234.0,1910000,NN,1532100807.0,0.0175,1.53e+02,0.0186,2.83e+02,12,0.2,0.2,0.0,0.2,0.01,10
1352.0,443529.0,1920000,NN,1532104679.0,0.0185,2.7e+02,0.0186,2.83e+02,12,0.2,0.2,0.0,0.2,0.01,10
1355.0,445745.0,1930000,NN,1532109746.0,0.0183,2.52e+02,0.0186,2.83e+02,12,0.2,0.2,0.0,0.2,0.01,10
1360.0,448012.0,1940000,NN,1532114952.0,0.019,3.51e+02,0.0186,2.84e+02,12,0.2,0.2,0.0,0.2,0.01,10
1365.0,450387.0,1950000,NN,1532119537.0,0.019,3.24e+02,0.0186,2.84e+02,12,0.2,0.2,0.0,0.2,0.01,10
1373.0,452935.0,1960000,NN,1532125760.0,0.0185,2.52e+02,0.0186,2.84e+02,12,0.2,0.2,0.0,0.2,0.01,10
1381.0,455721.0,1970000,NN,1532147905.0,0.0199,3.69e+02,0.0186,2.84e+02,12,0.2,0.2,0.0,0.2,0.01,10
1386.0,458045.0,1980000,NN,1532154525.0,0.0191,2.88e+02,0.0186,2.84e+02,12,0.2,0.2,0.0,0.2,0.01,10
1394.0,460379.0,1990000,NN,1532159042.0,0.0195,3.51e+02,0.0186,2.84e+02,12,0.2,0.2,0.0,0.2,0.01,10
1401.0,462819.0,2000000,NN,1532163688.0,0.019,2.79e+02,0.0186,2.84e+02,12,0.2,0.2,0.0,0.2,0.01,10
1409.0,465208.0,2010000,NN,1532169301.0,0.0193,2.88e+02,0.0186,2.84e+02,12,0.2,0.2,0.0,0.2,0.01,10
