Clicks,Impressions,TotalImpressions,Method,RecommendationPart,Timestamp,Alpha,TrainPart,MSE,CumulativeMSE
211.0,119866.0,7610000,Random,0.02,1529565464.0,0.001,0.02,0.4992,0.4698323259424516
211.0,120014.0,7620000,Random,0.02,1529565528.0,0.001,0.02,0.4994,0.4698711286643119
211.0,120133.0,7630000,Random,0.02,1529565592.0,0.001,0.02,0.4943,0.4699031455336903
211.0,120263.0,7640000,Random,0.02,1529565656.0,0.001,0.02,0.507,0.46995170162592365
211.0,120428.0,7650000,Random,0.02,1529565722.0,0.001,0.02,0.5058,0.46999856214667407
211.0,120578.0,7660000,Random,0.02,1529565790.0,0.001,0.02,0.4994,0.4700369452248116
212.0,120727.0,7670000,Random,0.02,1529565858.0,0.001,0.02,0.4879,0.4700602347356006
212.0,120874.0,7680000,Random,0.02,1529565928.0,0.001,0.02,0.5046,0.4701052083882886
212.0,120994.0,7690000,Random,0.02,1529565998.0,0.001,0.02,0.4862,0.47012613789623625
212.0,121117.0,7700000,Random,0.02,1529566067.0,0.001,0.02,0.5025,0.47016818187299436
212.0,121260.0,7710000,Random,0.02,1529566139.0,0.001,0.02,0.5046,0.47021284052166756
212.0,121383.0,7720000,Random,0.02,1529566210.0,0.001,0.02,0.4922,0.4702413212981939
212.0,121531.0,7730000,Random,0.02,1529566283.0,0.001,0.02,0.5045,0.4702856404168249
213.0,121661.0,7740000,Random,0.02,1529566358.0,0.001,0.02,0.4943,0.470316666721196
213.0,121789.0,7750000,Random,0.02,1529566433.0,0.001,0.02,0.504,0.470360129086717
215.0,121911.0,7760000,Random,0.02,1529566507.0,0.001,0.02,0.4931,0.4703894330440795
215.0,122048.0,7770000,Random,0.02,1529566582.0,0.001,0.02,0.494,0.47041981987413856
215.0,122189.0,7780000,Random,0.02,1529566656.0,0.001,0.02,0.4996,0.470457326532398
215.0,122328.0,7790000,Random,0.02,1529566731.0,0.001,0.02,0.4929,0.4704861361260663
215.0,122454.0,7800000,Random,0.02,1529566806.0,0.001,0.02,0.4997,0.4705235897976996
215.0,122599.0,7810000,Random,0.02,1529566884.0,0.001,0.02,0.4939,0.4705535211808011
215.0,122723.0,7820000,Random,0.02,1529566963.0,0.001,0.02,0.4974,0.47058785171637557
215.0,122845.0,7830000,Random,0.02,1529567041.0,0.001,0.02,0.4885,0.47061072802325116
215.0,123010.0,7840000,Random,0.02,1529567121.0,0.001,0.02,0.4933,0.4706396684211807
215.0,123148.0,7850000,Random,0.02,1529567203.0,0.001,0.02,0.4878,0.47066152871618555
215.0,123298.0,7860000,Random,0.02,1529567285.0,0.001,0.02,0.5013,0.4707005089595492
215.0,123464.0,7870000,Random,0.02,1529567368.0,0.001,0.02,0.5047,0.4707437103458776
215.0,123591.0,7880000,Random,0.02,1529567452.0,0.001,0.02,0.4965,0.4707763959926468
215.0,123714.0,7890000,Random,0.02,1529567536.0,0.001,0.02,0.4974,0.4708101394704761
216.0,123857.0,7900000,Random,0.02,1529567621.0,0.001,0.02,0.5009,0.4708482279015262
217.0,123997.0,7910000,Random,0.02,1529567707.0,0.001,0.02,0.4935,0.47087686478154955
217.0,124133.0,7920000,Random,0.02,1529567795.0,0.001,0.02,0.5012,0.4709151515684415
217.0,124272.0,7930000,Random,0.02,1529567881.0,0.001,0.02,0.4913,0.4709408575563754
218.0,124400.0,7940000,Random,0.02,1529568283.0,0.001,0.02,0.5055,0.4709843829246923
218.0,124550.0,7950000,Random,0.02,1529569138.0,0.001,0.02,0.497,0.47101710697132787
218.0,124715.0,7960000,Random,0.02,1529569977.0,0.001,0.02,0.4987,0.47105188447513274
218.0,124922.0,7970000,Random,0.02,1529570795.0,0.001,0.02,0.4933,0.4710797993001326
218.0,125152.0,7980000,Random,0.02,1529571599.0,0.001,0.02,0.4908,0.47110451133108483
219.0,125328.0,7990000,Random,0.02,1529572411.0,0.001,0.02,0.4976,0.4711376721429358
220.0,125568.0,8000000,Random,0.02,1529573228.0,0.001,0.02,0.4936,0.47116575005275707
220.0,125730.0,8010000,Random,0.02,1529574001.0,0.001,0.02,0.4932,0.47119325847965754
220.0,125960.0,8020000,Random,0.02,1529574748.0,0.001,0.02,0.5068,0.4712376559129747
220.0,126165.0,8030000,Random,0.02,1529575405.0,0.001,0.02,0.5087,0.4712843088944031
220.0,126365.0,8040000,Random,0.02,1529575989.0,0.001,0.02,0.5045,0.4713256219430419
220.0,126551.0,8050000,Random,0.02,1529576541.0,0.001,0.02,0.5109,0.4713747826611251
221.0,126757.0,8060000,Random,0.02,1529577095.0,0.001,0.02,0.503,0.471414019903481
221.0,126949.0,8070000,Random,0.02,1529577653.0,0.001,0.02,0.5038,0.47145415122949896
221.0,127155.0,8080000,Random,0.02,1529578194.0,0.001,0.02,0.5101,0.4715019802502545
222.0,127350.0,8090000,Random,0.02,1529578757.0,0.001,0.02,0.5061,0.47154474665291185
222.0,127556.0,8100000,Random,0.02,1529579388.0,0.001,0.02,0.5048,0.47158580252124155
222.0,127758.0,8110000,Random,0.02,1529580007.0,0.001,0.02,0.5014,0.4716225647869367
222.0,128000.0,8120000,Random,0.02,1529580659.0,0.001,0.02,0.5009,0.4716586207416326
223.0,128128.0,8130000,Random,0.02,1529581364.0,0.001,0.02,0.4935,0.47168548590677206
223.0,128243.0,8140000,Random,0.02,1529582067.0,0.001,0.02,0.4939,0.4717127764646261
224.0,128370.0,8150000,Random,0.02,1529582775.0,0.001,0.02,0.5129,0.47176331293522167
224.0,128480.0,8160000,Random,0.02,1529583392.0,0.001,0.02,0.5041,0.4718029412281932
224.0,128611.0,8170000,Random,0.02,1529584020.0,0.001,0.02,0.5025,0.47184051412754674
224.0,128727.0,8180000,Random,0.02,1529584638.0,0.001,0.02,0.4977,0.4718721271909605
225.0,128818.0,8190000,Random,0.02,1529585230.0,0.001,0.02,0.5035,0.471910744862278
226.0,128932.0,8200000,Random,0.02,1529585803.0,0.001,0.02,0.5019,0.47194731712464105
227.0,129141.0,8210000,Random,0.02,1529586404.0,0.001,0.02,0.5103,0.47199403172010435
227.0,129315.0,8220000,Random,0.02,1529587009.0,0.001,0.02,0.4924,0.4720188564990337
228.0,129505.0,8230000,Random,0.02,1529587607.0,0.001,0.02,0.4879,0.47203815314970315
230.0,129692.0,8240000,Random,0.02,1529588155.0,0.001,0.02,0.5052,0.4720783981094729
230.0,129869.0,8250000,Random,0.02,1529588640.0,0.001,0.02,0.5079,0.47212181823297655
230.0,130057.0,8260000,Random,0.02,1529589072.0,0.001,0.02,0.4935,0.4721476998089657
231.0,130232.0,8270000,Random,0.02,1529589426.0,0.001,0.02,0.4892,0.4721683192771532
231.0,130363.0,8280000,Random,0.02,1529589891.0,0.001,0.02,0.502,0.47220434787706
231.0,130497.0,8290000,Random,0.02,1529590407.0,0.001,0.02,0.5187,0.4722604343090539
231.0,130607.0,8300000,Random,0.02,1529590962.0,0.001,0.02,0.5003,0.4722942169183201
231.0,130673.0,8310000,Random,0.02,1529591573.0,0.001,0.02,0.5067,0.47233561978604777
231.0,130777.0,8320000,Random,0.02,1529592193.0,0.001,0.02,0.4904,0.4723573317814972
231.0,130892.0,8330000,Random,0.02,1529592814.0,0.001,0.02,0.4988,0.4723890756809192
231.0,130994.0,8340000,Random,0.02,1529593476.0,0.001,0.02,0.5119,0.47243645088993486
231.0,131073.0,8350000,Random,0.02,1529594113.0,0.001,0.02,0.5135,0.47248562879306066
231.0,131161.0,8360000,Random,0.02,1529594630.0,0.001,0.02,0.4967,0.47251459335192064
231.0,131271.0,8370000,Random,0.02,1529594947.0,0.001,0.02,0.5069,0.4725556750802935
231.0,131368.0,8380000,Random,0.02,1529595358.0,0.001,0.02,0.5134,0.4726044153248278
231.0,131469.0,8390000,Random,0.02,1529595790.0,0.001,0.02,0.512,0.47265137072968494
231.0,131573.0,8400000,Random,0.02,1529596221.0,0.001,0.02,0.4914,0.4726736905264353
231.0,131655.0,8410000,Random,0.02,1529596672.0,0.001,0.02,0.5106,0.47271878720833016
231.0,131749.0,8420000,Random,0.02,1529597171.0,0.001,0.02,0.4893,0.47273847986010176
232.0,131835.0,8430000,Random,0.02,1529597728.0,0.001,0.02,0.5041,0.47277568213784776
232.0,131953.0,8440000,Random,0.02,1529598188.0,0.001,0.02,0.5037,0.47281232232488823
232.0,132061.0,8450000,Random,0.02,1529598613.0,0.001,0.02,0.4927,0.47283585803811323
232.0,132127.0,8460000,Random,0.02,1529599085.0,0.001,0.02,0.5016,0.47286985820591687
232.0,132197.0,8470000,Random,0.02,1529599574.0,0.001,0.02,0.4979,0.4728994097310575
232.0,132275.0,8480000,Random,0.02,1529600032.0,0.001,0.02,0.5007,0.47293219344599724
233.0,132369.0,8490000,Random,0.02,1529600417.0,0.001,0.02,0.4834,0.4729445230179101
233.0,132456.0,8500000,Random,0.02,1529600886.0,0.001,0.02,0.5035,0.472980470637889
233.0,132563.0,8510000,Random,0.02,1529601425.0,0.001,0.02,0.495,0.4730063455255061
233.0,132657.0,8520000,Random,0.02,1529601945.0,0.001,0.02,0.5018,0.4730401408946076
233.0,132769.0,8530000,Random,0.02,1529602517.0,0.001,0.02,0.5059,0.47307866358992456
233.0,132884.0,8540000,Random,0.02,1529603091.0,0.001,0.02,0.5,0.47311018740305116
233.0,132967.0,8550000,Random,0.02,1529603673.0,0.001,0.02,0.5063,0.47314900589731657
233.0,133076.0,8560000,Random,0.02,1529604327.0,0.001,0.02,0.5101,0.47319217294650195
233.0,133159.0,8570000,Random,0.02,1529604938.0,0.001,0.02,0.5058,0.47323022175286544
233.0,133233.0,8580000,Random,0.02,1529605549.0,0.001,0.02,0.5094,0.4732723776715684
234.0,133318.0,8590000,Random,0.02,1529606140.0,0.001,0.02,0.495,0.4732976717604257
234.0,133492.0,8600000,Random,0.02,1529606695.0,0.001,0.02,0.5045,0.47333395353744845
234.0,133698.0,8610000,Random,0.02,1529607168.0,0.001,0.02,0.499,0.47336376311522144
235.0,133905.0,8620000,Random,0.02,1529607638.0,0.001,0.02,0.5085,0.47340452441091146
235.0,134099.0,8630000,Random,0.02,1529608209.0,0.001,0.02,0.4948,0.4734293163872603
235.0,134308.0,8640000,Random,0.02,1529608662.0,0.001,0.02,0.5155,0.4734780093081084
235.0,134551.0,8650000,Random,0.02,1529609195.0,0.001,0.02,0.5021,0.4735110983146886
236.0,134738.0,8660000,Random,0.02,1529609732.0,0.001,0.02,0.4874,0.47352713630739685
236.0,134836.0,8670000,Random,0.02,1529610200.0,0.001,0.02,0.4972,0.4735544406484494
236.0,134938.0,8680000,Random,0.02,1529610643.0,0.001,0.02,0.4944,0.4735784562698222
236.0,135015.0,8690000,Random,0.02,1529610937.0,0.001,0.02,0.4981,0.473606674386888
236.0,135087.0,8700000,Random,0.02,1529611317.0,0.001,0.02,0.5144,0.47365356326690305
236.0,135188.0,8710000,Random,0.02,1529611686.0,0.001,0.02,0.5038,0.4736881745605117
236.0,135304.0,8720000,Random,0.02,1529612154.0,0.001,0.02,0.512,0.4737321101401441
236.0,135426.0,8730000,Random,0.02,1529612652.0,0.001,0.02,0.506,0.473769072213294
236.0,135545.0,8740000,Random,0.02,1529613194.0,0.001,0.02,0.4933,0.4737914188125923
236.0,135656.0,8750000,Random,0.02,1529613778.0,0.001,0.02,0.5064,0.4738286857625208
236.0,135787.0,8760000,Random,0.02,1529614444.0,0.001,0.02,0.5057,0.4738650685413307
236.0,135916.0,8770000,Random,0.02,1529615174.0,0.001,0.02,0.4886,0.4738818700595276
236.0,136034.0,8780000,Random,0.02,1529616018.0,0.001,0.02,0.5038,0.4739159453783664
236.0,136143.0,8790000,Random,0.02,1529617026.0,0.001,0.02,0.4915,0.47393594999113275
236.0,136243.0,8800000,Random,0.02,1529618333.0,0.001,0.02,0.4856,0.47394920459341555
236.0,136343.0,8810000,Random,0.02,1529620174.0,0.001,0.02,0.4804,0.4739565267221404
236.0,136424.0,8820000,Random,0.02,1529623385.0,0.001,0.02,0.4935,0.47397868485510847
237.0,136539.0,8830000,Random,0.02,1529630460.0,0.001,0.02,0.4939,0.4740012458009124
237.0,136668.0,8840000,Random,0.02,1529637184.0,0.001,0.02,0.5057,0.47403710412014216
237.0,136758.0,8850000,Random,0.02,1529639621.0,0.001,0.02,0.4768,0.4740402260363906
238.0,136876.0,8860000,Random,0.02,1529641114.0,0.001,0.02,0.4875,0.4740554176548597
238.0,136985.0,8870000,Random,0.02,1529642233.0,0.001,0.02,0.5093,0.4740951522460041
238.0,137090.0,8880000,Random,0.02,1529643212.0,0.001,0.02,0.5034,0.4741281532006821
238.0,137194.0,8890000,Random,0.02,1529644067.0,0.001,0.02,0.4868,0.4741424072465756
238.0,137317.0,8900000,Random,0.02,1529644882.0,0.001,0.02,0.5026,0.47417438206989404
239.0,137433.0,8910000,Random,0.02,1529645663.0,0.001,0.02,0.5072,0.4742114478588167
239.0,137573.0,8920000,Random,0.02,1529646462.0,0.001,0.02,0.5015,0.47424204040606016
239.0,137677.0,8930000,Random,0.02,1529647240.0,0.001,0.02,0.5124,0.4742847704839929
239.0,137786.0,8940000,Random,0.02,1529648012.0,0.001,0.02,0.4895,0.4743017897563822
239.0,137951.0,8950000,Random,0.02,1529648758.0,0.001,0.02,0.498,0.47432826820358176
239.0,138160.0,8960000,Random,0.02,1529649491.0,0.001,0.02,0.5021,0.4743592634399617
239.0,138358.0,8970000,Random,0.02,1529650212.0,0.001,0.02,0.493,0.4743800446401401
239.0,138562.0,8980000,Random,0.02,1529650925.0,0.001,0.02,0.4953,0.47440334080423796
239.0,138771.0,8990000,Random,0.02,1529651530.0,0.001,0.02,0.5028,0.47443492774438895
239.0,138969.0,9000000,Random,0.02,1529652180.0,0.001,0.02,0.4907,0.4744530000468952
239.0,139215.0,9010000,Random,0.02,1529652896.0,0.001,0.02,0.4999,0.4744812431101062
239.0,139408.0,9020000,Random,0.02,1529653613.0,0.001,0.02,0.5037,0.4745136364104276
239.0,139640.0,9030000,Random,0.02,1529740806.0,0.001,0.02,0.5183,0.4745621262925866
239.0,139852.0,9040000,Random,0.02,1529740931.0,0.001,0.02,0.5053,0.47459612836527176
239.0,140031.0,9050000,Random,0.02,1529741058.0,0.001,0.02,0.509,0.47463414369304496
239.0,140229.0,9060000,Random,0.02,1529741187.0,0.001,0.02,0.5022,0.47466456958300846
239.0,140413.0,9070000,Random,0.02,1529741317.0,0.001,0.02,0.5024,0.47469514888887065
240.0,140600.0,9080000,Random,0.02,1529741448.0,0.001,0.02,0.5082,0.4747320485046318
240.0,140815.0,9090000,Random,0.02,1529741580.0,0.001,0.02,0.501,0.47476094614104036
240.0,141017.0,9100000,Random,0.02,1529741711.0,0.001,0.02,0.5008,0.4747895604859403
240.0,141220.0,9110000,Random,0.02,1529741840.0,0.001,0.02,0.52,0.47483918775214673
241.0,141415.0,9120000,Random,0.02,1529741975.0,0.001,0.02,0.5026,0.4748696272392606
242.0,141606.0,9130000,Random,0.02,1529742110.0,0.001,0.02,0.4978,0.4748947426530183
242.0,141768.0,9140000,Random,0.02,1529742247.0,0.001,0.02,0.4996,0.4749217724750609
244.0,141986.0,9150000,Random,0.02,1529742385.0,0.001,0.02,0.5076,0.47495748638492424
245.0,142193.0,9160000,Random,0.02,1529742528.0,0.001,0.02,0.5199,0.4750065502644167
246.0,142388.0,9170000,Random,0.02,1529742667.0,0.001,0.02,0.5109,0.47504569252148926
246.0,142545.0,9180000,Random,0.02,1529742813.0,0.001,0.02,0.5043,0.4750775599588297
246.0,142719.0,9190000,Random,0.02,1529742959.0,0.001,0.02,0.4944,0.4750985854648593
247.0,142933.0,9200000,Random,0.02,1529743103.0,0.001,0.02,0.5077,0.4751340217850062
248.0,143115.0,9210000,Random,0.02,1529743252.0,0.001,0.02,0.5009,0.47516199787427327
249.0,143272.0,9220000,Random,0.02,1529743397.0,0.001,0.02,0.5035,0.4751927332344964
249.0,143457.0,9230000,Random,0.02,1529743542.0,0.001,0.02,0.4991,0.47521863493196714
249.0,143627.0,9240000,Random,0.02,1529743691.0,0.001,0.02,0.4958,0.47524090913658623
250.0,143805.0,9250000,Random,0.02,1529743840.0,0.001,0.02,0.505,0.47527308112670885
250.0,143977.0,9260000,Random,0.02,1529743989.0,0.001,0.02,0.5059,0.4753061555531379
250.0,144189.0,9270000,Random,0.02,1529744142.0,0.001,0.02,0.5063,0.4753395901210417
250.0,144336.0,9280000,Random,0.02,1529744297.0,0.001,0.02,0.5034,0.47536982763168717
250.0,144536.0,9290000,Random,0.02,1529744454.0,0.001,0.02,0.4901,0.47538568357610944
250.0,144708.0,9300000,Random,0.02,1529744614.0,0.001,0.02,0.4907,0.4754021505830169
251.0,144905.0,9310000,Random,0.02,1529744766.0,0.001,0.02,0.4872,0.47541482281654746
251.0,145142.0,9320000,Random,0.02,1529744913.0,0.001,0.02,0.5162,0.4754585837362722
251.0,145299.0,9330000,Random,0.02,1529745058.0,0.001,0.02,0.4956,0.47548017153505434
251.0,145435.0,9340000,Random,0.02,1529745203.0,0.001,0.02,0.4976,0.4755038544349097
252.0,145550.0,9350000,Random,0.02,1529745328.0,0.001,0.02,0.5039,0.47553422464407025
252.0,145671.0,9360000,Random,0.02,1529745452.0,0.001,0.02,0.4913,0.4755510684211599
252.0,145801.0,9370000,Random,0.02,1529745574.0,0.001,0.02,0.5083,0.47558601925528887
252.0,145933.0,9380000,Random,0.02,1529745694.0,0.001,0.02,0.4977,0.4756095949277246
253.0,146064.0,9390000,Random,0.02,1529745813.0,0.001,0.02,0.5011,0.47563674125900496
253.0,146190.0,9400000,Random,0.02,1529745933.0,0.001,0.02,0.4841,0.4756457447257507
255.0,146327.0,9410000,Random,0.02,1529746055.0,0.001,0.02,0.5106,0.47568289058682856
256.0,146453.0,9420000,Random,0.02,1529746176.0,0.001,0.02,0.4973,0.4757058386859933
256.0,146568.0,9430000,Random,0.02,1529746296.0,0.001,0.02,0.4846,0.4757152704583305
256.0,146713.0,9440000,Random,0.02,1529746416.0,0.001,0.02,0.4811,0.47572097462098056
256.0,146838.0,9450000,Random,0.02,1529746533.0,0.001,0.02,0.5029,0.47574973549439753
257.0,146983.0,9460000,Random,0.02,1529746645.0,0.001,0.02,0.4918,0.4757667019473633
257.0,147108.0,9470000,Random,0.02,1529746760.0,0.001,0.02,0.4988,0.4757910243317906
259.0,147229.0,9480000,Random,0.02,1529746876.0,0.001,0.02,0.5097,0.4758267932934659
259.0,147348.0,9490000,Random,0.02,1529746997.0,0.001,0.02,0.4957,0.47584773450179735
259.0,147444.0,9500000,Random,0.02,1529747120.0,0.001,0.02,0.5119,0.47588568425495337
260.0,147560.0,9510000,Random,0.02,1529747241.0,0.001,0.02,0.5026,0.4759137750180922
260.0,147689.0,9520000,Random,0.02,1529747363.0,0.001,0.02,0.4932,0.47593193281744295
260.0,147791.0,9530000,Random,0.02,1529747483.0,0.001,0.02,0.4961,0.47595309553222004
260.0,147901.0,9540000,Random,0.02,1529747607.0,0.001,0.02,0.5011,0.47597945497086547
260.0,148012.0,9550000,Random,0.02,1529747727.0,0.001,0.02,0.5016,0.47600628276670753
260.0,148148.0,9560000,Random,0.02,1529747847.0,0.001,0.02,0.4937,0.4760247908391273
260.0,148290.0,9570000,Random,0.02,1529747972.0,0.001,0.02,0.4836,0.47603270641818773
260.0,148442.0,9580000,Random,0.02,1529748097.0,0.001,0.02,0.4916,0.4760489562027199
261.0,148580.0,9590000,Random,0.02,1529748226.0,0.001,0.02,0.5018,0.47607580817748246
261.0,148702.0,9600000,Random,0.02,1529748353.0,0.001,0.02,0.5022,0.47610302087729756
262.0,148845.0,9610000,Random,0.02,1529748480.0,0.001,0.02,0.4993,0.47612715925307564
262.0,148955.0,9620000,Random,0.02,1529748604.0,0.001,0.02,0.5073,0.47615956345343624
262.0,149101.0,9630000,Random,0.02,1529748730.0,0.001,0.02,0.507,0.476191588828874
262.0,149245.0,9640000,Random,0.02,1529748854.0,0.001,0.02,0.5179,0.47623485481556604
262.0,149382.0,9650000,Random,0.02,1529748976.0,0.001,0.02,0.5039,0.4762635233597986
262.0,149534.0,9660000,Random,0.02,1529749102.0,0.001,0.02,0.492,0.4762798137082874
262.0,149673.0,9670000,Random,0.02,1529749227.0,0.001,0.02,0.5036,0.47630806622772043
262.0,149811.0,9680000,Random,0.02,1529749350.0,0.001,0.02,0.4972,0.47632964880393147
262.0,149929.0,9690000,Random,0.02,1529749472.0,0.001,0.02,0.503,0.47635717238617714
263.0,150053.0,9700000,Random,0.02,1529749593.0,0.001,0.02,0.5021,0.4763837113837172
263.0,150134.0,9710000,Random,0.02,1529749714.0,0.001,0.02,0.4979,0.47640587028033543
263.0,150238.0,9720000,Random,0.02,1529749838.0,0.001,0.02,0.497,0.4764270576565902
264.0,150362.0,9730000,Random,0.02,1529749966.0,0.001,0.02,0.4986,0.4764498458809925
264.0,150482.0,9740000,Random,0.02,1529750088.0,0.001,0.02,0.4946,0.47646848053614543
264.0,150588.0,9750000,Random,0.02,1529750212.0,0.001,0.02,0.4774,0.4764694359407238
264.0,150699.0,9760000,Random,0.02,1529750332.0,0.001,0.02,0.4978,0.47649129102685006
265.0,150837.0,9770000,Random,0.02,1529750449.0,0.001,0.02,0.4869,0.4765019447719608
265.0,150940.0,9780000,Random,0.02,1529750570.0,0.001,0.02,0.4956,0.4765214724357931
265.0,151059.0,9790000,Random,0.02,1529750688.0,0.001,0.02,0.5073,0.476552911176921
265.0,151192.0,9800000,Random,0.02,1529750811.0,0.001,0.02,0.502,0.4765788775940874
265.0,151319.0,9810000,Random,0.02,1529750929.0,0.001,0.02,0.5034,0.4766062181877734
265.0,151432.0,9820000,Random,0.02,1529751046.0,0.001,0.02,0.4935,0.476623421631574
265.0,151551.0,9830000,Random,0.02,1529751163.0,0.001,0.02,0.4992,0.4766463886492428
265.0,151690.0,9840000,Random,0.02,1529751274.0,0.001,0.02,0.4991,0.4766692073599651
265.0,151783.0,9850000,Random,0.02,1529751387.0,0.001,0.02,0.5016,0.47669451780934585
265.0,151904.0,9860000,Random,0.02,1529751497.0,0.001,0.02,0.5169,0.476735294160452
265.0,152036.0,9870000,Random,0.02,1529751608.0,0.001,0.02,0.5123,0.47677132729706756
265.0,152154.0,9880000,Random,0.02,1529751717.0,0.001,0.02,0.498,0.4767928138079005
265.0,152281.0,9890000,Random,0.02,1529751831.0,0.001,0.02,0.4923,0.47680849347037985
265.0,152375.0,9900000,Random,0.02,1529751944.0,0.001,0.02,0.4999,0.4768318182244502
266.0,152511.0,9910000,Random,0.02,1529752057.0,0.001,0.02,0.5131,0.47686841578426403
266.0,152630.0,9920000,Random,0.02,1529752168.0,0.001,0.02,0.4996,0.47689133068770734
266.0,152763.0,9930000,Random,0.02,1529752282.0,0.001,0.02,0.5071,0.4769217523083642
266.0,152882.0,9940000,Random,0.02,1529752392.0,0.001,0.02,0.5095,0.4769545272054383
266.0,153023.0,9950000,Random,0.02,1529752503.0,0.001,0.02,0.5164,0.4769941708966891
266.0,153142.0,9960000,Random,0.02,1529752616.0,0.001,0.02,0.5154,0.47703273096606996
266.0,153289.0,9970000,Random,0.02,1529752725.0,0.001,0.02,0.5084,0.4770641926200659
266.0,153399.0,9980000,Random,0.02,1529752834.0,0.001,0.02,0.5123,0.47709949904028626
266.0,153510.0,9990000,Random,0.02,1529752947.0,0.001,0.02,0.5175,0.47713993998218784
266.0,153634.0,10000000,Random,0.02,1529753058.0,0.001,0.02,0.5079,0.4771707000422057
266.0,153757.0,10010000,Random,0.02,1529753171.0,0.001,0.02,0.5195,0.47721298705515053
266.0,153879.0,10020000,Random,0.02,1529753284.0,0.001,0.02,0.5237,0.4772593812796464
266.0,153972.0,10030000,Random,0.02,1529753398.0,0.001,0.02,0.5052,0.47728723832722403
266.0,154084.0,10040000,Random,0.02,1529753511.0,0.001,0.02,0.5001,0.4773099602014001
267.0,154198.0,10050000,Random,0.02,1529753626.0,0.001,0.02,0.5092,0.47734169158428424
267.0,154320.0,10060000,Random,0.02,1529753736.0,0.001,0.02,0.4999,0.47736411535010503
267.0,154432.0,10070000,Random,0.02,1529753849.0,0.001,0.02,0.4951,0.4773817279465796
267.0,154588.0,10080000,Random,0.02,1529753960.0,0.001,0.02,0.4992,0.4774033730577437
267.0,154706.0,10090000,Random,0.02,1529754073.0,0.001,0.02,0.4899,0.4774157582182415
267.0,154801.0,10100000,Random,0.02,1529754188.0,0.001,0.02,0.4904,0.4774286139031739
267.0,154915.0,10110000,Random,0.02,1529754304.0,0.001,0.02,0.5061,0.477456973335515
268.0,155021.0,10120000,Random,0.02,1529754423.0,0.001,0.02,0.511,0.4774901186187803
268.0,155103.0,10130000,Random,0.02,1529754545.0,0.001,0.02,0.509,0.4775212241285347
268.0,155206.0,10140000,Random,0.02,1529754662.0,0.001,0.02,0.501,0.4775443787398478
268.0,155329.0,10150000,Random,0.02,1529754781.0,0.001,0.02,0.5083,0.4775746798445376
271.0,155460.0,10160000,Random,0.02,1529754900.0,0.001,0.02,0.4873,0.47758425201004495
272.0,155600.0,10170000,Random,0.02,1529755019.0,0.001,0.02,0.5035,0.4776097345547745
272.0,155724.0,10180000,Random,0.02,1529755141.0,0.001,0.02,0.5027,0.4776343811809486
273.0,155839.0,10190000,Random,0.02,1529755264.0,0.001,0.02,0.5131,0.4776691855173755
273.0,155958.0,10200000,Random,0.02,1529755389.0,0.001,0.02,0.5024,0.4776934314139271
273.0,156072.0,10210000,Random,0.02,1529755519.0,0.001,0.02,0.5083,0.47772340846445216
275.0,156167.0,10220000,Random,0.02,1529755655.0,0.001,0.02,0.4938,0.4777391389845457
275.0,156274.0,10230000,Random,0.02,1529755782.0,0.001,0.02,0.4958,0.4777567937851473
275.0,156365.0,10240000,Random,0.02,1529755904.0,0.001,0.02,0.4996,0.4777781250412165
275.0,156496.0,10250000,Random,0.02,1529756030.0,0.001,0.02,0.5025,0.4778022439436153
276.0,156636.0,10260000,Random,0.02,1529756154.0,0.001,0.02,0.4918,0.47781588698070726
277.0,156779.0,10270000,Random,0.02,1529756287.0,0.001,0.02,0.4924,0.4778300876749812
277.0,156890.0,10280000,Random,0.02,1529756416.0,0.001,0.02,0.4893,0.47784124517724286
277.0,157000.0,10290000,Random,0.02,1529756542.0,0.001,0.02,0.4867,0.47784985426842147
277.0,157108.0,10300000,Random,0.02,1529756670.0,0.001,0.02,0.493,0.4778645631477725
277.0,157214.0,10310000,Random,0.02,1529756803.0,0.001,0.02,0.4984,0.4778844811272606
277.0,157335.0,10320000,Random,0.02,1529756938.0,0.001,0.02,0.4921,0.47789825585485046
277.0,157448.0,10330000,Random,0.02,1529757064.0,0.001,0.02,0.5018,0.47792139403892125
277.0,157574.0,10340000,Random,0.02,1529757192.0,0.001,0.02,0.5018,0.477944487468284
277.0,157693.0,10350000,Random,0.02,1529757318.0,0.001,0.02,0.5069,0.47797246380889435
279.0,157826.0,10360000,Random,0.02,1529757441.0,0.001,0.02,0.4911,0.4779851351758742
280.0,157967.0,10370000,Random,0.02,1529757562.0,0.001,0.02,0.4907,0.4779973963762832
280.0,158071.0,10380000,Random,0.02,1529757687.0,0.001,0.02,0.498,0.47801666670732723
280.0,158188.0,10390000,Random,0.02,1529757814.0,0.001,0.02,0.4906,0.4780287777114588
280.0,158292.0,10400000,Random,0.02,1529757940.0,0.001,0.02,0.5082,0.47805778850212083
280.0,158420.0,10410000,Random,0.02,1529758072.0,0.001,0.02,0.4982,0.47807713740845886
281.0,158538.0,10420000,Random,0.02,1529758209.0,0.001,0.02,0.4933,0.47809174668157933
281.0,158667.0,10430000,Random,0.02,1529758333.0,0.001,0.02,0.5041,0.4781166826866785
281.0,158784.0,10440000,Random,0.02,1529758455.0,0.001,0.02,0.4974,0.47813515329713185
281.0,158922.0,10450000,Random,0.02,1529758578.0,0.001,0.02,0.4817,0.47813856463368964
