Clicks,Impressions,TotalImpressions,Method,Timestamp,BatchCTR,ModelCTR,MSE,MMSE,FullMSE,FullROC,FullTPR,FullFPR,FullFNR,FullPPR,ModelCalibration,ModelNE,ModelRIG,Hours,TrainPart,RecommendationPart,Alpha,EqClicks
0,47,4770000,LinUCB_Disjoint,1529524853000,0.0,0.0,0.00169,1.42,0.00169,nan,0.0,0.0,1.0,nan,0.0,0.135,0.865,4,0.02,0.02,0.1,0.0
1,100,4780000,LinUCB_Disjoint,1529524921000,0.01,0.01,0.00203,1.42,0.00198,inf,0.0278,0.0,0.972,1.0,0.0278,0.133,0.867,4,0.02,0.02,0.1,0.0
2,173,4790000,LinUCB_Disjoint,1529524987000,0.0116,0.0116,0.00194,1.42,0.00188,inf,0.037,0.0,0.963,1.0,0.037,0.144,0.856,4,0.02,0.02,0.1,0.0
2,221,4800000,LinUCB_Disjoint,1529525054000,0.00905,0.00905,0.00177,1.42,0.00172,inf,0.0299,0.0,0.97,1.0,0.0299,0.148,0.852,4,0.02,0.02,0.1,0.0
3,284,4810000,LinUCB_Disjoint,1529525123000,0.0106,0.0106,0.00176,1.42,0.0017,inf,0.0357,0.0,0.964,1.0,0.0357,0.153,0.847,4,0.02,0.02,0.1,0.0
3,338,4820000,LinUCB_Disjoint,1529525191000,0.00888,0.00888,0.00176,1.42,0.00172,inf,0.0294,0.0,0.971,1.0,0.0294,0.149,0.851,4,0.02,0.02,0.1,0.0
4,402,4830000,LinUCB_Disjoint,1529525260000,0.00995,0.00995,0.00178,1.42,0.00173,inf,0.0331,0.0,0.967,1.0,0.0331,0.145,0.855,4,0.02,0.02,0.1,0.0
4,449,4840000,LinUCB_Disjoint,1529525332000,0.00891,0.00891,0.00173,1.42,0.00169,inf,0.0296,0.0,0.97,1.0,0.0296,0.146,0.854,4,0.02,0.02,0.1,0.0
4,491,4850000,LinUCB_Disjoint,1529525406000,0.00815,0.00815,0.00175,1.42,0.00171,inf,0.026,0.0,0.974,1.0,0.026,0.143,0.857,4,0.02,0.02,0.1,0.0
5,565,4860000,LinUCB_Disjoint,1529525482000,0.00885,0.00885,0.00178,1.42,0.00173,inf,0.0287,0.0,0.971,1.0,0.0287,0.144,0.856,4,0.02,0.02,0.1,0.0
5,622,4870000,LinUCB_Disjoint,1529525555000,0.00804,0.00804,0.00171,1.42,0.00167,inf,0.027,0.0,0.973,1.0,0.027,0.147,0.853,4,0.02,0.02,0.1,0.0
5,681,4880000,LinUCB_Disjoint,1529525628000,0.00734,0.00734,0.0017,1.42,0.00167,inf,0.0249,0.0,0.975,1.0,0.0249,0.147,0.853,4,0.02,0.02,0.1,0.0
7,759,4890000,LinUCB_Disjoint,1529525704000,0.00922,0.00922,0.00172,1.42,0.00167,inf,0.0318,0.0,0.968,1.0,0.0318,0.151,0.849,4,0.02,0.02,0.1,0.0
7,819,4900000,LinUCB_Disjoint,1529525781000,0.00855,0.00855,0.00172,1.42,0.00168,inf,0.0294,0.0,0.971,1.0,0.0294,0.149,0.851,4,0.02,0.02,0.1,0.0
7,885,4910000,LinUCB_Disjoint,1529525857000,0.00791,0.00791,0.0017,1.42,0.00165,inf,0.0279,0.0,0.972,1.0,0.0279,0.15,0.85,4,0.02,0.02,0.1,0.0
8,947,4920000,LinUCB_Disjoint,1529525934000,0.00845,0.00845,0.00169,1.42,0.00164,inf,0.03,0.0,0.97,1.0,0.03,0.152,0.848,4,0.02,0.02,0.1,0.0
10,1011,4930000,LinUCB_Disjoint,1529526013000,0.00989,0.00989,0.00169,1.42,0.00163,inf,0.0352,0.0,0.965,1.0,0.0352,0.155,0.845,4,0.02,0.02,0.1,0.0
10,1077,4940000,LinUCB_Disjoint,1529526092000,0.00929,0.00929,0.00173,1.42,0.00168,inf,0.0324,0.0,0.968,1.0,0.0324,0.151,0.849,4,0.02,0.02,0.1,0.0
10,1145,4950000,LinUCB_Disjoint,1529526172000,0.00873,0.00873,0.0017,1.42,0.00165,inf,0.0312,0.0,0.969,1.0,0.0312,0.152,0.848,4,0.02,0.02,0.1,0.0
10,1214,4960000,LinUCB_Disjoint,1529526252000,0.00824,0.00824,0.00169,1.42,0.00164,inf,0.0299,0.0,0.97,1.0,0.0299,0.152,0.848,4,0.02,0.02,0.1,0.0
10,1281,4970000,LinUCB_Disjoint,1529526333000,0.00781,0.00781,0.00171,1.42,0.00167,inf,0.0281,0.0,0.972,1.0,0.0281,0.15,0.85,4,0.02,0.02,0.1,0.0
10,1344,4980000,LinUCB_Disjoint,1529526414000,0.00744,0.00744,0.00174,1.42,0.00169,inf,0.0264,0.0,0.974,1.0,0.0264,0.147,0.853,4,0.02,0.02,0.1,0.0
