Clicks,Impressions,TotalImpressions,Method,RecommendationSizePercent,RecommendationSize,Timestamp,Alpha,MSE
109.0,24738.0,3180000.0,GP_Clustered,0.02,58336,1529509443.0,0.02,0.0013648443882582318
109.0,24798.0,3190000.0,GP_Clustered,0.02,58336,1529509564.0,0.02,0.0013649514926532976
110.0,24848.0,3200000.0,GP_Clustered,0.02,58336,1529509685.0,0.02,0.0013675341643399164
110.0,24921.0,3210000.0,GP_Clustered,0.02,58336,1529509804.0,0.02,0.0013707311019532985
110.0,24992.0,3220000.0,GP_Clustered,0.02,58336,1529509922.0,0.02,0.001372365840370566
110.0,25069.0,3230000.0,GP_Clustered,0.02,58336,1529510043.0,0.02,0.001373363803689412
110.0,25124.0,3240000.0,GP_Clustered,0.02,58336,1529510165.0,0.02,0.0013737463522509675
110.0,25185.0,3250000.0,GP_Clustered,0.02,58336,1529510285.0,0.02,0.0013756619010262452
112.0,25241.0,3260000.0,GP_Clustered,0.02,58336,1529510405.0,0.02,0.0013769477205343823
112.0,25309.0,3270000.0,GP_Clustered,0.02,58336,1529510528.0,0.02,0.0013779210449972642
113.0,25363.0,3280000.0,GP_Clustered,0.02,58336,1529510650.0,0.02,0.0013779885429178952
114.0,25426.0,3290000.0,GP_Clustered,0.02,58336,1529510774.0,0.02,0.0013807714264637966
116.0,25487.0,3300000.0,GP_Clustered,0.02,58336,1529510902.0,0.02,0.001382925605689364
116.0,25546.0,3310000.0,GP_Clustered,0.02,58336,1529511024.0,0.02,0.0013859865297686826
116.0,25593.0,3320000.0,GP_Clustered,0.02,58336,1529511140.0,0.02,0.001386625900663149
116.0,25636.0,3330000.0,GP_Clustered,0.02,58336,1529511255.0,0.02,0.0013860620366884303
117.0,25709.0,3340000.0,GP_Clustered,0.02,58336,1529511367.0,0.02,0.0013884683301920884
121.0,25765.0,3350000.0,GP_Clustered,0.02,58336,1529511477.0,0.02,0.0013911542497805876
122.0,25841.0,3360000.0,GP_Clustered,0.02,58336,1529511592.0,0.02,0.001392054422551872
122.0,25913.0,3370000.0,GP_Clustered,0.02,58336,1529511707.0,0.02,0.0013935538765463306
122.0,25977.0,3380000.0,GP_Clustered,0.02,58336,1529511819.0,0.02,0.0013965149364769372
122.0,26047.0,3390000.0,GP_Clustered,0.02,58336,1529511931.0,0.02,0.0013991513879312637
122.0,26109.0,3400000.0,GP_Clustered,0.02,58336,1529512045.0,0.02,0.0014000252877048112
122.0,26156.0,3410000.0,GP_Clustered,0.02,58336,1529512159.0,0.02,0.0014003069927730632
123.0,26209.0,3420000.0,GP_Clustered,0.02,58336,1529512273.0,0.02,0.0014011698913485146
124.0,26273.0,3430000.0,GP_Clustered,0.02,58336,1529512389.0,0.02,0.0014023115847416675
125.0,26324.0,3440000.0,GP_Clustered,0.02,58336,1529512503.0,0.02,0.0014046110383874129
128.0,26378.0,3450000.0,GP_Clustered,0.02,58336,1529512615.0,0.02,0.00140745840269349
129.0,26430.0,3460000.0,GP_Clustered,0.02,58336,1529512730.0,0.02,0.0014105945946449535
132.0,26479.0,3470000.0,GP_Clustered,0.02,58336,1529512846.0,0.02,0.001414546509300286
132.0,26524.0,3480000.0,GP_Clustered,0.02,58336,1529512960.0,0.02,0.0014145039063890943
132.0,26593.0,3490000.0,GP_Clustered,0.02,58336,1529513080.0,0.02,0.001414171281989585
132.0,26644.0,3500000.0,GP_Clustered,0.02,58336,1529513198.0,0.02,0.001413562393576886
132.0,26696.0,3510000.0,GP_Clustered,0.02,58336,1529513322.0,0.02,0.001415786846170618
133.0,26765.0,3520000.0,GP_Clustered,0.02,58336,1529513442.0,0.02,0.0014160182550649568
135.0,26840.0,3530000.0,GP_Clustered,0.02,58336,1529513565.0,0.02,0.001415396746855566
136.0,26911.0,3540000.0,GP_Clustered,0.02,58336,1529513684.0,0.02,0.001418433248153828
139.0,26977.0,3550000.0,GP_Clustered,0.02,58336,1529513801.0,0.02,0.001419485049298465
141.0,27047.0,3560000.0,GP_Clustered,0.02,58336,1529513915.0,0.02,0.0014199725213338797
141.0,27113.0,3570000.0,GP_Clustered,0.02,58336,1529514031.0,0.02,0.0014196346696127692
143.0,27173.0,3580000.0,GP_Clustered,0.02,58336,1529514146.0,0.02,0.0014195717478545727
144.0,27234.0,3590000.0,GP_Clustered,0.02,58336,1529514258.0,0.02,0.0014186787637042342
147.0,27323.0,3600000.0,GP_Clustered,0.02,58336,1529514374.0,0.02,0.0014202670010182365
147.0,27397.0,3610000.0,GP_Clustered,0.02,58336,1529514489.0,0.02,0.0014210302437095042
147.0,27469.0,3620000.0,GP_Clustered,0.02,58336,1529514603.0,0.02,0.0014212394579611088
149.0,27528.0,3630000.0,GP_Clustered,0.02,58336,1529514716.0,0.02,0.0014217096678771132
151.0,27607.0,3640000.0,GP_Clustered,0.02,58336,1529514829.0,0.02,0.001421633956513166
152.0,27695.0,3650000.0,GP_Clustered,0.02,58336,1529514939.0,0.02,0.0014242828163078237
155.0,27798.0,3660000.0,GP_Clustered,0.02,58336,1529515055.0,0.02,0.0014261025585483914
156.0,27876.0,3670000.0,GP_Clustered,0.02,58336,1529515168.0,0.02,0.0014273711206472253
156.0,27974.0,3680000.0,GP_Clustered,0.02,58336,1529515283.0,0.02,0.0014291825259238429
156.0,28054.0,3690000.0,GP_Clustered,0.02,58336,1529515396.0,0.02,0.0014291025692231775
157.0,28125.0,3700000.0,GP_Clustered,0.02,58336,1529515507.0,0.02,0.0014303645195849048
160.0,28231.0,3710000.0,GP_Clustered,0.02,58336,1529515620.0,0.02,0.0014321475434572663
161.0,28314.0,3720000.0,GP_Clustered,0.02,58336,1529515732.0,0.02,0.0014339266043256423
162.0,28422.0,3730000.0,GP_Clustered,0.02,58336,1529515845.0,0.02,0.0014341001510360676
162.0,28521.0,3740000.0,GP_Clustered,0.02,58336,1529515957.0,0.02,0.0014340058746479
163.0,28586.0,3750000.0,GP_Clustered,0.02,58336,1529516066.0,0.02,0.001437626073940525
163.0,28657.0,3760000.0,GP_Clustered,0.02,58336,1529516176.0,0.02,0.001438843372558597
163.0,28725.0,3770000.0,GP_Clustered,0.02,58336,1529516288.0,0.02,0.0014403135057002882
164.0,28803.0,3780000.0,GP_Clustered,0.02,58336,1529516398.0,0.02,0.0014423015297704573
164.0,28867.0,3790000.0,GP_Clustered,0.02,58336,1529516507.0,0.02,0.0014429688152419221
166.0,28950.0,3800000.0,GP_Clustered,0.02,58336,1529516614.0,0.02,0.0014438851209535503
166.0,29035.0,3810000.0,GP_Clustered,0.02,58336,1529516718.0,0.02,0.0014448079305440856
169.0,29098.0,3820000.0,GP_Clustered,0.02,58336,1529516825.0,0.02,0.0014451972259093711
169.0,29166.0,3830000.0,GP_Clustered,0.02,58336,1529516930.0,0.02,0.0014461107672896758
171.0,29225.0,3840000.0,GP_Clustered,0.02,58336,1529517037.0,0.02,0.0014485603128437366
171.0,29281.0,3850000.0,GP_Clustered,0.02,58336,1529517144.0,0.02,0.0014481755292393287
171.0,29347.0,3860000.0,GP_Clustered,0.02,58336,1529517253.0,0.02,0.0014529333399656511
172.0,29418.0,3870000.0,GP_Clustered,0.02,58336,1529517362.0,0.02,0.0014530422051153083
173.0,29492.0,3880000.0,GP_Clustered,0.02,58336,1529517472.0,0.02,0.0014546853002692232
173.0,29572.0,3890000.0,GP_Clustered,0.02,58336,1529517584.0,0.02,0.0014537780690358952
173.0,29640.0,3900000.0,GP_Clustered,0.02,58336,1529517696.0,0.02,0.0014551671944190345
174.0,29733.0,3910000.0,GP_Clustered,0.02,58336,1529517811.0,0.02,0.0014573069120038772
175.0,29822.0,3920000.0,GP_Clustered,0.02,58336,1529517932.0,0.02,0.0014586754581225037
179.0,29894.0,3930000.0,GP_Clustered,0.02,58336,1529518050.0,0.02,0.0014605375636360394
180.0,29977.0,3940000.0,GP_Clustered,0.02,58336,1529518162.0,0.02,0.0014606290534348466
180.0,30071.0,3950000.0,GP_Clustered,0.02,58336,1529518267.0,0.02,0.0014632335725769195
181.0,30152.0,3960000.0,GP_Clustered,0.02,58336,1529518377.0,0.02,0.0014633136636829128
181.0,30214.0,3970000.0,GP_Clustered,0.02,58336,1529518479.0,0.02,0.0014644025000750747
182.0,30280.0,3980000.0,GP_Clustered,0.02,58336,1529518583.0,0.02,0.001464235338454246
183.0,30354.0,3990000.0,GP_Clustered,0.02,58336,1529518680.0,0.02,0.001465315721826081
184.0,30431.0,4000000.0,GP_Clustered,0.02,58336,1529518782.0,0.02,0.0014663890190718242
185.0,30500.0,4010000.0,GP_Clustered,0.02,58336,1529518879.0,0.02,0.0014659654525260525
186.0,30562.0,4020000.0,GP_Clustered,0.02,58336,1529518976.0,0.02,0.001466787535112769
187.0,30625.0,4030000.0,GP_Clustered,0.02,58336,1529519068.0,0.02,0.0014666104415027234
189.0,30700.0,4040000.0,GP_Clustered,0.02,58336,1529519158.0,0.02,0.0014684083285949898
189.0,30778.0,4050000.0,GP_Clustered,0.02,58336,1529519247.0,0.02,0.0014682409785283137
189.0,30835.0,4060000.0,GP_Clustered,0.02,58336,1529519335.0,0.02,0.0014697858330634604
190.0,30902.0,4070000.0,GP_Clustered,0.02,58336,1529519425.0,0.02,0.0014703343742484092
190.0,30952.0,4080000.0,GP_Clustered,0.02,58336,1529519511.0,0.02,0.0014701539428221496
192.0,31019.0,4090000.0,GP_Clustered,0.02,58336,1529519597.0,0.02,0.0014709445131323255
194.0,31066.0,4100000.0,GP_Clustered,0.02,58336,1529519684.0,0.02,0.0014719710268895556
194.0,31134.0,4110000.0,GP_Clustered,0.02,58336,1529519769.0,0.02,0.001472757301937215
194.0,31193.0,4120000.0,GP_Clustered,0.02,58336,1529519856.0,0.02,0.001472576848108441
197.0,31248.0,4130000.0,GP_Clustered,0.02,58336,1529519944.0,0.02,0.0014743178620670561
197.0,31306.0,4140000.0,GP_Clustered,0.02,58336,1529520032.0,0.02,0.001474129762349087
197.0,31389.0,4150000.0,GP_Clustered,0.02,58336,1529520119.0,0.02,0.0014734664405751288
199.0,31448.0,4160000.0,GP_Clustered,0.02,58336,1529520204.0,0.02,0.0014759049136747178
199.0,31514.0,4170000.0,GP_Clustered,0.02,58336,1529520290.0,0.02,0.0014757192065704462
199.0,31585.0,4180000.0,GP_Clustered,0.02,58336,1529520376.0,0.02,0.0014757727122700882
199.0,31636.0,4190000.0,GP_Clustered,0.02,58336,1529520462.0,0.02,0.0014758241228392001
200.0,31689.0,4200000.0,GP_Clustered,0.02,58336,1529520546.0,0.02,0.0014765843167960765
200.0,31739.0,4210000.0,GP_Clustered,0.02,58336,1529520623.0,0.02,0.0014773396110033315
202.0,31792.0,4220000.0,GP_Clustered,0.02,58336,1529520701.0,0.02,0.0014771432092827714
203.0,31846.0,4230000.0,GP_Clustered,0.02,58336,1529520776.0,0.02,0.0014778874737821708
203.0,31898.0,4240000.0,GP_Clustered,0.02,58336,1529520851.0,0.02,0.0014776972410720764
203.0,31957.0,4250000.0,GP_Clustered,0.02,58336,1529520926.0,0.02,0.0014775071308516217
204.0,32010.0,4260000.0,GP_Clustered,0.02,58336,1529521002.0,0.02,0.0014784876353348157
204.0,32060.0,4270000.0,GP_Clustered,0.02,58336,1529521081.0,0.02,0.00147946162280422
204.0,32134.0,4280000.0,GP_Clustered,0.02,58336,1529521162.0,0.02,0.001480199297236391
207.0,32199.0,4290000.0,GP_Clustered,0.02,58336,1529521244.0,0.02,0.0014827778053977752
209.0,32268.0,4300000.0,GP_Clustered,0.02,58336,1529521327.0,0.02,0.0014835024688977742
209.0,32327.0,4310000.0,GP_Clustered,0.02,58336,1529521407.0,0.02,0.0014826059101404965
209.0,32393.0,4320000.0,GP_Clustered,0.02,58336,1529521489.0,0.02,0.001484032192037836
209.0,32455.0,4330000.0,GP_Clustered,0.02,58336,1529521568.0,0.02,0.0014838329360797077
210.0,32535.0,4340000.0,GP_Clustered,0.02,58336,1529521649.0,0.02,0.001484091808507232
210.0,32600.0,4350000.0,GP_Clustered,0.02,58336,1529521733.0,0.02,0.0014848050290962149
210.0,32673.0,4360000.0,GP_Clustered,0.02,58336,1529521816.0,0.02,0.0014848405752487584
211.0,32728.0,4370000.0,GP_Clustered,0.02,58336,1529521898.0,0.02,0.0014869159547044898
213.0,32798.0,4380000.0,GP_Clustered,0.02,58336,1529521983.0,0.02,0.001489209031721795
214.0,32882.0,4390000.0,GP_Clustered,0.02,58336,1529522073.0,0.02,0.0014896725656412563
215.0,32942.0,4400000.0,GP_Clustered,0.02,58336,1529522153.0,0.02,0.0014899141995046192
215.0,33001.0,4410000.0,GP_Clustered,0.02,58336,1529522231.0,0.02,0.001492186463833455
217.0,33049.0,4420000.0,GP_Clustered,0.02,58336,1529522305.0,0.02,0.0014926404532044457
217.0,33105.0,4430000.0,GP_Clustered,0.02,58336,1529522377.0,0.02,0.0014926492343697577
218.0,33171.0,4440000.0,GP_Clustered,0.02,58336,1529522449.0,0.02,0.0014928827280900512
219.0,33233.0,4450000.0,GP_Clustered,0.02,58336,1529522542.0,0.02,0.0014940137116626804
219.0,33303.0,4460000.0,GP_Clustered,0.02,58336,1529522626.0,0.02,0.0014946862121406807
221.0,33366.0,4470000.0,GP_Clustered,0.02,58336,1529522696.0,0.02,0.001494908505033862
221.0,33425.0,4480000.0,GP_Clustered,0.02,58336,1529522765.0,0.02,0.00149668812139486
224.0,33478.0,4490000.0,GP_Clustered,0.02,58336,1529522834.0,0.02,0.0014988941303770286
225.0,33529.0,4500000.0,GP_Clustered,0.02,58336,1529522902.0,0.02,0.001499770102113769
227.0,33577.0,4510000.0,GP_Clustered,0.02,58336,1529522980.0,0.02,0.0015008651017837055
227.0,33632.0,4520000.0,GP_Clustered,0.02,58336,1529523050.0,0.02,0.0015004154160743707
227.0,33706.0,4530000.0,GP_Clustered,0.02,58336,1529523120.0,0.02,0.0015006277433434368
227.0,33761.0,4540000.0,GP_Clustered,0.02,58336,1529523190.0,0.02,0.0015012761627848255
228.0,33819.0,4550000.0,GP_Clustered,0.02,58336,1529523259.0,0.02,0.0015032175087862979
228.0,33880.0,4560000.0,GP_Clustered,0.02,58336,1529523331.0,0.02,0.0015040782263980674
229.0,33934.0,4570000.0,GP_Clustered,0.02,58336,1529523404.0,0.02,0.001504279464175957
229.0,34001.0,4580000.0,GP_Clustered,0.02,58336,1529523478.0,0.02,0.0015042578399458034
230.0,34044.0,4590000.0,GP_Clustered,0.02,58336,1529523547.0,0.02,0.0015046685986617226
231.0,34095.0,4600000.0,GP_Clustered,0.02,58336,1529523617.0,0.02,0.0015050771653762269
233.0,34139.0,4610000.0,GP_Clustered,0.02,58336,1529523692.0,0.02,0.0015063454333126077
235.0,34186.0,4620000.0,GP_Clustered,0.02,58336,1529523767.0,0.02,0.001506749354956912
236.0,34237.0,4630000.0,GP_Clustered,0.02,58336,1529523839.0,0.02,0.0015060797467720004
237.0,34295.0,4640000.0,GP_Clustered,0.02,58336,1529523912.0,0.02,0.0015069133496651698
239.0,34355.0,4650000.0,GP_Clustered,0.02,58336,1529523986.0,0.02,0.001507742169997569
240.0,34424.0,4660000.0,GP_Clustered,0.02,58336,1529524061.0,0.02,0.0015085703871633629
241.0,34478.0,4670000.0,GP_Clustered,0.02,58336,1529524133.0,0.02,0.0015096164745543328
242.0,34522.0,4680000.0,GP_Clustered,0.02,58336,1529524209.0,0.02,0.001509152193380438
244.0,34596.0,4690000.0,GP_Clustered,0.02,58336,1529524283.0,0.02,0.001510180219636975
245.0,34662.0,4700000.0,GP_Clustered,0.02,58336,1529524359.0,0.02,0.0015093036161346464
245.0,34709.0,4710000.0,GP_Clustered,0.02,58336,1529524438.0,0.02,0.0015086478858274109
245.0,34773.0,4720000.0,GP_Clustered,0.02,58336,1529524512.0,0.02,0.0015092614647648323
248.0,34827.0,4730000.0,GP_Clustered,0.02,58336,1529524581.0,0.02,0.0015100671366707864
248.0,34875.0,4740000.0,GP_Clustered,0.02,58336,1529524649.0,0.02,0.001510248795821876
249.0,34921.0,4750000.0,GP_Clustered,0.02,58336,1529524717.0,0.02,0.001510429388566625
249.0,34974.0,4760000.0,GP_Clustered,0.02,58336,1529524785.0,0.02,0.0015114456517752758
