Clicks,Impressions,TotalImpressions,Method,RecommendationSizePercent,RecommendationSize
445.0,61726.0,13040000.0,Regression,0.01,29168
446.0,61780.0,13050000.0,Regression,0.01,29168
448.0,61841.0,13060000.0,Regression,0.01,29168
448.0,61906.0,13070000.0,Regression,0.01,29168
449.0,61958.0,13080000.0,Regression,0.01,29168
449.0,62010.0,13090000.0,Regression,0.01,29168
449.0,62070.0,13100000.0,Regression,0.01,29168
449.0,62123.0,13110000.0,Regression,0.01,29168
449.0,62183.0,13120000.0,Regression,0.01,29168
451.0,62236.0,13130000.0,Regression,0.01,29168
451.0,62282.0,13140000.0,Regression,0.01,29168
451.0,62333.0,13150000.0,Regression,0.01,29168
453.0,62390.0,13160000.0,Regression,0.01,29168
457.0,62456.0,13170000.0,Regression,0.01,29168
457.0,62506.0,13180000.0,Regression,0.01,29168
457.0,62552.0,13190000.0,Regression,0.01,29168
459.0,62612.0,13200000.0,Regression,0.01,29168
462.0,62656.0,13210000.0,Regression,0.01,29168
463.0,62712.0,13220000.0,Regression,0.01,29168
463.0,62780.0,13230000.0,Regression,0.01,29168
463.0,62860.0,13240000.0,Regression,0.01,29168
464.0,62940.0,13250000.0,Regression,0.01,29168
464.0,63019.0,13260000.0,Regression,0.01,29168
465.0,63087.0,13270000.0,Regression,0.01,29168
465.0,63160.0,13280000.0,Regression,0.01,29168
466.0,63249.0,13290000.0,Regression,0.01,29168
467.0,63329.0,13300000.0,Regression,0.01,29168
468.0,63440.0,13310000.0,Regression,0.01,29168
468.0,63534.0,13320000.0,Regression,0.01,29168
470.0,63632.0,13330000.0,Regression,0.01,29168
470.0,63717.0,13340000.0,Regression,0.01,29168
472.0,63798.0,13350000.0,Regression,0.01,29168
473.0,63897.0,13360000.0,Regression,0.01,29168
473.0,64000.0,13370000.0,Regression,0.01,29168
473.0,64090.0,13380000.0,Regression,0.01,29168
474.0,64163.0,13390000.0,Regression,0.01,29168
474.0,64240.0,13400000.0,Regression,0.01,29168
476.0,64336.0,13410000.0,Regression,0.01,29168
479.0,64421.0,13420000.0,Regression,0.01,29168
481.0,64522.0,13430000.0,Regression,0.01,29168
482.0,64624.0,13440000.0,Regression,0.01,29168
484.0,64702.0,13450000.0,Regression,0.01,29168
485.0,64771.0,13460000.0,Regression,0.01,29168
488.0,64850.0,13470000.0,Regression,0.01,29168
488.0,64927.0,13480000.0,Regression,0.01,29168
488.0,64995.0,13490000.0,Regression,0.01,29168
488.0,65063.0,13500000.0,Regression,0.01,29168
488.0,65152.0,13510000.0,Regression,0.01,29168
489.0,65248.0,13520000.0,Regression,0.01,29168
491.0,65322.0,13530000.0,Regression,0.01,29168
492.0,65418.0,13540000.0,Regression,0.01,29168
495.0,65503.0,13550000.0,Regression,0.01,29168
497.0,65583.0,13560000.0,Regression,0.01,29168
497.0,65666.0,13570000.0,Regression,0.01,29168
498.0,65755.0,13580000.0,Regression,0.01,29168
499.0,65855.0,13590000.0,Regression,0.01,29168
499.0,65928.0,13600000.0,Regression,0.01,29168
499.0,66030.0,13610000.0,Regression,0.01,29168
501.0,66124.0,13620000.0,Regression,0.01,29168
504.0,66217.0,13630000.0,Regression,0.01,29168
505.0,66319.0,13640000.0,Regression,0.01,29168
505.0,66410.0,13650000.0,Regression,0.01,29168
508.0,66495.0,13660000.0,Regression,0.01,29168
508.0,66578.0,13670000.0,Regression,0.01,29168
510.0,66662.0,13680000.0,Regression,0.01,29168
512.0,66747.0,13690000.0,Regression,0.01,29168
512.0,66848.0,13700000.0,Regression,0.01,29168
513.0,66931.0,13710000.0,Regression,0.01,29168
514.0,67006.0,13720000.0,Regression,0.01,29168
514.0,67079.0,13730000.0,Regression,0.01,29168
516.0,67187.0,13740000.0,Regression,0.01,29168
517.0,67296.0,13750000.0,Regression,0.01,29168
518.0,67403.0,13760000.0,Regression,0.01,29168
522.0,67503.0,13770000.0,Regression,0.01,29168
525.0,67613.0,13780000.0,Regression,0.01,29168
528.0,67701.0,13790000.0,Regression,0.01,29168
528.0,67787.0,13800000.0,Regression,0.01,29168
530.0,67884.0,13810000.0,Regression,0.01,29168
531.0,67965.0,13820000.0,Regression,0.01,29168
531.0,68049.0,13830000.0,Regression,0.01,29168
532.0,68132.0,13840000.0,Regression,0.01,29168
536.0,68225.0,13850000.0,Regression,0.01,29168
536.0,68303.0,13860000.0,Regression,0.01,29168
537.0,68408.0,13870000.0,Regression,0.01,29168
538.0,68495.0,13880000.0,Regression,0.01,29168
539.0,68583.0,13890000.0,Regression,0.01,29168
540.0,68689.0,13900000.0,Regression,0.01,29168
542.0,68801.0,13910000.0,Regression,0.01,29168
543.0,68906.0,13920000.0,Regression,0.01,29168
546.0,69019.0,13930000.0,Regression,0.01,29168
548.0,69128.0,13940000.0,Regression,0.01,29168
548.0,69229.0,13950000.0,Regression,0.01,29168
548.0,69334.0,13960000.0,Regression,0.01,29168
549.0,69428.0,13970000.0,Regression,0.01,29168
550.0,69547.0,13980000.0,Regression,0.01,29168
550.0,69650.0,13990000.0,Regression,0.01,29168
552.0,69778.0,14000000.0,Regression,0.01,29168
552.0,69873.0,14010000.0,Regression,0.01,29168
554.0,69981.0,14020000.0,Regression,0.01,29168
554.0,70085.0,14030000.0,Regression,0.01,29168
555.0,70192.0,14040000.0,Regression,0.01,29168
556.0,70296.0,14050000.0,Regression,0.01,29168
558.0,70392.0,14060000.0,Regression,0.01,29168
559.0,70501.0,14070000.0,Regression,0.01,29168
560.0,70603.0,14080000.0,Regression,0.01,29168
561.0,70719.0,14090000.0,Regression,0.01,29168
564.0,70816.0,14100000.0,Regression,0.01,29168
564.0,70917.0,14110000.0,Regression,0.01,29168
567.0,71010.0,14120000.0,Regression,0.01,29168
572.0,71116.0,14130000.0,Regression,0.01,29168
574.0,71217.0,14140000.0,Regression,0.01,29168
576.0,71314.0,14150000.0,Regression,0.01,29168
577.0,71423.0,14160000.0,Regression,0.01,29168
577.0,71527.0,14170000.0,Regression,0.01,29168
580.0,71640.0,14180000.0,Regression,0.01,29168
584.0,71734.0,14190000.0,Regression,0.01,29168
585.0,71844.0,14200000.0,Regression,0.01,29168
586.0,71946.0,14210000.0,Regression,0.01,29168
588.0,72064.0,14220000.0,Regression,0.01,29168
588.0,72158.0,14230000.0,Regression,0.01,29168
593.0,72270.0,14240000.0,Regression,0.01,29168
594.0,72361.0,14250000.0,Regression,0.01,29168
594.0,72444.0,14260000.0,Regression,0.01,29168
597.0,72545.0,14270000.0,Regression,0.01,29168
599.0,72648.0,14280000.0,Regression,0.01,29168
600.0,72749.0,14290000.0,Regression,0.01,29168
600.0,72843.0,14300000.0,Regression,0.01,29168
600.0,72947.0,14310000.0,Regression,0.01,29168
602.0,73051.0,14320000.0,Regression,0.01,29168
602.0,73159.0,14330000.0,Regression,0.01,29168
604.0,73266.0,14340000.0,Regression,0.01,29168
605.0,73365.0,14350000.0,Regression,0.01,29168
606.0,73475.0,14360000.0,Regression,0.01,29168
607.0,73583.0,14370000.0,Regression,0.01,29168
608.0,73679.0,14380000.0,Regression,0.01,29168
609.0,73775.0,14390000.0,Regression,0.01,29168
0.0,137.0,1870000.0,Regression,0.03,87504
1.0,626.0,1880000.0,Regression,0.03,87504
1.0,1163.0,1890000.0,Regression,0.03,87504
3.0,1677.0,1900000.0,Regression,0.03,87504
6.0,2167.0,1910000.0,Regression,0.03,87504
7.0,2668.0,1920000.0,Regression,0.03,87504
7.0,3132.0,1930000.0,Regression,0.03,87504
7.0,3633.0,1940000.0,Regression,0.03,87504
8.0,4182.0,1950000.0,Regression,0.03,87504
10.0,4704.0,1960000.0,Regression,0.03,87504
11.0,5260.0,1970000.0,Regression,0.03,87504
11.0,5835.0,1980000.0,Regression,0.03,87504
11.0,6330.0,1990000.0,Regression,0.03,87504
12.0,6845.0,2000000.0,Regression,0.03,87504
12.0,7347.0,2010000.0,Regression,0.03,87504
12.0,7868.0,2020000.0,Regression,0.03,87504
13.0,8424.0,2030000.0,Regression,0.03,87504
15.0,8992.0,2040000.0,Regression,0.03,87504
15.0,9528.0,2050000.0,Regression,0.03,87504
17.0,10055.0,2060000.0,Regression,0.03,87504
17.0,10615.0,2070000.0,Regression,0.03,87504
18.0,11156.0,2080000.0,Regression,0.03,87504
19.0,11719.0,2090000.0,Regression,0.03,87504
19.0,12254.0,2100000.0,Regression,0.03,87504
20.0,12793.0,2110000.0,Regression,0.03,87504
20.0,13346.0,2120000.0,Regression,0.03,87504
20.0,13880.0,2130000.0,Regression,0.03,87504
20.0,14421.0,2140000.0,Regression,0.03,87504
20.0,14964.0,2150000.0,Regression,0.03,87504
20.0,15496.0,2160000.0,Regression,0.03,87504
20.0,15989.0,2170000.0,Regression,0.03,87504
22.0,16531.0,2180000.0,Regression,0.03,87504
22.0,17083.0,2190000.0,Regression,0.03,87504
23.0,17625.0,2200000.0,Regression,0.03,87504
23.0,18146.0,2210000.0,Regression,0.03,87504
23.0,18706.0,2220000.0,Regression,0.03,87504
23.0,19210.0,2230000.0,Regression,0.03,87504
25.0,19689.0,2240000.0,Regression,0.03,87504
25.0,20203.0,2250000.0,Regression,0.03,87504
26.0,20806.0,2260000.0,Regression,0.03,87504
26.0,21363.0,2270000.0,Regression,0.03,87504
26.0,21895.0,2280000.0,Regression,0.03,87504
28.0,22460.0,2290000.0,Regression,0.03,87504
29.0,23000.0,2300000.0,Regression,0.03,87504
30.0,23551.0,2310000.0,Regression,0.03,87504
30.0,24111.0,2320000.0,Regression,0.03,87504
32.0,24651.0,2330000.0,Regression,0.03,87504
32.0,25177.0,2340000.0,Regression,0.03,87504
33.0,25719.0,2350000.0,Regression,0.03,87504
34.0,26256.0,2360000.0,Regression,0.03,87504
34.0,26733.0,2370000.0,Regression,0.03,87504
35.0,27271.0,2380000.0,Regression,0.03,87504
35.0,27825.0,2390000.0,Regression,0.03,87504
36.0,28355.0,2400000.0,Regression,0.03,87504
36.0,28920.0,2410000.0,Regression,0.03,87504
39.0,29496.0,2420000.0,Regression,0.03,87504
39.0,30122.0,2430000.0,Regression,0.03,87504
40.0,30679.0,2440000.0,Regression,0.03,87504
41.0,31221.0,2450000.0,Regression,0.03,87504
42.0,31778.0,2460000.0,Regression,0.03,87504
43.0,32323.0,2470000.0,Regression,0.03,87504
44.0,32901.0,2480000.0,Regression,0.03,87504
45.0,33407.0,2490000.0,Regression,0.03,87504
46.0,33960.0,2500000.0,Regression,0.03,87504
47.0,34506.0,2510000.0,Regression,0.03,87504
47.0,35065.0,2520000.0,Regression,0.03,87504
49.0,35633.0,2530000.0,Regression,0.03,87504
50.0,36190.0,2540000.0,Regression,0.03,87504
50.0,36728.0,2550000.0,Regression,0.03,87504
51.0,37252.0,2560000.0,Regression,0.03,87504
52.0,37797.0,2570000.0,Regression,0.03,87504
53.0,38392.0,2580000.0,Regression,0.03,87504
54.0,38931.0,2590000.0,Regression,0.03,87504
57.0,39469.0,2600000.0,Regression,0.03,87504
59.0,39997.0,2610000.0,Regression,0.03,87504
60.0,40522.0,2620000.0,Regression,0.03,87504
60.0,41033.0,2630000.0,Regression,0.03,87504
62.0,41588.0,2640000.0,Regression,0.03,87504
62.0,42134.0,2650000.0,Regression,0.03,87504
64.0,42663.0,2660000.0,Regression,0.03,87504
64.0,43167.0,2670000.0,Regression,0.03,87504
66.0,43735.0,2680000.0,Regression,0.03,87504
66.0,44309.0,2690000.0,Regression,0.03,87504
68.0,44895.0,2700000.0,Regression,0.03,87504
68.0,45454.0,2710000.0,Regression,0.03,87504
69.0,45960.0,2720000.0,Regression,0.03,87504
71.0,46480.0,2730000.0,Regression,0.03,87504
71.0,46983.0,2740000.0,Regression,0.03,87504
71.0,47519.0,2750000.0,Regression,0.03,87504
71.0,48052.0,2760000.0,Regression,0.03,87504
72.0,48586.0,2770000.0,Regression,0.03,87504
75.0,49113.0,2780000.0,Regression,0.03,87504
76.0,49641.0,2790000.0,Regression,0.03,87504
77.0,50151.0,2800000.0,Regression,0.03,87504
77.0,50687.0,2810000.0,Regression,0.03,87504
78.0,51264.0,2820000.0,Regression,0.03,87504
79.0,51847.0,2830000.0,Regression,0.03,87504
81.0,52402.0,2840000.0,Regression,0.03,87504
82.0,52940.0,2850000.0,Regression,0.03,87504
83.0,53513.0,2860000.0,Regression,0.03,87504
85.0,54035.0,2870000.0,Regression,0.03,87504
86.0,54568.0,2880000.0,Regression,0.03,87504
87.0,55121.0,2890000.0,Regression,0.03,87504
88.0,55627.0,2900000.0,Regression,0.03,87504
88.0,56173.0,2910000.0,Regression,0.03,87504
89.0,56756.0,2920000.0,Regression,0.03,87504
90.0,57312.0,2930000.0,Regression,0.03,87504
90.0,57928.0,2940000.0,Regression,0.03,87504
92.0,58447.0,2950000.0,Regression,0.03,87504
94.0,59008.0,2960000.0,Regression,0.03,87504
94.0,59544.0,2970000.0,Regression,0.03,87504
97.0,60138.0,2980000.0,Regression,0.03,87504
98.0,60707.0,2990000.0,Regression,0.03,87504
98.0,61280.0,3000000.0,Regression,0.03,87504
98.0,61868.0,3010000.0,Regression,0.03,87504
100.0,62391.0,3020000.0,Regression,0.03,87504
102.0,63007.0,3030000.0,Regression,0.03,87504
103.0,63575.0,3040000.0,Regression,0.03,87504
103.0,64123.0,3050000.0,Regression,0.03,87504
104.0,64655.0,3060000.0,Regression,0.03,87504
105.0,65164.0,3070000.0,Regression,0.03,87504
107.0,65698.0,3080000.0,Regression,0.03,87504
107.0,66228.0,3090000.0,Regression,0.03,87504
107.0,66837.0,3100000.0,Regression,0.03,87504
107.0,67429.0,3110000.0,Regression,0.03,87504
109.0,68029.0,3120000.0,Regression,0.03,87504
111.0,68594.0,3130000.0,Regression,0.03,87504
111.0,69171.0,3140000.0,Regression,0.03,87504
111.0,69658.0,3150000.0,Regression,0.03,87504
112.0,70210.0,3160000.0,Regression,0.03,87504
113.0,70732.0,3170000.0,Regression,0.03,87504
113.0,71224.0,3180000.0,Regression,0.03,87504
113.0,71768.0,3190000.0,Regression,0.03,87504
116.0,72330.0,3200000.0,Regression,0.03,87504
118.0,72828.0,3210000.0,Regression,0.03,87504
120.0,73372.0,3220000.0,Regression,0.03,87504
120.0,73919.0,3230000.0,Regression,0.03,87504
121.0,74470.0,3240000.0,Regression,0.03,87504
121.0,75032.0,3250000.0,Regression,0.03,87504
122.0,75542.0,3260000.0,Regression,0.03,87504
124.0,75645.0,3270000.0,Regression,0.03,87504
125.0,75757.0,3280000.0,Regression,0.03,87504
126.0,75858.0,3290000.0,Regression,0.03,87504
128.0,75955.0,3300000.0,Regression,0.03,87504
128.0,76056.0,3310000.0,Regression,0.03,87504
128.0,76142.0,3320000.0,Regression,0.03,87504
128.0,76235.0,3330000.0,Regression,0.03,87504
130.0,76346.0,3340000.0,Regression,0.03,87504
133.0,76466.0,3350000.0,Regression,0.03,87504
133.0,76598.0,3360000.0,Regression,0.03,87504
133.0,76729.0,3370000.0,Regression,0.03,87504
133.0,76835.0,3380000.0,Regression,0.03,87504
134.0,76961.0,3390000.0,Regression,0.03,87504
134.0,77081.0,3400000.0,Regression,0.03,87504
135.0,77159.0,3410000.0,Regression,0.03,87504
136.0,77255.0,3420000.0,Regression,0.03,87504
137.0,77367.0,3430000.0,Regression,0.03,87504
138.0,77458.0,3440000.0,Regression,0.03,87504
140.0,77557.0,3450000.0,Regression,0.03,87504
141.0,77639.0,3460000.0,Regression,0.03,87504
145.0,77733.0,3470000.0,Regression,0.03,87504
145.0,77827.0,3480000.0,Regression,0.03,87504
146.0,77944.0,3490000.0,Regression,0.03,87504
146.0,78051.0,3500000.0,Regression,0.03,87504
147.0,78153.0,3510000.0,Regression,0.03,87504
148.0,78256.0,3520000.0,Regression,0.03,87504
150.0,78365.0,3530000.0,Regression,0.03,87504
152.0,78479.0,3540000.0,Regression,0.03,87504
154.0,78581.0,3550000.0,Regression,0.03,87504
156.0,78698.0,3560000.0,Regression,0.03,87504
156.0,78809.0,3570000.0,Regression,0.03,87504
158.0,78906.0,3580000.0,Regression,0.03,87504
160.0,78997.0,3590000.0,Regression,0.03,87504
162.0,79116.0,3600000.0,Regression,0.03,87504
162.0,79222.0,3610000.0,Regression,0.03,87504
162.0,79329.0,3620000.0,Regression,0.03,87504
165.0,79427.0,3630000.0,Regression,0.03,87504
167.0,79533.0,3640000.0,Regression,0.03,87504
169.0,79668.0,3650000.0,Regression,0.03,87504
172.0,79818.0,3660000.0,Regression,0.03,87504
173.0,79945.0,3670000.0,Regression,0.03,87504
174.0,80095.0,3680000.0,Regression,0.03,87504
174.0,80218.0,3690000.0,Regression,0.03,87504
176.0,80351.0,3700000.0,Regression,0.03,87504
180.0,80500.0,3710000.0,Regression,0.03,87504
181.0,80638.0,3720000.0,Regression,0.03,87504
182.0,80782.0,3730000.0,Regression,0.03,87504
182.0,80914.0,3740000.0,Regression,0.03,87504
183.0,81031.0,3750000.0,Regression,0.03,87504
185.0,81158.0,3760000.0,Regression,0.03,87504
186.0,81263.0,3770000.0,Regression,0.03,87504
187.0,81399.0,3780000.0,Regression,0.03,87504
188.0,81512.0,3790000.0,Regression,0.03,87504
191.0,81657.0,3800000.0,Regression,0.03,87504
191.0,81791.0,3810000.0,Regression,0.03,87504
194.0,81895.0,3820000.0,Regression,0.03,87504
194.0,81993.0,3830000.0,Regression,0.03,87504
195.0,82100.0,3840000.0,Regression,0.03,87504
195.0,82205.0,3850000.0,Regression,0.03,87504
195.0,82316.0,3860000.0,Regression,0.03,87504
197.0,82429.0,3870000.0,Regression,0.03,87504
198.0,82532.0,3880000.0,Regression,0.03,87504
199.0,82647.0,3890000.0,Regression,0.03,87504
200.0,82756.0,3900000.0,Regression,0.03,87504
202.0,82891.0,3910000.0,Regression,0.03,87504
203.0,83012.0,3920000.0,Regression,0.03,87504
207.0,83133.0,3930000.0,Regression,0.03,87504
208.0,83248.0,3940000.0,Regression,0.03,87504
209.0,83364.0,3950000.0,Regression,0.03,87504
210.0,83482.0,3960000.0,Regression,0.03,87504
210.0,83572.0,3970000.0,Regression,0.03,87504
211.0,83660.0,3980000.0,Regression,0.03,87504
212.0,83772.0,3990000.0,Regression,0.03,87504
213.0,83882.0,4000000.0,Regression,0.03,87504
214.0,83983.0,4010000.0,Regression,0.03,87504
215.0,84069.0,4020000.0,Regression,0.03,87504
217.0,84151.0,4030000.0,Regression,0.03,87504
218.0,84252.0,4040000.0,Regression,0.03,87504
218.0,84340.0,4050000.0,Regression,0.03,87504
218.0,84419.0,4060000.0,Regression,0.03,87504
220.0,84511.0,4070000.0,Regression,0.03,87504
221.0,84587.0,4080000.0,Regression,0.03,87504
223.0,84680.0,4090000.0,Regression,0.03,87504
225.0,84753.0,4100000.0,Regression,0.03,87504
226.0,84841.0,4110000.0,Regression,0.03,87504
226.0,84932.0,4120000.0,Regression,0.03,87504
229.0,85007.0,4130000.0,Regression,0.03,87504
230.0,85082.0,4140000.0,Regression,0.03,87504
230.0,85183.0,4150000.0,Regression,0.03,87504
232.0,85275.0,4160000.0,Regression,0.03,87504
232.0,85369.0,4170000.0,Regression,0.03,87504
233.0,85476.0,4180000.0,Regression,0.03,87504
234.0,85565.0,4190000.0,Regression,0.03,87504
236.0,85645.0,4200000.0,Regression,0.03,87504
236.0,85731.0,4210000.0,Regression,0.03,87504
238.0,85826.0,4220000.0,Regression,0.03,87504
239.0,85911.0,4230000.0,Regression,0.03,87504
239.0,85987.0,4240000.0,Regression,0.03,87504
239.0,86083.0,4250000.0,Regression,0.03,87504
240.0,86172.0,4260000.0,Regression,0.03,87504
241.0,86256.0,4270000.0,Regression,0.03,87504
241.0,86370.0,4280000.0,Regression,0.03,87504
244.0,86469.0,4290000.0,Regression,0.03,87504
247.0,86579.0,4300000.0,Regression,0.03,87504
247.0,86657.0,4310000.0,Regression,0.03,87504
247.0,86744.0,4320000.0,Regression,0.03,87504
247.0,86822.0,4330000.0,Regression,0.03,87504
248.0,86908.0,4340000.0,Regression,0.03,87504
249.0,87002.0,4350000.0,Regression,0.03,87504
250.0,87092.0,4360000.0,Regression,0.03,87504
251.0,87185.0,4370000.0,Regression,0.03,87504
253.0,87287.0,4380000.0,Regression,0.03,87504
254.0,87402.0,4390000.0,Regression,0.03,87504
255.0,87492.0,4400000.0,Regression,0.03,87504
256.0,87584.0,4410000.0,Regression,0.03,87504
257.0,87657.0,4420000.0,Regression,0.03,87504
258.0,87728.0,4430000.0,Regression,0.03,87504
259.0,87830.0,4440000.0,Regression,0.03,87504
260.0,87916.0,4450000.0,Regression,0.03,87504
261.0,88020.0,4460000.0,Regression,0.03,87504
264.0,88109.0,4470000.0,Regression,0.03,87504
265.0,88181.0,4480000.0,Regression,0.03,87504
268.0,88261.0,4490000.0,Regression,0.03,87504
270.0,88343.0,4500000.0,Regression,0.03,87504
272.0,88419.0,4510000.0,Regression,0.03,87504
272.0,88502.0,4520000.0,Regression,0.03,87504
272.0,88592.0,4530000.0,Regression,0.03,87504
272.0,88675.0,4540000.0,Regression,0.03,87504
274.0,88759.0,4550000.0,Regression,0.03,87504
274.0,88843.0,4560000.0,Regression,0.03,87504
275.0,88934.0,4570000.0,Regression,0.03,87504
275.0,89036.0,4580000.0,Regression,0.03,87504
276.0,89093.0,4590000.0,Regression,0.03,87504
277.0,89167.0,4600000.0,Regression,0.03,87504
279.0,89239.0,4610000.0,Regression,0.03,87504
280.0,89290.0,4620000.0,Regression,0.03,87504
282.0,89371.0,4630000.0,Regression,0.03,87504
283.0,89444.0,4640000.0,Regression,0.03,87504
285.0,89521.0,4650000.0,Regression,0.03,87504
286.0,89609.0,4660000.0,Regression,0.03,87504
287.0,89682.0,4670000.0,Regression,0.03,87504
289.0,89753.0,4680000.0,Regression,0.03,87504
291.0,89843.0,4690000.0,Regression,0.03,87504
292.0,89942.0,4700000.0,Regression,0.03,87504
292.0,90025.0,4710000.0,Regression,0.03,87504
292.0,90114.0,4720000.0,Regression,0.03,87504
294.0,90211.0,4730000.0,Regression,0.03,87504
295.0,90291.0,4740000.0,Regression,0.03,87504
296.0,90376.0,4750000.0,Regression,0.03,87504
297.0,90449.0,4760000.0,Regression,0.03,87504
297.0,90541.0,4770000.0,Regression,0.03,87504
299.0,90620.0,4780000.0,Regression,0.03,87504
301.0,90739.0,4790000.0,Regression,0.03,87504
301.0,90819.0,4800000.0,Regression,0.03,87504
303.0,90910.0,4810000.0,Regression,0.03,87504
303.0,90999.0,4820000.0,Regression,0.03,87504
304.0,91093.0,4830000.0,Regression,0.03,87504
304.0,91171.0,4840000.0,Regression,0.03,87504
304.0,91253.0,4850000.0,Regression,0.03,87504
306.0,91374.0,4860000.0,Regression,0.03,87504
306.0,91466.0,4870000.0,Regression,0.03,87504
306.0,91546.0,4880000.0,Regression,0.03,87504
309.0,91641.0,4890000.0,Regression,0.03,87504
309.0,91726.0,4900000.0,Regression,0.03,87504
309.0,91818.0,4910000.0,Regression,0.03,87504
311.0,91927.0,4920000.0,Regression,0.03,87504
314.0,92017.0,4930000.0,Regression,0.03,87504
314.0,92108.0,4940000.0,Regression,0.03,87504
314.0,92215.0,4950000.0,Regression,0.03,87504
314.0,92313.0,4960000.0,Regression,0.03,87504
315.0,92413.0,4970000.0,Regression,0.03,87504
315.0,92511.0,4980000.0,Regression,0.03,87504
315.0,92597.0,4990000.0,Regression,0.03,87504
315.0,92675.0,5000000.0,Regression,0.03,87504
315.0,92782.0,5010000.0,Regression,0.03,87504
318.0,92861.0,5020000.0,Regression,0.03,87504
319.0,92929.0,5030000.0,Regression,0.03,87504
319.0,93009.0,5040000.0,Regression,0.03,87504
319.0,93109.0,5050000.0,Regression,0.03,87504
320.0,93203.0,5060000.0,Regression,0.03,87504
321.0,93287.0,5070000.0,Regression,0.03,87504
323.0,93385.0,5080000.0,Regression,0.03,87504
323.0,93458.0,5090000.0,Regression,0.03,87504
324.0,93540.0,5100000.0,Regression,0.03,87504
325.0,93627.0,5110000.0,Regression,0.03,87504
326.0,93734.0,5120000.0,Regression,0.03,87504
326.0,93827.0,5130000.0,Regression,0.03,87504
328.0,93911.0,5140000.0,Regression,0.03,87504
330.0,93992.0,5150000.0,Regression,0.03,87504
332.0,94083.0,5160000.0,Regression,0.03,87504
333.0,94175.0,5170000.0,Regression,0.03,87504
333.0,94260.0,5180000.0,Regression,0.03,87504
333.0,94358.0,5190000.0,Regression,0.03,87504
335.0,94459.0,5200000.0,Regression,0.03,87504
336.0,94546.0,5210000.0,Regression,0.03,87504
336.0,94642.0,5220000.0,Regression,0.03,87504
336.0,94737.0,5230000.0,Regression,0.03,87504
336.0,94827.0,5240000.0,Regression,0.03,87504
336.0,94923.0,5250000.0,Regression,0.03,87504
337.0,95013.0,5260000.0,Regression,0.03,87504
337.0,95084.0,5270000.0,Regression,0.03,87504
338.0,95168.0,5280000.0,Regression,0.03,87504
339.0,95257.0,5290000.0,Regression,0.03,87504
342.0,95331.0,5300000.0,Regression,0.03,87504
344.0,95403.0,5310000.0,Regression,0.03,87504
344.0,95496.0,5320000.0,Regression,0.03,87504
345.0,95563.0,5330000.0,Regression,0.03,87504
347.0,95651.0,5340000.0,Regression,0.03,87504
348.0,95740.0,5350000.0,Regression,0.03,87504
348.0,95824.0,5360000.0,Regression,0.03,87504
349.0,95912.0,5370000.0,Regression,0.03,87504
350.0,96005.0,5380000.0,Regression,0.03,87504
351.0,96088.0,5390000.0,Regression,0.03,87504
351.0,96178.0,5400000.0,Regression,0.03,87504
352.0,96251.0,5410000.0,Regression,0.03,87504
352.0,96342.0,5420000.0,Regression,0.03,87504
352.0,96434.0,5430000.0,Regression,0.03,87504
353.0,96530.0,5440000.0,Regression,0.03,87504
356.0,96630.0,5450000.0,Regression,0.03,87504
356.0,96711.0,5460000.0,Regression,0.03,87504
357.0,96815.0,5470000.0,Regression,0.03,87504
358.0,96910.0,5480000.0,Regression,0.03,87504
359.0,96999.0,5490000.0,Regression,0.03,87504
360.0,97084.0,5500000.0,Regression,0.03,87504
360.0,97191.0,5510000.0,Regression,0.03,87504
360.0,97293.0,5520000.0,Regression,0.03,87504
360.0,97404.0,5530000.0,Regression,0.03,87504
361.0,97504.0,5540000.0,Regression,0.03,87504
361.0,97598.0,5550000.0,Regression,0.03,87504
364.0,97699.0,5560000.0,Regression,0.03,87504
365.0,97805.0,5570000.0,Regression,0.03,87504
366.0,97907.0,5580000.0,Regression,0.03,87504
367.0,97988.0,5590000.0,Regression,0.03,87504
367.0,98084.0,5600000.0,Regression,0.03,87504
368.0,98186.0,5610000.0,Regression,0.03,87504
368.0,98278.0,5620000.0,Regression,0.03,87504
370.0,98373.0,5630000.0,Regression,0.03,87504
375.0,98485.0,5640000.0,Regression,0.03,87504
377.0,98593.0,5650000.0,Regression,0.03,87504
377.0,98698.0,5660000.0,Regression,0.03,87504
378.0,98837.0,5670000.0,Regression,0.03,87504
379.0,98972.0,5680000.0,Regression,0.03,87504
381.0,99111.0,5690000.0,Regression,0.03,87504
382.0,99236.0,5700000.0,Regression,0.03,87504
388.0,99404.0,5710000.0,Regression,0.03,87504
390.0,99540.0,5720000.0,Regression,0.03,87504
390.0,99656.0,5730000.0,Regression,0.03,87504
391.0,99787.0,5740000.0,Regression,0.03,87504
391.0,99902.0,5750000.0,Regression,0.03,87504
394.0,100059.0,5760000.0,Regression,0.03,87504
394.0,100186.0,5770000.0,Regression,0.03,87504
396.0,100303.0,5780000.0,Regression,0.03,87504
396.0,100413.0,5790000.0,Regression,0.03,87504
398.0,100539.0,5800000.0,Regression,0.03,87504
400.0,100642.0,5810000.0,Regression,0.03,87504
401.0,100785.0,5820000.0,Regression,0.03,87504
401.0,100922.0,5830000.0,Regression,0.03,87504
404.0,101036.0,5840000.0,Regression,0.03,87504
405.0,101141.0,5850000.0,Regression,0.03,87504
407.0,101240.0,5860000.0,Regression,0.03,87504
408.0,101323.0,5870000.0,Regression,0.03,87504
