Clicks,Impressions,TotalImpressions,Method,RecommendationSizePercent,RecommendationSize,Timestamp
31.0,20460.0,1460000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529492448.0
31.0,20567.0,1470000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529492529.0
32.0,20688.0,1480000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529492610.0
32.0,20791.0,1490000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529492694.0
32.0,20906.0,1500000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529492774.0
32.0,21006.0,1510000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529492855.0
32.0,21125.0,1520000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529492937.0
32.0,21232.0,1530000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529493020.0
32.0,21375.0,1540000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529493104.0
32.0,21529.0,1550000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529493186.0
33.0,21641.0,1560000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529493270.0
33.0,21790.0,1570000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529493356.0
33.0,21900.0,1580000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529493442.0
33.0,22029.0,1590000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529493526.0
33.0,22124.0,1600000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529493611.0
33.0,22229.0,1610000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529493697.0
33.0,22360.0,1620000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529493781.0
33.0,22493.0,1630000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529493863.0
33.0,22609.0,1640000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529493948.0
33.0,22716.0,1650000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529494031.0
33.0,22826.0,1660000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529494116.0
33.0,22928.0,1670000.0,Regression_1h_alpha0.1_softTrue,0.02,58336,1529494204.0
