Clicks,Impressions,TotalImpressions,Method,RecommendationSizePercent,RecommendationSize,Timestamp,Alpha,TrainPart
0.0,59.0,460000.0,TS_Lin,0.02,58336,1529485209.0,0.0001,0.01
1.0,447.0,470000.0,TS_Lin,0.02,58336,1529485282.0,0.0001,0.01
3.0,822.0,480000.0,TS_Lin,0.02,58336,1529485354.0,0.0001,0.01
3.0,1168.0,490000.0,TS_Lin,0.02,58336,1529485426.0,0.0001,0.01
3.0,1496.0,500000.0,TS_Lin,0.02,58336,1529485500.0,0.0001,0.01
4.0,1848.0,510000.0,TS_Lin,0.02,58336,1529485578.0,0.0001,0.01
5.0,2191.0,520000.0,TS_Lin,0.02,58336,1529485659.0,0.0001,0.01
5.0,2531.0,530000.0,TS_Lin,0.02,58336,1529485742.0,0.0001,0.01
7.0,2894.0,540000.0,TS_Lin,0.02,58336,1529485823.0,0.0001,0.01
7.0,3256.0,550000.0,TS_Lin,0.02,58336,1529485906.0,0.0001,0.01
8.0,3592.0,560000.0,TS_Lin,0.02,58336,1529485990.0,0.0001,0.01
8.0,3943.0,570000.0,TS_Lin,0.02,58336,1529486075.0,0.0001,0.01
8.0,4300.0,580000.0,TS_Lin,0.02,58336,1529486160.0,0.0001,0.01
8.0,4604.0,590000.0,TS_Lin,0.02,58336,1529486245.0,0.0001,0.01
9.0,4953.0,600000.0,TS_Lin,0.02,58336,1529486326.0,0.0001,0.01
9.0,5291.0,610000.0,TS_Lin,0.02,58336,1529486407.0,0.0001,0.01
9.0,5627.0,620000.0,TS_Lin,0.02,58336,1529486488.0,0.0001,0.01
10.0,5973.0,630000.0,TS_Lin,0.02,58336,1529486569.0,0.0001,0.01
10.0,6298.0,640000.0,TS_Lin,0.02,58336,1529486652.0,0.0001,0.01
11.0,6595.0,650000.0,TS_Lin,0.02,58336,1529486734.0,0.0001,0.01
13.0,6935.0,660000.0,TS_Lin,0.02,58336,1529486817.0,0.0001,0.01
13.0,7266.0,670000.0,TS_Lin,0.02,58336,1529486899.0,0.0001,0.01
13.0,7616.0,680000.0,TS_Lin,0.02,58336,1529486983.0,0.0001,0.01
15.0,8003.0,690000.0,TS_Lin,0.02,58336,1529487066.0,0.0001,0.01
16.0,8300.0,700000.0,TS_Lin,0.02,58336,1529487149.0,0.0001,0.01
17.0,8604.0,710000.0,TS_Lin,0.02,58336,1529487230.0,0.0001,0.01
19.0,8920.0,720000.0,TS_Lin,0.02,58336,1529487314.0,0.0001,0.01
19.0,9274.0,730000.0,TS_Lin,0.02,58336,1529487394.0,0.0001,0.01
19.0,9612.0,740000.0,TS_Lin,0.02,58336,1529487472.0,0.0001,0.01
19.0,9950.0,750000.0,TS_Lin,0.02,58336,1529487552.0,0.0001,0.01
19.0,10265.0,760000.0,TS_Lin,0.02,58336,1529487630.0,0.0001,0.01
20.0,10636.0,770000.0,TS_Lin,0.02,58336,1529487708.0,0.0001,0.01
20.0,11001.0,780000.0,TS_Lin,0.02,58336,1529487789.0,0.0001,0.01
20.0,11376.0,790000.0,TS_Lin,0.02,58336,1529487870.0,0.0001,0.01
20.0,11695.0,800000.0,TS_Lin,0.02,58336,1529487950.0,0.0001,0.01
21.0,12014.0,810000.0,TS_Lin,0.02,58336,1529488030.0,0.0001,0.01
21.0,12382.0,820000.0,TS_Lin,0.02,58336,1529488109.0,0.0001,0.01
22.0,12711.0,830000.0,TS_Lin,0.02,58336,1529488188.0,0.0001,0.01
23.0,13067.0,840000.0,TS_Lin,0.02,58336,1529488267.0,0.0001,0.01
24.0,13466.0,850000.0,TS_Lin,0.02,58336,1529488344.0,0.0001,0.01
25.0,13818.0,860000.0,TS_Lin,0.02,58336,1529488423.0,0.0001,0.01
25.0,14172.0,870000.0,TS_Lin,0.02,58336,1529488503.0,0.0001,0.01
27.0,14486.0,880000.0,TS_Lin,0.02,58336,1529488582.0,0.0001,0.01
28.0,14822.0,890000.0,TS_Lin,0.02,58336,1529488662.0,0.0001,0.01
28.0,15174.0,900000.0,TS_Lin,0.02,58336,1529488741.0,0.0001,0.01
29.0,15461.0,910000.0,TS_Lin,0.02,58336,1529488819.0,0.0001,0.01
29.0,15495.0,920000.0,TS_Lin,0.02,58336,1529488893.0,0.0001,0.01
29.0,15540.0,930000.0,TS_Lin,0.02,58336,1529488965.0,0.0001,0.01
29.0,15579.0,940000.0,TS_Lin,0.02,58336,1529489033.0,0.0001,0.01
29.0,15609.0,950000.0,TS_Lin,0.02,58336,1529489099.0,0.0001,0.01
29.0,15644.0,960000.0,TS_Lin,0.02,58336,1529489162.0,0.0001,0.01
29.0,15669.0,970000.0,TS_Lin,0.02,58336,1529489226.0,0.0001,0.01
29.0,15704.0,980000.0,TS_Lin,0.02,58336,1529489288.0,0.0001,0.01
30.0,15743.0,990000.0,TS_Lin,0.02,58336,1529489350.0,0.0001,0.01
30.0,15778.0,1000000.0,TS_Lin,0.02,58336,1529489410.0,0.0001,0.01
30.0,15811.0,1010000.0,TS_Lin,0.02,58336,1529489472.0,0.0001,0.01
30.0,15847.0,1020000.0,TS_Lin,0.02,58336,1529489534.0,0.0001,0.01
31.0,15892.0,1030000.0,TS_Lin,0.02,58336,1529489596.0,0.0001,0.01
32.0,15916.0,1040000.0,TS_Lin,0.02,58336,1529489659.0,0.0001,0.01
32.0,15946.0,1050000.0,TS_Lin,0.02,58336,1529489721.0,0.0001,0.01
33.0,15972.0,1060000.0,TS_Lin,0.02,58336,1529489782.0,0.0001,0.01
33.0,15995.0,1070000.0,TS_Lin,0.02,58336,1529489846.0,0.0001,0.01
33.0,16019.0,1080000.0,TS_Lin,0.02,58336,1529489910.0,0.0001,0.01
33.0,16045.0,1090000.0,TS_Lin,0.02,58336,1529489972.0,0.0001,0.01
33.0,16078.0,1100000.0,TS_Lin,0.02,58336,1529490034.0,0.0001,0.01
33.0,16106.0,1110000.0,TS_Lin,0.02,58336,1529490096.0,0.0001,0.01
33.0,16130.0,1120000.0,TS_Lin,0.02,58336,1529490158.0,0.0001,0.01
33.0,16167.0,1130000.0,TS_Lin,0.02,58336,1529490220.0,0.0001,0.01
33.0,16199.0,1140000.0,TS_Lin,0.02,58336,1529490283.0,0.0001,0.01
34.0,16230.0,1150000.0,TS_Lin,0.02,58336,1529490346.0,0.0001,0.01
34.0,16250.0,1160000.0,TS_Lin,0.02,58336,1529490408.0,0.0001,0.01
34.0,16282.0,1170000.0,TS_Lin,0.02,58336,1529490471.0,0.0001,0.01
35.0,16305.0,1180000.0,TS_Lin,0.02,58336,1529490534.0,0.0001,0.01
35.0,16325.0,1190000.0,TS_Lin,0.02,58336,1529490599.0,0.0001,0.01
36.0,16356.0,1200000.0,TS_Lin,0.02,58336,1529490664.0,0.0001,0.01
36.0,16387.0,1210000.0,TS_Lin,0.02,58336,1529490730.0,0.0001,0.01
36.0,16412.0,1220000.0,TS_Lin,0.02,58336,1529490795.0,0.0001,0.01
36.0,16439.0,1230000.0,TS_Lin,0.02,58336,1529490860.0,0.0001,0.01
36.0,16465.0,1240000.0,TS_Lin,0.02,58336,1529490923.0,0.0001,0.01
36.0,16507.0,1250000.0,TS_Lin,0.02,58336,1529490984.0,0.0001,0.01
36.0,16538.0,1260000.0,TS_Lin,0.02,58336,1529491047.0,0.0001,0.01
36.0,16568.0,1270000.0,TS_Lin,0.02,58336,1529491110.0,0.0001,0.01
37.0,16602.0,1280000.0,TS_Lin,0.02,58336,1529491174.0,0.0001,0.01
37.0,16644.0,1290000.0,TS_Lin,0.02,58336,1529491238.0,0.0001,0.01
37.0,16665.0,1300000.0,TS_Lin,0.02,58336,1529491304.0,0.0001,0.01
38.0,16693.0,1310000.0,TS_Lin,0.02,58336,1529491370.0,0.0001,0.01
39.0,16709.0,1320000.0,TS_Lin,0.02,58336,1529491436.0,0.0001,0.01
39.0,16738.0,1330000.0,TS_Lin,0.02,58336,1529491503.0,0.0001,0.01
39.0,16775.0,1340000.0,TS_Lin,0.02,58336,1529491568.0,0.0001,0.01
39.0,16808.0,1350000.0,TS_Lin,0.02,58336,1529491638.0,0.0001,0.01
39.0,16851.0,1360000.0,TS_Lin,0.02,58336,1529491708.0,0.0001,0.01
40.0,16878.0,1370000.0,TS_Lin,0.02,58336,1529491779.0,0.0001,0.01
40.0,16912.0,1380000.0,TS_Lin,0.02,58336,1529491851.0,0.0001,0.01
40.0,16953.0,1390000.0,TS_Lin,0.02,58336,1529491921.0,0.0001,0.01
41.0,16985.0,1400000.0,TS_Lin,0.02,58336,1529491993.0,0.0001,0.01
41.0,17021.0,1410000.0,TS_Lin,0.02,58336,1529492066.0,0.0001,0.01
42.0,17060.0,1420000.0,TS_Lin,0.02,58336,1529492140.0,0.0001,0.01
42.0,17094.0,1430000.0,TS_Lin,0.02,58336,1529492215.0,0.0001,0.01
42.0,17121.0,1440000.0,TS_Lin,0.02,58336,1529492289.0,0.0001,0.01
42.0,17158.0,1450000.0,TS_Lin,0.02,58336,1529492368.0,0.0001,0.01
43.0,17188.0,1460000.0,TS_Lin,0.02,58336,1529492448.0,0.0001,0.01
43.0,17226.0,1470000.0,TS_Lin,0.02,58336,1529492529.0,0.0001,0.01
44.0,17262.0,1480000.0,TS_Lin,0.02,58336,1529492610.0,0.0001,0.01
46.0,17295.0,1490000.0,TS_Lin,0.02,58336,1529492694.0,0.0001,0.01
46.0,17326.0,1500000.0,TS_Lin,0.02,58336,1529492774.0,0.0001,0.01
47.0,17366.0,1510000.0,TS_Lin,0.02,58336,1529492855.0,0.0001,0.01
47.0,17386.0,1520000.0,TS_Lin,0.02,58336,1529492937.0,0.0001,0.01
49.0,17424.0,1530000.0,TS_Lin,0.02,58336,1529493020.0,0.0001,0.01
49.0,17450.0,1540000.0,TS_Lin,0.02,58336,1529493104.0,0.0001,0.01
49.0,17494.0,1550000.0,TS_Lin,0.02,58336,1529493186.0,0.0001,0.01
49.0,17525.0,1560000.0,TS_Lin,0.02,58336,1529493270.0,0.0001,0.01
50.0,17570.0,1570000.0,TS_Lin,0.02,58336,1529493356.0,0.0001,0.01
50.0,17601.0,1580000.0,TS_Lin,0.02,58336,1529493442.0,0.0001,0.01
51.0,17629.0,1590000.0,TS_Lin,0.02,58336,1529493526.0,0.0001,0.01
51.0,17659.0,1600000.0,TS_Lin,0.02,58336,1529493611.0,0.0001,0.01
51.0,17689.0,1610000.0,TS_Lin,0.02,58336,1529493697.0,0.0001,0.01
51.0,17727.0,1620000.0,TS_Lin,0.02,58336,1529493781.0,0.0001,0.01
51.0,17781.0,1630000.0,TS_Lin,0.02,58336,1529493863.0,0.0001,0.01
51.0,17815.0,1640000.0,TS_Lin,0.02,58336,1529493948.0,0.0001,0.01
52.0,17849.0,1650000.0,TS_Lin,0.02,58336,1529494031.0,0.0001,0.01
52.0,17896.0,1660000.0,TS_Lin,0.02,58336,1529494116.0,0.0001,0.01
52.0,17931.0,1670000.0,TS_Lin,0.02,58336,1529494204.0,0.0001,0.01
52.0,17971.0,1680000.0,TS_Lin,0.02,58336,1529494290.0,0.0001,0.01
52.0,18011.0,1690000.0,TS_Lin,0.02,58336,1529494376.0,0.0001,0.01
52.0,18044.0,1700000.0,TS_Lin,0.02,58336,1529494462.0,0.0001,0.01
53.0,18082.0,1710000.0,TS_Lin,0.02,58336,1529494551.0,0.0001,0.01
53.0,18121.0,1720000.0,TS_Lin,0.02,58336,1529494637.0,0.0001,0.01
53.0,18161.0,1730000.0,TS_Lin,0.02,58336,1529494722.0,0.0001,0.01
53.0,18195.0,1740000.0,TS_Lin,0.02,58336,1529494810.0,0.0001,0.01
54.0,18227.0,1750000.0,TS_Lin,0.02,58336,1529494897.0,0.0001,0.01
54.0,18258.0,1760000.0,TS_Lin,0.02,58336,1529494986.0,0.0001,0.01
54.0,18295.0,1770000.0,TS_Lin,0.02,58336,1529495075.0,0.0001,0.01
54.0,18333.0,1780000.0,TS_Lin,0.02,58336,1529495164.0,0.0001,0.01
54.0,18373.0,1790000.0,TS_Lin,0.02,58336,1529495253.0,0.0001,0.01
55.0,18412.0,1800000.0,TS_Lin,0.02,58336,1529495344.0,0.0001,0.01
55.0,18445.0,1810000.0,TS_Lin,0.02,58336,1529495435.0,0.0001,0.01
55.0,18484.0,1820000.0,TS_Lin,0.02,58336,1529495529.0,0.0001,0.01
55.0,18513.0,1830000.0,TS_Lin,0.02,58336,1529495626.0,0.0001,0.01
55.0,18561.0,1840000.0,TS_Lin,0.02,58336,1529495724.0,0.0001,0.01
55.0,18603.0,1850000.0,TS_Lin,0.02,58336,1529495824.0,0.0001,0.01
55.0,18646.0,1860000.0,TS_Lin,0.02,58336,1529495927.0,0.0001,0.01
55.0,18690.0,1870000.0,TS_Lin,0.02,58336,1529496027.0,0.0001,0.01
56.0,18731.0,1880000.0,TS_Lin,0.02,58336,1529496130.0,0.0001,0.01
56.0,18768.0,1890000.0,TS_Lin,0.02,58336,1529496231.0,0.0001,0.01
56.0,18794.0,1900000.0,TS_Lin,0.02,58336,1529496335.0,0.0001,0.01
57.0,18819.0,1910000.0,TS_Lin,0.02,58336,1529496441.0,0.0001,0.01
57.0,18853.0,1920000.0,TS_Lin,0.02,58336,1529496550.0,0.0001,0.01
57.0,18892.0,1930000.0,TS_Lin,0.02,58336,1529496655.0,0.0001,0.01
59.0,18937.0,1940000.0,TS_Lin,0.02,58336,1529496762.0,0.0001,0.01
60.0,18979.0,1950000.0,TS_Lin,0.02,58336,1529496866.0,0.0001,0.01
60.0,19009.0,1960000.0,TS_Lin,0.02,58336,1529496967.0,0.0001,0.01
60.0,19047.0,1970000.0,TS_Lin,0.02,58336,1529497068.0,0.0001,0.01
61.0,19069.0,1980000.0,TS_Lin,0.02,58336,1529497168.0,0.0001,0.01
61.0,19099.0,1990000.0,TS_Lin,0.02,58336,1529497267.0,0.0001,0.01
62.0,19129.0,2000000.0,TS_Lin,0.02,58336,1529497367.0,0.0001,0.01
62.0,19166.0,2010000.0,TS_Lin,0.02,58336,1529497467.0,0.0001,0.01
63.0,19208.0,2020000.0,TS_Lin,0.02,58336,1529497571.0,0.0001,0.01
64.0,19241.0,2030000.0,TS_Lin,0.02,58336,1529497673.0,0.0001,0.01
65.0,19279.0,2040000.0,TS_Lin,0.02,58336,1529497772.0,0.0001,0.01
65.0,19324.0,2050000.0,TS_Lin,0.02,58336,1529497873.0,0.0001,0.01
65.0,19364.0,2060000.0,TS_Lin,0.02,58336,1529497977.0,0.0001,0.01
66.0,19399.0,2070000.0,TS_Lin,0.02,58336,1529498080.0,0.0001,0.01
66.0,19421.0,2080000.0,TS_Lin,0.02,58336,1529498182.0,0.0001,0.01
66.0,19450.0,2090000.0,TS_Lin,0.02,58336,1529498282.0,0.0001,0.01
66.0,19483.0,2100000.0,TS_Lin,0.02,58336,1529498384.0,0.0001,0.01
66.0,19522.0,2110000.0,TS_Lin,0.02,58336,1529498486.0,0.0001,0.01
66.0,19552.0,2120000.0,TS_Lin,0.02,58336,1529498586.0,0.0001,0.01
66.0,19595.0,2130000.0,TS_Lin,0.02,58336,1529498688.0,0.0001,0.01
67.0,19637.0,2140000.0,TS_Lin,0.02,58336,1529498786.0,0.0001,0.01
67.0,19669.0,2150000.0,TS_Lin,0.02,58336,1529498886.0,0.0001,0.01
67.0,19700.0,2160000.0,TS_Lin,0.02,58336,1529498982.0,0.0001,0.01
69.0,19727.0,2170000.0,TS_Lin,0.02,58336,1529499077.0,0.0001,0.01
69.0,19765.0,2180000.0,TS_Lin,0.02,58336,1529499170.0,0.0001,0.01
70.0,19805.0,2190000.0,TS_Lin,0.02,58336,1529499265.0,0.0001,0.01
70.0,19838.0,2200000.0,TS_Lin,0.02,58336,1529499357.0,0.0001,0.01
70.0,19877.0,2210000.0,TS_Lin,0.02,58336,1529499453.0,0.0001,0.01
70.0,19911.0,2220000.0,TS_Lin,0.02,58336,1529499550.0,0.0001,0.01
70.0,19948.0,2230000.0,TS_Lin,0.02,58336,1529499644.0,0.0001,0.01
70.0,19980.0,2240000.0,TS_Lin,0.02,58336,1529499740.0,0.0001,0.01
70.0,20015.0,2250000.0,TS_Lin,0.02,58336,1529499837.0,0.0001,0.01
71.0,20052.0,2260000.0,TS_Lin,0.02,58336,1529499935.0,0.0001,0.01
71.0,20088.0,2270000.0,TS_Lin,0.02,58336,1529500037.0,0.0001,0.01
71.0,20123.0,2280000.0,TS_Lin,0.02,58336,1529500139.0,0.0001,0.01
71.0,20161.0,2290000.0,TS_Lin,0.02,58336,1529500240.0,0.0001,0.01
71.0,20195.0,2300000.0,TS_Lin,0.02,58336,1529500341.0,0.0001,0.01
71.0,20217.0,2310000.0,TS_Lin,0.02,58336,1529500444.0,0.0001,0.01
71.0,20249.0,2320000.0,TS_Lin,0.02,58336,1529500548.0,0.0001,0.01
71.0,20275.0,2330000.0,TS_Lin,0.02,58336,1529500653.0,0.0001,0.01
71.0,20319.0,2340000.0,TS_Lin,0.02,58336,1529500754.0,0.0001,0.01
71.0,20353.0,2350000.0,TS_Lin,0.02,58336,1529500855.0,0.0001,0.01
73.0,20405.0,2360000.0,TS_Lin,0.02,58336,1529500958.0,0.0001,0.01
75.0,20454.0,2370000.0,TS_Lin,0.02,58336,1529501064.0,0.0001,0.01
76.0,20483.0,2380000.0,TS_Lin,0.02,58336,1529501171.0,0.0001,0.01
76.0,20503.0,2390000.0,TS_Lin,0.02,58336,1529501276.0,0.0001,0.01
76.0,20540.0,2400000.0,TS_Lin,0.02,58336,1529501383.0,0.0001,0.01
76.0,20571.0,2410000.0,TS_Lin,0.02,58336,1529501489.0,0.0001,0.01
77.0,20611.0,2420000.0,TS_Lin,0.02,58336,1529501593.0,0.0001,0.01
77.0,20642.0,2430000.0,TS_Lin,0.02,58336,1529501694.0,0.0001,0.01
78.0,20685.0,2440000.0,TS_Lin,0.02,58336,1529501795.0,0.0001,0.01
78.0,20718.0,2450000.0,TS_Lin,0.02,58336,1529501896.0,0.0001,0.01
78.0,20766.0,2460000.0,TS_Lin,0.02,58336,1529502003.0,0.0001,0.01
78.0,20800.0,2470000.0,TS_Lin,0.02,58336,1529502109.0,0.0001,0.01
80.0,20850.0,2480000.0,TS_Lin,0.02,58336,1529502218.0,0.0001,0.01
80.0,20888.0,2490000.0,TS_Lin,0.02,58336,1529502326.0,0.0001,0.01
80.0,20918.0,2500000.0,TS_Lin,0.02,58336,1529502432.0,0.0001,0.01
80.0,20950.0,2510000.0,TS_Lin,0.02,58336,1529502542.0,0.0001,0.01
80.0,20981.0,2520000.0,TS_Lin,0.02,58336,1529502648.0,0.0001,0.01
80.0,21030.0,2530000.0,TS_Lin,0.02,58336,1529502758.0,0.0001,0.01
81.0,21079.0,2540000.0,TS_Lin,0.02,58336,1529502867.0,0.0001,0.01
81.0,21117.0,2550000.0,TS_Lin,0.02,58336,1529502966.0,0.0001,0.01
81.0,21152.0,2560000.0,TS_Lin,0.02,58336,1529503060.0,0.0001,0.01
81.0,21179.0,2570000.0,TS_Lin,0.02,58336,1529503154.0,0.0001,0.01
82.0,21204.0,2580000.0,TS_Lin,0.02,58336,1529503249.0,0.0001,0.01
83.0,21246.0,2590000.0,TS_Lin,0.02,58336,1529503347.0,0.0001,0.01
84.0,21281.0,2600000.0,TS_Lin,0.02,58336,1529503444.0,0.0001,0.01
84.0,21320.0,2610000.0,TS_Lin,0.02,58336,1529503539.0,0.0001,0.01
84.0,21361.0,2620000.0,TS_Lin,0.02,58336,1529503635.0,0.0001,0.01
84.0,21398.0,2630000.0,TS_Lin,0.02,58336,1529503729.0,0.0001,0.01
84.0,21455.0,2640000.0,TS_Lin,0.02,58336,1529503826.0,0.0001,0.01
84.0,21485.0,2650000.0,TS_Lin,0.02,58336,1529503917.0,0.0001,0.01
85.0,21519.0,2660000.0,TS_Lin,0.02,58336,1529504012.0,0.0001,0.01
85.0,21556.0,2670000.0,TS_Lin,0.02,58336,1529504104.0,0.0001,0.01
85.0,21599.0,2680000.0,TS_Lin,0.02,58336,1529504198.0,0.0001,0.01
85.0,21635.0,2690000.0,TS_Lin,0.02,58336,1529504289.0,0.0001,0.01
85.0,21665.0,2700000.0,TS_Lin,0.02,58336,1529504380.0,0.0001,0.01
85.0,21693.0,2710000.0,TS_Lin,0.02,58336,1529504474.0,0.0001,0.01
85.0,21728.0,2720000.0,TS_Lin,0.02,58336,1529504565.0,0.0001,0.01
87.0,21767.0,2730000.0,TS_Lin,0.02,58336,1529504659.0,0.0001,0.01
88.0,21812.0,2740000.0,TS_Lin,0.02,58336,1529504756.0,0.0001,0.01
89.0,21848.0,2750000.0,TS_Lin,0.02,58336,1529504851.0,0.0001,0.01
89.0,21900.0,2760000.0,TS_Lin,0.02,58336,1529504947.0,0.0001,0.01
90.0,21943.0,2770000.0,TS_Lin,0.02,58336,1529505043.0,0.0001,0.01
92.0,21981.0,2780000.0,TS_Lin,0.02,58336,1529505140.0,0.0001,0.01
93.0,22024.0,2790000.0,TS_Lin,0.02,58336,1529505239.0,0.0001,0.01
93.0,22074.0,2800000.0,TS_Lin,0.02,58336,1529505335.0,0.0001,0.01
93.0,22112.0,2810000.0,TS_Lin,0.02,58336,1529505433.0,0.0001,0.01
94.0,22160.0,2820000.0,TS_Lin,0.02,58336,1529505528.0,0.0001,0.01
94.0,22214.0,2830000.0,TS_Lin,0.02,58336,1529505625.0,0.0001,0.01
94.0,22267.0,2840000.0,TS_Lin,0.02,58336,1529505722.0,0.0001,0.01
94.0,22317.0,2850000.0,TS_Lin,0.02,58336,1529505822.0,0.0001,0.01
94.0,22370.0,2860000.0,TS_Lin,0.02,58336,1529505920.0,0.0001,0.01
94.0,22426.0,2870000.0,TS_Lin,0.02,58336,1529506017.0,0.0001,0.01
94.0,22483.0,2880000.0,TS_Lin,0.02,58336,1529506114.0,0.0001,0.01
94.0,22541.0,2890000.0,TS_Lin,0.02,58336,1529506212.0,0.0001,0.01
94.0,22583.0,2900000.0,TS_Lin,0.02,58336,1529506309.0,0.0001,0.01
95.0,22624.0,2910000.0,TS_Lin,0.02,58336,1529506410.0,0.0001,0.01
95.0,22659.0,2920000.0,TS_Lin,0.02,58336,1529506511.0,0.0001,0.01
98.0,22695.0,2930000.0,TS_Lin,0.02,58336,1529506613.0,0.0001,0.01
99.0,22735.0,2940000.0,TS_Lin,0.02,58336,1529506718.0,0.0001,0.01
99.0,22779.0,2950000.0,TS_Lin,0.02,58336,1529506822.0,0.0001,0.01
100.0,22837.0,2960000.0,TS_Lin,0.02,58336,1529506931.0,0.0001,0.01
100.0,22888.0,2970000.0,TS_Lin,0.02,58336,1529507047.0,0.0001,0.01
100.0,22949.0,2980000.0,TS_Lin,0.02,58336,1529507163.0,0.0001,0.01
102.0,23000.0,2990000.0,TS_Lin,0.02,58336,1529507278.0,0.0001,0.01
102.0,23063.0,3000000.0,TS_Lin,0.02,58336,1529507390.0,0.0001,0.01
104.0,23118.0,3010000.0,TS_Lin,0.02,58336,1529507502.0,0.0001,0.01
104.0,23159.0,3020000.0,TS_Lin,0.02,58336,1529507616.0,0.0001,0.01
104.0,23207.0,3030000.0,TS_Lin,0.02,58336,1529507723.0,0.0001,0.01
105.0,23254.0,3040000.0,TS_Lin,0.02,58336,1529507833.0,0.0001,0.01
105.0,23290.0,3050000.0,TS_Lin,0.02,58336,1529507944.0,0.0001,0.01
105.0,23335.0,3060000.0,TS_Lin,0.02,58336,1529508056.0,0.0001,0.01
105.0,23390.0,3070000.0,TS_Lin,0.02,58336,1529508167.0,0.0001,0.01
106.0,23448.0,3080000.0,TS_Lin,0.02,58336,1529508279.0,0.0001,0.01
106.0,23499.0,3090000.0,TS_Lin,0.02,58336,1529508391.0,0.0001,0.01
107.0,23564.0,3100000.0,TS_Lin,0.02,58336,1529508503.0,0.0001,0.01
107.0,23606.0,3110000.0,TS_Lin,0.02,58336,1529508612.0,0.0001,0.01
107.0,23643.0,3120000.0,TS_Lin,0.02,58336,1529508730.0,0.0001,0.01
108.0,23685.0,3130000.0,TS_Lin,0.02,58336,1529508849.0,0.0001,0.01
108.0,23742.0,3140000.0,TS_Lin,0.02,58336,1529508964.0,0.0001,0.01
109.0,23797.0,3150000.0,TS_Lin,0.02,58336,1529509083.0,0.0001,0.01
109.0,23844.0,3160000.0,TS_Lin,0.02,58336,1529509203.0,0.0001,0.01
109.0,23894.0,3170000.0,TS_Lin,0.02,58336,1529509321.0,0.0001,0.01
110.0,23951.0,3180000.0,TS_Lin,0.02,58336,1529509443.0,0.0001,0.01
110.0,24004.0,3190000.0,TS_Lin,0.02,58336,1529509564.0,0.0001,0.01
111.0,24052.0,3200000.0,TS_Lin,0.02,58336,1529509685.0,0.0001,0.01
111.0,24111.0,3210000.0,TS_Lin,0.02,58336,1529509804.0,0.0001,0.01
111.0,24172.0,3220000.0,TS_Lin,0.02,58336,1529509922.0,0.0001,0.01
111.0,24240.0,3230000.0,TS_Lin,0.02,58336,1529510043.0,0.0001,0.01
111.0,24286.0,3240000.0,TS_Lin,0.02,58336,1529510165.0,0.0001,0.01
111.0,24337.0,3250000.0,TS_Lin,0.02,58336,1529510285.0,0.0001,0.01
111.0,24386.0,3260000.0,TS_Lin,0.02,58336,1529510405.0,0.0001,0.01
112.0,24451.0,3270000.0,TS_Lin,0.02,58336,1529510528.0,0.0001,0.01
112.0,24503.0,3280000.0,TS_Lin,0.02,58336,1529510650.0,0.0001,0.01
113.0,24557.0,3290000.0,TS_Lin,0.02,58336,1529510774.0,0.0001,0.01
115.0,24608.0,3300000.0,TS_Lin,0.02,58336,1529510902.0,0.0001,0.01
115.0,24657.0,3310000.0,TS_Lin,0.02,58336,1529511024.0,0.0001,0.01
115.0,24705.0,3320000.0,TS_Lin,0.02,58336,1529511140.0,0.0001,0.01
115.0,24743.0,3330000.0,TS_Lin,0.02,58336,1529511255.0,0.0001,0.01
116.0,24813.0,3340000.0,TS_Lin,0.02,58336,1529511367.0,0.0001,0.01
119.0,24865.0,3350000.0,TS_Lin,0.02,58336,1529511477.0,0.0001,0.01
119.0,24941.0,3360000.0,TS_Lin,0.02,58336,1529511592.0,0.0001,0.01
119.0,25013.0,3370000.0,TS_Lin,0.02,58336,1529511707.0,0.0001,0.01
119.0,25069.0,3380000.0,TS_Lin,0.02,58336,1529511819.0,0.0001,0.01
119.0,25130.0,3390000.0,TS_Lin,0.02,58336,1529511931.0,0.0001,0.01
119.0,25179.0,3400000.0,TS_Lin,0.02,58336,1529512045.0,0.0001,0.01
119.0,25231.0,3410000.0,TS_Lin,0.02,58336,1529512159.0,0.0001,0.01
120.0,25281.0,3420000.0,TS_Lin,0.02,58336,1529512273.0,0.0001,0.01
121.0,25343.0,3430000.0,TS_Lin,0.02,58336,1529512389.0,0.0001,0.01
121.0,25390.0,3440000.0,TS_Lin,0.02,58336,1529512503.0,0.0001,0.01
123.0,25440.0,3450000.0,TS_Lin,0.02,58336,1529512615.0,0.0001,0.01
124.0,25493.0,3460000.0,TS_Lin,0.02,58336,1529512730.0,0.0001,0.01
125.0,25533.0,3470000.0,TS_Lin,0.02,58336,1529512846.0,0.0001,0.01
125.0,25573.0,3480000.0,TS_Lin,0.02,58336,1529512960.0,0.0001,0.01
125.0,25638.0,3490000.0,TS_Lin,0.02,58336,1529513080.0,0.0001,0.01
125.0,25687.0,3500000.0,TS_Lin,0.02,58336,1529513198.0,0.0001,0.01
126.0,25735.0,3510000.0,TS_Lin,0.02,58336,1529513322.0,0.0001,0.01
126.0,25799.0,3520000.0,TS_Lin,0.02,58336,1529513442.0,0.0001,0.01
127.0,25869.0,3530000.0,TS_Lin,0.02,58336,1529513565.0,0.0001,0.01
127.0,25938.0,3540000.0,TS_Lin,0.02,58336,1529513684.0,0.0001,0.01
129.0,25996.0,3550000.0,TS_Lin,0.02,58336,1529513801.0,0.0001,0.01
131.0,26065.0,3560000.0,TS_Lin,0.02,58336,1529513915.0,0.0001,0.01
