Clicks,Impressions,TotalImpressions,Method,RecommendationSizePercent,RecommendationSize,Timestamp,Alpha,TrainPart,MSE,CumulativeMSE
44.0,29610.0,1760000.0,Random_0_1,0.02,58336,1529494986.0,0.0001,0.02,0.4948,0.36860227295454545
44.0,29839.0,1770000.0,Random_0_1,0.02,58336,1529495075.0,0.0001,0.02,0.5025,0.3693587572881356
44.0,30080.0,1780000.0,Random_0_1,0.02,58336,1529495164.0,0.0001,0.02,0.4912,0.3700432586516854
44.0,30300.0,1790000.0,Random_0_1,0.02,58336,1529495253.0,0.0001,0.02,0.4952,0.37074245832402236
44.0,30497.0,1800000.0,Random_0_1,0.02,58336,1529495344.0,0.0001,0.02,0.4978,0.37144833355555557
46.0,30705.0,1810000.0,Random_0_1,0.02,58336,1529495435.0,0.0001,0.02,0.4915,0.3721116024309392
47.0,30922.0,1820000.0,Random_0_1,0.02,58336,1529495529.0,0.0001,0.02,0.4872,0.3727439562637363
47.0,31142.0,1830000.0,Random_0_1,0.02,58336,1529495626.0,0.0001,0.02,0.4977,0.3734267761748634
47.0,31334.0,1840000.0,Random_0_1,0.02,58336,1529495724.0,0.0001,0.02,0.5,0.3741146741304348
48.0,31546.0,1850000.0,Random_0_1,0.02,58336,1529495824.0,0.0001,0.02,0.4924,0.37475405427027025
48.0,31752.0,1860000.0,Random_0_1,0.02,58336,1529495927.0,0.0001,0.02,0.4977,0.3754150539784946
48.0,31930.0,1870000.0,Random_0_1,0.02,58336,1529496027.0,0.0001,0.02,0.5038,0.3761016044919786
48.0,32057.0,1880000.0,Random_0_1,0.02,58336,1529496130.0,0.0001,0.02,0.4954,0.3767361704255319
49.0,32193.0,1890000.0,Random_0_1,0.02,58336,1529496231.0,0.0001,0.02,0.4966,0.3773703705820106
49.0,32346.0,1900000.0,Random_0_1,0.02,58336,1529496335.0,0.0001,0.02,0.5086,0.3780610528421053
49.0,32479.0,1910000.0,Random_0_1,0.02,58336,1529496441.0,0.0001,0.02,0.5012,0.37870575937172773
49.0,32620.0,1920000.0,Random_0_1,0.02,58336,1529496550.0,0.0001,0.02,0.4883,0.3792765627083333
49.0,32739.0,1930000.0,Random_0_1,0.02,58336,1529496655.0,0.0001,0.02,0.5099,0.3799533680829016
49.0,32866.0,1940000.0,Random_0_1,0.02,58336,1529496762.0,0.0001,0.02,0.4945,0.38054381463917525
49.0,33016.0,1950000.0,Random_0_1,0.02,58336,1529496866.0,0.0001,0.02,0.4998,0.3811553848205128
49.0,33153.0,1960000.0,Random_0_1,0.02,58336,1529496967.0,0.0001,0.02,0.5148,0.3818372451020408
50.0,33285.0,1970000.0,Random_0_1,0.02,58336,1529497068.0,0.0001,0.02,0.5078,0.3824766499492386
50.0,33425.0,1980000.0,Random_0_1,0.02,58336,1529497168.0,0.0001,0.02,0.5154,0.38314798
50.0,33533.0,1990000.0,Random_0_1,0.02,58336,1529497267.0,0.0001,0.02,0.5006,0.3837381911557789
50.0,33658.0,2000000.0,Random_0_1,0.02,58336,1529497367.0,0.0001,0.02,0.5011,0.3843250002
50.0,33796.0,2010000.0,Random_0_1,0.02,58336,1529497467.0,0.0001,0.02,0.5077,0.3849388061691542
50.0,33932.0,2020000.0,Random_0_1,0.02,58336,1529497571.0,0.0001,0.02,0.4921,0.38546930712871286
50.0,34090.0,2030000.0,Random_0_1,0.02,58336,1529497673.0,0.0001,0.02,0.5038,0.3860522169458128
50.0,34199.0,2040000.0,Random_0_1,0.02,58336,1529497772.0,0.0001,0.02,0.5053,0.3866367649019608
50.0,34313.0,2050000.0,Random_0_1,0.02,58336,1529497873.0,0.0001,0.02,0.511,0.38724341482926833
50.0,34429.0,2060000.0,Random_0_1,0.02,58336,1529497977.0,0.0001,0.02,0.5113,0.38784563126213595
50.0,34558.0,2070000.0,Random_0_1,0.02,58336,1529498080.0,0.0001,0.02,0.4992,0.3883835750724638
50.0,34688.0,2080000.0,Random_0_1,0.02,58336,1529498182.0,0.0001,0.02,0.4991,0.3889158655769231
50.0,34818.0,2090000.0,Random_0_1,0.02,58336,1529498282.0,0.0001,0.02,0.5014,0.3894540671770335
51.0,34946.0,2100000.0,Random_0_1,0.02,58336,1529498384.0,0.0001,0.02,0.502,0.3899900001904762
51.0,35092.0,2110000.0,Random_0_1,0.02,58336,1529498486.0,0.0001,0.02,0.4967,0.3904957347867299
52.0,35217.0,2120000.0,Random_0_1,0.02,58336,1529498586.0,0.0001,0.02,0.4961,0.3909938681132076
53.0,35361.0,2130000.0,Random_0_1,0.02,58336,1529498688.0,0.0001,0.02,0.4975,0.39149389690140846
53.0,35488.0,2140000.0,Random_0_1,0.02,58336,1529498786.0,0.0001,0.02,0.4961,0.3919827104672897
53.0,35620.0,2150000.0,Random_0_1,0.02,58336,1529498886.0,0.0001,0.02,0.4881,0.392429767627907
53.0,35752.0,2160000.0,Random_0_1,0.02,58336,1529498982.0,0.0001,0.02,0.5084,0.3929666668518519
54.0,35914.0,2170000.0,Random_0_1,0.02,58336,1529499077.0,0.0001,0.02,0.4998,0.39345898635944704
56.0,36063.0,2180000.0,Random_0_1,0.02,58336,1529499170.0,0.0001,0.02,0.5067,0.3939784405504587
56.0,36205.0,2190000.0,Random_0_1,0.02,58336,1529499265.0,0.0001,0.02,0.5027,0.3944748860273973
56.0,36350.0,2200000.0,Random_0_1,0.02,58336,1529499357.0,0.0001,0.02,0.4951,0.39493227290909094
56.0,36484.0,2210000.0,Random_0_1,0.02,58336,1529499453.0,0.0001,0.02,0.4992,0.39540407257918553
56.0,36605.0,2220000.0,Random_0_1,0.02,58336,1529499550.0,0.0001,0.02,0.5008,0.395878829009009
56.0,36722.0,2230000.0,Random_0_1,0.02,58336,1529499644.0,0.0001,0.02,0.5071,0.3963775786547085
56.0,36828.0,2240000.0,Random_0_1,0.02,58336,1529499740.0,0.0001,0.02,0.5047,0.39686116089285717
56.0,36932.0,2250000.0,Random_0_1,0.02,58336,1529499837.0,0.0001,0.02,0.4986,0.39731333351111114
56.0,37063.0,2260000.0,Random_0_1,0.02,58336,1529499935.0,0.0001,0.02,0.5105,0.39781415946902654
57.0,37179.0,2270000.0,Random_0_1,0.02,58336,1529500037.0,0.0001,0.02,0.5033,0.3982788548017621
57.0,37322.0,2280000.0,Random_0_1,0.02,58336,1529500139.0,0.0001,0.02,0.4999,0.39872456157894737
57.0,37440.0,2290000.0,Random_0_1,0.02,58336,1529500240.0,0.0001,0.02,0.4989,0.39916200890829695
57.0,37569.0,2300000.0,Random_0_1,0.02,58336,1529500341.0,0.0001,0.02,0.4936,0.39957260886956525
57.0,37710.0,2310000.0,Random_0_1,0.02,58336,1529500444.0,0.0001,0.02,0.5035,0.400022510995671
57.0,37849.0,2320000.0,Random_0_1,0.02,58336,1529500548.0,0.0001,0.02,0.5026,0.4004646553448276
58.0,37976.0,2330000.0,Random_0_1,0.02,58336,1529500653.0,0.0001,0.02,0.508,0.40092618042918454
58.0,38085.0,2340000.0,Random_0_1,0.02,58336,1529500754.0,0.0001,0.02,0.4961,0.40133290615384615
58.0,38221.0,2350000.0,Random_0_1,0.02,58336,1529500855.0,0.0001,0.02,0.5114,0.40180127676595745
58.0,38338.0,2360000.0,Random_0_1,0.02,58336,1529500958.0,0.0001,0.02,0.4956,0.40219872898305087
61.0,38476.0,2370000.0,Random_0_1,0.02,58336,1529501064.0,0.0001,0.02,0.489,0.40256497907172994
61.0,38593.0,2380000.0,Random_0_1,0.02,58336,1529501171.0,0.0001,0.02,0.5038,0.402990336302521
61.0,38729.0,2390000.0,Random_0_1,0.02,58336,1529501276.0,0.0001,0.02,0.5003,0.403397489707113
61.0,38899.0,2400000.0,Random_0_1,0.02,58336,1529501383.0,0.0001,0.02,0.5077,0.4038320835
62.0,39040.0,2410000.0,Random_0_1,0.02,58336,1529501489.0,0.0001,0.02,0.4947,0.40420912879668053
62.0,39191.0,2420000.0,Random_0_1,0.02,58336,1529501593.0,0.0001,0.02,0.5067,0.40463264479338845
62.0,39329.0,2430000.0,Random_0_1,0.02,58336,1529501694.0,0.0001,0.02,0.5059,0.40504938288065845
62.0,39488.0,2440000.0,Random_0_1,0.02,58336,1529501795.0,0.0001,0.02,0.4987,0.40543319688524593
62.0,39607.0,2450000.0,Random_0_1,0.02,58336,1529501896.0,0.0001,0.02,0.5092,0.40585673485714285
62.0,39736.0,2460000.0,Random_0_1,0.02,58336,1529502003.0,0.0001,0.02,0.5074,0.4062695123577236
62.0,39843.0,2470000.0,Random_0_1,0.02,58336,1529502109.0,0.0001,0.02,0.5091,0.4066858301214575
62.0,39958.0,2480000.0,Random_0_1,0.02,58336,1529502218.0,0.0001,0.02,0.5044,0.40707983887096777
62.0,40116.0,2490000.0,Random_0_1,0.02,58336,1529502326.0,0.0001,0.02,0.5012,0.4074578314859438
63.0,40263.0,2500000.0,Random_0_1,0.02,58336,1529502432.0,0.0001,0.02,0.5071,0.40785640016
63.0,40385.0,2510000.0,Random_0_1,0.02,58336,1529502542.0,0.0001,0.02,0.4961,0.4082079682868526
64.0,40509.0,2520000.0,Random_0_1,0.02,58336,1529502648.0,0.0001,0.02,0.4898,0.4085317461904762
64.0,40642.0,2530000.0,Random_0_1,0.02,58336,1529502758.0,0.0001,0.02,0.4952,0.40887430845849804
64.0,40760.0,2540000.0,Random_0_1,0.02,58336,1529502867.0,0.0001,0.02,0.4929,0.40920511826771655
65.0,40885.0,2550000.0,Random_0_1,0.02,58336,1529502966.0,0.0001,0.02,0.5008,0.4095643138823529
65.0,41021.0,2560000.0,Random_0_1,0.02,58336,1529503060.0,0.0001,0.02,0.5011,0.40992187515625
65.0,41158.0,2570000.0,Random_0_1,0.02,58336,1529503154.0,0.0001,0.02,0.4968,0.4102599223346304
65.0,41282.0,2580000.0,Random_0_1,0.02,58336,1529503249.0,0.0001,0.02,0.4936,0.4105829458914729
65.0,41434.0,2590000.0,Random_0_1,0.02,58336,1529503347.0,0.0001,0.02,0.4942,0.41090579166023167
65.0,41558.0,2600000.0,Random_0_1,0.02,58336,1529503444.0,0.0001,0.02,0.4962,0.41123384630769233
65.0,41712.0,2610000.0,Random_0_1,0.02,58336,1529503539.0,0.0001,0.02,0.4914,0.4115409963218391
65.0,41836.0,2620000.0,Random_0_1,0.02,58336,1529503635.0,0.0001,0.02,0.4981,0.4118713741984733
66.0,41987.0,2630000.0,Random_0_1,0.02,58336,1529503729.0,0.0001,0.02,0.4988,0.4122019012927757
66.0,42118.0,2640000.0,Random_0_1,0.02,58336,1529503826.0,0.0001,0.02,0.4961,0.4125196971212121
66.0,42238.0,2650000.0,Random_0_1,0.02,58336,1529503917.0,0.0001,0.02,0.4953,0.4128320756226415
66.0,42369.0,2660000.0,Random_0_1,0.02,58336,1529504012.0,0.0001,0.02,0.503,0.4131710527819549
67.0,42527.0,2670000.0,Random_0_1,0.02,58336,1529504104.0,0.0001,0.02,0.4984,0.4134902623220974
67.0,42647.0,2680000.0,Random_0_1,0.02,58336,1529504198.0,0.0001,0.02,0.499,0.4138093285074627
67.0,42782.0,2690000.0,Random_0_1,0.02,58336,1529504289.0,0.0001,0.02,0.5004,0.41413122691449816
67.0,42940.0,2700000.0,Random_0_1,0.02,58336,1529504380.0,0.0001,0.02,0.4984,0.4144433334814815
67.0,43067.0,2710000.0,Random_0_1,0.02,58336,1529504474.0,0.0001,0.02,0.4998,0.4147583027306273
67.0,43206.0,2720000.0,Random_0_1,0.02,58336,1529504565.0,0.0001,0.02,0.4993,0.41506911779411765
69.0,43338.0,2730000.0,Random_0_1,0.02,58336,1529504659.0,0.0001,0.02,0.5006,0.41538241772893775
70.0,43465.0,2740000.0,Random_0_1,0.02,58336,1529504756.0,0.0001,0.02,0.4985,0.4156857665693431
71.0,43595.0,2750000.0,Random_0_1,0.02,58336,1529504851.0,0.0001,0.02,0.5084,0.41602290923636365
71.0,43721.0,2760000.0,Random_0_1,0.02,58336,1529504947.0,0.0001,0.02,0.5178,0.41639166681159423
71.0,43843.0,2770000.0,Random_0_1,0.02,58336,1529505043.0,0.0001,0.02,0.5146,0.4167462095306859
71.0,43982.0,2780000.0,Random_0_1,0.02,58336,1529505140.0,0.0001,0.02,0.4965,0.41703309366906477
71.0,44120.0,2790000.0,Random_0_1,0.02,58336,1529505239.0,0.0001,0.02,0.5054,0.41734982093189965
