Type,Timestamp,TotalImpressions,847460,856805,866128,865041,858140,Method,Hours,Alpha,EqClicks,TargetPercent,TargetSplit,TargetAlpha,EarlyUpdate,TrainPart,RecommendationPart
Global,6734652,1534406401000,-54828,-389287,-70860,-14608,-55627,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,DAILY,1,True,0.0,0.0
Local,7863533,1534428001000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,DAILY,1,True,0.0,0.0
Global,7863533,1534428001000,-93697,-507087,-100319,-29684,-67518,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,DAILY,1,True,0.0,0.0
Local,8560378,1534449599000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,DAILY,1,True,0.0,0.0
Global,8560378,1534449599000,-118514,-578521,-119425,-47150,-75515,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,DAILY,1,True,0.0,0.0
Local,356003,1534208400000,118086,330134,135244,108140,130534,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,True,0.0,0.0
Global,356003,1534208400000,118086,330134,135244,108140,130534,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,True,0.0,0.0
Local,919597,1534230000000,106727,274150,102147,88424,123385,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,True,0.0,0.0
Global,919597,1534230000000,106727,274150,102147,88424,123385,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,True,0.0,0.0
Local,2159970,1534251600000,3210,182940,66356,44098,91455,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,True,0.0,0.0
Global,2159970,1534251600000,3210,182940,66356,44098,91455,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,True,0.0,0.0
Local,2278756,1534254356000,0,172911,63044,39449,87918,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,True,0.0,0.0
Global,2278756,1534254356000,0,172911,63044,39449,87918,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,True,0.0,0.0
Local,2912107,1534273200000,0,107912,47450,12582,73398,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,True,0.0,0.0
Global,2912107,1534273200000,-24436,107912,47450,12582,73398,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,True,0.0,0.0
Local,3176462,1534283997000,0,83178,43195,3561,68350,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,True,0.0,0.0
Global,3176462,1534283997000,-39665,83178,43195,3561,68350,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,True,0.0,0.0
Local,3361164,1534305600000,0,83178,43195,3561,68350,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,True,0.0,0.0
Global,3361164,1534305600000,-39665,83178,43195,3561,68350,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,True,0.0,0.0
Local,3747412,1534316479000,0,25938,27183,0,39503,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,True,0.0,0.0
Global,3747412,1534316479000,-40420,25938,27183,0,39503,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,True,0.0,0.0
Local,3903922,1534319685000,0,0,24891,0,34002,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,True,0.0,0.0
Global,3903922,1534319685000,-41213,0,24891,-5407,34002,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,True,0.0,0.0
Local,4267029,1534327200000,0,0,19607,0,19823,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,True,0.0,0.0
Global,4267029,1534327200000,-43320,-47249,19607,-21723,19823,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,True,0.0,0.0
Local,4587570,1534332150000,0,0,12146,0,0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,True,0.0,0.0
Global,4587570,1534332150000,-44885,-80354,12146,-28358,0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,True,0.0,0.0
Local,5204429,1534345134000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,True,0.0,0.0
Global,5204429,1534345134000,-49078,-155716,0,-41521,-28170,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,True,0.0,0.0
Local,5314011,1534348800000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,True,0.0,0.0
Global,5314011,1534348800000,-49625,-175533,-1650,-43640,-33398,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,True,0.0,0.0
Local,5726250,1534363199000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,True,0.0,0.0
Global,5726250,1534363199000,-50993,-246825,-8679,-54769,-51161,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,True,0.0,0.0
Local,5979990,1534384801000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,True,0.0,0.0
Global,5979990,1534384801000,-50993,-246825,-8679,-54769,-51161,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,True,0.0,0.0
Local,6734652,1534406401000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,True,0.0,0.0
Global,6734652,1534406401000,-78491,-330052,-38717,-68733,-57015,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,True,0.0,0.0
Local,7863533,1534428001000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,True,0.0,0.0
Global,7863533,1534428001000,-131503,-435610,-68543,-86822,-70421,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,True,0.0,0.0
Local,8560378,1534449599000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,True,0.0,0.0
Global,8560378,1534449599000,-156813,-499465,-90691,-101798,-84368,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,True,0.0,0.0
Local,356003,1534208400000,39362,110044,45081,36046,43511,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,DAILY,1,False,0.0,0.0
Global,356003,1534208400000,118086,330134,135244,108140,130534,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,DAILY,1,False,0.0,0.0
Local,919597,1534230000000,28070,53664,11890,16396,36378,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,DAILY,1,False,0.0,0.0
Global,919597,1534230000000,106794,273754,102053,88490,123401,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,DAILY,1,False,0.0,0.0
Local,2159970,1534251600000,0,0,0,0,4407,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,DAILY,1,False,0.0,0.0
Global,2159970,1534251600000,2802,182313,66308,43997,91430,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,DAILY,1,False,0.0,0.0
Local,2912107,1534273200000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,DAILY,1,False,0.0,0.0
Global,2912107,1534273200000,-24422,103752,48234,10685,74047,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,DAILY,1,False,0.0,0.0
Local,3176462,1534283997000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,DAILY,1,False,0.0,0.0
Global,3176462,1534283997000,-40738,78859,43950,2759,68960,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,DAILY,1,False,0.0,0.0
Local,3361164,1534305600000,0,39429,21975,1379,34480,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,DAILY,1,False,0.0,0.0
Global,3361164,1534305600000,-40738,78859,43950,2759,68960,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,DAILY,1,False,0.0,0.0
Local,4267029,1534327200000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,DAILY,1,False,0.0,0.0
Global,4267029,1534327200000,-43929,-62596,8033,-8593,17711,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,DAILY,1,False,0.0,0.0
Local,5314011,1534348800000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,DAILY,1,False,0.0,0.0
Global,5314011,1534348800000,-52078,-200468,-15406,-35058,-20480,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,DAILY,1,False,0.0,0.0
Local,5726250,1534363199000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,DAILY,1,False,0.0,0.0
Global,5726250,1534363199000,-54075,-273408,-23002,-45460,-37105,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,DAILY,1,False,0.0,0.0
Local,5979990,1534384801000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,DAILY,1,False,0.0,0.0
Global,5979990,1534384801000,-54075,-273408,-23002,-45460,-37105,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,DAILY,1,False,0.0,0.0
Local,6734652,1534406401000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,DAILY,1,False,0.0,0.0
Global,6734652,1534406401000,-84375,-354737,-51248,-56862,-47056,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,DAILY,1,False,0.0,0.0
Local,7863533,1534428001000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,DAILY,1,False,0.0,0.0
Global,7863533,1534428001000,-134454,-472522,-76872,-73948,-60375,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,DAILY,1,False,0.0,0.0
Local,8560378,1534449599000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,DAILY,1,False,0.0,0.0
Global,8560378,1534449599000,-158700,-542582,-98159,-88655,-71631,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,DAILY,1,False,0.0,0.0
Local,356003,1534208400000,118086,330134,135244,108140,130534,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,False,0.0,0.0
Global,356003,1534208400000,118086,330134,135244,108140,130534,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,False,0.0,0.0
Local,919597,1534230000000,106727,274150,102147,88424,123385,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,False,0.0,0.0
Global,919597,1534230000000,106727,274150,102147,88424,123385,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,False,0.0,0.0
Local,2159970,1534251600000,3210,182940,66356,44098,91455,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,False,0.0,0.0
Global,2159970,1534251600000,3210,182940,66356,44098,91455,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,False,0.0,0.0
Local,2912107,1534273200000,0,105785,48231,11703,73137,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,False,0.0,0.0
Global,2912107,1534273200000,-23427,105785,48231,11703,73137,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,False,0.0,0.0
Local,3176462,1534283997000,0,81467,43995,3979,67795,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,False,0.0,0.0
Global,3176462,1534283997000,-38886,81467,43995,3979,67795,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,False,0.0,0.0
Local,3361164,1534305600000,0,81467,43995,3979,67795,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,False,0.0,0.0
Global,3361164,1534305600000,-38886,81467,43995,3979,67795,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,False,0.0,0.0
Local,4267029,1534327200000,0,0,7966,0,15844,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,False,0.0,0.0
Global,4267029,1534327200000,-41562,-58381,7966,-8764,15844,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,False,0.0,0.0
Local,5314011,1534348800000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,False,0.0,0.0
Global,5314011,1534348800000,-47691,-200117,-14500,-37728,-19650,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,False,0.0,0.0
Local,5726250,1534363199000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,False,0.0,0.0
Global,5726250,1534363199000,-49602,-272662,-22398,-50699,-33960,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,False,0.0,0.0
Local,5979990,1534384801000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,False,0.0,0.0
Global,5979990,1534384801000,-49602,-272662,-22398,-50699,-33960,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,False,0.0,0.0
Local,6734652,1534406401000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,False,0.0,0.0
Global,6734652,1534406401000,-76169,-373298,-50001,-61041,-43580,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,False,0.0,0.0
Local,7863533,1534428001000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,False,0.0,0.0
Global,7863533,1534428001000,-125844,-497636,-74662,-78436,-57009,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,False,0.0,0.0
Local,8560378,1534449599000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,False,0.0,0.0
Global,8560378,1534449599000,-147981,-574545,-95692,-93471,-68407,LinUCB_Disjoint_Multi_Target,6,0.001,0.0,1,NO_SPLIT,1,False,0.0,0.0
