Type,Timestamp,TotalImpressions,847460,856805,866128,865041,858140,Method,Hours,Alpha,EqClicks,TargetPercent,TargetSplit,TargetAlpha,EarlyUpdate,CropPercent,NormalizeTargetValue,TrainPart,RecommendationPart
Local,11538116,1534561200000,0,267919,91259,61990,76859,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,True,0.0,False,0.0,0.0
Global,11538116,1534561200000,0,267919,91259,61990,76859,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,True,0.0,False,0.0,0.0
Local,12131153,1534582800000,0,220193,70521,54259,49272,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,True,0.0,False,0.0,0.0
Global,12131153,1534582800000,0,220193,70521,54259,49272,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,True,0.0,False,0.0,0.0
Local,12921745,1534604400000,0,171954,41588,43875,10367,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,True,0.0,False,0.0,0.0
Global,12921745,1534604400000,0,171954,41588,43875,10367,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,True,0.0,False,0.0,0.0
Local,13255701,1534614985000,0,149013,32944,34541,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,True,0.0,False,0.0,0.0
Global,13255701,1534614985000,0,149013,32944,34541,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,True,0.0,False,0.0,0.0
Local,13594727,1534626000000,0,126665,11579,24139,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,True,0.0,False,0.0,0.0
Global,13594727,1534626000000,0,126665,11579,24139,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,True,0.0,False,0.0,0.0
Local,13646663,1534629599000,0,123445,9735,21986,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,True,0.0,False,0.0,0.0
Global,13646663,1534629599000,0,123445,9735,21986,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,True,0.0,False,0.0,0.0
Local,13783576,1534647013000,0,120441,0,11943,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,True,0.0,False,0.0,0.0
Global,13783576,1534647013000,0,120441,0,11943,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,True,0.0,False,0.0,0.0
Local,13812775,1534651200000,0,119855,0,8122,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,True,0.0,False,0.0,0.0
Global,13812775,1534651200000,0,119855,0,8122,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,True,0.0,False,0.0,0.0
Local,13898791,1534656261000,0,116433,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,True,0.0,False,0.0,0.0
Global,13898791,1534656261000,0,116433,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,True,0.0,False,0.0,0.0
Local,14163380,1534664950000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,True,0.0,False,0.0,0.0
Global,14163380,1534664950000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,True,0.0,False,0.0,0.0
Local,14433317,1534672800000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,True,0.0,False,0.0,0.0
Global,14433317,1534672800000,-6344,-32650,-3656,-2029,-5366,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,True,0.0,False,0.0,0.0
Local,15170226,1534694400000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,True,0.0,False,0.0,0.0
Global,15170226,1534694400000,-33183,-95581,-13279,-10192,-21502,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,True,0.0,False,0.0,0.0
Local,15782548,1534712399000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,True,0.0,False,0.0,0.0
Global,15782548,1534712399000,-48622,-143654,-21453,-16767,-37437,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,True,0.0,False,0.0,0.0
Local,356003,1534208400000,44083,141733,58039,48360,55836,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,False,0.0,False,0.0,0.0
Global,356003,1534208400000,264502,850398,348236,290164,335016,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,False,0.0,False,0.0,0.0
Local,919597,1534230000000,32066,109207,41772,41041,46065,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,False,0.0,False,0.0,0.0
Global,919597,1534230000000,252485,817872,331969,282845,325245,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,False,0.0,False,0.0,0.0
Local,2159970,1534251600000,0,70154,36643,31333,20827,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,False,0.0,False,0.0,0.0
Global,2159970,1534251600000,119323,778819,326840,273137,300007,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,False,0.0,False,0.0,0.0
Local,2912107,1534273200000,0,17533,25978,8856,1293,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,False,0.0,False,0.0,0.0
Global,2912107,1534273200000,119323,726198,316175,250660,280473,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,False,0.0,False,0.0,0.0
Local,3176462,1534283997000,0,0,19825,4588,91,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,False,0.0,False,0.0,0.0
Global,3176462,1534283997000,119323,706335,310022,246392,279271,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,False,0.0,False,0.0,0.0
Local,3361164,1534305600000,19144,127627,51438,43541,52833,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,False,0.0,False,0.0,0.0
Global,3361164,1534305600000,114603,692695,299456,240655,276250,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,False,0.0,False,0.0,0.0
Local,4267029,1534327200000,617,91094,20337,37408,24699,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,False,0.0,False,0.0,0.0
Global,4267029,1534327200000,96076,656162,268355,234522,248116,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,False,0.0,False,0.0,0.0
Local,5314011,1534348800000,0,41727,3710,13020,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,False,0.0,False,0.0,0.0
Global,5314011,1534348800000,91808,606795,251728,210134,221202,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,False,0.0,False,0.0,0.0
Local,5726250,1534363199000,0,3852,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,False,0.0,False,0.0,0.0
Global,5726250,1534363199000,91808,568920,244883,188633,221202,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,False,0.0,False,0.0,0.0
Local,5979990,1534384801000,11869,128440,50876,42221,52100,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,False,0.0,False,0.0,0.0
Global,5979990,1534384801000,80725,555130,234539,183696,218002,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,False,0.0,False,0.0,0.0
Local,6734652,1534406401000,0,82029,30481,29891,32510,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,False,0.0,False,0.0,0.0
Global,6734652,1534406401000,67586,508719,214144,171366,198412,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,False,0.0,False,0.0,0.0
Local,7863533,1534428001000,0,15079,0,18391,3564,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,False,0.0,False,0.0,0.0
Global,7863533,1534428001000,67586,441769,182588,159866,169466,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,False,0.0,False,0.0,0.0
Local,8560378,1534449599000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,False,0.0,False,0.0,0.0
Global,8560378,1534449599000,67586,399481,182588,124426,158314,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,False,0.0,False,0.0,0.0
Local,8811097,1534471200000,11442,124463,47689,35685,51389,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,False,0.0,False,0.0,0.0
Global,8811097,1534471200000,56500,390784,169415,118636,156932,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,False,0.0,False,0.0,0.0
Local,9572684,1534492800000,0,92461,27004,29144,32638,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,False,0.0,False,0.0,0.0
Global,9572684,1534492800000,23725,358782,148730,112095,138181,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,False,0.0,False,0.0,0.0
Local,10549106,1534514400000,0,48224,10007,0,11488,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,False,0.0,False,0.0,0.0
Global,10549106,1534514400000,23725,314545,131733,75833,117031,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,False,0.0,False,0.0,0.0
Local,11220337,1534536000000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,False,0.0,False,0.0,0.0
Global,11220337,1534536000000,23725,265365,106766,75833,97742,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,False,0.0,False,0.0,0.0
Local,11331020,1534539599000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,False,0.0,False,0.0,0.0
Global,11331020,1534539599000,18932,260582,103315,73984,96239,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,False,0.0,False,0.0,0.0
Local,11538116,1534561200000,2770,118345,43604,30954,46207,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,False,0.0,False,0.0,0.0
Global,11538116,1534561200000,12236,248636,95262,67946,94327,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,False,0.0,False,0.0,0.0
Local,12131153,1534582800000,0,71872,22125,24939,27502,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,False,0.0,False,0.0,0.0
Global,12131153,1534582800000,953,202163,73783,61931,75622,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,False,0.0,False,0.0,0.0
Local,12921745,1534604400000,0,24327,0,13539,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,False,0.0,False,0.0,0.0
Global,12921745,1534604400000,953,154618,45544,50531,40256,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,False,0.0,False,0.0,0.0
Local,13594727,1534626000000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,False,0.0,False,0.0,0.0
Global,13594727,1534626000000,765,102486,45544,5568,40256,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,False,0.0,False,0.0,0.0
Local,13646663,1534629599000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,False,0.0,False,0.0,0.0
Global,13646663,1534629599000,-3611,101146,44727,5241,39685,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,False,0.0,False,0.0,0.0
Local,13812775,1534651200000,0,98449,25486,2295,35710,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,False,0.0,False,0.0,0.0
Global,13812775,1534651200000,-3611,98449,25486,2295,35710,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,False,0.0,False,0.0,0.0
Local,14433317,1534672800000,0,75723,13088,0,11310,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,False,0.0,False,0.0,0.0
Global,14433317,1534672800000,-3611,75723,13088,-17049,11310,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,False,0.0,False,0.0,0.0
Local,15170226,1534694400000,0,46275,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,False,0.0,False,0.0,0.0
Global,15170226,1534694400000,-3611,46275,-12612,-17049,-42941,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,False,0.0,False,0.0,0.0
Local,15782548,1534712399000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,False,0.0,False,0.0,0.0
Global,15782548,1534712399000,-3979,-208928,-12612,-17049,-42941,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,False,0.0,False,0.0,0.0
Local,356003,1534208400000,264502,850398,348236,290164,335016,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,False,0.0,0.0
Global,356003,1534208400000,264502,850398,348236,290164,335016,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,False,0.0,0.0
Local,919597,1534230000000,252344,818977,332035,282775,325289,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,False,0.0,0.0
Global,919597,1534230000000,252344,818977,332035,282775,325289,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,False,0.0,0.0
Local,2159970,1534251600000,115790,780257,326666,273605,301387,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,False,0.0,0.0
Global,2159970,1534251600000,115790,780257,326666,273605,301387,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,False,0.0,0.0
Local,2912107,1534273200000,106729,733797,318320,256609,280539,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,False,0.0,0.0
Global,2912107,1534273200000,106729,733797,318320,256609,280539,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,False,0.0,0.0
Local,3176462,1534283997000,95306,717713,315093,253199,275658,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,False,0.0,0.0
Global,3176462,1534283997000,95306,717713,315093,253199,275658,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,False,0.0,0.0
Local,3361164,1534305600000,89905,705301,306080,246049,273433,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,False,0.0,0.0
Global,3361164,1534305600000,89905,705301,306080,246049,273433,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,False,0.0,0.0
Local,4267029,1534327200000,75381,680095,279655,238200,216138,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,False,0.0,0.0
Global,4267029,1534327200000,75381,680095,279655,238200,216138,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,False,0.0,0.0
Local,5314011,1534348800000,59930,626412,256667,215039,202187,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,False,0.0,0.0
Global,5314011,1534348800000,59930,626412,256667,215039,202187,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,False,0.0,0.0
Local,5726250,1534363199000,54482,589764,249611,205896,193343,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,False,0.0,0.0
Global,5726250,1534363199000,54482,589764,249611,205896,193343,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,False,0.0,0.0
Local,5979990,1534384801000,47277,574640,233639,199544,191255,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,False,0.0,0.0
Global,5979990,1534384801000,47277,574640,233639,199544,191255,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,False,0.0,0.0
Local,6734652,1534406401000,27972,529121,211726,182332,181166,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,False,0.0,0.0
Global,6734652,1534406401000,27972,529121,211726,182332,181166,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,False,0.0,0.0
Local,7863533,1534428001000,8999,468334,187275,160860,162343,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,False,0.0,0.0
Global,7863533,1534428001000,8999,468334,187275,160860,162343,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,False,0.0,0.0
Local,8560378,1534449599000,96,430370,170988,143242,148634,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,False,0.0,0.0
Global,8560378,1534449599000,96,430370,170988,143242,148634,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,False,0.0,0.0
Local,8811097,1534471200000,0,419137,157911,133698,146956,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,False,0.0,0.0
Global,8811097,1534471200000,-195,419137,157911,133698,146956,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,False,0.0,0.0
Local,9572684,1534492800000,0,383346,135089,122278,125194,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,False,0.0,0.0
Global,9572684,1534492800000,-195,383346,135089,122278,125194,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,False,0.0,0.0
Local,10549106,1534514400000,0,335767,118744,87442,100460,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,False,0.0,0.0
Global,10549106,1534514400000,-195,335767,118744,87442,100460,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,False,0.0,0.0
Local,11220337,1534536000000,0,289091,102097,76756,84431,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,False,0.0,0.0
Global,11220337,1534536000000,-195,289091,102097,76756,84431,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,False,0.0,0.0
Local,11331020,1534539599000,0,282795,98144,73808,81749,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,False,0.0,0.0
Global,11331020,1534539599000,-195,282795,98144,73808,81749,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,False,0.0,0.0
Local,11538116,1534561200000,0,267253,90395,62594,77873,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,False,0.0,0.0
Global,11538116,1534561200000,-195,267253,90395,62594,77873,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,False,0.0,0.0
Local,12131153,1534582800000,0,219471,71997,54456,48387,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,False,0.0,0.0
Global,12131153,1534582800000,-195,219471,71997,54456,48387,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,False,0.0,0.0
Local,12921745,1534604400000,0,171240,43192,43498,10845,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,False,0.0,0.0
Global,12921745,1534604400000,-195,171240,43192,43498,10845,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,False,0.0,0.0
Local,13594727,1534626000000,0,128518,15819,27443,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,False,0.0,0.0
Global,13594727,1534626000000,-195,128518,15819,27443,-9453,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,False,0.0,0.0
Local,13646663,1534629599000,0,125367,13922,25275,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,False,0.0,0.0
Global,13646663,1534629599000,-195,125367,13922,25275,-9453,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,False,0.0,0.0
Local,13812775,1534651200000,0,122085,1782,11528,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,False,0.0,0.0
Global,13812775,1534651200000,-195,122085,1782,11528,-9453,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,False,0.0,0.0
Local,14433317,1534672800000,0,91510,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,False,0.0,0.0
Global,14433317,1534672800000,-195,91510,-9587,-22277,-9453,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,False,0.0,0.0
Local,15170226,1534694400000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,False,0.0,0.0
Global,15170226,1534694400000,-195,-214637,-9587,-22277,-9453,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,False,0.0,0.0
Local,15782548,1534712399000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,False,0.0,0.0
Global,15782548,1534712399000,-12903,-289348,-17559,-25936,-25244,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,NO_SPLIT,1,False,0.0,False,0.0,0.0
Local,356003,1534208400000,44083,141733,58039,48360,55836,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,True,0.1,False,0.0,0.0
Global,356003,1534208400000,264502,850398,348236,290164,335016,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,True,0.1,False,0.0,0.0
Local,919597,1534230000000,32066,109207,41772,41041,46065,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,True,0.1,False,0.0,0.0
Global,919597,1534230000000,252485,817872,331969,282845,325245,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,True,0.1,False,0.0,0.0
Local,1397258,1534238849000,0,92744,39779,35381,35862,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,True,0.1,False,0.0,0.0
Global,1397258,1534238849000,220419,801409,329976,277185,315042,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,True,0.1,False,0.0,0.0
Local,2159970,1534251600000,0,50609,32734,22209,5489,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,True,0.1,False,0.0,0.0
Global,2159970,1534251600000,220419,759274,322931,264013,284669,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,True,0.1,False,0.0,0.0
Local,2761126,1534268176000,0,0,18998,4624,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,True,0.1,False,0.0,0.0
Global,2761126,1534268176000,220419,708665,309195,246428,279454,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,True,0.1,False,0.0,0.0
Local,2838275,1534270641000,0,0,11461,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,True,0.1,False,0.0,0.0
Global,2838275,1534270641000,220419,708665,301658,241804,279454,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,True,0.1,False,0.0,0.0
Local,2912107,1534273200000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,True,0.1,False,0.0,0.0
Global,2912107,1534273200000,220419,708665,290769,241804,279454,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,True,0.1,False,0.0,0.0
Local,3176462,1534283997000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,True,0.1,False,0.0,0.0
Global,3176462,1534283997000,180606,701519,289256,240215,277325,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,True,0.1,False,0.0,0.0
Local,3361164,1534305600000,26898,129368,52416,42818,52167,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,True,0.1,False,0.0,0.0
Global,3361164,1534305600000,171383,690584,283821,234990,274027,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,True,0.1,False,0.0,0.0
Local,3955523,1534320759000,18951,104909,43186,40798,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,True,0.1,False,0.0,0.0
Global,3955523,1534320759000,163436,666125,274591,232970,221860,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,True,0.1,False,0.0,0.0
Local,4267029,1534327200000,8313,87753,41549,32111,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,True,0.1,False,0.0,0.0
Global,4267029,1534327200000,152798,648969,272954,224283,221860,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,True,0.1,False,0.0,0.0
Local,4659199,1534333498000,0,68546,35121,24400,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,True,0.1,False,0.0,0.0
Global,4659199,1534333498000,144485,629762,266526,216572,221860,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,True,0.1,False,0.0,0.0
Local,5314011,1534348800000,0,9977,20586,3478,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,True,0.1,False,0.0,0.0
Global,5314011,1534348800000,144485,571193,251991,195650,221860,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,True,0.1,False,0.0,0.0
Local,5388353,1534351656000,0,0,17866,2074,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,1,DAILY,1,True,0.1,False,0.0,0.0
