Type,Timestamp,TotalImpressions,847460,856805,866128,865041,858140,Method,Hours,Alpha,EqClicks,TargetPercent,TargetSplit,TargetAlpha,EarlyUpdate,CropPercent,NormalizeTargetValue,TrainPart,RecommendationPart
Local,10031643,1534502959000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0
Global,10031643,1534502959000,8268,175512,79382,60978,69831,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0
Local,10549106,1534514400000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0
Global,10549106,1534514400000,-5798,155862,72330,52333,65068,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0
Local,11220337,1534536000000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0
Global,11220337,1534536000000,-24410,116499,62483,43302,56482,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0
Local,11331020,1534539599000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0
Global,11331020,1534539599000,-29283,111239,60107,40870,54849,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0
Local,11538116,1534561200000,0,38299,21207,12366,21767,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0
Global,11538116,1534561200000,-29283,93919,51261,32801,49192,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0
Local,11933567,1534577837000,0,3577,4296,9498,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0
Global,11933567,1534577837000,-29283,59197,34350,29933,27425,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0
Local,11984065,1534579111000,0,0,2540,7606,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0
Global,11984065,1534579111000,-29291,55620,32594,28041,27425,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0
Local,12073634,1534581439000,0,0,0,652,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0
Global,12073634,1534581439000,-29291,55620,30054,21087,27425,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0
Local,12077807,1534581539000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0
Global,12077807,1534581539000,-29291,55620,30054,20435,27425,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0
Local,12131153,1534582800000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0
Global,12131153,1534582800000,-33280,53763,29680,19652,26067,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0
Local,12921745,1534604400000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0
Global,12921745,1534604400000,-77629,20598,14892,14208,12406,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0
Local,13594727,1534626000000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0
Global,13594727,1534626000000,-95968,-7497,-820,8559,-11988,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0
Local,13646663,1534629599000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0
Global,13646663,1534629599000,-98293,-9322,-1893,8094,-13518,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0
Local,13713927,1534634649000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0
Global,13713927,1534634649000,-98293,-9326,-1893,0,-13518,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0
Local,13812775,1534651200000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0
Global,13812775,1534651200000,-100641,-11057,-13190,-2903,-13895,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0
Local,14433317,1534672800000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0
Global,14433317,1534672800000,-116935,-30840,-27970,-17508,-29109,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0
Local,15170226,1534694400000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0
Global,15170226,1534694400000,-137277,-51040,-40036,-25942,-74973,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0
Local,15782548,1534712399000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0
Global,15782548,1534712399000,-148550,-71859,-53311,-32835,-100340,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,True,0.0,False,0.0,0.0
Local,356003,1534208400000,211601,680318,278589,232131,268013,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Global,356003,1534208400000,211601,680318,278589,232131,268013,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Local,919597,1534230000000,199477,648749,262380,224726,258261,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Global,919597,1534230000000,199477,648749,262380,224726,258261,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Local,2159970,1534251600000,63156,610094,256986,215558,234257,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Global,2159970,1534251600000,63156,610094,256986,215558,234257,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Local,2912107,1534273200000,55257,563725,248612,198194,212743,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Global,2912107,1534273200000,55257,563725,248612,198194,212743,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Local,3176462,1534283997000,44419,547721,245333,194791,207647,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Global,3176462,1534283997000,44419,547721,245333,194791,207647,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Local,3361164,1534305600000,40878,535267,236437,187583,204787,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Global,3361164,1534305600000,40878,535267,236437,187583,204787,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Local,4267029,1534327200000,27497,512569,220821,176116,140507,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Global,4267029,1534327200000,27497,512569,220821,176116,140507,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Local,5314011,1534348800000,14474,456177,201354,153743,124481,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Global,5314011,1534348800000,14474,456177,201354,153743,124481,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Local,5726250,1534363199000,10178,422171,194041,144632,115183,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Global,5726250,1534363199000,10178,422171,194041,144632,115183,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Local,5979990,1534384801000,4369,408979,180669,135502,113705,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Global,5979990,1534384801000,4369,408979,180669,135502,113705,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Local,6226071,1534396410000,0,396155,167317,129693,111844,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Global,6226071,1534396410000,0,396155,167317,129693,111844,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Local,6734652,1534406401000,0,355999,156095,121975,103503,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Global,6734652,1534406401000,0,355999,156095,121975,103503,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Local,7863533,1534428001000,0,293169,130007,97763,86043,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Global,7863533,1534428001000,0,293169,130007,97763,86043,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Local,8560378,1534449599000,0,256118,111753,76719,74118,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Global,8560378,1534449599000,0,256118,111753,76719,74118,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Local,8811097,1534471200000,0,246600,98838,66505,72269,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Global,8811097,1534471200000,0,246600,98838,66505,72269,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Local,9572684,1534492800000,0,214562,73632,58092,49120,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Global,9572684,1534492800000,0,214562,73632,58092,49120,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Local,10549106,1534514400000,0,166404,52038,30906,26410,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Global,10549106,1534514400000,0,166404,52038,30906,26410,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Local,11220337,1534536000000,0,119665,32386,19654,14966,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Global,11220337,1534536000000,0,119665,32386,19654,14966,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Local,11331020,1534539599000,0,113106,27263,16688,13268,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Global,11331020,1534539599000,0,113106,27263,16688,13268,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Local,11538116,1534561200000,0,97225,18034,7156,8484,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Global,11538116,1534561200000,0,97225,18034,7156,8484,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Local,11747017,1534572712000,0,83375,5369,4166,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Global,11747017,1534572712000,0,83375,5369,4166,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Local,11938558,1534577969000,0,64944,326,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Global,11938558,1534577969000,0,64944,326,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Local,11951884,1534578301000,0,62093,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Global,11951884,1534578301000,0,62093,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Local,12079314,1534581572000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Global,12079314,1534581572000,-12,0,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Local,12131153,1534582800000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Global,12131153,1534582800000,-4440,-1724,-242,-559,-390,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Local,12921745,1534604400000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Global,12921745,1534604400000,-54101,-38379,-13201,-3832,-10862,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Local,13594727,1534626000000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Global,13594727,1534626000000,-73386,-78008,-32083,-7746,-27275,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Local,13646663,1534629599000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Global,13646663,1534629599000,-75841,-80473,-33138,-8174,-28084,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Local,13812775,1534651200000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Global,13812775,1534651200000,-78505,-82825,-46375,-12264,-30134,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Local,14433317,1534672800000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Global,14433317,1534672800000,-91678,-102806,-58846,-23989,-40493,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Local,15170226,1534694400000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Global,15170226,1534694400000,-116985,-123516,-68826,-30345,-69775,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Local,15782548,1534712399000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Global,15782548,1534712399000,-129827,-144087,-78143,-35998,-94370,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,True,0.0,False,0.0,0.0
Local,356003,1534208400000,35266,113386,46431,38688,44668,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,False,0.0,False,0.0,0.0
Global,356003,1534208400000,211601,680318,278589,232131,268013,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,False,0.0,False,0.0,0.0
Local,919597,1534230000000,23273,80644,30121,31416,34880,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,False,0.0,False,0.0,0.0
Global,919597,1534230000000,199608,647576,262279,224859,258225,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,False,0.0,False,0.0,0.0
Local,2159970,1534251600000,0,41108,25118,21370,9128,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,False,0.0,False,0.0,0.0
Global,2159970,1534251600000,68160,608040,257276,214813,232473,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,False,0.0,False,0.0,0.0
Local,2912107,1534273200000,0,0,12875,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,False,0.0,False,0.0,0.0
Global,2912107,1534273200000,68160,555520,245033,190268,216677,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,False,0.0,False,0.0,0.0
Local,3176462,1534283997000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,False,0.0,False,0.0,0.0
Global,3176462,1534283997000,68160,555520,217218,190268,216677,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,False,0.0,False,0.0,0.0
Local,3361164,1534305600000,10593,91523,37081,32671,38816,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,False,0.0,False,0.0,0.0
Global,3361164,1534305600000,65121,535939,210856,184886,212158,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,False,0.0,False,0.0,0.0
Local,4267029,1534327200000,585,62106,17157,27330,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,False,0.0,False,0.0,0.0
Global,4267029,1534327200000,55113,506522,190932,179545,134926,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,False,0.0,False,0.0,0.0
Local,5314011,1534348800000,0,0,3440,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,False,0.0,False,0.0,0.0
Global,5314011,1534348800000,45982,433539,177215,135810,134926,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,False,0.0,False,0.0,0.0
Local,5726250,1534363199000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,False,0.0,False,0.0,0.0
Global,5726250,1534363199000,45982,433539,108076,135810,134926,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,False,0.0,False,0.0,0.0
Local,5979990,1534384801000,19,94569,22440,25251,32075,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,False,0.0,False,0.0,0.0
Global,5979990,1534384801000,34506,419724,103497,127109,133270,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,False,0.0,False,0.0,0.0
Local,6734652,1534406401000,0,42112,0,10313,9521,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,False,0.0,False,0.0,0.0
Global,6734652,1534406401000,34331,367267,79650,112171,110716,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,False,0.0,False,0.0,0.0
Local,7863533,1534428001000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,False,0.0,False,0.0,0.0
Global,7863533,1534428001000,34331,281570,79650,86504,78715,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,False,0.0,False,0.0,0.0
Local,8560378,1534449599000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,False,0.0,False,0.0,0.0
Global,8560378,1534449599000,-25087,252545,72235,80511,70739,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,False,0.0,False,0.0,0.0
Local,8811097,1534471200000,0,69451,13080,20420,20604,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,False,0.0,False,0.0,0.0
Global,8811097,1534471200000,-25087,237815,61237,74094,67764,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,False,0.0,False,0.0,0.0
Local,9572684,1534492800000,0,23776,0,12771,2561,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,False,0.0,False,0.0,0.0
Global,9572684,1534492800000,-25087,192140,40120,66445,49721,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,False,0.0,False,0.0,0.0
Local,10549106,1534514400000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,False,0.0,False,0.0,0.0
Global,10549106,1534514400000,-25087,129665,40120,15121,37909,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,False,0.0,False,0.0,0.0
Local,11220337,1534536000000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,False,0.0,False,0.0,0.0
Global,11220337,1534536000000,-51714,92372,33153,9923,29804,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,False,0.0,False,0.0,0.0
Local,11331020,1534539599000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,False,0.0,False,0.0,0.0
Global,11331020,1534539599000,-57432,87407,31309,8025,28354,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,False,0.0,False,0.0,0.0
Local,11538116,1534561200000,0,24031,4470,0,8572,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,False,0.0,False,0.0,0.0
Global,11538116,1534561200000,-57432,67735,20125,1791,22749,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,False,0.0,False,0.0,0.0
Local,12131153,1534582800000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,False,0.0,False,0.0,0.0
Global,12131153,1534582800000,-57432,12590,-4188,1791,-25674,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,False,0.0,False,0.0,0.0
Local,12921745,1534604400000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,False,0.0,False,0.0,0.0
Global,12921745,1534604400000,-115632,-11927,-15497,-2677,-34118,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,False,0.0,False,0.0,0.0
Local,13594727,1534626000000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,False,0.0,False,0.0,0.0
Global,13594727,1534626000000,-134549,-39749,-32810,-8829,-53900,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,False,0.0,False,0.0,0.0
Local,13646663,1534629599000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,False,0.0,False,0.0,0.0
Global,13646663,1534629599000,-136740,-41463,-33870,-9553,-55145,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,False,0.0,False,0.0,0.0
Local,13812775,1534651200000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,False,0.0,False,0.0,0.0
Global,13812775,1534651200000,-140707,-44446,-49088,-13751,-56496,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,False,0.0,False,0.0,0.0
Local,14433317,1534672800000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,False,0.0,False,0.0,0.0
Global,14433317,1534672800000,-157019,-68824,-62859,-23285,-67442,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,False,0.0,False,0.0,0.0
Local,15170226,1534694400000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,False,0.0,False,0.0,0.0
Global,15170226,1534694400000,-178938,-89145,-75660,-29817,-112017,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,False,0.0,False,0.0,0.0
Local,15782548,1534712399000,0,0,0,0,0,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,False,0.0,False,0.0,0.0
Global,15782548,1534712399000,-190096,-108890,-88061,-35400,-141253,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,DAILY,1,False,0.0,False,0.0,0.0
Local,356003,1534208400000,211601,680318,278589,232131,268013,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,False,0.0,False,0.0,0.0
Global,356003,1534208400000,211601,680318,278589,232131,268013,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,False,0.0,False,0.0,0.0
Local,919597,1534230000000,199477,648749,262380,224726,258261,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,False,0.0,False,0.0,0.0
Global,919597,1534230000000,199477,648749,262380,224726,258261,LinUCB_Disjoint_Multi_Target_Full,6,0.1,0.0,0.8,NO_SPLIT,1,False,0.0,False,0.0,0.0
