Clicks,Impressions,TotalImpressions,Method,Timestamp,MSE,CumulativeMSE,MMSE,MCumulativeMSE,LocalCTR,Calibration,NE,RIG,Hours,TrainPart,RecommendationPart,Alpha,EqClicks
12.0,410.0,110000,Regression,1531044493000,0.0326,2.64e+03,0.000129,12.3,0.0293,8.53,3.69,-2.69,12,0.2,0.2,0.1,0.0
31.0,1727.0,120000,Regression,1531046231000,0.00215,1.98e+02,0.000298,27.7,0.018,5.22,2.66,-1.66,12,0.2,0.2,0.1,0.0
51.0,3016.0,130000,Regression,1531048017000,0.00214,1.98e+02,0.00044,40.8,0.0169,4.92,2.71,-1.71,12,0.2,0.2,0.1,0.0
78.0,4285.0,140000,Regression,1531049805000,0.00278,2.61e+02,0.000607,56.6,0.0182,5.3,3.02,-2.02,12,0.2,0.2,0.1,0.0
107.0,5591.0,150000,Regression,1531051599000,0.00327,3.06e+02,0.000784,73.2,0.0191,5.57,3.23,-2.23,12,0.2,0.2,0.1,0.0
133.0,6754.0,160000,Regression,1531053310000,0.00261,2.43e+02,0.000898,83.8,0.0197,5.73,3.27,-2.27,12,0.2,0.2,0.1,0.0
149.0,7958.0,170000,Regression,1531054948000,0.00175,1.62e+02,0.000948,88.4,0.0187,5.45,3.11,-2.11,12,0.2,0.2,0.1,0.0
178.0,9338.0,180000,Regression,1531056675000,0.003,2.79e+02,0.00106,99.0,0.0191,5.55,3.14,-2.14,12,0.2,0.2,0.1,0.0
216.0,10638.0,190000,Regression,1531058328000,0.00402,3.78e+02,0.00122,1.14e+02,0.0203,5.91,3.32,-2.32,12,0.2,0.2,0.1,0.0
245.0,12003.0,200000,Regression,1531059941000,0.00285,2.7e+02,0.0013,1.21e+02,0.0204,5.94,3.3,-2.3,12,0.2,0.2,0.1,0.0
262.0,13285.0,210000,Regression,1531061809000,0.00177,1.62e+02,0.00132,1.23e+02,0.0197,5.74,3.15,-2.15,12,0.2,0.2,0.1,0.0
291.0,14588.0,220000,Regression,1531063581000,0.003,2.79e+02,0.0014,1.3e+02,0.0199,5.8,3.21,-2.21,12,0.2,0.2,0.1,0.0
305.0,15787.0,230000,Regression,1531065314000,0.00139,1.26e+02,0.0014,1.3e+02,0.0193,5.62,3.15,-2.15,12,0.2,0.2,0.1,0.0
342.0,17034.0,240000,Regression,1531067084000,0.00362,3.42e+02,0.00149,1.39e+02,0.0201,5.84,3.2,-2.2,12,0.2,0.2,0.1,0.0
372.0,18319.0,250000,Regression,1531068933000,0.00299,2.79e+02,0.00155,1.45e+02,0.0203,5.91,3.19,-2.19,12,0.2,0.2,0.1,0.0
399.0,19558.0,260000,Regression,1531070560000,0.00289,2.7e+02,0.0016,1.5e+02,0.0204,5.93,3.18,-2.18,12,0.2,0.2,0.1,0.0
429.0,20753.0,270000,Regression,1531071931000,0.00325,3.06e+02,0.00166,1.55e+02,0.0207,6.01,3.22,-2.22,12,0.2,0.2,0.1,0.0
454.0,21984.0,280000,Regression,1531073370000,0.00261,2.43e+02,0.0017,1.58e+02,0.0207,6.01,3.2,-2.2,12,0.2,0.2,0.1,0.0
479.0,23167.0,290000,Regression,1531074828000,0.00258,2.43e+02,0.00173,1.61e+02,0.0207,6.01,3.18,-2.18,12,0.2,0.2,0.1,0.0
496.0,24340.0,300000,Regression,1531076102000,0.00202,1.89e+02,0.00174,1.62e+02,0.0204,5.93,3.16,-2.16,12,0.2,0.2,0.1,0.0
522.0,25442.0,310000,Regression,1531077460000,0.00279,2.61e+02,0.00177,1.65e+02,0.0205,5.97,3.18,-2.18,12,0.2,0.2,0.1,0.0
540.0,26571.0,320000,Regression,1531078853000,0.00185,1.71e+02,0.00177,1.66e+02,0.0203,5.91,3.17,-2.17,12,0.2,0.2,0.1,0.0
565.0,27783.0,330000,Regression,1531080285000,0.00241,2.25e+02,0.00179,1.67e+02,0.0203,5.92,3.2,-2.2,12,0.2,0.2,0.1,0.0
584.0,28887.0,340000,Regression,1531081775000,0.00203,1.89e+02,0.0018,1.68e+02,0.0202,5.88,3.17,-2.17,12,0.2,0.2,0.1,0.0
607.0,29957.0,350000,Regression,1531083470000,0.00231,2.16e+02,0.00181,1.69e+02,0.0203,5.89,3.16,-2.16,12,0.2,0.2,0.1,0.0
622.0,31093.0,360000,Regression,1531085548000,0.00167,1.53e+02,0.00181,1.69e+02,0.02,5.82,3.13,-2.13,12,0.2,0.2,0.1,0.0
647.0,32392.0,370000,Regression,1531091700000,0.00253,2.34e+02,0.00183,1.71e+02,0.02,5.81,2.92,-1.92,12,0.2,0.2,0.1,0.0
664.0,33636.0,380000,Regression,1531109678000,0.00194,1.71e+02,0.00183,1.71e+02,0.0197,5.74,2.88,-1.88,12,0.2,0.2,0.1,0.0
699.0,35467.0,390000,Regression,1531114011000,0.00358,3.24e+02,0.00188,1.75e+02,0.0197,5.73,2.86,-1.86,12,0.2,0.2,0.1,0.0
733.0,37754.0,400000,Regression,1531116623000,0.0034,3.15e+02,0.00192,1.78e+02,0.0194,5.65,2.85,-1.85,12,0.2,0.2,0.1,0.0
780.0,40077.0,410000,Regression,1531118649000,0.00478,4.5e+02,0.00199,1.85e+02,0.0195,5.66,2.84,-1.84,12,0.2,0.2,0.1,0.0
819.0,42484.0,420000,Regression,1531120418000,0.00402,3.69e+02,0.00203,1.89e+02,0.0193,5.61,2.86,-1.86,12,0.2,0.2,0.1,0.0
873.0,44801.0,430000,Regression,1531122132000,0.00545,5.13e+02,0.00211,1.97e+02,0.0195,5.67,2.87,-1.87,12,0.2,0.2,0.1,0.0
912.0,47116.0,440000,Regression,1531123856000,0.00389,3.6e+02,0.00215,2e+02,0.0194,5.63,2.84,-1.84,12,0.2,0.2,0.1,0.0
953.0,49351.0,450000,Regression,1531125068000,0.00406,3.78e+02,0.0022,2.04e+02,0.0193,5.62,2.83,-1.83,12,0.2,0.2,0.1,0.0
997.0,51670.0,460000,Regression,1531126436000,0.00442,4.14e+02,0.00224,2.09e+02,0.0193,5.61,2.84,-1.84,12,0.2,0.2,0.1,0.0
1049.0,54120.0,470000,Regression,1531128328000,0.00508,4.77e+02,0.0023,2.15e+02,0.0194,5.64,2.87,-1.87,12,0.2,0.2,0.1,0.0
1097.0,56346.0,480000,Regression,1531129175000,0.00468,4.41e+02,0.00235,2.19e+02,0.0195,5.66,2.86,-1.86,12,0.2,0.2,0.1,0.0
1122.0,58547.0,490000,Regression,1531130018000,0.0026,2.34e+02,0.00236,2.2e+02,0.0192,5.57,2.82,-1.82,12,0.2,0.2,0.1,0.0
1143.0,60194.0,500000,Regression,1531130800000,0.00245,2.16e+02,0.00236,2.2e+02,0.019,5.52,2.55,-1.55,12,0.2,0.2,0.1,0.0
